,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Levante,10,0,0,3,0,0,1,2,10,A,6,2018-08-17,Betis,SP1,4,8,5,22,A,3,Betis_Levante_2018
1,1,Valladolid,21,0,0,0,0,0,0,1,20,D,2,2018-08-17,Girona,SP1,1,1,3,13,D,2,Girona_Valladolid_2018
2,0,Alaves,6,3,0,0,0,0,0,2,13,H,3,2018-08-18,Barcelona,SP1,0,9,7,25,D,1,Barcelona_Alaves_2018
3,3,Espanol,13,1,0,1,0,0,1,2,14,D,14,2018-08-18,Celta,SP1,5,2,8,12,A,7,Celta_Espanol_2018
4,2,Sociedad,16,1,0,2,1,0,1,3,10,A,8,2018-08-18,Villarreal,SP1,4,7,4,16,D,6,Villarreal_Sociedad_2018
5,1,Huesca,12,1,0,2,0,0,2,1,13,A,8,2018-08-19,Eibar,SP1,6,6,7,18,A,0,Eibar_Huesca_2018
6,1,Getafe,11,2,0,0,1,0,0,7,27,H,4,2018-08-19,Real Madrid,SP1,1,3,3,10,H,0,Real Madrid_Getafe_2018
7,1,Sevilla,6,1,0,4,0,0,3,0,15,A,17,2018-08-19,Vallecano,SP1,8,2,2,13,A,6,Vallecano_Sevilla_2018
8,4,Leganes,12,2,0,1,1,0,1,5,13,H,12,2018-08-20,Ath Bilbao,SP1,2,5,6,17,D,2,Ath Bilbao_Leganes_2018
9,2,Ath Madrid,10,1,0,1,0,0,1,3,15,D,9,2018-08-20,Valencia,SP1,3,4,4,13,A,10,Valencia_Ath Madrid_2018
10,2,Eibar,14,2,0,0,1,0,0,1,11,H,9,2018-08-24,Getafe,SP1,0,4,5,7,H,5,Getafe_Eibar_2018
11,1,Sociedad,12,2,0,2,0,0,2,2,9,D,7,2018-08-24,Leganes,SP1,6,5,5,18,A,0,Leganes_Sociedad_2018
12,3,Betis,17,0,0,0,0,0,0,1,15,D,13,2018-08-25,Alaves,SP1,5,4,5,16,D,6,Alaves_Betis_2018
13,1,Vallecano,7,1,0,0,0,0,0,1,8,H,13,2018-08-25,Ath Madrid,SP1,3,2,8,9,D,5,Ath Madrid_Vallecano_2018
14,1,Barcelona,13,0,0,1,0,0,0,1,11,A,10,2018-08-25,Valladolid,SP1,5,4,6,7,D,10,Valladolid_Barcelona_2018
15,1,Valencia,16,2,0,0,0,0,0,1,12,H,16,2018-08-26,Espanol,SP1,4,9,6,19,D,10,Espanol_Valencia_2018
16,2,Real Madrid,13,1,0,4,1,0,1,3,11,A,20,2018-08-26,Girona,SP1,8,5,4,10,D,7,Girona_Real Madrid_2018
17,3,Villarreal,13,0,0,0,0,0,0,2,14,D,14,2018-08-26,Sevilla,SP1,6,2,4,19,D,5,Sevilla_Villarreal_2018
18,2,Huesca,17,2,0,2,0,0,0,2,17,D,9,2018-08-27,Ath Bilbao,SP1,4,4,3,14,D,2,Ath Bilbao_Huesca_2018
19,2,Celta,14,1,0,2,0,0,2,3,8,A,21,2018-08-27,Levante,SP1,9,6,7,15,A,7,Levante_Celta_2018
20,3,Sociedad,18,2,0,1,1,0,1,2,15,H,7,2018-08-31,Eibar,SP1,2,2,4,8,D,2,Eibar_Sociedad_2018
21,3,Valladolid,22,0,0,0,0,0,0,1,14,D,7,2018-08-31,Getafe,SP1,4,3,6,12,D,7,Getafe_Valladolid_2018
22,3,Girona,15,0,0,1,0,0,0,2,11,A,14,2018-08-31,Villarreal,SP1,6,3,7,13,D,2,Villarreal_Girona_2018
23,4,Ath Madrid,12,2,1,0,0,0,0,5,14,H,9,2018-09-01,Celta,SP1,0,4,2,10,D,8,Celta_Ath Madrid_2018
24,1,Leganes,11,4,0,1,1,0,1,1,11,H,8,2018-09-01,Real Madrid,SP1,3,8,8,17,D,1,Real Madrid_Leganes_2018
25,4,Espanol,19,2,0,1,0,0,1,3,13,H,11,2018-09-02,Alaves,SP1,7,5,0,8,A,12,Alaves_Espanol_2018
26,1,Huesca,6,8,0,2,3,0,2,2,12,H,7,2018-09-02,Barcelona,SP1,3,15,9,31,H,4,Barcelona_Huesca_2018
27,3,Sevilla,15,1,1,0,0,0,0,6,17,H,8,2018-09-02,Betis,SP1,2,3,5,11,D,8,Betis_Sevilla_2018
28,4,Valencia,14,2,0,2,2,1,1,2,10,D,18,2018-09-02,Levante,SP1,5,4,3,13,H,5,Levante_Valencia_2018
29,2,Vallecano,16,0,0,1,0,0,1,1,18,A,14,2018-09-14,Huesca,SP1,2,4,6,14,A,3,Huesca_Vallecano_2018
30,6,Real Madrid,18,1,0,1,1,0,0,2,6,D,16,2018-09-15,Ath Bilbao,SP1,6,3,1,11,H,2,Ath Bilbao_Real Madrid_2018
31,2,Eibar,5,1,0,1,0,0,0,2,21,D,12,2018-09-15,Ath Madrid,SP1,3,9,14,18,D,3,Ath Madrid_Eibar_2018
32,1,Barcelona,18,1,0,2,1,0,0,1,8,A,12,2018-09-15,Sociedad,SP1,6,5,1,8,H,6,Sociedad_Barcelona_2018
33,6,Betis,22,0,0,0,0,0,0,3,9,D,11,2018-09-15,Valencia,SP1,6,2,5,12,D,4,Valencia_Betis_2018
34,1,Levante,17,1,0,0,0,0,0,2,13,H,16,2018-09-16,Espanol,SP1,4,9,5,22,D,4,Espanol_Levante_2018
35,4,Villarreal,16,0,0,1,0,0,0,3,9,A,9,2018-09-16,Leganes,SP1,3,3,6,16,D,1,Leganes_Villarreal_2018
36,3,Getafe,10,0,0,2,0,0,2,6,22,A,10,2018-09-16,Sevilla,SP1,5,1,7,15,A,1,Sevilla_Getafe_2018
37,3,Alaves,9,0,0,1,0,0,0,2,12,A,10,2018-09-16,Valladolid,SP1,4,5,7,15,D,2,Valladolid_Alaves_2018
38,1,Celta,15,3,1,2,2,0,1,3,11,H,20,2018-09-17,Girona,SP1,7,6,3,11,H,1,Girona_Celta_2018
39,5,Sociedad,16,0,2,1,0,0,0,3,12,A,7,2018-09-21,Huesca,SP1,1,3,7,13,D,5,Huesca_Sociedad_2018
40,2,Valladolid,9,3,0,3,2,0,1,2,11,D,14,2018-09-22,Celta,SP1,4,5,7,12,H,8,Celta_Valladolid_2018
41,1,Leganes,16,1,0,0,0,0,0,1,17,H,4,2018-09-22,Eibar,SP1,2,3,5,14,D,2,Eibar_Leganes_2018
42,1,Ath Madrid,12,0,0,2,0,1,1,2,15,A,7,2018-09-22,Getafe,SP1,4,2,1,11,A,5,Getafe_Ath Madrid_2018
43,2,Espanol,5,1,0,0,1,0,0,2,16,H,10,2018-09-22,Real Madrid,SP1,3,5,8,19,H,3,Real Madrid_Espanol_2018
44,1,Alaves,14,1,0,5,1,1,2,2,12,A,11,2018-09-22,Vallecano,SP1,7,4,8,13,A,4,Vallecano_Alaves_2018
45,3,Girona,9,2,0,2,1,1,1,5,16,D,7,2018-09-23,Barcelona,SP1,6,11,8,22,D,2,Barcelona_Girona_2018
46,2,Ath Bilbao,13,2,1,2,0,0,2,7,20,D,7,2018-09-23,Betis,SP1,4,3,6,15,A,1,Betis_Ath Bilbao_2018
47,1,Sevilla,5,2,0,6,1,0,4,1,18,A,20,2018-09-23,Levante,SP1,9,10,8,19,A,4,Levante_Sevilla_2018
48,4,Valencia,12,0,1,0,0,0,0,1,12,D,12,2018-09-23,Villarreal,SP1,2,1,8,11,D,6,Villarreal_Valencia_2018
49,0,Huesca,1,3,0,0,3,0,0,2,14,H,8,2018-09-25,Ath Madrid,SP1,1,5,4,17,H,3,Ath Madrid_Huesca_2018
50,2,Eibar,8,1,0,0,0,0,0,2,8,H,8,2018-09-25,Espanol,SP1,1,5,4,9,D,3,Espanol_Eibar_2018
51,4,Vallecano,12,2,0,2,1,0,2,3,18,D,11,2018-09-25,Sociedad,SP1,6,6,8,16,A,5,Sociedad_Vallecano_2018
52,1,Villarreal,3,0,0,3,0,0,0,1,14,A,19,2018-09-26,Ath Bilbao,SP1,6,2,6,12,D,4,Ath Bilbao_Villarreal_2018
53,4,Barcelona,15,2,0,1,0,0,1,2,11,H,9,2018-09-26,Leganes,SP1,5,6,4,10,A,5,Leganes_Barcelona_2018
54,3,Real Madrid,16,3,0,0,3,0,0,4,12,H,21,2018-09-26,Sevilla,SP1,3,7,5,16,H,6,Sevilla_Real Madrid_2018
55,1,Celta,18,1,0,1,1,0,0,3,7,D,9,2018-09-26,Valencia,SP1,3,5,0,14,H,2,Valencia_Celta_2018
56,4,Getafe,8,1,0,1,0,0,0,2,22,D,13,2018-09-27,Alaves,SP1,5,2,5,15,D,7,Alaves_Getafe_2018
57,1,Betis,17,0,0,1,0,0,0,3,14,A,14,2018-09-27,Girona,SP1,6,2,5,8,D,1,Girona_Betis_2018
58,1,Levante,17,2,1,1,0,0,0,4,10,H,9,2018-09-27,Valladolid,SP1,4,6,8,20,D,6,Valladolid_Levante_2018
59,3,Espanol,13,2,0,2,1,0,2,3,16,D,12,2018-09-28,Vallecano,SP1,5,5,5,11,A,3,Vallecano_Espanol_2018
60,3,Ath Bilbao,9,1,0,1,0,0,1,3,18,D,8,2018-09-29,Barcelona,SP1,2,8,4,20,A,3,Barcelona_Ath Bilbao_2018
61,2,Sevilla,16,1,0,3,0,0,0,3,9,A,7,2018-09-29,Eibar,SP1,5,2,6,15,D,3,Eibar_Sevilla_2018
62,3,Ath Madrid,7,0,0,0,0,0,0,4,17,D,8,2018-09-29,Real Madrid,SP1,3,6,8,15,D,6,Real Madrid_Ath Madrid_2018
63,3,Valencia,13,0,0,1,0,0,1,5,18,A,9,2018-09-29,Sociedad,SP1,2,5,3,10,A,0,Sociedad_Valencia_2018
64,0,Leganes,7,1,0,0,0,0,0,4,10,H,11,2018-09-30,Betis,SP1,5,4,7,17,D,1,Betis_Leganes_2018
65,4,Girona,14,1,0,1,0,0,1,2,14,D,14,2018-09-30,Huesca,SP1,4,6,5,13,A,5,Huesca_Girona_2018
66,7,Alaves,22,2,0,1,2,0,1,1,19,H,14,2018-09-30,Levante,SP1,2,4,9,14,H,4,Levante_Alaves_2018
67,3,Valladolid,17,0,0,1,0,0,0,3,12,A,9,2018-09-30,Villarreal,SP1,3,7,7,27,D,2,Villarreal_Valladolid_2018
68,2,Getafe,13,1,0,1,1,0,0,2,15,D,12,2018-10-01,Celta,SP1,4,2,3,8,H,9,Celta_Getafe_2018
69,6,Sociedad,15,1,0,3,1,0,1,5,19,A,6,2018-10-05,Ath Bilbao,SP1,3,5,11,13,D,0,Ath Bilbao_Sociedad_2018
