,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,SP1,Osasuna,A,1,2003-08-30,A,Albacete,0,2,Albacete_Osasuna_2003
1,0,SP1,Barcelona,A,1,2003-08-30,A,Ath Bilbao,0,1,Ath Bilbao_Barcelona_2003
2,1,SP1,Sociedad,D,0,2003-08-30,H,Espanol,1,1,Espanol_Sociedad_2003
3,0,SP1,Villarreal,D,0,2003-08-30,D,Malaga,0,0,Malaga_Villarreal_2003
4,1,SP1,Betis,H,1,2003-08-30,D,Real Madrid,2,1,Real Madrid_Betis_2003
5,0,SP1,Valladolid,D,1,2003-08-30,A,Valencia,1,1,Valencia_Valladolid_2003
6,1,SP1,Murcia,D,0,2003-08-31,H,Celta,1,1,Celta_Murcia_2003
7,1,SP1,Mallorca,H,0,2003-08-31,H,Santander,2,1,Santander_Mallorca_2003
8,1,SP1,Ath Madrid,H,0,2003-08-31,H,Sevilla,1,0,Sevilla_Ath Madrid_2003
9,0,SP1,La Coruna,A,0,2003-08-31,D,Zaragoza,0,1,Zaragoza_La Coruna_2003
10,0,SP1,Valencia,A,0,2003-09-02,D,Osasuna,0,1,Osasuna_Valencia_2003
11,1,SP1,Celta,D,0,2003-09-02,H,Sociedad,1,1,Sociedad_Celta_2003
12,0,SP1,Real Madrid,D,0,2003-09-02,D,Villarreal,1,1,Villarreal_Real Madrid_2003
13,0,SP1,Albacete,H,0,2003-09-03,D,Ath Madrid,1,0,Ath Madrid_Albacete_2003
14,0,SP1,Sevilla,D,1,2003-09-03,A,Barcelona,1,1,Barcelona_Sevilla_2003
15,2,SP1,Espanol,D,0,2003-09-03,H,Betis,2,2,Betis_Espanol_2003
16,1,SP1,Ath Bilbao,H,0,2003-09-03,H,La Coruna,2,0,La Coruna_Ath Bilbao_2003
17,1,SP1,Zaragoza,H,0,2003-09-03,H,Mallorca,2,0,Mallorca_Zaragoza_2003
18,1,SP1,Santander,D,1,2003-09-03,D,Murcia,1,1,Murcia_Santander_2003
19,1,SP1,Malaga,H,0,2003-09-03,H,Valladolid,1,0,Valladolid_Malaga_2003
20,0,SP1,Betis,A,1,2003-09-13,A,Celta,0,2,Celta_Betis_2003
21,3,SP1,Valladolid,H,0,2003-09-13,H,Real Madrid,7,2,Real Madrid_Valladolid_2003
22,0,SP1,Sociedad,A,1,2003-09-13,A,Santander,0,1,Santander_Sociedad_2003
23,0,SP1,La Coruna,A,1,2003-09-13,A,Sevilla,1,2,Sevilla_La Coruna_2003
24,0,SP1,Barcelona,A,1,2003-09-14,A,Albacete,1,2,Albacete_Barcelona_2003
25,2,SP1,Mallorca,H,0,2003-09-14,H,Ath Bilbao,4,0,Ath Bilbao_Mallorca_2003
26,1,SP1,Villarreal,A,1,2003-09-14,D,Espanol,1,2,Espanol_Villarreal_2003
27,1,SP1,Ath Madrid,H,0,2003-09-14,H,Osasuna,1,0,Osasuna_Ath Madrid_2003
28,1,SP1,Malaga,H,0,2003-09-14,H,Valencia,1,0,Valencia_Malaga_2003
29,3,SP1,Murcia,H,0,2003-09-14,H,Zaragoza,3,0,Zaragoza_Murcia_2003
30,0,SP1,Valencia,A,0,2003-09-20,D,Ath Madrid,0,3,Ath Madrid_Valencia_2003
31,0,SP1,Osasuna,D,0,2003-09-20,D,Barcelona,1,1,Barcelona_Osasuna_2003
32,0,SP1,Santander,D,0,2003-09-21,D,Betis,0,0,Betis_Santander_2003
33,0,SP1,Albacete,H,0,2003-09-21,D,La Coruna,3,0,La Coruna_Albacete_2003
34,0,SP1,Real Madrid,A,1,2003-09-21,A,Malaga,1,3,Malaga_Real Madrid_2003
35,1,SP1,Sevilla,D,1,2003-09-21,D,Mallorca,1,1,Mallorca_Sevilla_2003
36,1,SP1,Ath Bilbao,D,1,2003-09-21,D,Murcia,2,2,Murcia_Ath Bilbao_2003
37,0,SP1,Zaragoza,H,0,2003-09-21,D,Sociedad,3,0,Sociedad_Zaragoza_2003
38,2,SP1,Espanol,H,1,2003-09-21,H,Valladolid,3,1,Valladolid_Espanol_2003
39,0,SP1,Celta,D,0,2003-09-21,D,Villarreal,1,1,Villarreal_Celta_2003
40,0,SP1,Sociedad,H,0,2003-09-27,D,Ath Bilbao,1,0,Ath Bilbao_Sociedad_2003
41,0,SP1,Valladolid,H,1,2003-09-27,A,Celta,3,2,Celta_Valladolid_2003
42,3,SP1,La Coruna,H,1,2003-09-27,H,Osasuna,3,2,Osasuna_La Coruna_2003
43,1,SP1,Real Madrid,H,0,2003-09-27,H,Valencia,2,0,Valencia_Real Madrid_2003
44,1,SP1,Mallorca,H,0,2003-09-28,H,Albacete,2,0,Albacete_Mallorca_2003
45,0,SP1,Barcelona,D,0,2003-09-28,D,Ath Madrid,0,0,Ath Madrid_Barcelona_2003
46,0,SP1,Malaga,A,1,2003-09-28,A,Espanol,1,2,Espanol_Malaga_2003
47,0,SP1,Villarreal,A,0,2003-09-28,D,Santander,0,2,Santander_Villarreal_2003
48,0,SP1,Murcia,H,0,2003-09-28,D,Sevilla,1,0,Sevilla_Murcia_2003
49,0,SP1,Betis,A,0,2003-09-28,D,Zaragoza,0,1,Zaragoza_Betis_2003
50,0,SP1,Ath Bilbao,D,0,2003-10-04,D,Betis,1,1,Betis_Ath Bilbao_2003
51,2,SP1,Ath Madrid,H,1,2003-10-04,H,La Coruna,5,1,La Coruna_Ath Madrid_2003
52,1,SP1,Zaragoza,D,1,2003-10-04,D,Villarreal,1,1,Villarreal_Zaragoza_2003
53,0,SP1,Valencia,A,1,2003-10-05,A,Barcelona,0,1,Barcelona_Valencia_2003
54,1,SP1,Celta,H,0,2003-10-05,H,Malaga,2,1,Malaga_Celta_2003
55,0,SP1,Osasuna,D,0,2003-10-05,D,Mallorca,1,1,Mallorca_Osasuna_2003
56,1,SP1,Albacete,H,0,2003-10-05,H,Murcia,1,0,Murcia_Albacete_2003
57,0,SP1,Espanol,H,0,2003-10-05,D,Real Madrid,2,1,Real Madrid_Espanol_2003
58,1,SP1,Sevilla,D,1,2003-10-05,D,Sociedad,1,1,Sociedad_Sevilla_2003
59,0,SP1,Santander,A,1,2003-10-05,A,Valladolid,0,4,Valladolid_Santander_2003
60,0,SP1,Sociedad,H,0,2003-10-18,D,Albacete,3,1,Albacete_Sociedad_2003
61,0,SP1,La Coruna,A,1,2003-10-18,A,Barcelona,0,2,Barcelona_La Coruna_2003
62,0,SP1,Real Madrid,A,1,2003-10-18,A,Celta,0,2,Celta_Real Madrid_2003
