,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Barcelona,17,0,0,0,0,0,0,1,19,D,17,2005-08-27,Alaves,SP1,10,0,3,5,D,7,Alaves_Barcelona_2005
1,0,Sociedad,13,3,0,0,0,0,0,1,19,H,9,2005-08-27,Ath Bilbao,SP1,2,6,3,10,D,4,Ath Bilbao_Sociedad_2005
2,2,Betis,18,1,0,0,0,0,0,3,14,H,14,2005-08-27,Valencia,SP1,3,2,8,9,D,5,Valencia_Betis_2005
3,2,Zaragoza,16,0,0,0,0,0,0,7,22,D,9,2005-08-28,Ath Madrid,SP1,2,5,8,16,D,4,Ath Madrid_Zaragoza_2005
4,2,Real Madrid,19,1,0,2,0,0,1,2,25,A,17,2005-08-28,Cadiz,SP1,6,5,8,15,A,8,Cadiz_Real Madrid_2005
5,1,Malaga,19,2,0,0,1,0,0,2,25,H,10,2005-08-28,Celta,SP1,4,5,4,9,H,11,Celta_Malaga_2005
6,2,Getafe,23,0,0,2,0,0,0,3,25,A,16,2005-08-28,Espanol,SP1,9,3,4,8,D,2,Espanol_Getafe_2005
7,2,La Coruna,19,0,0,1,0,0,1,4,19,A,12,2005-08-28,Mallorca,SP1,3,3,8,10,A,4,Mallorca_La Coruna_2005
8,5,Villarreal,20,2,0,1,1,0,0,2,9,H,10,2005-08-28,Osasuna,SP1,3,4,2,8,H,4,Osasuna_Villarreal_2005
9,2,Santander,22,1,0,0,1,0,0,3,27,H,5,2005-08-28,Sevilla,SP1,3,5,9,18,H,3,Sevilla_Santander_2005
10,2,Osasuna,21,1,0,0,0,0,0,6,29,H,12,2005-09-10,Betis,SP1,3,4,4,15,D,1,Betis_Osasuna_2005
11,2,Ath Madrid,16,1,0,0,0,0,0,2,22,H,13,2005-09-10,La Coruna,SP1,7,5,4,11,D,5,La Coruna_Ath Madrid_2005
