,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Eibar,14,2,0,1,0,0,0,3,17,H,12,2016-08-19,La Coruna,SP1,6,6,1,11,D,8,La Coruna_Eibar_2016
1,2,Osasuna,11,1,0,1,0,0,0,3,22,D,8,2016-08-19,Malaga,SP1,3,4,5,14,D,3,Malaga_Osasuna_2016
2,1,Betis,17,6,0,2,3,0,1,3,13,H,6,2016-08-20,Barcelona,SP1,2,12,10,30,H,2,Barcelona_Betis_2016
3,2,Villarreal,17,1,0,1,0,0,0,3,11,D,12,2016-08-20,Granada,SP1,3,1,7,7,D,3,Granada_Villarreal_2016
4,2,Espanol,8,6,0,4,3,0,3,2,15,H,10,2016-08-20,Sevilla,SP1,7,11,8,16,D,2,Sevilla_Espanol_2016
5,0,Alaves,7,1,0,1,0,0,0,4,15,D,2,2016-08-21,Ath Madrid,SP1,1,6,20,27,D,2,Ath Madrid_Alaves_2016
6,2,Real Madrid,22,0,0,3,0,0,2,3,11,A,18,2016-08-21,Sociedad,SP1,8,0,4,8,A,7,Sociedad_Real Madrid_2016
7,3,Ath Bilbao,18,2,0,1,0,0,0,3,15,H,13,2016-08-21,Sp Gijon,SP1,4,4,2,12,D,5,Sp Gijon_Ath Bilbao_2016
8,4,Leganes,5,0,1,1,0,0,0,1,13,A,15,2016-08-22,Celta,SP1,6,2,8,10,D,4,Celta_Leganes_2016
9,2,Las Palmas,15,2,0,4,2,0,3,2,18,A,6,2016-08-22,Valencia,SP1,4,8,12,17,A,1,Valencia_Las Palmas_2016
10,0,La Coruna,20,0,0,0,0,0,0,2,15,D,12,2016-08-26,Betis,SP1,1,5,13,15,D,2,Betis_La Coruna_2016
11,2,Malaga,20,2,0,2,1,0,0,4,17,D,9,2016-08-26,Espanol,SP1,3,2,3,7,H,4,Espanol_Malaga_2016
12,2,Valencia,13,1,0,0,0,0,0,2,11,H,13,2016-08-27,Eibar,SP1,3,6,6,13,D,10,Eibar_Valencia_2016
13,3,Ath Madrid,19,0,0,0,0,0,0,1,5,D,10,2016-08-27,Leganes,SP1,3,1,1,6,D,8,Leganes_Ath Madrid_2016
14,2,Sociedad,14,0,0,2,0,0,1,1,14,A,5,2016-08-27,Osasuna,SP1,4,3,10,8,A,1,Osasuna_Sociedad_2016
15,0,Celta,8,2,0,1,0,0,0,2,11,H,8,2016-08-27,Real Madrid,SP1,3,10,7,24,D,2,Real Madrid_Celta_2016
16,1,Sp Gijon,10,0,0,0,0,0,0,1,12,D,7,2016-08-28,Alaves,SP1,1,2,4,13,D,6,Alaves_Sp Gijon_2016
17,5,Barcelona,20,0,0,1,0,0,1,4,13,A,12,2016-08-28,Ath Bilbao,SP1,3,4,4,9,A,4,Ath Bilbao_Barcelona_2016
18,5,Granada,8,5,0,1,1,0,1,1,16,H,13,2016-08-28,Las Palmas,SP1,2,10,6,15,D,4,Las Palmas_Granada_2016
