,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Alaves,14,1,0,0,1,0,0,1,18,H,6,2017-08-18,Leganes,SP1,3,9,4,16,H,2,Leganes_Alaves_2017
1,3,Las Palmas,25,1,1,0,1,0,0,3,13,H,5,2017-08-18,Valencia,SP1,4,6,5,22,H,2,Valencia_Las Palmas_2017
2,3,Sociedad,12,2,0,3,1,0,1,1,11,A,13,2017-08-19,Celta,SP1,6,5,5,16,D,4,Celta_Sociedad_2017
3,2,Ath Madrid,15,2,1,2,2,0,0,4,15,D,9,2017-08-19,Girona,SP1,3,6,6,13,H,0,Girona_Ath Madrid_2017
4,2,Espanol,14,1,0,1,1,1,1,4,12,D,9,2017-08-19,Sevilla,SP1,6,4,7,9,D,3,Sevilla_Espanol_2017
5,1,Getafe,16,0,1,0,0,0,0,3,15,D,8,2017-08-20,Ath Bilbao,SP1,2,2,7,12,D,6,Ath Bilbao_Getafe_2017
6,2,Betis,16,2,0,0,2,0,0,1,15,H,3,2017-08-20,Barcelona,SP1,0,2,8,15,H,0,Barcelona_Betis_2017
7,5,Real Madrid,16,0,1,3,0,0,2,1,12,A,16,2017-08-20,La Coruna,SP1,8,6,4,12,A,4,La Coruna_Real Madrid_2017
8,1,Villarreal,18,1,0,0,0,0,0,3,14,H,9,2017-08-21,Levante,SP1,1,3,11,14,D,6,Levante_Villarreal_2017
9,2,Eibar,16,0,0,1,0,0,0,3,15,A,13,2017-08-21,Malaga,SP1,6,4,3,10,D,7,Malaga_Eibar_2017
10,2,Celta,13,2,0,1,1,0,1,2,9,H,9,2017-08-25,Betis,SP1,2,3,4,10,D,6,Betis_Celta_2017
11,2,Villarreal,12,3,0,0,3,0,0,2,22,H,6,2017-08-25,Sociedad,SP1,1,9,10,15,H,4,Sociedad_Villarreal_2017
12,2,Barcelona,12,0,0,2,0,0,0,3,10,A,23,2017-08-26,Alaves,SP1,11,2,1,11,D,14,Alaves_Barcelona_2017
13,3,Malaga,11,1,0,0,1,0,0,4,15,H,7,2017-08-26,Girona,SP1,2,4,2,15,H,3,Girona_Malaga_2017
