Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2017-08-18,Leganes_Alaves_2017,Alaves,1,1,1,1
2017-08-18,Valencia_Las Palmas_2017,Las Palmas,1,1,1,1
2017-08-18,Valencia_Las Palmas_2017,Valencia,1,1,1,1
2017-08-18,Leganes_Alaves_2017,Leganes,1,1,1,1
2017-08-19,Girona_Ath Madrid_2017,Ath Madrid,1,1,1,1
2017-08-19,Celta_Sociedad_2017,Sociedad,1,1,1,1
2017-08-19,Celta_Sociedad_2017,Celta,1,1,1,1
2017-08-19,Sevilla_Espanol_2017,Espanol,1,1,1,1
2017-08-19,Sevilla_Espanol_2017,Sevilla,1,1,1,1
2017-08-19,Girona_Ath Madrid_2017,Girona,1,1,1,1
2017-08-20,Ath Bilbao_Getafe_2017,Getafe,1,1,1,1
2017-08-20,Barcelona_Betis_2017,Barcelona,1,1,1,1
2017-08-20,Barcelona_Betis_2017,Betis,1,1,1,1
2017-08-20,La Coruna_Real Madrid_2017,La Coruna,1,1,1,1
2017-08-20,Ath Bilbao_Getafe_2017,Ath Bilbao,1,1,1,1
2017-08-20,La Coruna_Real Madrid_2017,Real Madrid,1,1,1,1
2017-08-21,Malaga_Eibar_2017,Eibar,1,1,1,1
2017-08-21,Malaga_Eibar_2017,Malaga,1,1,1,1
2017-08-21,Levante_Villarreal_2017,Levante,1,1,1,1
2017-08-21,Levante_Villarreal_2017,Villarreal,1,1,1,1
2017-08-25,Sociedad_Villarreal_2017,Villarreal,1,2,2,2
2017-08-25,Sociedad_Villarreal_2017,Sociedad,1,1,2,2
2017-08-25,Betis_Celta_2017,Betis,1,1,2,2
2017-08-25,Betis_Celta_2017,Celta,1,1,2,2
2017-08-26,Las Palmas_Ath Madrid_2017,Las Palmas,1,1,2,2
2017-08-26,Levante_La Coruna_2017,La Coruna,1,1,2,2
2017-08-26,Las Palmas_Ath Madrid_2017,Ath Madrid,1,2,2,2
2017-08-26,Girona_Malaga_2017,Girona,2,1,2,2
2017-08-26,Alaves_Barcelona_2017,Barcelona,1,1,2,2
2017-08-26,Girona_Malaga_2017,Malaga,1,1,2,2
2017-08-26,Alaves_Barcelona_2017,Alaves,1,1,2,2
2017-08-26,Levante_La Coruna_2017,Levante,2,1,2,2
2017-08-27,Eibar_Ath Bilbao_2017,Ath Bilbao,1,1,2,2
2017-08-27,Real Madrid_Valencia_2017,Valencia,1,1,2,2
2017-08-27,Eibar_Ath Bilbao_2017,Eibar,1,1,2,2
2017-08-27,Espanol_Leganes_2017,Leganes,1,1,2,2
2017-08-27,Getafe_Sevilla_2017,Getafe,1,1,2,2
2017-08-27,Real Madrid_Valencia_2017,Real Madrid,1,1,2,2
2017-08-27,Espanol_Leganes_2017,Espanol,1,1,2,2
2017-08-27,Getafe_Sevilla_2017,Sevilla,1,1,2,2
2017-09-08,Leganes_Getafe_2017,Leganes,2,1,3,4
2017-09-08,Leganes_Getafe_2017,Getafe,1,2,3,4
2017-09-09,Barcelona_Espanol_2017,Espanol,1,2,3,4
2017-09-09,Valencia_Ath Madrid_2017,Ath Madrid,1,3,3,4
2017-09-09,Sevilla_Eibar_2017,Sevilla,2,1,3,4
2017-09-09,Real Madrid_Levante_2017,Levante,2,1,3,4
2017-09-09,Real Madrid_Levante_2017,Real Madrid,2,1,3,4
2017-09-09,Sevilla_Eibar_2017,Eibar,1,2,3,4
2017-09-09,Barcelona_Espanol_2017,Barcelona,2,1,3,4
2017-09-09,Valencia_Ath Madrid_2017,Valencia,2,1,3,4
2017-09-10,Villarreal_Betis_2017,Villarreal,1,2,3,4
2017-09-10,Celta_Alaves_2017,Alaves,1,2,3,4
2017-09-10,Celta_Alaves_2017,Celta,2,1,3,4
2017-09-10,Ath Bilbao_Girona_2017,Ath Bilbao,2,1,3,4
2017-09-10,La Coruna_Sociedad_2017,Sociedad,1,2,3,4
2017-09-10,Villarreal_Betis_2017,Betis,1,2,3,4
2017-09-10,La Coruna_Sociedad_2017,La Coruna,2,1,3,4
2017-09-10,Ath Bilbao_Girona_2017,Girona,2,1,3,4
2017-09-11,Malaga_Las Palmas_2017,Las Palmas,1,2,3,4
2017-09-11,Malaga_Las Palmas_2017,Malaga,2,1,3,4
2017-09-15,Eibar_Leganes_2017,Eibar,2,2,4,5
2017-09-15,Eibar_Leganes_2017,Leganes,2,2,4,5
2017-09-16,Ath Madrid_Malaga_2017,Ath Madrid,1,3,4,5
2017-09-16,Levante_Valencia_2017,Valencia,2,2,4,5
2017-09-16,Betis_La Coruna_2017,Betis,2,2,4,5
2017-09-16,Levante_Valencia_2017,Levante,3,1,4,5
2017-09-16,Getafe_Barcelona_2017,Barcelona,2,2,4,5
2017-09-16,Ath Madrid_Malaga_2017,Malaga,2,2,4,5
2017-09-16,Getafe_Barcelona_2017,Getafe,2,2,4,5
2017-09-16,Betis_La Coruna_2017,La Coruna,2,2,4,5
2017-09-17,Las Palmas_Ath Bilbao_2017,Las Palmas,2,2,4,5
2017-09-17,Alaves_Villarreal_2017,Alaves,2,2,4,5
2017-09-17,Girona_Sevilla_2017,Girona,3,1,4,5
2017-09-17,Girona_Sevilla_2017,Sevilla,2,2,4,5
2017-09-17,Alaves_Villarreal_2017,Villarreal,1,3,4,5
2017-09-17,Sociedad_Real Madrid_2017,Sociedad,2,2,4,5
2017-09-17,Las Palmas_Ath Bilbao_2017,Ath Bilbao,2,2,4,5
2017-09-17,Sociedad_Real Madrid_2017,Real Madrid,2,2,4,5
2017-09-18,Espanol_Celta_2017,Espanol,2,2,4,5
2017-09-18,Espanol_Celta_2017,Celta,2,2,4,5
2017-09-19,Valencia_Malaga_2017,Valencia,3,2,5,6
2017-09-19,Barcelona_Eibar_2017,Barcelona,3,2,5,6
