,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,N1,Feyenoord,A,0,2011-08-05,D,Excelsior,0,2,Excelsior_Feyenoord_2011
1,0,N1,Nijmegen,D,0,2011-08-06,D,Heerenveen,2,2,Heerenveen_Nijmegen_2011
2,0,N1,Groningen,H,1,2011-08-06,A,Roda,2,1,Roda_Groningen_2011
3,0,N1,Utrecht,D,0,2011-08-06,D,VVV Venlo,0,0,VVV Venlo_Utrecht_2011
4,0,N1,Heracles,D,1,2011-08-06,A,Waalwijk,2,2,Waalwijk_Heracles_2011
5,2,N1,PSV Eindhoven,H,1,2011-08-07,H,AZ Alkmaar,3,1,AZ Alkmaar_PSV Eindhoven_2011
6,0,N1,Vitesse,D,0,2011-08-07,D,Den Haag,0,0,Den Haag_Vitesse_2011
7,1,N1,Ajax,A,2,2011-08-07,A,Graafschap,1,4,Graafschap_Ajax_2011
8,0,N1,Twente,A,1,2011-08-07,A,NAC Breda,0,1,NAC Breda_Twente_2011
9,1,N1,Roda,H,0,2011-08-13,H,Feyenoord,3,0,Feyenoord_Roda_2011
10,1,N1,Waalwijk,H,0,2011-08-13,H,PSV Eindhoven,1,0,PSV Eindhoven_Waalwijk_2011
11,1,N1,AZ Alkmaar,H,0,2011-08-13,H,Twente,2,0,Twente_AZ Alkmaar_2011
12,2,N1,VVV Venlo,H,0,2011-08-13,H,Vitesse,4,0,Vitesse_VVV Venlo_2011
13,2,N1,Heerenveen,H,1,2011-08-14,H,Ajax,5,1,Ajax_Heerenveen_2011
14,3,N1,Den Haag,H,0,2011-08-14,H,Groningen,4,2,Groningen_Den Haag_2011
15,0,N1,NAC Breda,H,1,2011-08-14,A,Heracles,2,1,Heracles_NAC Breda_2011
16,0,N1,Graafschap,D,1,2011-08-14,A,Utrecht,2,2,Utrecht_Graafschap_2011
17,0,N1,Excelsior,H,0,2011-08-15,D,Nijmegen,2,0,Nijmegen_Excelsior_2011
18,0,N1,Waalwijk,A,0,2011-08-19,D,Roda,0,2,Roda_Waalwijk_2011
19,0,N1,Graafschap,D,1,2011-08-20,A,Excelsior,1,1,Excelsior_Graafschap_2011
20,0,N1,Twente,A,3,2011-08-20,A,Heerenveen,1,5,Heerenveen_Twente_2011
21,0,N1,Groningen,D,2,2011-08-20,A,NAC Breda,2,2,NAC Breda_Groningen_2011
22,1,N1,Utrecht,H,1,2011-08-20,D,Vitesse,2,1,Vitesse_Utrecht_2011
23,0,N1,Nijmegen,H,0,2011-08-21,D,AZ Alkmaar,4,0,AZ Alkmaar_Nijmegen_2011
24,0,N1,PSV Eindhoven,A,3,2011-08-21,A,Den Haag,0,3,Den Haag_PSV Eindhoven_2011
25,0,N1,Feyenoord,D,0,2011-08-21,D,Heracles,1,1,Heracles_Feyenoord_2011
26,0,N1,Ajax,D,0,2011-08-21,D,VVV Venlo,2,2,VVV Venlo_Ajax_2011
27,0,N1,Vitesse,H,0,2011-08-26,D,Ajax,4,1,Ajax_Vitesse_2011
28,2,N1,Heracles,H,1,2011-08-27,H,Nijmegen,2,1,Nijmegen_Heracles_2011
29,3,N1,VVV Venlo,H,1,2011-08-27,H,Twente,4,1,Twente_VVV Venlo_2011
30,1,N1,Roda,H,1,2011-08-27,D,Utrecht,3,1,Utrecht_Roda_2011
31,1,N1,NAC Breda,H,0,2011-08-27,H,Waalwijk,2,1,Waalwijk_NAC Breda_2011
32,1,N1,Heerenveen,D,1,2011-08-28,D,Feyenoord,2,2,Feyenoord_Heerenveen_2011
33,0,N1,Den Haag,A,1,2011-08-28,A,Graafschap,0,3,Graafschap_Den Haag_2011
34,0,N1,AZ Alkmaar,A,1,2011-08-28,A,Groningen,0,3,Groningen_AZ Alkmaar_2011
