,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
243,19:00:00,2,Vitesse,26,0,1,2,1,0,1,1,12,A,20,2021-04-03,Twente,N1,6,1,1,2,D,5,Twente_Vitesse_2020
244,19:00:00,2,AZ Alkmaar,11,1,0,1,0,0,0,1,6,A,5,2021-04-03,Willem II,N1,2,2,6,12,D,2,Willem II_AZ Alkmaar_2020
245,20:00:00,1,Zwolle,12,0,3,2,1,0,0,1,12,H,18,2021-04-03,Sparta Rotterdam,N1,6,5,4,18,H,11,Sparta Rotterdam_Zwolle_2020
246,11:15:00,0,For Sittard,10,0,2,0,0,0,0,0,9,H,8,2021-04-04,Feyenoord,N1,3,7,4,18,D,2,Feyenoord_For Sittard_2020
247,13:30:00,2,Utrecht,14,0,1,4,0,0,3,0,14,A,22,2021-04-04,Den Haag,N1,8,1,4,8,A,2,Den Haag_Utrecht_2020
248,13:30:00,1,Heracles,6,0,3,0,2,0,0,2,16,H,5,2021-04-04,PSV Eindhoven,N1,2,7,3,15,H,3,PSV Eindhoven_Heracles_2020
249,15:45:00,1,Waalwijk,11,0,3,1,3,0,0,2,18,H,7,2021-04-04,FC Emmen,N1,2,11,3,18,H,6,FC Emmen_Waalwijk_2020
250,15:45:00,0,Ajax,13,0,1,2,1,0,1,1,14,A,18,2021-04-04,Heerenveen,N1,6,1,2,8,D,9,Heerenveen_Ajax_2020
251,19:00:00,2,Den Haag,12,0,0,0,0,0,0,6,22,D,6,2021-04-09,Vitesse,N1,2,4,15,21,D,2,Vitesse_Den Haag_2020
252,17:45:00,0,Willem II,8,0,4,0,2,0,0,1,5,H,9,2021-04-10,Heracles,N1,1,5,3,10,H,4,Heracles_Willem II_2020
253,19:00:00,0,Sparta Rotterdam,6,0,2,0,1,0,0,1,6,H,5,2021-04-10,AZ Alkmaar,N1,3,10,9,20,H,2,AZ Alkmaar_Sparta Rotterdam_2020
254,19:00:00,2,FC Emmen,18,0,1,3,0,1,0,0,15,A,18,2021-04-10,For Sittard,N1,9,4,0,6,D,6,For Sittard_FC Emmen_2020
255,20:00:00,0,Twente,10,0,1,0,1,0,0,0,9,H,18,2021-04-10,Zwolle,N1,4,5,2,7,H,10,Zwolle_Twente_2020
256,11:15:00,0,Feyenoord,9,0,1,2,1,0,1,1,11,A,7,2021-04-11,Utrecht,N1,2,7,7,12,D,2,Utrecht_Feyenoord_2020
