,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,19:00:00,1,Willem II,10,0,1,3,1,0,1,1,6,A,17,2019-08-02,Zwolle,N1,8,2,2,9,D,9,Zwolle_Willem II_2019
1,17:30:00,2,Groningen,10,0,0,1,0,0,0,2,5,A,10,2019-08-03,FC Emmen,N1,4,2,6,7,D,7,FC Emmen_Groningen_2019
2,17:30:00,3,Ajax,15,0,2,2,1,1,1,3,13,D,26,2019-08-03,Vitesse,N1,9,3,0,13,D,9,Vitesse_Ajax_2019
3,19:45:00,1,PSV Eindhoven,10,0,1,1,1,0,0,1,15,D,16,2019-08-03,Twente,N1,5,2,0,3,H,7,Twente_PSV Eindhoven_2019
4,19:45:00,2,Waalwijk,12,0,3,1,0,0,1,3,12,H,15,2019-08-03,VVV Venlo,N1,3,6,2,11,A,3,VVV Venlo_Waalwijk_2019
5,11:15:00,1,Heerenveen,11,0,0,4,0,0,3,2,12,A,13,2019-08-04,Heracles,N1,6,4,4,14,A,2,Heracles_Heerenveen_2019
6,13:30:00,2,Sparta Rotterdam,9,0,2,2,0,0,0,2,17,D,13,2019-08-04,Feyenoord,N1,5,6,5,15,D,3,Feyenoord_Sparta Rotterdam_2019
7,15:45:00,2,Utrecht,8,0,2,4,2,0,2,1,14,A,18,2019-08-04,Den Haag,N1,6,5,5,12,D,5,Den Haag_Utrecht_2019
8,19:00:00,1,For Sittard,8,0,4,0,0,0,0,1,2,H,5,2019-08-04,AZ Alkmaar,N1,1,10,14,21,D,1,AZ Alkmaar_For Sittard_2019
9,19:00:00,2,VVV Venlo,13,0,4,1,0,0,1,2,10,H,6,2019-08-09,Sparta Rotterdam,N1,2,8,2,17,A,4,Sparta Rotterdam_VVV Venlo_2019
10,17:30:00,3,Twente,15,0,1,3,0,2,0,2,10,A,7,2019-08-10,Groningen,N1,4,4,3,9,D,0,Groningen_Twente_2019
11,18:45:00,0,FC Emmen,15,0,5,0,1,0,0,1,8,H,5,2019-08-10,Ajax,N1,0,12,7,32,H,3,Ajax_FC Emmen_2019
12,19:45:00,2,Vitesse,10,0,0,2,0,0,0,2,12,A,17,2019-08-10,Willem II,N1,10,1,4,7,D,7,Willem II_Vitesse_2019
13,11:15:00,2,Heracles,13,0,1,1,0,0,0,4,18,D,17,2019-08-11,For Sittard,N1,5,3,4,16,D,12,For Sittard_Heracles_2019
14,13:30:00,0,Feyenoord,15,0,1,1,0,0,1,0,14,D,6,2019-08-11,Heerenveen,N1,3,6,1,12,A,1,Heerenveen_Feyenoord_2019
15,13:30:00,2,AZ Alkmaar,10,0,0,2,0,1,2,1,8,A,13,2019-08-11,Waalwijk,N1,6,3,9,12,A,6,Waalwijk_AZ Alkmaar_2019
16,15:45:00,2,Zwolle,13,0,3,1,0,0,1,1,11,H,8,2019-08-11,Utrecht,N1,4,9,11,18,A,3,Utrecht_Zwolle_2019
