,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,N1,Zwolle,D,1,2016-08-05,A,Nijmegen,1,1,Nijmegen_Zwolle_2016
1,1,N1,Go Ahead Eagles,H,0,2016-08-06,H,Den Haag,3,0,Den Haag_Go Ahead Eagles_2016
2,0,N1,Excelsior,A,1,2016-08-06,A,Twente,1,2,Twente_Excelsior_2016
3,1,N1,PSV Eindhoven,A,0,2016-08-06,H,Utrecht,1,2,Utrecht_PSV Eindhoven_2016
4,0,N1,Vitesse,A,4,2016-08-06,A,Willem II,1,4,Willem II_Vitesse_2016
5,1,N1,Heerenveen,D,1,2016-08-07,D,AZ Alkmaar,2,2,AZ Alkmaar_Heerenveen_2016
6,0,N1,Feyenoord,A,3,2016-08-07,A,Groningen,0,5,Groningen_Feyenoord_2016
7,0,N1,Heracles,D,1,2016-08-07,A,Roda,1,1,Roda_Heracles_2016
8,1,N1,Ajax,A,1,2016-08-07,D,Sparta Rotterdam,1,3,Sparta Rotterdam_Ajax_2016
9,1,N1,Utrecht,D,2,2016-08-12,A,Heerenveen,2,2,Heerenveen_Utrecht_2016
10,2,N1,Roda,D,1,2016-08-13,H,Ajax,2,2,Ajax_Roda_2016
11,1,N1,Groningen,H,0,2016-08-13,H,Excelsior,2,0,Excelsior_Groningen_2016
12,1,N1,Den Haag,A,1,2016-08-13,D,Vitesse,1,2,Vitesse_Den Haag_2016
13,0,N1,Sparta Rotterdam,A,1,2016-08-13,A,Zwolle,0,3,Zwolle_Sparta Rotterdam_2016
14,1,N1,Twente,H,0,2016-08-14,H,Feyenoord,2,0,Feyenoord_Twente_2016
15,0,N1,Nijmegen,D,1,2016-08-14,A,Go Ahead Eagles,2,2,Go Ahead Eagles_Nijmegen_2016
16,1,N1,Willem II,H,0,2016-08-14,H,Heracles,3,1,Heracles_Willem II_2016
17,0,N1,AZ Alkmaar,H,0,2016-08-14,D,PSV Eindhoven,1,0,PSV Eindhoven_AZ Alkmaar_2016
18,1,N1,Den Haag,A,1,2016-08-19,D,Excelsior,1,2,Excelsior_Den Haag_2016
19,1,N1,Willem II,A,2,2016-08-20,A,Ajax,1,2,Ajax_Willem II_2016
20,1,N1,Heerenveen,H,1,2016-08-20,D,Nijmegen,2,1,Nijmegen_Heerenveen_2016
21,0,N1,Vitesse,A,1,2016-08-20,A,Roda,0,1,Roda_Vitesse_2016
22,0,N1,PSV Eindhoven,A,2,2016-08-20,A,Zwolle,0,4,Zwolle_PSV Eindhoven_2016
23,0,N1,Twente,A,3,2016-08-21,A,Groningen,3,4,Groningen_Twente_2016
24,0,N1,Feyenoord,A,1,2016-08-21,A,Heracles,0,1,Heracles_Feyenoord_2016
25,0,N1,Go Ahead Eagles,H,0,2016-08-21,D,Sparta Rotterdam,1,0,Sparta Rotterdam_Go Ahead Eagles_2016
