,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,N1,Roda JC,D,0,2009-07-31,D,Heerenveen,0,0,Heerenveen_Roda JC_2009
1,1,N1,AZ Alkmaar,H,0,2009-08-01,H,Heracles,3,2,Heracles_AZ Alkmaar_2009
2,0,N1,Twente,A,1,2009-08-01,A,Sparta,0,2,Sparta_Twente_2009
3,0,N1,Utrecht,A,1,2009-08-01,A,Waalwijk,0,1,Waalwijk_Utrecht_2009
4,2,N1,Vitesse,H,0,2009-08-01,H,Willem II,3,1,Willem II_Vitesse_2009
5,0,N1,NAC Breda,A,1,2009-08-02,A,Den Haag,1,2,Den Haag_NAC Breda_2009
6,1,N1,Nijmegen,H,0,2009-08-02,H,Feyenoord,2,0,Feyenoord_Nijmegen_2009
7,0,N1,Ajax,A,1,2009-08-02,A,Groningen,0,2,Groningen_Ajax_2009
8,2,N1,VVV Venlo,D,0,2009-08-02,H,PSV Eindhoven,3,3,PSV Eindhoven_VVV Venlo_2009
9,1,N1,Sparta,H,0,2009-08-07,H,AZ Alkmaar,2,0,AZ Alkmaar_Sparta_2009
10,1,N1,Heerenveen,H,0,2009-08-07,H,Nijmegen,4,1,Nijmegen_Heerenveen_2009
11,1,N1,Waalwijk,H,1,2009-08-08,D,Ajax,4,1,Ajax_Waalwijk_2009
12,1,N1,Groningen,D,1,2009-08-08,D,Roda JC,1,1,Roda JC_Groningen_2009
13,0,N1,Heracles,D,0,2009-08-09,D,NAC Breda,0,0,NAC Breda_Heracles_2009
14,1,N1,PSV Eindhoven,D,1,2009-08-09,D,Twente,1,1,Twente_PSV Eindhoven_2009
15,1,N1,Willem II,H,0,2009-08-09,H,Utrecht,1,0,Utrecht_Willem II_2009
16,0,N1,Feyenoord,D,0,2009-08-09,D,Vitesse,0,0,Vitesse_Feyenoord_2009
17,1,N1,Den Haag,D,2,2009-08-09,A,VVV Venlo,2,2,VVV Venlo_Den Haag_2009
18,0,N1,Twente,A,0,2009-08-15,D,Den Haag,0,1,Den Haag_Twente_2009
19,1,N1,Vitesse,H,0,2009-08-15,H,Heerenveen,1,0,Heerenveen_Vitesse_2009
20,0,N1,Willem II,H,1,2009-08-15,A,Sparta,2,1,Sparta_Willem II_2009
21,0,N1,AZ Alkmaar,A,1,2009-08-15,A,Waalwijk,0,6,Waalwijk_AZ Alkmaar_2009
22,0,N1,NAC Breda,A,1,2009-08-16,A,Groningen,1,2,Groningen_NAC Breda_2009
23,0,N1,Feyenoord,A,0,2009-08-16,D,Heracles,0,1,Heracles_Feyenoord_2009
24,1,N1,Ajax,H,2,2009-08-16,A,PSV Eindhoven,4,3,PSV Eindhoven_Ajax_2009
25,0,N1,Nijmegen,H,0,2009-08-16,D,Roda JC,1,0,Roda JC_Nijmegen_2009
26,1,N1,VVV Venlo,D,1,2009-08-16,D,Utrecht,2,2,Utrecht_VVV Venlo_2009
27,0,N1,Den Haag,A,2,2009-08-22,A,Vitesse,1,3,Vitesse_Den Haag_2009
28,2,N1,Groningen,D,2,2009-08-22,D,VVV Venlo,2,2,VVV Venlo_Groningen_2009
29,0,N1,Heracles,A,0,2009-08-22,D,Willem II,0,1,Willem II_Heracles_2009
30,0,N1,Sparta,D,0,2009-08-23,D,Ajax,0,0,Ajax_Sparta_2009
31,3,N1,Roda JC,H,0,2009-08-23,H,Feyenoord,4,0,Feyenoord_Roda JC_2009
32,0,N1,AZ Alkmaar,A,1,2009-08-23,A,Heerenveen,0,2,Heerenveen_AZ Alkmaar_2009
33,0,N1,NAC Breda,H,1,2009-08-23,A,PSV Eindhoven,3,1,PSV Eindhoven_NAC Breda_2009
34,2,N1,Waalwijk,H,0,2009-08-23,H,Twente,2,1,Twente_Waalwijk_2009
35,1,N1,Vitesse,A,2,2009-08-28,A,Roda JC,3,4,Roda JC_Vitesse_2009
36,0,N1,Den Haag,A,1,2009-08-28,A,Waalwijk,0,2,Waalwijk_Den Haag_2009
37,2,N1,Willem II,H,1,2009-08-29,H,AZ Alkmaar,2,1,AZ Alkmaar_Willem II_2009
38,0,N1,VVV Venlo,D,1,2009-08-29,A,Nijmegen,1,1,Nijmegen_VVV Venlo_2009
39,0,N1,Sparta,H,0,2009-08-29,D,Utrecht,2,0,Utrecht_Sparta_2009
40,0,N1,Twente,D,0,2009-08-30,D,Feyenoord,1,1,Feyenoord_Twente_2009
41,0,N1,PSV Eindhoven,A,0,2009-08-30,D,Groningen,0,2,Groningen_PSV Eindhoven_2009
42,0,N1,Ajax,A,0,2009-08-30,D,Heracles,0,3,Heracles_Ajax_2009
43,0,N1,Heerenveen,H,0,2009-08-30,D,NAC Breda,2,0,NAC Breda_Heerenveen_2009
44,1,N1,AZ Alkmaar,H,0,2009-09-12,H,Den Haag,2,1,Den Haag_AZ Alkmaar_2009
45,0,N1,Groningen,A,0,2009-09-12,D,Heerenveen,0,1,Heerenveen_Groningen_2009
46,1,N1,Roda JC,H,0,2009-09-12,H,PSV Eindhoven,3,0,PSV Eindhoven_Roda JC_2009
47,1,N1,Utrecht,H,1,2009-09-12,D,Twente,3,2,Twente_Utrecht_2009
48,4,N1,NAC Breda,H,0,2009-09-13,H,Ajax,6,0,Ajax_NAC Breda_2009
49,1,N1,Waalwijk,H,0,2009-09-13,H,Sparta,1,0,Sparta_Waalwijk_2009
50,1,N1,Nijmegen,D,0,2009-09-13,H,Vitesse,2,2,Vitesse_Nijmegen_2009
51,1,N1,Heracles,H,0,2009-09-13,H,VVV Venlo,1,0,VVV Venlo_Heracles_2009
52,2,N1,Feyenoord,A,2,2009-09-13,D,Willem II,2,3,Willem II_Feyenoord_2009
53,2,N1,Groningen,H,1,2009-09-18,H,Willem II,2,1,Willem II_Groningen_2009
54,0,N1,Nijmegen,A,0,2009-09-19,D,AZ Alkmaar,0,1,AZ Alkmaar_Nijmegen_2009
55,0,N1,Sparta,D,1,2009-09-19,A,Heracles,1,1,Heracles_Sparta_2009
56,0,N1,NAC Breda,H,0,2009-09-19,D,Roda JC,2,0,Roda JC_NAC Breda_2009
57,2,N1,Waalwijk,H,1,2009-09-19,H,Vitesse,3,1,Vitesse_Waalwijk_2009
58,0,N1,Utrecht,A,0,2009-09-20,D,Den Haag,0,1,Den Haag_Utrecht_2009
59,1,N1,PSV Eindhoven,A,3,2009-09-20,A,Feyenoord,1,3,Feyenoord_PSV Eindhoven_2009
60,0,N1,Twente,A,1,2009-09-20,A,Heerenveen,0,2,Heerenveen_Twente_2009
61,0,N1,Ajax,A,1,2009-09-20,A,VVV Venlo,0,4,VVV Venlo_Ajax_2009
62,3,N1,Willem II,H,0,2009-09-26,H,PSV Eindhoven,3,1,PSV Eindhoven_Willem II_2009
63,2,N1,VVV Venlo,H,1,2009-09-26,H,Twente,2,1,Twente_VVV Venlo_2009
64,1,N1,AZ Alkmaar,H,0,2009-09-26,H,Utrecht,1,0,Utrecht_AZ Alkmaar_2009
65,2,N1,Roda JC,H,1,2009-09-26,H,Waalwijk,4,1,Waalwijk_Roda JC_2009
66,1,N1,Den Haag,H,0,2009-09-27,H,Ajax,3,0,Ajax_Den Haag_2009
67,1,N1,Vitesse,H,0,2009-09-27,H,Groningen,1,0,Groningen_Vitesse_2009
68,0,N1,Feyenoord,A,0,2009-09-27,D,NAC Breda,0,2,NAC Breda_Feyenoord_2009
69,0,N1,Heracles,A,2,2009-09-27,A,Nijmegen,0,2,Nijmegen_Heracles_2009
70,0,N1,Heerenveen,A,1,2009-09-27,A,Sparta,0,2,Sparta_Heerenveen_2009
71,0,N1,Utrecht,D,1,2009-09-30,A,Nijmegen,1,1,Nijmegen_Utrecht_2009
72,1,N1,Sparta,H,0,2009-10-02,H,Vitesse,2,0,Vitesse_Sparta_2009
73,1,N1,NAC Breda,H,0,2009-10-03,H,AZ Alkmaar,1,0,AZ Alkmaar_NAC Breda_2009
74,0,N1,Groningen,D,1,2009-10-03,A,Den Haag,1,1,Den Haag_Groningen_2009
75,1,N1,Waalwijk,H,0,2009-10-03,H,Feyenoord,3,0,Feyenoord_Waalwijk_2009
76,0,N1,Nijmegen,D,1,2009-10-03,A,Willem II,1,1,Willem II_Nijmegen_2009
77,0,N1,VVV Venlo,D,0,2009-10-04,D,Heerenveen,1,1,Heerenveen_VVV Venlo_2009
78,1,N1,Twente,A,1,2009-10-04,D,Heracles,1,3,Heracles_Twente_2009
79,1,N1,Ajax,D,1,2009-10-04,D,Roda JC,2,2,Roda JC_Ajax_2009
80,0,N1,PSV Eindhoven,D,0,2009-10-04,D,Utrecht,0,0,Utrecht_PSV Eindhoven_2009
81,1,N1,Willem II,H,0,2009-10-17,H,Ajax,4,0,Ajax_Willem II_2009
82,2,N1,Vitesse,H,0,2009-10-17,H,NAC Breda,4,0,NAC Breda_Vitesse_2009
83,0,N1,Heerenveen,H,0,2009-10-17,D,PSV Eindhoven,1,0,PSV Eindhoven_Heerenveen_2009
84,1,N1,AZ Alkmaar,H,0,2009-10-17,H,Twente,3,2,Twente_AZ Alkmaar_2009
85,0,N1,Utrecht,D,0,2009-10-18,D,Groningen,0,0,Groningen_Utrecht_2009
86,0,N1,Den Haag,D,1,2009-10-18,A,Nijmegen,1,1,Nijmegen_Den Haag_2009
87,0,N1,Feyenoord,H,1,2009-10-18,A,Sparta,2,1,Sparta_Feyenoord_2009
88,0,N1,Roda JC,D,1,2009-10-18,A,VVV Venlo,1,1,VVV Venlo_Roda JC_2009
89,0,N1,Heracles,A,1,2009-10-18,A,Waalwijk,0,1,Waalwijk_Heracles_2009
90,1,N1,Roda JC,H,0,2009-10-23,H,Utrecht,2,1,Utrecht_Roda JC_2009
91,2,N1,Sparta,A,2,2009-10-24,D,Den Haag,2,3,Den Haag_Sparta_2009
92,1,N1,VVV Venlo,H,0,2009-10-24,H,Feyenoord,1,0,Feyenoord_VVV Venlo_2009
93,1,N1,Waalwijk,H,0,2009-10-24,H,NAC Breda,1,0,NAC Breda_Waalwijk_2009
94,0,N1,Heracles,A,1,2009-10-24,A,Vitesse,0,2,Vitesse_Heracles_2009
95,1,N1,Ajax,A,0,2009-10-25,H,AZ Alkmaar,2,4,AZ Alkmaar_Ajax_2009
96,0,N1,PSV Eindhoven,A,2,2009-10-25,A,Nijmegen,0,4,Nijmegen_PSV Eindhoven_2009
97,2,N1,Groningen,H,0,2009-10-25,H,Twente,4,0,Twente_Groningen_2009
98,0,N1,Heerenveen,H,0,2009-10-25,D,Willem II,4,1,Willem II_Heerenveen_2009
99,1,N1,NAC Breda,D,0,2009-10-30,H,VVV Venlo,1,1,VVV Venlo_NAC Breda_2009
100,0,N1,AZ Alkmaar,A,0,2009-10-31,D,Groningen,0,1,Groningen_AZ Alkmaar_2009
101,1,N1,Den Haag,H,0,2009-10-31,H,Heerenveen,3,0,Heerenveen_Den Haag_2009
102,0,N1,Vitesse,H,0,2009-10-31,D,PSV Eindhoven,1,0,PSV Eindhoven_Vitesse_2009
103,0,N1,Twente,A,2,2009-10-31,A,Roda JC,1,2,Roda JC_Twente_2009
104,1,N1,Feyenoord,H,0,2009-11-01,H,Ajax,5,1,Ajax_Feyenoord_2009
105,2,N1,Utrecht,H,1,2009-11-01,H,Heracles,3,1,Heracles_Utrecht_2009
106,1,N1,Nijmegen,H,0,2009-11-01,H,Sparta,2,0,Sparta_Nijmegen_2009
107,0,N1,Willem II,A,0,2009-11-01,D,Waalwijk,0,1,Waalwijk_Willem II_2009
108,2,N1,Heracles,H,1,2009-11-06,H,Groningen,4,1,Groningen_Heracles_2009
109,0,N1,Waalwijk,A,1,2009-11-07,A,Nijmegen,0,1,Nijmegen_Waalwijk_2009
110,1,N1,Roda JC,A,1,2009-11-07,D,Sparta,1,2,Sparta_Roda JC_2009
111,1,N1,VVV Venlo,H,0,2009-11-07,H,Vitesse,2,0,Vitesse_VVV Venlo_2009
112,0,N1,Feyenoord,D,1,2009-11-08,A,AZ Alkmaar,1,1,AZ Alkmaar_Feyenoord_2009
113,0,N1,PSV Eindhoven,A,3,2009-11-08,A,Den Haag,1,5,Den Haag_PSV Eindhoven_2009
114,4,N1,Willem II,H,0,2009-11-08,H,NAC Breda,4,0,NAC Breda_Willem II_2009
115,0,N1,Ajax,H,0,2009-11-08,D,Twente,1,0,Twente_Ajax_2009
116,0,N1,Heerenveen,A,1,2009-11-08,A,Utrecht,2,3,Utrecht_Heerenveen_2009
117,1,N1,Nijmegen,D,1,2009-11-21,D,NAC Breda,3,3,NAC Breda_Nijmegen_2009
118,1,N1,AZ Alkmaar,A,1,2009-11-21,D,Roda JC,2,4,Roda JC_AZ Alkmaar_2009
119,0,N1,Vitesse,H,0,2009-11-21,D,Twente,1,0,Twente_Vitesse_2009
120,2,N1,Groningen,H,1,2009-11-21,H,Waalwijk,3,1,Waalwijk_Groningen_2009
121,5,N1,Heerenveen,H,1,2009-11-22,H,Ajax,5,1,Ajax_Heerenveen_2009
122,0,N1,Utrecht,D,0,2009-11-22,D,Feyenoord,0,0,Feyenoord_Utrecht_2009
123,1,N1,Heracles,H,0,2009-11-22,H,PSV Eindhoven,4,0,PSV Eindhoven_Heracles_2009
124,4,N1,Sparta,H,0,2009-11-22,H,VVV Venlo,5,0,VVV Venlo_Sparta_2009
125,0,N1,Den Haag,D,0,2009-11-22,D,Willem II,1,1,Willem II_Den Haag_2009
126,1,N1,PSV Eindhoven,A,1,2009-11-27,D,Sparta,2,3,Sparta_PSV Eindhoven_2009
127,1,N1,VVV Venlo,H,0,2009-11-28,H,AZ Alkmaar,2,0,AZ Alkmaar_VVV Venlo_2009
128,1,N1,Waalwijk,H,0,2009-11-28,H,Heerenveen,3,1,Heerenveen_Waalwijk_2009
129,1,N1,Roda JC,H,0,2009-11-28,H,Heracles,3,2,Heracles_Roda JC_2009
130,1,N1,Twente,A,2,2009-11-28,A,Willem II,1,3,Willem II_Twente_2009
131,0,N1,Feyenoord,A,1,2009-11-29,A,Den Haag,0,2,Den Haag_Feyenoord_2009
132,1,N1,Nijmegen,D,1,2009-11-29,D,Groningen,2,2,Groningen_Nijmegen_2009
133,0,N1,NAC Breda,H,0,2009-11-29,D,Utrecht,3,1,Utrecht_NAC Breda_2009
134,1,N1,Ajax,A,2,2009-11-29,A,Vitesse,1,5,Vitesse_Ajax_2009
135,1,N1,Vitesse,A,0,2009-12-04,H,AZ Alkmaar,1,2,AZ Alkmaar_Vitesse_2009
136,0,N1,Sparta,D,1,2009-12-04,A,NAC Breda,2,2,NAC Breda_Sparta_2009
137,1,N1,Den Haag,D,0,2009-12-04,H,Roda JC,1,1,Roda JC_Den Haag_2009
138,0,N1,Willem II,H,0,2009-12-04,D,VVV Venlo,2,1,VVV Venlo_Willem II_2009
139,0,N1,Groningen,H,1,2009-12-06,A,Feyenoord,3,1,Feyenoord_Groningen_2009
140,2,N1,Heerenveen,H,0,2009-12-06,H,Heracles,3,1,Heracles_Heerenveen_2009
141,3,N1,Twente,A,3,2009-12-06,D,Nijmegen,3,4,Nijmegen_Twente_2009
142,0,N1,Ajax,H,0,2009-12-06,D,Utrecht,2,0,Utrecht_Ajax_2009
143,0,N1,PSV Eindhoven,A,0,2009-12-06,D,Waalwijk,0,2,Waalwijk_PSV Eindhoven_2009
144,1,N1,Nijmegen,H,0,2009-12-11,H,Ajax,3,0,Ajax_Nijmegen_2009
145,0,N1,Feyenoord,A,0,2009-12-12,D,Heerenveen,0,2,Heerenveen_Feyenoord_2009
146,0,N1,AZ Alkmaar,H,0,2009-12-12,D,PSV Eindhoven,1,0,PSV Eindhoven_AZ Alkmaar_2009
147,0,N1,NAC Breda,H,1,2009-12-12,A,Twente,3,1,Twente_NAC Breda_2009
148,2,N1,Waalwijk,H,0,2009-12-12,H,VVV Venlo,3,0,VVV Venlo_Waalwijk_2009
149,0,N1,Heracles,A,2,2009-12-13,A,Den Haag,1,4,Den Haag_Heracles_2009
