,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,1,N1,Utrecht,H,0,2015-08-08,H,Feyenoord,3,2,Feyenoord_Utrecht_2015
1,1,N1,Heracles,H,1,2015-08-08,D,Roda,3,1,Roda_Heracles_2015
2,0,N1,Ajax,A,3,2015-08-09,A,AZ Alkmaar,0,3,AZ Alkmaar_Ajax_2015
3,0,N1,Vitesse,D,0,2015-08-09,D,Willem II,1,1,Willem II_Vitesse_2015
4,1,N1,PSV Eindhoven,D,1,2015-08-11,D,Den Haag,2,2,Den Haag_PSV Eindhoven_2015
5,2,N1,Graafschap,H,0,2015-08-11,H,Heerenveen,3,1,Heerenveen_Graafschap_2015
6,0,N1,Twente,D,1,2015-08-12,A,Groningen,1,1,Groningen_Twente_2015
7,0,N1,Excelsior,H,0,2015-08-12,D,Nijmegen,1,0,Nijmegen_Excelsior_2015
8,2,N1,Cambuur,D,0,2015-08-12,H,Zwolle,2,2,Zwolle_Cambuur_2015
9,1,N1,Roda,H,0,2015-08-14,H,Vitesse,3,0,Vitesse_Roda_2015
10,1,N1,Willem II,H,0,2015-08-15,H,Ajax,3,0,Ajax_Willem II_2015
11,2,N1,AZ Alkmaar,D,1,2015-08-15,H,Excelsior,2,2,Excelsior_AZ Alkmaar_2015
12,0,N1,Zwolle,A,0,2015-08-15,D,Graafschap,0,3,Graafschap_Zwolle_2015
13,0,N1,Den Haag,A,2,2015-08-15,A,Twente,1,4,Twente_Den Haag_2015
14,0,N1,Feyenoord,A,0,2015-08-16,D,Cambuur,0,2,Cambuur_Feyenoord_2015
15,1,N1,Nijmegen,H,0,2015-08-16,H,Heracles,3,0,Heracles_Nijmegen_2015
16,1,N1,Groningen,H,0,2015-08-16,H,PSV Eindhoven,2,0,PSV Eindhoven_Groningen_2015
17,1,N1,Heerenveen,D,0,2015-08-16,H,Utrecht,1,1,Utrecht_Heerenveen_2015
18,0,N1,Excelsior,H,0,2015-08-21,D,Groningen,2,0,Groningen_Excelsior_2015
19,0,N1,Heracles,A,4,2015-08-22,A,Cambuur,1,6,Cambuur_Heracles_2015
20,0,N1,PSV Eindhoven,D,0,2015-08-22,D,Heerenveen,1,1,Heerenveen_PSV Eindhoven_2015
21,1,N1,Graafschap,H,0,2015-08-22,H,Roda,1,0,Roda_Graafschap_2015
22,0,N1,Willem II,D,0,2015-08-23,D,AZ Alkmaar,0,0,AZ Alkmaar_Willem II_2015
23,0,N1,Utrecht,D,1,2015-08-23,A,Den Haag,1,1,Den Haag_Utrecht_2015
24,0,N1,Vitesse,H,0,2015-08-23,D,Feyenoord,2,0,Feyenoord_Vitesse_2015
25,0,N1,Ajax,A,0,2015-08-23,D,Nijmegen,0,2,Nijmegen_Ajax_2015
26,1,N1,Twente,H,0,2015-08-23,H,Zwolle,2,1,Zwolle_Twente_2015
27,0,N1,Nijmegen,A,0,2015-08-28,D,Willem II,0,1,Willem II_Nijmegen_2015
28,0,N1,Graafschap,H,0,2015-08-29,D,Excelsior,3,0,Excelsior_Graafschap_2015
29,1,N1,Zwolle,D,0,2015-08-29,H,Heerenveen,1,1,Heerenveen_Zwolle_2015
30,1,N1,Twente,H,0,2015-08-29,H,Heracles,2,0,Heracles_Twente_2015
31,1,N1,Groningen,H,0,2015-08-29,H,Utrecht,2,0,Utrecht_Groningen_2015
32,2,N1,Den Haag,H,0,2015-08-30,H,Ajax,4,0,Ajax_Den Haag_2015
33,0,N1,Roda,A,1,2015-08-30,A,AZ Alkmaar,0,1,AZ Alkmaar_Roda_2015
34,1,N1,Feyenoord,H,1,2015-08-30,D,PSV Eindhoven,3,1,PSV Eindhoven_Feyenoord_2015
35,2,N1,Cambuur,H,1,2015-08-30,H,Vitesse,4,1,Vitesse_Cambuur_2015
36,0,N1,PSV Eindhoven,A,3,2015-09-12,A,Cambuur,0,6,Cambuur_PSV Eindhoven_2015
37,1,N1,AZ Alkmaar,A,1,2015-09-12,D,Graafschap,1,3,Graafschap_AZ Alkmaar_2015
38,0,N1,Nijmegen,D,0,2015-09-12,D,Roda,0,0,Roda_Nijmegen_2015
39,1,N1,Ajax,D,0,2015-09-12,H,Twente,2,2,Twente_Ajax_2015
40,2,N1,Excelsior,H,0,2015-09-12,H,Zwolle,3,0,Zwolle_Excelsior_2015
41,0,N1,Heracles,A,1,2015-09-13,A,Den Haag,0,1,Den Haag_Heracles_2015
42,0,N1,Willem II,H,0,2015-09-13,D,Feyenoord,1,0,Feyenoord_Willem II_2015
43,2,N1,Heerenveen,H,0,2015-09-13,H,Groningen,3,1,Groningen_Heerenveen_2015
44,1,N1,Vitesse,H,1,2015-09-13,D,Utrecht,2,1,Utrecht_Vitesse_2015
45,1,N1,Heerenveen,H,0,2015-09-18,H,Nijmegen,2,0,Nijmegen_Heerenveen_2015
46,0,N1,Twente,D,0,2015-09-19,D,Cambuur,0,0,Cambuur_Twente_2015
47,2,N1,PSV Eindhoven,H,1,2015-09-19,H,Heracles,2,1,Heracles_PSV Eindhoven_2015
