Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2013-08-09,Montpellier_Paris SG_2013,Montpellier,1,1,1,1
2013-08-09,Montpellier_Paris SG_2013,Paris SG,1,1,1,1
2013-08-10,Lyon_Nice_2013,Nice,1,1,1,1
2013-08-10,Evian Thonon Gaillard_Sochaux_2013,Sochaux,1,1,1,1
2013-08-10,Nantes_Bastia_2013,Nantes,1,1,1,1
2013-08-10,Lyon_Nice_2013,Lyon,1,1,1,1
2013-08-10,Bordeaux_Monaco_2013,Monaco,1,1,1,1
2013-08-10,Evian Thonon Gaillard_Sochaux_2013,Evian Thonon Gaillard,1,1,1,1
2013-08-10,Valenciennes_Toulouse_2013,Valenciennes,1,1,1,1
2013-08-10,Valenciennes_Toulouse_2013,Toulouse,1,1,1,1
2013-08-10,Rennes_Reims_2013,Rennes,1,1,1,1
2013-08-10,Lille_Lorient_2013,Lille,1,1,1,1
2013-08-10,Bordeaux_Monaco_2013,Bordeaux,1,1,1,1
2013-08-10,Rennes_Reims_2013,Reims,1,1,1,1
2013-08-10,Lille_Lorient_2013,Lorient,1,1,1,1
2013-08-10,Nantes_Bastia_2013,Bastia,1,1,1,1
2013-08-11,Ajaccio_St Etienne_2013,Ajaccio,1,1,1,1
2013-08-11,Guingamp_Marseille_2013,Marseille,1,1,1,1
2013-08-11,Guingamp_Marseille_2013,Guingamp,1,1,1,1
2013-08-11,Ajaccio_St Etienne_2013,St Etienne,1,1,1,1
2013-08-16,Sochaux_Lyon_2013,Sochaux,1,1,2,2
2013-08-16,Sochaux_Lyon_2013,Lyon,1,1,2,2
2013-08-17,Bastia_Valenciennes_2013,Valenciennes,1,1,2,2
2013-08-17,Toulouse_Bordeaux_2013,Toulouse,1,1,2,2
2013-08-17,Nice_Rennes_2013,Rennes,1,1,2,2
2013-08-17,St Etienne_Guingamp_2013,Guingamp,1,1,2,2
2013-08-17,Reims_Lille_2013,Lille,1,1,2,2
2013-08-17,Toulouse_Bordeaux_2013,Bordeaux,1,1,2,2
2013-08-17,Bastia_Valenciennes_2013,Bastia,1,1,2,2
2013-08-17,Marseille_Evian Thonon Gaillard_2013,Evian Thonon Gaillard,1,1,2,2
2013-08-17,St Etienne_Guingamp_2013,St Etienne,1,1,2,2
2013-08-17,Marseille_Evian Thonon Gaillard_2013,Marseille,1,1,2,2
2013-08-17,Nice_Rennes_2013,Nice,1,1,2,2
2013-08-17,Reims_Lille_2013,Reims,1,1,2,2
2013-08-18,Monaco_Montpellier_2013,Montpellier,1,1,2,2
2013-08-18,Lorient_Nantes_2013,Nantes,1,1,2,2
2013-08-18,Monaco_Montpellier_2013,Monaco,1,1,2,2
2013-08-18,Paris SG_Ajaccio_2013,Ajaccio,1,1,2,2
2013-08-18,Lorient_Nantes_2013,Lorient,1,1,2,2
2013-08-18,Paris SG_Ajaccio_2013,Paris SG,1,1,2,2
2013-08-23,Monaco_Toulouse_2013,Monaco,2,1,3,3
2013-08-23,Monaco_Toulouse_2013,Toulouse,1,2,3,3
2013-08-24,Lyon_Reims_2013,Lyon,2,1,3,3
2013-08-24,Valenciennes_Marseille_2013,Valenciennes,2,1,3,3
2013-08-24,Bordeaux_Bastia_2013,Bordeaux,2,1,3,3
2013-08-24,Lyon_Reims_2013,Reims,1,2,3,3
2013-08-24,Guingamp_Lorient_2013,Guingamp,2,1,3,3
2013-08-24,Evian Thonon Gaillard_Rennes_2013,Evian Thonon Gaillard,2,1,3,3
2013-08-24,Guingamp_Lorient_2013,Lorient,1,2,3,3
2013-08-24,Montpellier_Sochaux_2013,Sochaux,1,2,3,3
2013-08-24,Valenciennes_Marseille_2013,Marseille,1,2,3,3
2013-08-24,Bordeaux_Bastia_2013,Bastia,1,2,3,3
2013-08-24,Montpellier_Sochaux_2013,Montpellier,2,1,3,3
2013-08-24,Evian Thonon Gaillard_Rennes_2013,Rennes,1,2,3,3
2013-08-25,Ajaccio_Nice_2013,Nice,1,2,3,3
2013-08-25,Nantes_Paris SG_2013,Nantes,2,1,3,3
2013-08-25,Lille_St Etienne_2013,St Etienne,1,2,3,3
2013-08-25,Nantes_Paris SG_2013,Paris SG,1,2,3,3
2013-08-25,Ajaccio_Nice_2013,Ajaccio,2,1,3,3
2013-08-25,Lille_St Etienne_2013,Lille,2,1,3,3
2013-08-31,Lorient_Valenciennes_2013,Valenciennes,2,2,4,4
2013-08-31,Bastia_Toulouse_2013,Toulouse,1,3,4,4
2013-08-31,Rennes_Lille_2013,Rennes,2,2,4,4
2013-08-31,Sochaux_Ajaccio_2013,Sochaux,2,2,4,4
2013-08-31,Lorient_Valenciennes_2013,Lorient,2,2,4,4
2013-08-31,Bastia_Toulouse_2013,Bastia,2,2,4,4
2013-08-31,Rennes_Lille_2013,Lille,2,2,4,4
2013-08-31,Reims_Nantes_2013,Nantes,2,2,4,4
2013-08-31,Paris SG_Guingamp_2013,Paris SG,2,2,4,4
2013-08-31,Evian Thonon Gaillard_Lyon_2013,Lyon,2,2,4,4
2013-08-31,Sochaux_Ajaccio_2013,Ajaccio,2,2,4,4
2013-08-31,Reims_Nantes_2013,Reims,2,2,4,4
2013-08-31,Paris SG_Guingamp_2013,Guingamp,2,2,4,4
2013-08-31,Evian Thonon Gaillard_Lyon_2013,Evian Thonon Gaillard,3,1,4,4
2013-09-01,Nice_Montpellier_2013,Montpellier,2,2,4,4
2013-09-01,St Etienne_Bordeaux_2013,Bordeaux,2,2,4,4
2013-09-01,Marseille_Monaco_2013,Marseille,2,2,4,4
2013-09-01,St Etienne_Bordeaux_2013,St Etienne,2,2,4,4
2013-09-01,Nice_Montpellier_2013,Nice,2,2,4,4
2013-09-01,Marseille_Monaco_2013,Monaco,2,2,4,4
2013-09-13,Bordeaux_Paris SG_2013,Paris SG,2,3,5,6
2013-09-13,Bordeaux_Paris SG_2013,Bordeaux,3,2,5,6
2013-09-14,Valenciennes_St Etienne_2013,Valenciennes,3,2,5,6
2013-09-14,Montpellier_Reims_2013,Reims,2,3,5,6
