Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2010-08-07,Sochaux_Arles_2010,Arles,1,1,1,1
2010-08-07,Toulouse_Brest_2010,Toulouse,1,1,1,1
2010-08-07,Rennes_Lille_2010,Rennes,1,1,1,1
2010-08-07,Toulouse_Brest_2010,Brest,1,1,1,1
2010-08-07,Auxerre_Lorient_2010,Lorient,1,1,1,1
2010-08-07,Lens_Nancy_2010,Lens,1,1,1,1
2010-08-07,Lens_Nancy_2010,Nancy,1,1,1,1
2010-08-07,Marseille_Caen_2010,Marseille,1,1,1,1
2010-08-07,Nice_Valenciennes_2010,Nice,1,1,1,1
2010-08-07,Nice_Valenciennes_2010,Valenciennes,1,1,1,1
2010-08-07,Paris SG_St Etienne_2010,St Etienne,1,1,1,1
2010-08-07,Rennes_Lille_2010,Lille,1,1,1,1
2010-08-07,Auxerre_Lorient_2010,Auxerre,1,1,1,1
2010-08-07,Paris SG_St Etienne_2010,Paris SG,1,1,1,1
2010-08-07,Marseille_Caen_2010,Caen,1,1,1,1
2010-08-07,Sochaux_Arles_2010,Sochaux,1,1,1,1
2010-08-07,Lyon_Monaco_2010,Monaco,1,1,1,1
2010-08-07,Lyon_Monaco_2010,Lyon,1,1,1,1
2010-08-08,Montpellier_Bordeaux_2010,Montpellier,1,1,1,1
2010-08-08,Montpellier_Bordeaux_2010,Bordeaux,1,1,1,1
2010-08-14,Valenciennes_Marseille_2010,Valenciennes,1,1,2,2
2010-08-14,Valenciennes_Marseille_2010,Marseille,1,1,2,2
2010-08-14,Lorient_Nice_2010,Nice,1,1,2,2
2010-08-14,Lorient_Nice_2010,Lorient,1,1,2,2
2010-08-14,Nancy_Rennes_2010,Nancy,1,1,2,2
2010-08-14,Brest_Auxerre_2010,Brest,1,1,2,2
2010-08-14,Arles_Lens_2010,Lens,1,1,2,2
2010-08-14,Brest_Auxerre_2010,Auxerre,1,1,2,2
2010-08-14,Arles_Lens_2010,Arles,1,1,2,2
2010-08-14,St Etienne_Sochaux_2010,Sochaux,1,1,2,2
2010-08-14,Nancy_Rennes_2010,Rennes,1,1,2,2
2010-08-14,St Etienne_Sochaux_2010,St Etienne,1,1,2,2
2010-08-15,Bordeaux_Toulouse_2010,Toulouse,1,1,2,2
2010-08-15,Lille_Paris SG_2010,Lille,1,1,2,2
2010-08-15,Bordeaux_Toulouse_2010,Bordeaux,1,1,2,2
2010-08-15,Caen_Lyon_2010,Lyon,1,1,2,2
2010-08-15,Lille_Paris SG_2010,Paris SG,1,1,2,2
2010-08-15,Caen_Lyon_2010,Caen,1,1,2,2
2010-08-17,Monaco_Montpellier_2010,Monaco,1,1,2,3
2010-08-17,Monaco_Montpellier_2010,Montpellier,1,1,2,3
2010-08-21,Auxerre_Valenciennes_2010,Valenciennes,1,2,3,3
2010-08-21,Lens_Monaco_2010,Monaco,1,2,3,3
2010-08-21,Toulouse_Arles_2010,Arles,1,2,3,3
2010-08-21,Marseille_Lorient_2010,Marseille,2,1,3,3
2010-08-21,Lyon_Brest_2010,Lyon,2,1,3,3
2010-08-21,Auxerre_Valenciennes_2010,Auxerre,2,1,3,3
2010-08-21,Nice_Nancy_2010,Nice,2,1,3,3
2010-08-21,Marseille_Lorient_2010,Lorient,1,2,3,3
2010-08-21,Rennes_St Etienne_2010,Rennes,2,1,3,3
2010-08-21,Lyon_Brest_2010,Brest,1,2,3,3
2010-08-21,Rennes_St Etienne_2010,St Etienne,1,2,3,3
2010-08-21,Toulouse_Arles_2010,Toulouse,2,1,3,3
2010-08-21,Nice_Nancy_2010,Nancy,1,2,3,3
