Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HC,AC,HY,AY,HR,AR,B365H,B365D,B365A,BWH,BWD,BWA,GBH,GBD,GBA,IWH,IWD,IWA,LBH,LBD,LBA,SBH,SBD,SBA,WHH,WHD,WHA,SJH,SJD,SJA,VCH,VCD,VCA,BSH,BSD,BSA,Bb1X2,BbMxH,BbAvH,BbMxD,BbAvD,BbMxA,BbAvA,BbOU,BbMx>2.5,BbAv>2.5,BbMx<2.5,BbAv<2.5,BbAH,BbAHh,BbMxAHH,BbAvAHH,BbMxAHA,BbAvAHA
SC0,2010-11-07,Hibernian,Hearts,0,2,A,0,1,A,W Collum,6,9,3,4,13,13,4,6,2,2,1,0,2.75,3.3,2.5,2.45,3.25,2.55,2.55,3.25,2.55,2.5,3.2,2.5,2.62,3.3,2.6,2.5,3.2,2.55,2.8,3.1,2.6,2.6,3.25,2.6,2.88,3.3,2.6,2.6,3.3,2.6,34,2.88,2.64,3.4,3.23,2.7,2.56,32,2.09,1.97,1.85,1.79,22,0.0,2.06,1.94,1.91,1.84
SC0,2010-11-07,St Mirren,Rangers,1,3,A,0,0,D,C Thomson,10,18,6,12,16,13,3,3,2,2,0,0,10.0,5.0,1.3,7.75,4.75,1.3,9.0,4.33,1.33,8.5,4.4,1.3,12.0,5.0,1.28,8.5,4.33,1.33,9.0,4.5,1.36,9.0,4.5,1.33,11.0,5.0,1.33,9.5,4.75,1.33,34,11.0,9.16,5.24,4.74,1.37,1.32,25,1.65,1.58,2.4,2.25,12,1.5,1.85,1.79,2.12,2.06
SC0,2010-11-09,Aberdeen,Inverness C,1,2,A,0,1,A,J McKendrick,12,9,5,2,16,11,6,4,5,0,0,0,2.38,3.25,3.0,2.2,3.3,2.85,2.35,3.1,2.75,2.2,3.2,2.9,2.5,3.3,2.8,2.3,3.2,2.8,2.5,3.25,2.8,2.63,3.2,2.63,2.5,3.3,3.0,2.38,3.2,2.88,34,2.82,2.54,3.35,3.21,2.9,2.68,31,2.19,2.01,1.85,1.75,23,0.0,2.0,1.83,2.13,1.96
SC0,2010-11-10,Dundee United,St Mirren,1,2,A,0,1,A,E Norris,5,8,3,3,9,10,5,1,2,3,0,0,1.6,3.8,5.75,1.55,3.5,5.5,1.6,3.6,5.0,1.55,3.7,5.0,1.62,3.75,5.5,1.62,3.5,5.0,1.57,4.0,5.5,1.57,4.0,5.0,1.62,4.0,5.5,1.53,4.0,5.5,33,1.63,1.58,4.18,3.79,6.0,5.4,31,1.88,1.8,2.05,1.96,12,-0.75,1.83,1.8,2.11,2.07
SC0,2010-11-10,Hearts,Celtic,2,0,H,1,0,H,C Thomson,9,6,5,2,18,17,5,4,2,5,0,1,6.0,3.8,1.57,5.3,3.6,1.55,5.5,3.6,1.57,4.8,3.6,1.6,6.0,3.75,1.57,6.0,3.6,1.53,6.0,3.75,1.57,5.0,3.75,1.62,6.5,4.0,1.53,5.5,4.0,1.57,34,6.52,5.8,4.14,3.78,1.62,1.56,27,1.68,1.64,2.23,2.17,13,1.0,1.9,1.86,2.04,2.0
SC0,2010-11-10,Kilmarnock,Hamilton,3,0,H,1,0,H,W Collum,13,7,6,4,9,15,3,2,2,4,0,0,2.1,3.4,3.4,2.0,3.3,3.25,2.0,3.25,3.4,2.0,3.2,3.3,2.1,3.3,3.5,2.1,3.25,3.2,2.1,3.3,3.5,2.0,3.4,3.4,2.2,3.4,3.4,2.05,3.4,3.4,34,2.24,2.1,3.44,3.31,3.55,3.33,32,2.05,1.93,1.91,1.82,14,0.0,1.63,1.54,2.5,2.39
SC0,2010-11-10,Motherwell,St Johnstone,4,0,H,3,0,H,C Allan,10,6,8,4,13,12,2,7,0,1,0,0,1.83,3.5,4.33,1.8,3.4,3.8,1.75,3.5,4.2,1.7,3.4,4.3,1.83,3.5,4.33,1.8,3.4,4.0,1.83,3.5,4.33,1.73,3.5,4.5,1.91,3.5,4.33,1.83,3.5,4.0,33,1.94,1.84,3.58,3.43,4.6,4.1,30,2.11,2.02,1.82,1.73,15,-0.5,1.94,1.9,2.0,1.95
SC0,2010-11-10,Rangers,Hibernian,0,3,A,0,2,A,S O'Reilly,13,7,13,6,11,11,17,4,1,2,0,0,1.22,5.5,15.0,1.16,6.0,12.5,1.2,5.5,12.0,1.2,5.2,11.0,1.22,6.0,13.0,1.18,5.75,12.0,1.22,5.5,15.0,1.25,5.5,10.0,1.22,6.0,17.0,1.22,5.5,12.0,33,1.25,1.2,6.6,5.76,17.0,13.28,27,1.51,1.44,2.75,2.63,12,-2.0,1.99,1.96,1.95,1.91
SC0,2010-11-13,Dundee United,Kilmarnock,1,1,D,1,1,D,A Muir,6,5,1,1,4,2,9,7,2,3,0,0,2.0,3.5,3.6,2.0,3.3,3.25,1.9,3.4,3.6,1.85,3.2,3.8,1.91,3.4,4.0,1.85,3.4,3.75,1.95,3.5,3.75,2.0,3.4,3.5,2.0,3.5,3.8,1.91,3.5,3.75,33,2.13,1.99,3.6,3.38,3.8,3.57,31,2.05,1.91,1.91,1.84,14,-0.5,2.14,2.05,1.91,1.81
SC0,2010-11-13,Hamilton,Inverness C,1,3,A,1,0,H,S McLean,2,3,1,3,9,15,3,5,2,2,0,0,2.6,3.25,2.7,2.4,3.25,2.6,2.6,3.25,2.5,2.6,3.2,2.4,2.62,3.3,2.62,2.6,3.25,2.45,2.7,3.1,2.7,2.75,3.4,2.38,2.75,3.3,2.62,2.62,3.3,2.5,33,2.8,2.6,3.4,3.24,2.85,2.59,30,2.15,2.01,1.82,1.76,23,0.0,1.95,1.88,2.04,1.92
SC0,2010-11-13,Hibernian,Motherwell,2,1,H,2,1,H,D McDonald,12,5,7,2,11,13,4,5,3,4,0,0,2.63,3.3,2.63,2.45,3.3,2.5,2.5,3.25,2.6,2.5,3.2,2.5,2.62,3.3,2.62,2.4,3.25,2.65,2.8,3.1,2.6,2.6,3.2,2.6,2.75,3.4,2.6,2.5,3.3,2.62,33,2.88,2.61,3.42,3.24,2.75,2.58,31,2.03,1.9,1.95,1.85,22,0.0,2.02,1.9,2.1,1.89
SC0,2010-11-13,Rangers,Aberdeen,2,0,H,2,0,H,C Murray,19,4,9,1,9,14,5,2,3,2,0,0,1.17,7.0,15.0,1.15,6.0,13.5,1.18,6.0,12.0,1.2,5.2,11.0,1.17,7.0,15.0,1.12,7.5,13.0,1.2,6.0,15.0,1.2,6.0,12.0,1.2,7.0,17.0,1.17,6.5,15.0,32,1.2,1.17,7.5,6.35,17.5,14.62,22,1.5,1.44,3.0,2.63,12,-2.0,1.96,1.92,1.99,1.95
SC0,2010-11-13,St Johnstone,Hearts,0,2,A,0,0,D,M Tumilty,8,13,2,7,9,15,2,4,3,2,0,0,3.0,3.25,2.38,2.55,3.2,2.5,2.6,3.25,2.5,2.6,3.2,2.4,3.0,3.25,2.38,2.8,3.25,2.3,2.9,3.1,2.5,2.88,3.25,2.38,3.0,3.25,2.5,2.75,3.3,2.4,32,3.1,2.83,3.34,3.22,2.5,2.4,26,2.18,2.08,1.75,1.68,22,0.0,2.17,2.05,1.8,1.75
SC0,2010-11-14,St Mirren,Celtic,0,1,A,0,0,D,I Brines,6,22,2,10,9,12,4,8,2,1,0,0,9.5,5.5,1.29,8.0,5.5,1.25,10.0,5.0,1.25,7.5,4.2,1.35,9.0,5.0,1.33,8.5,5.5,1.25,9.0,5.5,1.3,8.0,5.5,1.29,11.0,5.5,1.3,9.0,5.5,1.29,32,12.6,9.42,5.68,5.29,1.33,1.28,22,1.66,1.59,2.38,2.23,12,1.5,2.04,2.01,1.96,1.86
SC0,2010-11-20,Aberdeen,St Johnstone,0,1,A,0,0,D,W Collum,14,10,4,6,15,10,6,6,1,3,1,0,2.3,3.4,3.0,2.2,3.1,3.0,2.2,3.2,3.0,2.2,3.2,2.9,2.2,3.3,3.2,2.15,3.2,3.1,2.3,3.3,3.1,2.25,3.25,3.0,2.3,3.5,3.1,2.3,3.2,3.0,36,2.4,2.23,3.54,3.3,3.32,3.06,34,2.17,2.03,1.82,1.74,17,0.0,1.64,1.6,2.38,2.25
SC0,2010-11-20,Celtic,Dundee United,1,1,D,1,0,H,M Tumilty,14,3,7,2,7,9,6,6,1,3,0,0,1.25,5.5,12.0,1.22,5.5,9.0,1.25,5.0,10.0,1.25,5.0,9.0,1.29,5.5,9.5,1.25,5.2,9.0,1.29,5.5,9.5,1.3,5.0,9.0,1.29,5.5,12.0,1.29,5.0,10.0,35,1.3,1.27,5.7,5.23,12.0,10.19,27,1.57,1.53,2.5,2.4,14,-1.5,1.89,1.84,2.08,2.01
SC0,2010-11-20,Hearts,Hamilton,2,0,H,1,0,H,I Brines,15,6,10,5,18,16,3,6,1,0,0,0,1.57,4.0,5.5,1.5,3.75,5.75,1.53,3.75,5.5,1.55,3.7,5.0,1.53,4.0,6.0,1.55,3.6,5.5,1.53,4.0,6.0,1.53,3.75,6.0,1.57,4.0,6.0,1.53,4.0,6.0,36,1.6,1.54,4.22,3.84,6.5,5.85,35,2.0,1.89,1.93,1.86,13,0.0,1.23,1.19,4.5,4.32
SC0,2010-11-20,Inverness C,Hibernian,4,2,H,1,0,H,S Conroy,10,7,5,3,5,3,5,4,1,0,0,1,2.2,3.4,3.2,2.25,3.25,2.8,2.2,3.2,3.0,2.2,3.2,2.9,2.3,3.25,3.1,2.25,3.3,2.8,2.25,3.3,3.2,2.25,3.25,3.0,2.3,3.5,3.12,2.2,3.3,3.1,36,2.35,2.25,3.54,3.29,3.25,3.03,35,2.05,1.94,1.91,1.82,17,0.0,1.7,1.61,2.35,2.24
SC0,2010-11-20,Kilmarnock,Rangers,2,3,A,1,1,D,E Norris,13,11,6,3,15,12,7,3,3,1,1,0,7.0,4.33,1.44,7.0,4.0,1.4,6.5,4.0,1.44,5.5,3.8,1.5,7.0,4.33,1.44,7.0,4.2,1.4,6.0,4.0,1.55,6.0,4.0,1.5,7.0,4.2,1.53,6.5,4.0,1.5,35,8.0,6.7,4.33,4.02,1.55,1.47,31,1.76,1.67,2.25,2.13,15,0.0,5.5,4.92,1.2,1.14
SC0,2010-11-20,St Mirren,Motherwell,1,1,D,1,0,H,A Muir,8,13,2,3,18,16,5,5,3,4,1,0,3.2,3.4,2.2,3.0,3.2,2.15,3.1,3.25,2.15,2.7,3.2,2.3,3.1,3.3,2.25,3.0,3.2,2.2,3.2,3.3,2.25,3.0,3.25,2.25,3.5,3.4,2.1,3.2,3.2,2.2,36,3.6,3.2,3.48,3.27,2.3,2.18,35,2.05,1.94,1.9,1.82,14,0.0,2.38,2.27,1.62,1.57
SC0,2010-11-27,Celtic,Inverness C,2,2,D,1,0,H,A Hamer,11,7,3,4,10,11,5,11,0,1,0,0,1.25,5.5,12.0,1.2,6.0,9.0,1.25,5.0,10.0,1.25,4.8,9.5,1.29,5.5,10.0,1.2,5.5,12.0,1.22,6.0,12.0,1.29,5.5,8.0,1.25,5.5,13.0,1.25,5.5,10.0,36,1.29,1.23,6.65,5.8,15.0,11.06,27,1.55,1.5,2.65,2.48,15,-1.75,1.91,1.86,2.05,2.01
SC0,2010-11-27,Hamilton,St Mirren,0,0,D,0,0,D,M Levi,5,4,1,1,17,11,13,4,3,1,0,0,2.1,3.3,3.5,2.1,3.3,3.0,2.1,3.2,3.2,2.25,3.1,2.9,2.2,3.5,3.1,2.1,3.25,3.2,2.15,3.3,3.4,2.25,3.25,3.0,2.1,3.5,3.6,2.1,3.3,3.3,35,2.25,2.12,3.5,3.28,3.71,3.34,35,2.06,1.97,1.89,1.79,15,-0.25,1.86,1.82,2.11,2.05
SC0,2010-11-27,Hibernian,St Johnstone,0,0,D,0,0,D,C Lautiar,5,3,3,1,15,14,3,3,0,0,0,0,2.0,3.4,3.75,1.8,3.4,3.85,1.9,3.25,3.75,1.9,3.2,3.6,1.95,3.5,3.75,1.9,3.25,3.75,2.05,3.4,3.6,2.0,3.25,3.6,2.05,3.5,3.75,1.95,3.3,3.75,36,2.1,1.98,3.55,3.32,4.0,3.71,36,2.02,1.92,1.91,1.83,17,-0.5,2.1,2.04,1.87,1.82
SC0,2010-11-27,Kilmarnock,Aberdeen,2,0,H,1,0,H,E Hacmon,9,5,6,3,8,13,4,7,1,1,0,0,1.8,3.5,4.5,1.85,3.35,3.7,1.8,3.3,4.1,1.85,3.3,3.7,1.91,3.4,4.0,1.83,3.25,4.0,1.8,3.6,4.4,1.91,3.25,4.0,1.85,3.6,4.5,1.83,3.4,4.2,36,1.91,1.83,3.61,3.42,4.68,4.2,36,2.02,1.93,1.92,1.82,17,-0.5,1.88,1.84,2.08,2.01
SC0,2010-12-11,Hearts,Aberdeen,5,0,H,2,0,H,M Tumilty,13,4,7,3,11,9,4,5,3,2,0,0,1.53,3.8,6.5,1.5,3.6,6.0,1.5,3.75,6.0,1.45,3.9,6.0,1.53,3.8,6.5,1.53,3.5,6.0,1.5,4.0,7.0,1.5,3.6,7.0,1.53,4.0,7.0,1.53,3.75,6.0,35,1.57,1.51,4.2,3.78,7.46,6.49,31,2.25,2.1,1.78,1.69,15,-1.0,1.97,1.91,2.01,1.95
SC0,2010-12-11,Inverness C,Rangers,1,1,D,1,0,H,C Murray,8,9,4,3,17,5,2,8,3,3,0,0,6.0,4.0,1.53,5.5,3.8,1.5,6.0,3.75,1.5,5.0,3.7,1.55,6.0,3.75,1.57,6.0,3.75,1.5,6.0,4.0,1.53,5.5,4.0,1.53,6.5,4.33,1.53,6.0,3.75,1.53,35,7.0,6.11,4.33,3.83,1.57,1.53,32,1.95,1.79,2.1,1.97,16,1.0,1.95,1.92,1.98,1.95
SC0,2010-12-11,St Mirren,St Johnstone,1,2,A,0,0,D,S Finnie,7,12,4,7,17,12,2,4,1,4,0,0,2.63,3.25,2.63,2.4,3.25,2.6,2.5,3.2,2.6,2.4,3.1,2.7,2.5,3.3,2.75,2.5,3.25,2.55,2.7,3.1,2.7,2.5,3.2,2.75,2.75,3.25,2.75,2.5,3.25,2.6,35,2.82,2.6,3.3,3.18,2.75,2.64,25,2.28,2.19,1.65,1.62,24,0.0,1.99,1.9,1.96,1.9
SC0,2010-12-14,Motherwell,Hearts,1,2,A,1,1,D,S O'Reilly,3,9,1,2,12,10,1,0,2,0,1,0,2.63,3.3,2.6,2.5,3.25,2.5,2.6,3.2,2.5,2.5,3.1,2.6,2.6,3.4,2.6,2.55,3.2,2.5,2.7,3.25,2.6,2.63,3.25,2.5,2.88,3.5,2.5,2.62,3.4,2.5,33,2.95,2.71,3.53,3.27,2.63,2.5,31,2.06,1.99,1.88,1.79,26,0.0,2.14,1.99,1.85,1.81
SC0,2010-12-18,Hearts,Inverness C,1,1,D,1,1,D,B Winter,12,7,3,5,9,13,8,2,1,2,0,0,1.73,3.75,4.5,1.72,3.45,4.25,1.7,3.5,4.5,1.8,3.2,4.0,1.8,3.5,4.5,1.7,3.4,4.5,1.73,3.75,4.5,1.8,3.6,4.0,1.73,3.6,4.75,1.73,3.6,4.5,32,1.8,1.74,3.76,3.53,4.94,4.53,31,2.11,2.01,1.89,1.76,14,-0.75,2.03,1.98,1.92,1.88
SC0,2010-12-18,Kilmarnock,Hibernian,2,1,H,2,0,H,C Thomson,7,7,6,5,3,17,8,6,3,2,0,1,2.1,3.4,3.4,2.05,3.3,3.1,2.1,3.3,3.1,2.1,3.1,3.2,2.2,3.4,3.2,2.1,3.25,3.2,2.1,3.4,3.4,2.2,3.4,3.0,2.05,3.4,3.6,2.1,3.3,3.3,32,2.12,2.08,3.5,3.33,3.75,3.34,31,2.05,1.97,1.89,1.79,14,-0.5,2.12,2.08,1.83,1.77
SC0,2010-12-21,Celtic,Kilmarnock,1,1,D,0,0,D,W Collum,12,2,6,1,11,6,16,4,0,3,0,0,1.25,5.5,12.0,1.18,6.5,9.0,1.2,6.0,10.0,1.22,5.0,10.0,1.22,6.0,13.0,1.25,5.25,9.0,1.22,6.0,13.0,1.25,5.5,10.0,1.25,6.0,13.0,1.2,6.0,12.0,36,1.29,1.23,6.5,5.78,13.21,11.48,24,1.57,1.5,2.6,2.46,17,-1.75,2.13,2.08,1.83,1.79
SC0,2010-12-26,Celtic,St Johnstone,2,0,H,0,0,D,C Murray,12,3,6,1,12,8,10,0,2,2,0,0,1.2,6.5,13.0,1.16,6.5,11.0,1.2,6.0,10.0,1.25,4.8,9.5,1.22,6.0,12.0,1.18,5.75,12.0,1.2,6.0,15.0,1.25,5.5,10.0,1.22,6.5,15.0,1.2,6.0,15.0,35,1.25,1.2,7.0,6.07,15.5,12.48,26,1.57,1.5,2.6,2.45,18,-1.75,1.92,1.88,2.04,1.99
SC0,2010-12-26,Hibernian,Aberdeen,1,2,A,1,1,D,S O'Reilly,12,9,7,7,12,12,4,2,0,1,0,0,1.8,3.5,4.5,1.75,3.45,4.0,1.8,3.4,4.0,1.65,3.5,4.5,1.83,3.4,4.33,1.8,3.4,4.0,1.83,3.4,4.5,1.73,3.5,4.5,1.83,3.75,4.4,1.8,3.5,4.33,38,1.87,1.81,3.72,3.45,4.5,4.31,36,2.11,2.01,1.83,1.77,21,-0.5,1.87,1.81,2.09,2.04
SC0,2010-12-26,Inverness C,St Mirren,1,2,A,1,1,D,C Thomson,9,10,2,7,9,8,7,5,1,2,0,0,1.67,3.75,5.0,1.62,3.55,4.75,1.67,3.6,4.5,1.65,3.5,4.5,1.73,3.5,5.0,1.65,3.4,5.0,1.73,3.6,4.8,1.67,3.5,5.0,1.73,4.0,4.75,1.67,3.75,5.0,38,1.73,1.68,3.93,3.58,5.27,4.96,36,2.04,1.94,1.91,1.82,18,-0.75,1.94,1.9,2.0,1.97
SC0,2010-12-26,Motherwell,Rangers,1,4,A,0,2,A,I Brines,10,14,4,13,10,9,3,3,1,1,0,0,5.5,3.75,1.62,5.25,3.9,1.5,5.25,3.75,1.57,4.3,3.4,1.7,6.0,3.75,1.57,5.5,3.6,1.55,5.5,4.0,1.57,5.0,4.0,1.57,6.0,4.0,1.62,5.5,3.75,1.62,37,6.0,5.61,4.04,3.8,1.65,1.58,27,1.72,1.62,2.38,2.19,18,1.0,1.9,1.85,2.05,2.01
SC0,2010-12-29,Celtic,Motherwell,1,0,H,1,0,H,S Finnie,7,0,2,0,8,10,6,5,3,3,1,0,1.29,5.25,10.0,1.25,5.0,9.0,1.3,4.75,8.5,1.3,4.4,8.5,1.29,5.5,9.0,1.3,4.6,8.5,1.33,4.5,11.0,1.36,4.5,8.0,1.29,5.5,11.0,1.3,4.75,10.0,34,1.36,1.3,5.62,4.99,11.0,9.59,24,1.55,1.5,2.63,2.45,18,-1.5,1.95,1.92,1.98,1.92
SC0,2010-12-29,Hamilton,Aberdeen,0,1,A,0,0,D,C Thomson,6,5,2,4,10,13,4,2,2,1,0,0,2.5,3.3,2.75,2.3,3.25,2.7,2.5,3.2,2.6,2.5,3.2,2.5,2.4,3.4,2.8,2.38,3.2,2.7,2.5,3.2,2.88,2.63,3.2,2.63,2.4,3.25,3.0,2.4,3.25,2.8,35,2.63,2.44,3.4,3.22,3.08,2.79,26,2.2,2.1,1.8,1.66,24,0.0,1.83,1.74,2.19,2.09
SC0,2010-12-29,Hibernian,Dundee United,2,2,D,1,2,A,S O'Reilly,12,6,10,3,12,18,11,3,2,2,0,1,2.5,3.3,2.75,2.35,3.25,2.65,2.5,3.2,2.6,2.5,3.2,2.5,2.6,3.4,2.6,2.5,3.2,2.55,2.6,3.1,2.8,2.63,3.25,2.38,2.5,3.25,2.88,2.5,3.25,2.7,35,2.64,2.51,3.4,3.22,2.91,2.71,27,2.17,2.08,1.73,1.68,25,0.0,1.9,1.81,2.08,2.0
SC0,2010-12-29,Inverness C,Kilmarnock,1,3,A,0,1,A,W Collum,8,14,4,8,5,7,8,6,4,1,0,0,2.25,3.25,3.2,2.0,3.25,3.3,2.1,3.2,3.2,2.2,3.2,2.9,2.2,3.4,3.2,2.1,3.2,3.2,2.25,3.1,3.4,2.25,3.25,3.0,2.25,3.4,3.25,2.1,3.3,3.3,35,2.3,2.18,3.44,3.26,3.4,3.2,33,1.98,1.9,1.98,1.86,16,-0.25,1.99,1.94,2.11,1.93
SC0,2010-12-29,St Mirren,Hearts,0,2,A,0,0,D,C Allan,10,15,5,10,15,17,3,15,1,2,1,0,4.0,3.4,1.91,3.85,3.4,1.8,3.6,3.4,1.9,3.5,3.3,1.9,3.6,3.5,1.91,3.75,3.25,1.9,4.0,3.4,1.91,3.5,3.4,1.91,4.33,3.6,1.85,3.75,3.4,1.91,35,4.45,3.97,3.65,3.41,1.92,1.87,33,2.05,1.95,1.88,1.81,18,0.5,2.06,1.97,1.93,1.87
SC0,2011-01-01,Aberdeen,Dundee United,1,1,D,1,0,H,W Collum,6,10,1,5,6,11,5,4,2,3,0,0,2.75,3.3,2.5,2.8,3.2,2.3,2.6,3.2,2.5,2.55,3.1,2.55,2.62,3.25,2.62,2.7,3.2,2.4,2.88,3.2,2.5,2.5,3.25,2.5,2.88,3.4,2.5,2.62,3.3,2.5,36,2.86,2.7,3.33,3.22,2.7,2.54,30,2.21,2.1,1.76,1.68,27,0.0,2.07,1.96,1.91,1.85
SC0,2011-01-01,Hamilton,Motherwell,0,0,D,0,0,D,S O'Reilly,14,6,7,2,18,13,4,5,2,1,0,0,3.0,3.4,2.3,3.05,3.25,2.1,3.0,3.2,2.2,2.8,3.1,2.3,2.88,3.4,2.38,2.88,3.2,2.25,3.0,3.25,2.38,2.88,3.4,2.25,3.1,3.4,2.38,2.88,3.3,2.3,36,3.15,2.95,3.4,3.19,2.54,2.36,30,2.25,2.11,1.75,1.68,25,0.0,2.2,2.11,1.79,1.72
SC0,2011-01-01,Hearts,Hibernian,1,0,H,0,0,D,C Murray,20,5,9,1,13,17,8,4,1,3,0,0,1.62,4.0,5.0,1.54,3.6,5.4,1.65,3.5,4.75,1.65,3.5,4.5,1.67,3.75,5.0,1.67,3.4,4.75,1.62,3.8,5.5,1.67,3.5,5.0,1.62,4.0,5.5,1.67,3.6,5.0,34,1.7,1.61,4.2,3.77,5.85,5.34,33,2.0,1.88,1.98,1.89,16,-1.0,2.16,2.1,1.82,1.78
SC0,2011-01-02,Rangers,Celtic,0,2,A,0,0,D,C Thompson,8,10,1,2,15,11,4,8,2,4,0,0,2.0,3.3,3.75,2.0,3.2,3.4,2.0,3.25,3.4,2.1,3.2,3.1,2.1,3.3,3.5,2.05,3.2,3.3,2.05,3.4,3.5,2.0,3.4,3.75,2.05,3.4,4.0,2.0,3.4,3.5,36,2.1,2.02,3.53,3.31,4.0,3.61,35,2.07,1.95,1.91,1.81,16,-0.25,1.78,1.75,2.2,2.14
SC0,2011-01-02,St Johnstone,Inverness C,1,0,H,0,0,D,G Salmond,14,7,7,6,14,13,5,5,0,0,0,0,2.6,3.25,2.7,2.55,3.05,2.55,2.5,3.2,2.6,2.4,3.1,2.7,2.62,3.3,2.62,2.6,3.2,2.5,2.5,3.2,2.88,2.5,3.25,2.5,2.62,3.3,2.75,2.6,3.3,2.5,36,2.71,2.58,3.44,3.22,2.78,2.65,28,2.25,2.09,1.75,1.68,27,0.0,1.94,1.87,2.04,1.94
SC0,2011-01-03,St Mirren,Kilmarnock,0,2,A,0,0,D,B Winter,11,14,2,10,12,10,7,7,2,1,0,0,2.88,3.4,2.38,2.8,3.2,2.25,2.75,3.3,2.3,2.8,3.1,2.3,2.5,3.25,2.4,2.75,3.4,2.25,3.2,3.2,2.3,2.63,3.4,2.38,3.2,3.4,2.3,3.0,3.3,2.25,34,3.25,2.98,3.44,3.27,2.5,2.29,27,2.2,2.08,1.75,1.69,23,0.0,2.32,2.22,1.71,1.64
SC0,2011-01-12,Dundee United,Motherwell,2,0,H,0,0,D,I Brines,10,4,8,2,4,6,5,0,1,0,0,0,2.1,3.4,3.4,2.1,3.25,3.05,2.05,3.2,3.4,2.0,3.2,3.3,2.1,3.3,3.5,2.0,3.25,3.4,2.1,3.3,3.5,2.1,3.25,3.4,2.2,3.5,3.4,2.1,3.3,3.3,34,2.21,2.11,3.54,3.29,3.5,3.33,33,2.13,2.04,1.81,1.74,15,-0.25,1.93,1.88,2.03,1.98
SC0,2011-01-12,Hamilton,Celtic,1,1,D,1,0,H,W Collum,4,13,3,5,12,10,2,6,0,2,2,1,11.0,5.0,1.29,9.0,5.0,1.25,9.5,4.75,1.28,8.5,4.4,1.3,11.0,5.0,1.29,9.0,4.75,1.29,11.0,5.0,1.3,10.0,5.0,1.29,11.0,5.25,1.3,10.0,5.0,1.3,34,12.0,10.39,5.5,4.94,1.31,1.29,26,1.63,1.59,2.3,2.24,17,1.5,2.04,1.99,1.9,1.85
SC0,2011-01-15,Aberdeen,St Mirren,2,0,H,0,0,D,C Murray,16,7,9,0,9,11,3,2,2,1,0,0,1.83,3.5,4.33,1.8,3.4,3.85,1.75,3.4,4.25,1.75,3.3,4.2,1.8,3.5,4.5,1.75,3.25,4.5,1.91,3.5,4.0,1.8,3.5,4.0,1.83,3.6,4.6,1.73,3.5,4.5,34,1.83,1.79,3.64,3.46,5.02,4.44,33,2.06,1.98,1.86,1.8,17,-0.5,1.82,1.78,2.19,2.09
SC0,2011-01-15,Hibernian,Celtic,0,3,A,0,1,A,C Thomson,4,11,1,8,16,8,3,10,3,1,0,0,8.0,4.5,1.4,7.0,4.0,1.4,6.5,4.0,1.44,6.0,3.9,1.45,8.0,4.0,1.44,7.0,3.75,1.45,7.0,4.4,1.44,7.0,4.0,1.44,8.0,4.6,1.44,7.0,4.33,1.4,34,8.1,7.31,4.66,4.24,1.47,1.43,26,1.73,1.63,2.31,2.19,17,1.25,1.9,1.86,2.06,2.01
SC0,2011-01-15,Kilmarnock,St Johnstone,1,1,D,1,0,H,S McLean,7,11,4,5,6,14,5,7,1,1,0,0,2.0,3.4,3.75,1.8,3.4,3.85,1.8,3.4,4.0,1.8,3.2,4.0,1.91,3.5,3.8,1.85,3.4,3.75,1.91,3.5,4.0,1.8,3.4,4.0,2.0,3.5,3.8,1.83,3.4,4.0,34,2.1,1.95,3.5,3.34,4.1,3.84,33,2.06,1.99,1.86,1.78,19,-0.5,2.11,2.04,1.86,1.82
SC0,2011-01-15,Motherwell,Inverness C,0,0,D,0,0,D,E Norris,5,7,2,5,13,11,4,5,1,1,0,0,2.1,3.4,3.4,2.0,3.25,3.3,2.0,3.3,3.3,2.0,3.2,3.3,2.1,3.4,3.4,2.0,3.25,3.4,2.05,3.4,3.5,2.0,3.25,3.5,2.2,3.5,3.4,2.1,3.3,3.25,33,2.25,2.1,3.5,3.32,3.5,3.36,33,2.06,1.98,1.86,1.79,16,-0.5,2.21,2.16,1.77,1.73
SC0,2011-01-15,Rangers,Hamilton,4,0,H,3,0,H,B Winter,25,3,14,2,6,13,12,1,0,1,0,0,1.15,7.0,17.0,1.15,6.25,12.5,1.13,7.0,13.0,1.15,6.0,13.0,1.17,7.0,15.0,1.12,6.5,17.0,1.17,6.5,17.0,1.13,7.0,19.0,1.2,7.0,17.0,1.14,7.0,15.0,33,1.2,1.16,7.5,6.88,19.0,15.16,24,1.54,1.48,2.65,2.51,16,-1.75,1.88,1.83,2.12,2.05
SC0,2011-01-18,Kilmarnock,Hearts,1,2,A,1,0,H,S Conroy,4,10,2,4,6,9,4,11,1,2,0,0,2.88,3.3,2.4,2.65,3.25,2.35,2.7,3.25,2.4,2.5,3.2,2.5,2.7,3.4,2.5,2.55,3.2,2.5,2.8,3.2,2.5,2.75,3.25,2.38,2.88,3.3,2.5,2.8,3.3,2.4,37,3.0,2.78,3.49,3.28,2.53,2.44,35,2.21,2.08,1.78,1.71,28,0.0,2.11,2.03,1.9,1.78
