Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2010-08-20,Bayern Munich_Wolfsburg_2010,Bayern Munich,1,1,1,1
2010-08-20,Bayern Munich_Wolfsburg_2010,Wolfsburg,1,1,1,1
2010-08-21,Hannover_Ein Frankfurt_2010,Hannover,1,1,1,1
2010-08-21,Freiburg_St Pauli_2010,Freiburg,1,1,1,1
2010-08-21,M'gladbach_Nurnberg_2010,Nurnberg,1,1,1,1
2010-08-21,FC Koln_Kaiserslautern_2010,Kaiserslautern,1,1,1,1
2010-08-21,Hoffenheim_Werder Bremen_2010,Werder Bremen,1,1,1,1
2010-08-21,Freiburg_St Pauli_2010,St Pauli,1,1,1,1
2010-08-21,Hamburg_Schalke 04_2010,Hamburg,1,1,1,1
2010-08-21,Hoffenheim_Werder Bremen_2010,Hoffenheim,1,1,1,1
2010-08-21,M'gladbach_Nurnberg_2010,M'gladbach,1,1,1,1
2010-08-21,FC Koln_Kaiserslautern_2010,FC Koln,1,1,1,1
2010-08-21,Hamburg_Schalke 04_2010,Schalke 04,1,1,1,1
2010-08-21,Hannover_Ein Frankfurt_2010,Ein Frankfurt,1,1,1,1
2010-08-22,Mainz_Stuttgart_2010,Mainz,1,1,1,1
2010-08-22,Dortmund_Leverkusen_2010,Leverkusen,1,1,1,1
2010-08-22,Dortmund_Leverkusen_2010,Dortmund,1,1,1,1
2010-08-22,Mainz_Stuttgart_2010,Stuttgart,1,1,1,1
2010-08-27,Kaiserslautern_Bayern Munich_2010,Bayern Munich,1,1,2,2
2010-08-27,Kaiserslautern_Bayern Munich_2010,Kaiserslautern,1,1,2,2
2010-08-28,Nurnberg_Freiburg_2010,Nurnberg,1,1,2,2
2010-08-28,Wolfsburg_Mainz_2010,Wolfsburg,1,1,2,2
2010-08-28,Ein Frankfurt_Hamburg_2010,Hamburg,1,1,2,2
2010-08-28,St Pauli_Hoffenheim_2010,St Pauli,1,1,2,2
2010-08-28,Wolfsburg_Mainz_2010,Mainz,1,1,2,2
2010-08-28,Werder Bremen_FC Koln_2010,FC Koln,1,1,2,2
2010-08-28,St Pauli_Hoffenheim_2010,Hoffenheim,1,1,2,2
2010-08-28,Nurnberg_Freiburg_2010,Freiburg,1,1,2,2
2010-08-28,Werder Bremen_FC Koln_2010,Werder Bremen,1,1,2,2
2010-08-28,Schalke 04_Hannover_2010,Schalke 04,1,1,2,2
2010-08-28,Schalke 04_Hannover_2010,Hannover,1,1,2,2
2010-08-28,Ein Frankfurt_Hamburg_2010,Ein Frankfurt,1,1,2,2
2010-08-29,Stuttgart_Dortmund_2010,Dortmund,1,1,2,2
2010-08-29,Leverkusen_M'gladbach_2010,M'gladbach,1,1,2,2
2010-08-29,Leverkusen_M'gladbach_2010,Leverkusen,1,1,2,2
2010-08-29,Stuttgart_Dortmund_2010,Stuttgart,1,1,2,2
2010-09-10,Hoffenheim_Schalke 04_2010,Hoffenheim,2,1,3,4
2010-09-10,Hoffenheim_Schalke 04_2010,Schalke 04,1,2,3,4
2010-09-11,Dortmund_Wolfsburg_2010,Dortmund,2,1,3,4
2010-09-11,Freiburg_Stuttgart_2010,Stuttgart,1,2,3,4
2010-09-11,M'gladbach_Ein Frankfurt_2010,M'gladbach,2,1,3,4
2010-09-11,Dortmund_Wolfsburg_2010,Wolfsburg,1,2,3,4
2010-09-11,M'gladbach_Ein Frankfurt_2010,Ein Frankfurt,1,2,3,4
2010-09-11,Hannover_Leverkusen_2010,Leverkusen,1,2,3,4
2010-09-11,Bayern Munich_Werder Bremen_2010,Werder Bremen,1,2,3,4
2010-09-11,Hamburg_Nurnberg_2010,Hamburg,2,1,3,4
2010-09-11,Bayern Munich_Werder Bremen_2010,Bayern Munich,2,1,3,4
2010-09-11,Freiburg_Stuttgart_2010,Freiburg,2,1,3,4
2010-09-11,Hannover_Leverkusen_2010,Hannover,2,1,3,4
2010-09-11,Hamburg_Nurnberg_2010,Nurnberg,1,2,3,4
2010-09-12,Mainz_Kaiserslautern_2010,Kaiserslautern,1,2,3,4
2010-09-12,FC Koln_St Pauli_2010,St Pauli,1,2,3,4
2010-09-12,FC Koln_St Pauli_2010,FC Koln,2,1,3,4
2010-09-12,Mainz_Kaiserslautern_2010,Mainz,2,1,3,4
2010-09-17,Ein Frankfurt_Freiburg_2010,Ein Frankfurt,2,2,4,5
2010-09-17,Ein Frankfurt_Freiburg_2010,Freiburg,2,2,4,5
2010-09-18,Bayern Munich_FC Koln_2010,FC Koln,2,2,4,5
2010-09-18,Werder Bremen_Mainz_2010,Werder Bremen,2,2,4,5
2010-09-18,Kaiserslautern_Hoffenheim_2010,Hoffenheim,2,2,4,5
2010-09-18,Wolfsburg_Hannover_2010,Wolfsburg,2,2,4,5
2010-09-18,Werder Bremen_Mainz_2010,Mainz,2,2,4,5
2010-09-18,Bayern Munich_FC Koln_2010,Bayern Munich,3,1,4,5
2010-09-18,Kaiserslautern_Hoffenheim_2010,Kaiserslautern,2,2,4,5
2010-09-18,Wolfsburg_Hannover_2010,Hannover,2,2,4,5
2010-09-18,Stuttgart_M'gladbach_2010,Stuttgart,2,2,4,5
2010-09-18,Stuttgart_M'gladbach_2010,M'gladbach,2,2,4,5
2010-09-19,Leverkusen_Nurnberg_2010,Nurnberg,1,3,4,5
2010-09-19,St Pauli_Hamburg_2010,St Pauli,2,2,4,5
2010-09-19,Schalke 04_Dortmund_2010,Dortmund,2,2,4,5
2010-09-19,Leverkusen_Nurnberg_2010,Leverkusen,2,2,4,5
2010-09-19,Schalke 04_Dortmund_2010,Schalke 04,2,2,4,5
2010-09-19,St Pauli_Hamburg_2010,Hamburg,2,2,4,5
2010-09-21,Hannover_Werder Bremen_2010,Werder Bremen,2,3,5,6
2010-09-21,Mainz_FC Koln_2010,FC Koln,2,3,5,6
2010-09-21,Mainz_FC Koln_2010,Mainz,3,2,5,6
2010-09-21,Hannover_Werder Bremen_2010,Hannover,3,2,5,6
2010-09-21,Hoffenheim_Bayern Munich_2010,Hoffenheim,3,2,5,6
2010-09-21,Hoffenheim_Bayern Munich_2010,Bayern Munich,3,2,5,6
2010-09-22,M'gladbach_St Pauli_2010,M'gladbach,3,2,5,6
2010-09-22,Hamburg_Wolfsburg_2010,Wolfsburg,2,3,5,6
2010-09-22,Dortmund_Kaiserslautern_2010,Kaiserslautern,2,3,5,6
2010-09-22,M'gladbach_St Pauli_2010,St Pauli,2,3,5,6
