Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2014-08-22,Bayern Munich_Wolfsburg_2014,Bayern Munich,1,1,1,1
2014-08-22,Bayern Munich_Wolfsburg_2014,Wolfsburg,1,1,1,1
2014-08-23,Ein Frankfurt_Freiburg_2014,Freiburg,1,1,1,1
2014-08-23,Hannover_Schalke 04_2014,Hannover,1,1,1,1
2014-08-23,Hoffenheim_Augsburg_2014,Hoffenheim,1,1,1,1
2014-08-23,Dortmund_Leverkusen_2014,Dortmund,1,1,1,1
2014-08-23,Hertha_Werder Bremen_2014,Werder Bremen,1,1,1,1
2014-08-23,Ein Frankfurt_Freiburg_2014,Ein Frankfurt,1,1,1,1
2014-08-23,Dortmund_Leverkusen_2014,Leverkusen,1,1,1,1
2014-08-23,Hertha_Werder Bremen_2014,Hertha,1,1,1,1
2014-08-23,Hoffenheim_Augsburg_2014,Augsburg,1,1,1,1
2014-08-23,FC Koln_Hamburg_2014,FC Koln,1,1,1,1
2014-08-23,FC Koln_Hamburg_2014,Hamburg,1,1,1,1
2014-08-23,Hannover_Schalke 04_2014,Schalke 04,1,1,1,1
2014-08-24,Paderborn_Mainz_2014,Mainz,1,1,1,1
2014-08-24,M'gladbach_Stuttgart_2014,Stuttgart,1,1,1,1
2014-08-24,M'gladbach_Stuttgart_2014,M'gladbach,1,1,1,1
2014-08-24,Paderborn_Mainz_2014,Paderborn,1,1,1,1
2014-08-29,Augsburg_Dortmund_2014,Augsburg,1,1,2,2
2014-08-29,Augsburg_Dortmund_2014,Dortmund,1,1,2,2
2014-08-30,Werder Bremen_Hoffenheim_2014,Hoffenheim,1,1,2,2
2014-08-30,Wolfsburg_Ein Frankfurt_2014,Wolfsburg,1,1,2,2
2014-08-30,Leverkusen_Hertha_2014,Leverkusen,1,1,2,2
2014-08-30,Werder Bremen_Hoffenheim_2014,Werder Bremen,1,1,2,2
2014-08-30,Stuttgart_FC Koln_2014,Stuttgart,1,1,2,2
2014-08-30,Hamburg_Paderborn_2014,Paderborn,1,1,2,2
2014-08-30,Stuttgart_FC Koln_2014,FC Koln,1,1,2,2
2014-08-30,Leverkusen_Hertha_2014,Hertha,1,1,2,2
2014-08-30,Hamburg_Paderborn_2014,Hamburg,1,1,2,2
2014-08-30,Schalke 04_Bayern Munich_2014,Schalke 04,1,1,2,2
2014-08-30,Wolfsburg_Ein Frankfurt_2014,Ein Frankfurt,1,1,2,2
2014-08-30,Schalke 04_Bayern Munich_2014,Bayern Munich,1,1,2,2
2014-08-31,Freiburg_M'gladbach_2014,M'gladbach,1,1,2,2
