Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2020-09-12,Zwolle_Feyenoord_2020,Feyenoord,1,1,1,1
2020-09-12,Twente_For Sittard_2020,Twente,1,1,1,1
2020-09-12,Twente_For Sittard_2020,For Sittard,1,1,1,1
2020-09-12,Zwolle_Feyenoord_2020,Zwolle,1,1,1,1
2020-09-12,Heerenveen_Willem II_2020,Heerenveen,1,1,1,1
2020-09-12,Heerenveen_Willem II_2020,Willem II,1,1,1,1
2020-09-13,Groningen_PSV Eindhoven_2020,PSV Eindhoven,1,1,1,1
2020-09-13,Heracles_Den Haag_2020,Den Haag,1,1,1,1
2020-09-13,Groningen_PSV Eindhoven_2020,Groningen,1,1,1,1
2020-09-13,Waalwijk_Vitesse_2020,Vitesse,1,1,1,1
2020-09-13,FC Emmen_VVV Venlo_2020,VVV Venlo,1,1,1,1
2020-09-13,FC Emmen_VVV Venlo_2020,FC Emmen,1,1,1,1
2020-09-13,Sparta Rotterdam_Ajax_2020,Ajax,1,1,1,1
2020-09-13,Sparta Rotterdam_Ajax_2020,Sparta Rotterdam,1,1,1,1
2020-09-13,Waalwijk_Vitesse_2020,Waalwijk,1,1,1,1
2020-09-13,Heracles_Den Haag_2020,Heracles,1,1,1,1
2020-09-18,VVV Venlo_Utrecht_2020,VVV Venlo,1,1,2,2
2020-09-18,VVV Venlo_Utrecht_2020,Utrecht,1,1,1,2
2020-09-19,PSV Eindhoven_FC Emmen_2020,PSV Eindhoven,1,1,2,2
2020-09-19,AZ Alkmaar_Zwolle_2020,Zwolle,1,1,2,2
2020-09-19,AZ Alkmaar_Zwolle_2020,AZ Alkmaar,1,1,1,2
2020-09-19,Vitesse_Sparta Rotterdam_2020,Vitesse,1,1,2,2
2020-09-19,PSV Eindhoven_FC Emmen_2020,FC Emmen,1,1,2,2
2020-09-19,For Sittard_Heerenveen_2020,Heerenveen,1,1,2,2
2020-09-19,Vitesse_Sparta Rotterdam_2020,Sparta Rotterdam,1,1,2,2
2020-09-19,For Sittard_Heerenveen_2020,For Sittard,1,1,2,2
2020-09-20,Willem II_Heracles_2020,Heracles,1,1,2,2
2020-09-20,Willem II_Heracles_2020,Willem II,1,1,2,2
2020-09-20,Ajax_Waalwijk_2020,Ajax,1,1,2,2
2020-09-20,Den Haag_Groningen_2020,Den Haag,1,1,2,2
2020-09-20,Den Haag_Groningen_2020,Groningen,1,1,2,2
2020-09-20,Feyenoord_Twente_2020,Feyenoord,1,1,2,2
2020-09-20,Feyenoord_Twente_2020,Twente,1,1,2,2
2020-09-20,Ajax_Waalwijk_2020,Waalwijk,1,1,2,2
2020-09-25,Twente_Groningen_2020,Twente,2,1,3,3
2020-09-25,Twente_Groningen_2020,Groningen,1,2,3,3
2020-09-26,Zwolle_Sparta Rotterdam_2020,Zwolle,2,1,3,3
2020-09-26,Heerenveen_VVV Venlo_2020,VVV Venlo,1,2,3,3
2020-09-26,For Sittard_AZ Alkmaar_2020,AZ Alkmaar,1,1,2,3
2020-09-26,Ajax_Vitesse_2020,Vitesse,1,2,3,3
2020-09-26,Zwolle_Sparta Rotterdam_2020,Sparta Rotterdam,1,2,3,3
2020-09-26,For Sittard_AZ Alkmaar_2020,For Sittard,2,1,3,3
2020-09-26,Heerenveen_VVV Venlo_2020,Heerenveen,2,1,3,3
2020-09-26,Ajax_Vitesse_2020,Ajax,2,1,3,3
2020-09-27,Feyenoord_Den Haag_2020,Feyenoord,2,1,3,3
2020-09-27,Heracles_PSV Eindhoven_2020,Heracles,2,1,3,3
2020-09-27,FC Emmen_Willem II_2020,FC Emmen,2,1,3,3
2020-09-27,Heracles_PSV Eindhoven_2020,PSV Eindhoven,1,2,3,3
2020-09-27,Feyenoord_Den Haag_2020,Den Haag,1,2,3,3
2020-09-27,Utrecht_Waalwijk_2020,Waalwijk,1,2,3,3
2020-09-27,FC Emmen_Willem II_2020,Willem II,1,2,3,3
2020-09-27,Utrecht_Waalwijk_2020,Utrecht,1,1,2,3
2020-10-02,Utrecht_Heerenveen_2020,Heerenveen,2,2,4,4
2020-10-02,Utrecht_Heerenveen_2020,Utrecht,2,1,3,4
2020-10-03,VVV Venlo_Den Haag_2020,VVV Venlo,2,2,4,4
2020-10-03,Vitesse_Heracles_2020,Vitesse,2,2,4,4
2020-10-03,Twente_FC Emmen_2020,FC Emmen,2,2,4,4
2020-10-03,Twente_FC Emmen_2020,Twente,3,1,4,4
2020-10-03,Vitesse_Heracles_2020,Heracles,2,2,4,4
2020-10-03,VVV Venlo_Den Haag_2020,Den Haag,1,3,4,4
2020-10-04,PSV Eindhoven_For Sittard_2020,For Sittard,2,2,4,4
2020-10-04,Sparta Rotterdam_AZ Alkmaar_2020,AZ Alkmaar,1,2,3,4
2020-10-04,Groningen_Ajax_2020,Groningen,2,2,4,4
2020-10-04,Sparta Rotterdam_AZ Alkmaar_2020,Sparta Rotterdam,2,2,4,4
2020-10-04,Groningen_Ajax_2020,Ajax,2,2,4,4
2020-10-04,Willem II_Feyenoord_2020,Feyenoord,2,2,4,4
2020-10-04,PSV Eindhoven_For Sittard_2020,PSV Eindhoven,2,2,4,4
2020-10-04,Willem II_Feyenoord_2020,Willem II,2,2,4,4
2020-10-17,AZ Alkmaar_VVV Venlo_2020,AZ Alkmaar,2,2,4,6
2020-10-17,Heracles_Waalwijk_2020,Heracles,3,2,5,6
2020-10-17,Willem II_Twente_2020,Twente,3,2,5,6
2020-10-17,AZ Alkmaar_VVV Venlo_2020,VVV Venlo,2,3,5,6
2020-10-17,Heracles_Waalwijk_2020,Waalwijk,1,3,4,6
2020-10-17,Willem II_Twente_2020,Willem II,3,2,5,6
2020-10-18,Zwolle_PSV Eindhoven_2020,Zwolle,3,1,4,6
2020-10-18,Groningen_Utrecht_2020,Utrecht,2,2,4,6
2020-10-18,Feyenoord_Sparta Rotterdam_2020,Sparta Rotterdam,2,3,5,6
2020-10-18,Feyenoord_Sparta Rotterdam_2020,Feyenoord,3,2,5,6
2020-10-18,Den Haag_Vitesse_2020,Den Haag,2,3,5,6
2020-10-18,Den Haag_Vitesse_2020,Vitesse,2,3,5,6
2020-10-18,Ajax_Heerenveen_2020,Ajax,3,2,5,6
2020-10-18,FC Emmen_For Sittard_2020,For Sittard,2,3,5,6
2020-10-18,FC Emmen_For Sittard_2020,FC Emmen,3,2,5,6
2020-10-18,Ajax_Heerenveen_2020,Heerenveen,2,3,5,6
2020-10-18,Zwolle_PSV Eindhoven_2020,PSV Eindhoven,2,3,5,6
2020-10-18,Groningen_Utrecht_2020,Groningen,3,2,5,6
2020-10-21,Waalwijk_Zwolle_2020,Waalwijk,2,3,5,7
2020-10-21,Waalwijk_Zwolle_2020,Zwolle,3,2,5,7
2020-10-24,Zwolle_Willem II_2020,Zwolle,4,2,6,7
2020-10-24,Zwolle_Willem II_2020,Willem II,3,3,6,7
2020-10-24,Utrecht_Twente_2020,Utrecht,3,2,5,7
2020-10-24,Utrecht_Twente_2020,Twente,3,3,6,7
2020-10-24,VVV Venlo_Ajax_2020,VVV Venlo,3,3,6,7
2020-10-24,VVV Venlo_Ajax_2020,Ajax,3,3,6,7
2020-10-24,Heerenveen_FC Emmen_2020,Heerenveen,3,3,6,7
2020-10-24,Heerenveen_FC Emmen_2020,FC Emmen,3,3,6,7
2020-10-25,Vitesse_PSV Eindhoven_2020,Vitesse,3,3,6,7
2020-10-25,Sparta Rotterdam_Heracles_2020,Sparta Rotterdam,3,3,6,7
2020-10-25,For Sittard_Groningen_2020,Groningen,3,3,6,7
2020-10-25,Sparta Rotterdam_Heracles_2020,Heracles,3,3,6,7
2020-10-25,Waalwijk_Feyenoord_2020,Waalwijk,3,3,6,7
2020-10-25,Den Haag_AZ Alkmaar_2020,Den Haag,3,3,6,7
2020-10-25,Vitesse_PSV Eindhoven_2020,PSV Eindhoven,2,4,6,7
2020-10-25,Den Haag_AZ Alkmaar_2020,AZ Alkmaar,2,3,5,7
2020-10-25,Waalwijk_Feyenoord_2020,Feyenoord,3,3,6,7
2020-10-25,For Sittard_Groningen_2020,For Sittard,3,3,6,7
2020-10-31,Ajax_For Sittard_2020,For Sittard,3,4,7,8
2020-10-31,Groningen_VVV Venlo_2020,VVV Venlo,3,4,7,8
2020-10-31,Ajax_For Sittard_2020,Ajax,4,3,7,8
2020-10-31,Willem II_Vitesse_2020,Vitesse,3,4,7,8
2020-10-31,Twente_Zwolle_2020,Twente,4,3,7,8
2020-10-31,Willem II_Vitesse_2020,Willem II,4,3,7,8
2020-10-31,Groningen_VVV Venlo_2020,Groningen,4,3,7,8
2020-10-31,Twente_Zwolle_2020,Zwolle,4,3,7,8
2020-11-01,Sparta Rotterdam_Heerenveen_2020,Heerenveen,3,4,7,8
2020-11-01,FC Emmen_Feyenoord_2020,FC Emmen,4,3,7,8
2020-11-01,FC Emmen_Feyenoord_2020,Feyenoord,3,4,7,8
2020-11-01,AZ Alkmaar_Waalwijk_2020,Waalwijk,3,4,7,8
2020-11-01,Sparta Rotterdam_Heerenveen_2020,Sparta Rotterdam,4,3,7,8
2020-11-01,Heracles_Utrecht_2020,Utrecht,3,3,6,8
2020-11-01,AZ Alkmaar_Waalwijk_2020,AZ Alkmaar,3,3,6,8
