Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2013-08-02,Ajax_Roda_2013,Ajax,1,1,1,1
2013-08-02,Ajax_Roda_2013,Roda,1,1,1,1
2013-08-03,Heerenveen_AZ Alkmaar_2013,AZ Alkmaar,1,1,1,1
2013-08-03,Den Haag_PSV Eindhoven_2013,Den Haag,1,1,1,1
2013-08-03,Den Haag_PSV Eindhoven_2013,PSV Eindhoven,1,1,1,1
2013-08-03,Twente_Waalwijk_2013,Waalwijk,1,1,1,1
2013-08-03,Nijmegen_Groningen_2013,Groningen,1,1,1,1
2013-08-03,Nijmegen_Groningen_2013,Nijmegen,1,1,1,1
2013-08-03,Heerenveen_AZ Alkmaar_2013,Heerenveen,1,1,1,1
2013-08-03,Twente_Waalwijk_2013,Twente,1,1,1,1
2013-08-04,Zwolle_Feyenoord_2013,Feyenoord,1,1,1,1
2013-08-04,Vitesse_Heracles_2013,Vitesse,1,1,1,1
2013-08-04,Utrecht_Go Ahead Eagles_2013,Utrecht,1,1,1,1
2013-08-04,Zwolle_Feyenoord_2013,Zwolle,1,1,1,1
2013-08-04,Cambuur_NAC Breda_2013,Cambuur,1,1,1,1
2013-08-04,Vitesse_Heracles_2013,Heracles,1,1,1,1
2013-08-04,Utrecht_Go Ahead Eagles_2013,Go Ahead Eagles,1,1,1,1
2013-08-04,Cambuur_NAC Breda_2013,NAC Breda,1,1,1,1
2013-08-09,Roda_Cambuur_2013,Cambuur,1,1,2,2
2013-08-09,Roda_Cambuur_2013,Roda,1,1,2,2
2013-08-10,PSV Eindhoven_Nijmegen_2013,PSV Eindhoven,1,1,2,2
2013-08-10,Go Ahead Eagles_Den Haag_2013,Go Ahead Eagles,1,1,2,2
2013-08-10,PSV Eindhoven_Nijmegen_2013,Nijmegen,1,1,2,2
2013-08-10,NAC Breda_Heerenveen_2013,NAC Breda,1,1,2,2
2013-08-10,Heracles_Zwolle_2013,Heracles,1,1,2,2
2013-08-10,NAC Breda_Heerenveen_2013,Heerenveen,1,1,2,2
2013-08-10,Go Ahead Eagles_Den Haag_2013,Den Haag,1,1,2,2
2013-08-10,Heracles_Zwolle_2013,Zwolle,1,1,2,2
2013-08-11,Waalwijk_Vitesse_2013,Waalwijk,1,1,2,2
2013-08-11,AZ Alkmaar_Ajax_2013,Ajax,1,1,2,2
2013-08-11,Feyenoord_Twente_2013,Twente,1,1,2,2
2013-08-11,Groningen_Utrecht_2013,Utrecht,1,1,2,2
2013-08-11,AZ Alkmaar_Ajax_2013,AZ Alkmaar,1,1,2,2
2013-08-11,Groningen_Utrecht_2013,Groningen,1,1,2,2
2013-08-11,Waalwijk_Vitesse_2013,Vitesse,1,1,2,2
2013-08-11,Feyenoord_Twente_2013,Feyenoord,1,1,2,2
2013-08-17,Cambuur_Groningen_2013,Groningen,1,2,3,3
2013-08-17,Roda_Vitesse_2013,Roda,2,1,3,3
2013-08-17,Roda_Vitesse_2013,Vitesse,1,2,3,3
2013-08-17,Nijmegen_Zwolle_2013,Zwolle,1,2,3,3
2013-08-17,Cambuur_Groningen_2013,Cambuur,2,1,3,3
2013-08-17,Waalwijk_AZ Alkmaar_2013,Waalwijk,2,1,3,3
2013-08-17,Waalwijk_AZ Alkmaar_2013,AZ Alkmaar,1,2,3,3
2013-08-17,Nijmegen_Zwolle_2013,Nijmegen,2,1,3,3
2013-08-17,PSV Eindhoven_Go Ahead Eagles_2013,PSV Eindhoven,2,1,3,3
2013-08-17,PSV Eindhoven_Go Ahead Eagles_2013,Go Ahead Eagles,1,2,3,3
2013-08-18,NAC Breda_Den Haag_2013,Den Haag,1,2,3,3
2013-08-18,NAC Breda_Den Haag_2013,NAC Breda,2,1,3,3
2013-08-18,Heerenveen_Heracles_2013,Heerenveen,2,1,3,3
2013-08-18,Ajax_Feyenoord_2013,Ajax,2,1,3,3
2013-08-18,Twente_Utrecht_2013,Twente,2,1,3,3
2013-08-18,Heerenveen_Heracles_2013,Heracles,1,2,3,3
2013-08-18,Twente_Utrecht_2013,Utrecht,1,2,3,3
2013-08-18,Ajax_Feyenoord_2013,Feyenoord,1,2,3,3
2013-08-23,Heerenveen_Ajax_2013,Ajax,2,2,4,4
2013-08-23,Heerenveen_Ajax_2013,Heerenveen,3,1,4,4
2013-08-24,Heracles_PSV Eindhoven_2013,PSV Eindhoven,2,2,4,4
2013-08-24,Nijmegen_Waalwijk_2013,Waalwijk,2,2,4,4
2013-08-24,Nijmegen_Waalwijk_2013,Nijmegen,3,1,4,4
2013-08-24,Den Haag_Roda_2013,Den Haag,2,2,4,4
2013-08-24,Zwolle_Cambuur_2013,Zwolle,2,2,4,4
2013-08-24,Heracles_PSV Eindhoven_2013,Heracles,2,2,4,4
2013-08-24,Den Haag_Roda_2013,Roda,2,2,4,4
