,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,P1,Maritimo,H,0,2004-08-28,H,Belenenses,3,0,Belenenses_Maritimo_2004
1,2,P1,Gil Vicente,H,0,2004-08-28,H,Sp Lisbon,3,2,Sp Lisbon_Gil Vicente_2004
2,0,P1,Benfica,A,2,2004-08-29,A,Beira Mar,2,3,Beira Mar_Benfica_2004
3,0,P1,Nacional,H,0,2004-08-29,D,Boavista,1,0,Boavista_Nacional_2004
4,0,P1,Rio Ave,D,0,2004-08-29,D,Estoril,0,0,Estoril_Rio Ave_2004
5,0,P1,Guimaraes,D,0,2004-08-29,D,Moreirense,0,0,Moreirense_Guimaraes_2004
6,1,P1,Setubal,A,1,2004-08-29,D,Penafiel,1,4,Penafiel_Setubal_2004
7,1,P1,Sp Braga,D,2,2004-08-30,A,Academica,2,2,Academica_Sp Braga_2004
8,2,P1,Academica,H,0,2004-09-05,H,Guimaraes,2,1,Guimaraes_Academica_2004
9,0,P1,Boavista,A,1,2004-09-10,A,Gil Vicente,0,1,Gil Vicente_Boavista_2004
10,1,P1,Moreirense,H,0,2004-09-11,H,Benfica,2,0,Benfica_Moreirense_2004
11,2,P1,Estoril,H,1,2004-09-11,H,Leiria,4,2,Leiria_Estoril_2004
12,1,P1,Penafiel,H,0,2004-09-11,H,Maritimo,3,0,Maritimo_Penafiel_2004
13,0,P1,Porto,D,1,2004-09-11,A,Sp Braga,1,1,Sp Braga_Porto_2004
14,1,P1,Beira Mar,H,1,2004-09-12,D,Nacional,2,1,Nacional_Beira Mar_2004
15,0,P1,Sp Lisbon,H,0,2004-09-12,D,Setubal,2,0,Setubal_Sp Lisbon_2004
16,2,P1,Belenenses,D,0,2004-09-13,H,Rio Ave,3,3,Rio Ave_Belenenses_2004
17,1,P1,Setubal,D,0,2004-09-17,H,Boavista,1,1,Boavista_Setubal_2004
18,1,P1,Estoril,D,2,2004-09-18,A,Porto,2,2,Porto_Estoril_2004
19,0,P1,Benfica,A,0,2004-09-19,D,Academica,0,1,Academica_Benfica_2004
20,1,P1,Gil Vicente,H,0,2004-09-19,H,Beira Mar,1,0,Beira Mar_Gil Vicente_2004
21,1,P1,Leiria,H,0,2004-09-19,H,Belenenses,2,1,Belenenses_Leiria_2004
22,2,P1,Nacional,H,0,2004-09-19,H,Moreirense,3,2,Moreirense_Nacional_2004
23,0,P1,Rio Ave,D,0,2004-09-19,D,Penafiel,1,1,Penafiel_Rio Ave_2004
24,0,P1,Maritimo,A,1,2004-09-20,A,Sp Lisbon,0,1,Sp Lisbon_Maritimo_2004
25,1,P1,Guimaraes,H,0,2004-09-21,H,Sp Braga,1,0,Sp Braga_Guimaraes_2004
26,1,P1,Leiria,D,0,2004-09-22,H,Porto,1,1,Porto_Leiria_2004
27,1,P1,Beira Mar,A,1,2004-09-24,D,Setubal,1,2,Setubal_Beira Mar_2004
28,0,P1,Porto,A,0,2004-09-25,D,Guimaraes,0,1,Guimaraes_Porto_2004
29,1,P1,Boavista,H,0,2004-09-25,H,Maritimo,2,1,Maritimo_Boavista_2004
30,0,P1,Sp Braga,D,0,2004-09-26,D,Benfica,0,0,Benfica_Sp Braga_2004
31,0,P1,Moreirense,H,0,2004-09-26,D,Gil Vicente,3,1,Gil Vicente_Moreirense_2004
32,0,P1,Penafiel,A,2,2004-09-26,A,Leiria,1,2,Leiria_Penafiel_2004
33,0,P1,Academica,H,0,2004-09-26,D,Nacional,2,1,Nacional_Academica_2004
34,0,P1,Sp Lisbon,D,0,2004-09-26,D,Rio Ave,0,0,Rio Ave_Sp Lisbon_2004
35,0,P1,Belenenses,H,0,2004-09-27,D,Estoril,1,0,Estoril_Belenenses_2004
36,0,P1,Rio Ave,A,1,2004-10-01,A,Boavista,0,1,Boavista_Rio Ave_2004
37,2,P1,Gil Vicente,H,1,2004-10-03,H,Academica,2,1,Academica_Gil Vicente_2004
38,0,P1,Benfica,A,0,2004-10-03,D,Guimaraes,1,2,Guimaraes_Benfica_2004
39,1,P1,Setubal,D,0,2004-10-03,H,Moreirense,2,2,Moreirense_Setubal_2004
40,2,P1,Estoril,H,1,2004-10-03,H,Penafiel,2,1,Penafiel_Estoril_2004
41,1,P1,Belenenses,H,0,2004-10-03,H,Porto,3,0,Porto_Belenenses_2004
42,1,P1,Leiria,D,1,2004-10-04,D,Sp Lisbon,2,2,Sp Lisbon_Leiria_2004
43,1,P1,Nacional,H,0,2004-10-05,H,Sp Braga,3,2,Sp Braga_Nacional_2004
44,1,P1,Maritimo,D,0,2004-10-10,H,Beira Mar,2,2,Beira Mar_Maritimo_2004
45,0,P1,Sp Braga,A,0,2004-10-15,D,Gil Vicente,0,1,Gil Vicente_Sp Braga_2004
46,0,P1,Sp Lisbon,A,2,2004-10-16,A,Estoril,1,4,Estoril_Sp Lisbon_2004
47,0,P1,Moreirense,H,0,2004-10-16,D,Maritimo,1,0,Maritimo_Moreirense_2004
48,1,P1,Guimaraes,H,0,2004-10-16,H,Nacional,1,0,Nacional_Guimaraes_2004
49,0,P1,Penafiel,H,1,2004-10-17,A,Belenenses,4,1,Belenenses_Penafiel_2004
50,0,P1,Porto,A,1,2004-10-17,A,Benfica,0,1,Benfica_Porto_2004
51,0,P1,Boavista,A,1,2004-10-17,A,Leiria,0,3,Leiria_Boavista_2004
52,1,P1,Beira Mar,D,0,2004-10-17,H,Rio Ave,1,1,Rio Ave_Beira Mar_2004
53,0,P1,Academica,H,0,2004-10-18,D,Setubal,1,0,Setubal_Academica_2004
54,0,P1,Estoril,D,0,2004-10-22,D,Boavista,0,0,Boavista_Estoril_2004
55,0,P1,Rio Ave,D,0,2004-10-23,D,Moreirense,0,0,Moreirense_Rio Ave_2004
56,2,P1,Setubal,A,1,2004-10-23,H,Sp Braga,2,3,Sp Braga_Setubal_2004
57,0,P1,Belenenses,H,0,2004-10-23,D,Sp Lisbon,2,0,Sp Lisbon_Belenenses_2004
58,1,P1,Maritimo,H,0,2004-10-24,H,Academica,1,0,Academica_Maritimo_2004
59,0,P1,Leiria,A,0,2004-10-24,D,Beira Mar,0,1,Beira Mar_Leiria_2004
60,0,P1,Nacional,H,0,2004-10-24,D,Benfica,2,1,Benfica_Nacional_2004
61,2,P1,Gil Vicente,H,0,2004-10-24,H,Guimaraes,2,1,Guimaraes_Gil Vicente_2004
62,2,P1,Penafiel,H,0,2004-10-24,H,Porto,2,0,Porto_Penafiel_2004
63,0,P1,Porto,D,1,2004-10-30,A,Nacional,2,2,Nacional_Porto_2004
64,0,P1,Sp Lisbon,A,0,2004-10-30,D,Penafiel,0,3,Penafiel_Sp Lisbon_2004
65,1,P1,Boavista,A,1,2004-10-31,D,Belenenses,1,2,Belenenses_Boavista_2004
66,3,P1,Beira Mar,H,0,2004-10-31,H,Estoril,5,0,Estoril_Beira Mar_2004
67,1,P1,Benfica,D,0,2004-10-31,H,Gil Vicente,1,1,Gil Vicente_Benfica_2004
68,0,P1,Moreirense,D,0,2004-10-31,D,Leiria,0,0,Leiria_Moreirense_2004
69,1,P1,Academica,H,0,2004-10-31,H,Rio Ave,3,1,Rio Ave_Academica_2004
70,1,P1,Sp Braga,H,0,2004-11-01,H,Maritimo,2,0,Maritimo_Sp Braga_2004
71,0,P1,Guimaraes,H,0,2004-11-01,D,Setubal,1,0,Setubal_Guimaraes_2004
72,1,P1,Belenenses,D,1,2004-11-05,D,Beira Mar,3,3,Beira Mar_Belenenses_2004
73,0,P1,Penafiel,H,1,2004-11-06,A,Boavista,2,1,Boavista_Penafiel_2004
74,0,P1,Maritimo,D,1,2004-11-06,A,Guimaraes,1,1,Guimaraes_Maritimo_2004
75,0,P1,Leiria,A,1,2004-11-07,A,Academica,0,1,Academica_Leiria_2004
76,1,P1,Setubal,H,0,2004-11-07,H,Benfica,4,0,Benfica_Setubal_2004
77,1,P1,Estoril,A,0,2004-11-07,H,Moreirense,1,2,Moreirense_Estoril_2004
78,0,P1,Gil Vicente,D,0,2004-11-07,D,Nacional,0,0,Nacional_Gil Vicente_2004
79,2,P1,Rio Ave,H,0,2004-11-07,H,Sp Braga,3,0,Sp Braga_Rio Ave_2004
80,0,P1,Sp Lisbon,H,0,2004-11-08,D,Porto,3,0,Porto_Sp Lisbon_2004
81,0,P1,Academica,A,0,2004-11-12,D,Estoril,0,1,Estoril_Academica_2004
82,1,P1,Moreirense,H,0,2004-11-13,H,Belenenses,3,0,Belenenses_Moreirense_2004
83,0,P1,Porto,A,1,2004-11-13,A,Gil Vicente,0,2,Gil Vicente_Porto_2004
84,1,P1,Benfica,D,1,2004-11-13,D,Maritimo,1,1,Maritimo_Benfica_2004
85,2,P1,Beira Mar,H,1,2004-11-13,H,Penafiel,2,1,Penafiel_Beira Mar_2004
86,0,P1,Nacional,H,0,2004-11-13,D,Setubal,1,0,Setubal_Nacional_2004
87,0,P1,Sp Braga,D,0,2004-11-14,D,Leiria,0,0,Leiria_Sp Braga_2004
88,3,P1,Boavista,H,0,2004-11-14,H,Sp Lisbon,6,1,Sp Lisbon_Boavista_2004
89,1,P1,Guimaraes,D,0,2004-11-15,H,Rio Ave,1,1,Rio Ave_Guimaraes_2004
90,0,P1,Maritimo,D,0,2004-11-19,D,Nacional,1,1,Nacional_Maritimo_2004
91,1,P1,Sp Lisbon,D,1,2004-11-20,D,Beira Mar,2,2,Beira Mar_Sp Lisbon_2004
92,0,P1,Boavista,A,0,2004-11-20,D,Porto,0,1,Porto_Boavista_2004
93,3,P1,Rio Ave,D,1,2004-11-21,H,Benfica,3,3,Benfica_Rio Ave_2004
94,1,P1,Setubal,H,0,2004-11-21,H,Gil Vicente,2,1,Gil Vicente_Setubal_2004
95,1,P1,Leiria,D,0,2004-11-21,H,Guimaraes,1,1,Guimaraes_Leiria_2004
96,2,P1,Penafiel,D,2,2004-11-21,D,Moreirense,2,2,Moreirense_Penafiel_2004
97,1,P1,Estoril,H,0,2004-11-21,H,Sp Braga,2,0,Sp Braga_Estoril_2004
98,1,P1,Belenenses,D,0,2004-11-22,H,Academica,1,1,Academica_Belenenses_2004
99,1,P1,Beira Mar,H,0,2004-11-26,H,Boavista,3,0,Boavista_Beira Mar_2004
100,0,P1,Sp Braga,A,0,2004-11-27,D,Belenenses,1,2,Belenenses_Sp Braga_2004
101,0,P1,Guimaraes,A,0,2004-11-28,D,Estoril,0,1,Estoril_Guimaraes_2004
102,1,P1,Benfica,H,0,2004-11-28,H,Leiria,1,0,Leiria_Benfica_2004
103,1,P1,Gil Vicente,D,0,2004-11-28,H,Maritimo,1,1,Maritimo_Gil Vicente_2004
104,1,P1,Academica,H,1,2004-11-28,D,Penafiel,3,1,Penafiel_Academica_2004
105,2,P1,Nacional,H,0,2004-11-28,H,Rio Ave,4,1,Rio Ave_Nacional_2004
106,2,P1,Moreirense,H,0,2004-11-28,H,Sp Lisbon,4,1,Sp Lisbon_Moreirense_2004
107,0,P1,Porto,A,1,2004-11-29,A,Setubal,0,1,Setubal_Porto_2004
108,0,P1,Beira Mar,A,1,2004-12-03,A,Porto,0,1,Porto_Beira Mar_2004
109,1,P1,Belenenses,H,0,2004-12-04,H,Guimaraes,1,0,Guimaraes_Belenenses_2004
110,0,P1,Leiria,A,0,2004-12-04,D,Nacional,0,3,Nacional_Leiria_2004
111,0,P1,Sp Lisbon,A,2,2004-12-05,A,Academica,2,3,Academica_Sp Lisbon_2004
112,1,P1,Rio Ave,H,0,2004-12-05,H,Gil Vicente,3,1,Gil Vicente_Rio Ave_2004
113,0,P1,Boavista,D,0,2004-12-05,D,Moreirense,1,1,Moreirense_Boavista_2004
114,1,P1,Maritimo,H,0,2004-12-05,H,Setubal,2,0,Setubal_Maritimo_2004
115,0,P1,Penafiel,A,0,2004-12-05,D,Sp Braga,0,1,Sp Braga_Penafiel_2004
116,2,P1,Estoril,H,1,2004-12-06,H,Benfica,2,1,Benfica_Estoril_2004
117,0,P1,Academica,H,0,2004-12-10,D,Boavista,1,0,Boavista_Academica_2004
118,1,P1,Setubal,H,0,2004-12-11,H,Rio Ave,1,0,Rio Ave_Setubal_2004
119,0,P1,Sp Braga,D,0,2004-12-11,D,Sp Lisbon,0,0,Sp Lisbon_Sp Braga_2004
120,1,P1,Moreirense,A,2,2004-12-12,A,Beira Mar,1,3,Beira Mar_Moreirense_2004
121,3,P1,Benfica,H,0,2004-12-12,H,Belenenses,4,1,Belenenses_Benfica_2004
122,1,P1,Nacional,H,0,2004-12-12,H,Estoril,2,0,Estoril_Nacional_2004
123,0,P1,Gil Vicente,D,1,2004-12-12,A,Leiria,1,1,Leiria_Gil Vicente_2004
124,0,P1,Guimaraes,A,2,2004-12-12,A,Penafiel,1,3,Penafiel_Guimaraes_2004
125,1,P1,Moreirense,H,0,2004-12-17,H,Porto,1,0,Porto_Moreirense_2004
126,1,P1,Penafiel,H,0,2004-12-18,H,Benfica,1,0,Benfica_Penafiel_2004
127,2,P1,Boavista,H,0,2004-12-18,H,Sp Braga,3,0,Sp Braga_Boavista_2004
128,1,P1,Beira Mar,D,0,2004-12-19,H,Academica,1,1,Academica_Beira Mar_2004
