,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,P1,Academica,H,0,2007-08-17,H,Sp Lisbon,4,1,Sp Lisbon_Academica_2007
1,0,P1,Benfica,D,0,2007-08-18,D,Leixoes,1,1,Leixoes_Benfica_2007
2,3,P1,Pacos Ferreira,H,0,2007-08-18,H,Maritimo,3,1,Maritimo_Pacos Ferreira_2007
3,0,P1,Est Amadora,D,0,2007-08-18,D,Nacional,0,0,Nacional_Est Amadora_2007
4,0,P1,Porto,A,1,2007-08-18,A,Sp Braga,1,2,Sp Braga_Porto_2007
5,1,P1,Setubal,D,1,2007-08-19,D,Guimaraes,1,1,Guimaraes_Setubal_2007
6,0,P1,Boavista,D,0,2007-08-19,D,Leiria,0,0,Leiria_Boavista_2007
7,0,P1,Belenenses,D,0,2007-08-20,D,Naval,1,1,Naval_Belenenses_2007
8,0,P1,Sp Braga,A,1,2007-08-25,A,Belenenses,0,2,Belenenses_Sp Braga_2007
9,0,P1,Guimaraes,D,0,2007-08-25,D,Benfica,0,0,Benfica_Guimaraes_2007
10,0,P1,Leiria,D,0,2007-08-26,D,Academica,1,1,Academica_Leiria_2007
11,0,P1,Maritimo,A,2,2007-08-26,A,Boavista,0,2,Boavista_Maritimo_2007
12,1,P1,Naval,H,1,2007-08-26,D,Est Amadora,3,1,Est Amadora_Naval_2007
13,0,P1,Leixoes,D,0,2007-08-26,D,Pacos Ferreira,1,1,Pacos Ferreira_Leixoes_2007
14,0,P1,Sp Lisbon,H,0,2007-08-26,D,Porto,1,0,Porto_Sp Lisbon_2007
15,1,P1,Nacional,D,1,2007-08-27,D,Setubal,1,1,Setubal_Nacional_2007
16,2,P1,Guimaraes,D,1,2007-08-31,H,Leixoes,2,2,Leixoes_Guimaraes_2007
17,1,P1,Boavista,D,0,2007-09-01,H,Pacos Ferreira,1,1,Pacos Ferreira_Boavista_2007
18,0,P1,Est Amadora,H,1,2007-09-01,A,Sp Braga,2,1,Sp Braga_Est Amadora_2007
19,0,P1,Porto,A,1,2007-09-02,A,Leiria,0,3,Leiria_Porto_2007
20,1,P1,Academica,H,0,2007-09-02,H,Maritimo,2,0,Maritimo_Academica_2007
21,0,P1,Benfica,A,1,2007-09-02,A,Nacional,0,3,Nacional_Benfica_2007
22,0,P1,Setubal,D,0,2007-09-02,D,Naval,0,0,Naval_Setubal_2007
23,0,P1,Belenenses,H,0,2007-09-02,D,Sp Lisbon,1,0,Sp Lisbon_Belenenses_2007
24,1,P1,Sp Braga,H,0,2007-09-14,H,Setubal,3,1,Setubal_Sp Braga_2007
25,2,P1,Naval,H,0,2007-09-15,H,Benfica,3,0,Benfica_Naval_2007
26,0,P1,Leixoes,D,0,2007-09-15,D,Boavista,0,0,Boavista_Leixoes_2007
27,0,P1,Maritimo,H,0,2007-09-15,D,Porto,1,0,Porto_Maritimo_2007
28,0,P1,Pacos Ferreira,H,0,2007-09-16,D,Academica,1,0,Academica_Pacos Ferreira_2007
29,0,P1,Leiria,H,1,2007-09-16,A,Belenenses,2,1,Belenenses_Leiria_2007
30,0,P1,Sp Lisbon,A,2,2007-09-16,A,Est Amadora,0,2,Est Amadora_Sp Lisbon_2007
31,0,P1,Nacional,H,0,2007-09-17,D,Guimaraes,1,0,Guimaraes_Nacional_2007
32,1,P1,Guimaraes,A,2,2007-09-21,A,Naval,1,4,Naval_Guimaraes_2007
33,0,P1,Est Amadora,D,0,2007-09-23,D,Leiria,0,0,Leiria_Est Amadora_2007
34,0,P1,Nacional,D,1,2007-09-23,A,Leixoes,1,1,Leixoes_Nacional_2007
35,1,P1,Belenenses,H,0,2007-09-23,H,Maritimo,2,0,Maritimo_Belenenses_2007
36,0,P1,Porto,A,1,2007-09-23,A,Pacos Ferreira,0,2,Pacos Ferreira_Porto_2007
37,0,P1,Benfica,D,0,2007-09-23,D,Sp Braga,0,0,Sp Braga_Benfica_2007
38,0,P1,Setubal,D,1,2007-09-23,A,Sp Lisbon,2,2,Sp Lisbon_Setubal_2007
39,0,P1,Academica,D,0,2007-09-24,D,Boavista,0,0,Boavista_Academica_2007
40,0,P1,Sp Lisbon,D,0,2007-09-29,D,Benfica,0,0,Benfica_Sp Lisbon_2007
41,1,P1,Boavista,H,0,2007-09-29,H,Porto,2,0,Porto_Boavista_2007
42,1,P1,Pacos Ferreira,H,0,2007-09-30,H,Belenenses,1,0,Belenenses_Pacos Ferreira_2007
43,0,P1,Maritimo,D,0,2007-09-30,D,Est Amadora,1,1,Est Amadora_Maritimo_2007
44,0,P1,Sp Braga,H,0,2007-09-30,D,Guimaraes,1,0,Guimaraes_Sp Braga_2007
45,0,P1,Naval,H,0,2007-09-30,D,Nacional,2,0,Nacional_Naval_2007
46,0,P1,Leiria,H,0,2007-09-30,D,Setubal,2,0,Setubal_Leiria_2007
47,0,P1,Leixoes,D,0,2007-10-01,D,Academica,1,1,Academica_Leixoes_2007
48,0,P1,Guimaraes,H,0,2007-10-06,D,Sp Lisbon,3,0,Sp Lisbon_Guimaraes_2007
