,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,20:30:00,1,Belenenses,19,0,0,0,0,0,0,1,15,D,8,2019-08-09,Portimonense,P1,2,5,5,16,D,5,Portimonense_Belenenses_2019
1,16:30:00,0,Famalicao,14,0,0,2,0,0,1,3,22,A,14,2019-08-10,Santa Clara,P1,6,6,14,22,A,6,Santa Clara_Famalicao_2019
2,19:00:00,3,Porto,15,0,2,1,0,0,0,3,19,H,16,2019-08-10,Gil Vicente,P1,5,7,4,13,D,6,Gil Vicente_Porto_2019
3,21:30:00,0,Pacos Ferreira,15,1,5,0,2,0,0,4,11,H,7,2019-08-10,Benfica,P1,0,7,10,15,H,3,Benfica_Pacos Ferreira_2019
4,16:00:00,5,Aves,24,0,2,1,1,0,1,3,20,H,17,2019-08-11,Boavista,P1,2,3,3,8,D,8,Boavista_Aves_2019
5,18:30:00,4,Sp Lisbon,14,0,1,1,1,0,1,4,14,D,17,2019-08-11,Maritimo,P1,2,3,2,10,D,8,Maritimo_Sp Lisbon_2019
6,21:00:00,2,Moreirense,14,0,3,1,1,0,0,2,11,H,11,2019-08-11,Sp Braga,P1,4,9,7,19,H,4,Sp Braga_Moreirense_2019
7,20:15:00,7,Tondela,23,0,0,0,0,1,0,2,18,D,7,2019-08-12,Setubal,P1,2,4,3,7,D,3,Setubal_Tondela_2019
8,20:30:00,3,Rio Ave,16,1,1,0,0,0,0,5,16,H,13,2019-08-16,Famalicao,P1,1,4,5,16,D,2,Famalicao_Rio Ave_2019
9,16:30:00,0,Gil Vicente,17,0,3,0,2,0,0,3,16,H,16,2019-08-17,Moreirense,P1,2,4,3,12,H,5,Moreirense_Gil Vicente_2019
10,19:00:00,7,Benfica,11,0,0,2,0,0,0,1,10,A,21,2019-08-17,Belenenses,P1,5,1,5,7,D,4,Belenenses_Benfica_2019
11,21:30:00,0,Setubal,16,0,4,0,2,0,0,2,16,H,6,2019-08-17,Porto,P1,5,10,7,23,H,0,Porto_Setubal_2019
12,16:00:00,2,Maritimo,25,0,3,1,2,0,1,4,14,H,10,2019-08-18,Aves,P1,1,4,4,11,H,6,Aves_Maritimo_2019
13,16:00:00,3,Santa Clara,24,0,0,1,0,0,1,1,20,A,6,2019-08-18,Pacos Ferreira,P1,3,3,8,19,A,3,Pacos Ferreira_Santa Clara_2019
14,18:30:00,3,Boavista,14,0,1,1,1,0,0,3,13,D,5,2019-08-18,Guimaraes,P1,2,4,4,16,H,2,Guimaraes_Boavista_2019
15,21:00:00,3,Sp Braga,13,0,2,1,2,0,0,5,16,H,21,2019-08-18,Sp Lisbon,P1,7,6,2,11,H,7,Sp Lisbon_Sp Braga_2019
16,20:15:00,1,Portimonense,11,0,1,2,0,0,2,1,16,A,14,2019-08-19,Tondela,P1,6,3,6,8,A,3,Tondela_Portimonense_2019
