,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,P1,Portimonense,H,0,2010-08-13,H,Sp Braga,3,1,Sp Braga_Portimonense_2010
1,0,P1,Setubal,A,0,2010-08-14,D,Maritimo,0,1,Maritimo_Setubal_2010
2,0,P1,Porto,A,0,2010-08-14,D,Naval,0,1,Naval_Porto_2010
3,0,P1,Sp Lisbon,H,0,2010-08-14,D,Pacos Ferreira,1,0,Pacos Ferreira_Sp Lisbon_2010
4,0,P1,Leiria,D,0,2010-08-15,D,Beira Mar,0,0,Beira Mar_Leiria_2010
5,0,P1,Academica,A,1,2010-08-15,A,Benfica,1,2,Benfica_Academica_2010
6,0,P1,Nacional,A,0,2010-08-15,D,Rio Ave,0,1,Rio Ave_Nacional_2010
7,0,P1,Guimaraes,D,0,2010-08-16,D,Olhanense,0,0,Olhanense_Guimaraes_2010
8,0,P1,Olhanense,D,0,2010-08-20,D,Academica,1,1,Academica_Olhanense_2010
9,0,P1,Benfica,H,0,2010-08-21,D,Nacional,2,1,Nacional_Benfica_2010
10,0,P1,Sp Braga,D,0,2010-08-21,D,Setubal,0,0,Setubal_Sp Braga_2010
11,0,P1,Pacos Ferreira,D,0,2010-08-22,D,Leiria,0,0,Leiria_Pacos Ferreira_2010
12,0,P1,Naval,A,1,2010-08-22,A,Portimonense,0,1,Portimonense_Naval_2010
13,2,P1,Beira Mar,H,0,2010-08-22,H,Porto,3,0,Porto_Beira Mar_2010
14,0,P1,Maritimo,H,0,2010-08-22,D,Sp Lisbon,1,0,Sp Lisbon_Maritimo_2010
15,0,P1,Rio Ave,D,0,2010-08-23,D,Guimaraes,0,0,Guimaraes_Rio Ave_2010
16,2,P1,Setubal,H,0,2010-08-28,H,Benfica,3,0,Benfica_Setubal_2010
17,0,P1,Guimaraes,A,0,2010-08-28,D,Nacional,1,3,Nacional_Guimaraes_2010
18,1,P1,Academica,H,0,2010-08-29,H,Beira Mar,2,1,Beira Mar_Academica_2010
19,1,P1,Leiria,H,0,2010-08-29,H,Olhanense,1,0,Olhanense_Leiria_2010
20,0,P1,Portimonense,D,1,2010-08-29,A,Pacos Ferreira,2,2,Pacos Ferreira_Portimonense_2010
21,0,P1,Porto,A,1,2010-08-29,A,Rio Ave,0,2,Rio Ave_Porto_2010
22,1,P1,Maritimo,H,0,2010-08-29,H,Sp Braga,1,0,Sp Braga_Maritimo_2010
23,0,P1,Sp Lisbon,A,1,2010-08-30,A,Naval,1,3,Naval_Sp Lisbon_2010
24,1,P1,Benfica,H,1,2010-09-10,D,Guimaraes,2,1,Guimaraes_Benfica_2010
25,1,P1,Sp Braga,H,1,2010-09-11,D,Porto,3,2,Porto_Sp Braga_2010
26,0,P1,Olhanense,D,0,2010-09-11,D,Sp Lisbon,0,0,Sp Lisbon_Olhanense_2010
27,1,P1,Naval,H,0,2010-09-12,H,Academica,3,0,Academica_Naval_2010
28,0,P1,Nacional,H,0,2010-09-12,D,Leiria,2,1,Leiria_Nacional_2010
29,0,P1,Pacos Ferreira,D,1,2010-09-12,A,Maritimo,1,1,Maritimo_Pacos Ferreira_2010
30,2,P1,Rio Ave,H,0,2010-09-12,H,Portimonense,3,1,Portimonense_Rio Ave_2010
31,0,P1,Beira Mar,D,0,2010-09-13,D,Setubal,0,0,Setubal_Beira Mar_2010
32,1,P1,Portimonense,H,0,2010-09-17,H,Olhanense,2,0,Olhanense_Portimonense_2010
33,0,P1,Maritimo,D,1,2010-09-18,A,Beira Mar,1,1,Beira Mar_Maritimo_2010
34,0,P1,Leiria,H,0,2010-09-18,D,Guimaraes,1,0,Guimaraes_Leiria_2010
35,1,P1,Sp Lisbon,H,0,2010-09-19,H,Benfica,2,0,Benfica_Sp Lisbon_2010
36,0,P1,Setubal,D,0,2010-09-19,D,Naval,0,0,Naval_Setubal_2010
37,0,P1,Sp Braga,D,1,2010-09-19,A,Pacos Ferreira,2,2,Pacos Ferreira_Sp Braga_2010
