,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,P1,Leiria,H,0,2006-08-25,H,Porto,2,1,Porto_Leiria_2006
1,1,P1,Aves,D,1,2006-08-26,D,Beira Mar,2,2,Beira Mar_Aves_2006
2,0,P1,Pacos Ferreira,H,0,2006-08-26,D,Sp Braga,2,1,Sp Braga_Pacos Ferreira_2006
3,0,P1,Boavista,H,1,2006-08-26,A,Sp Lisbon,3,2,Sp Lisbon_Boavista_2006
4,1,P1,Nacional,H,0,2006-08-27,H,Maritimo,1,0,Maritimo_Nacional_2006
5,1,P1,Est Amadora,H,0,2006-08-27,H,Naval,2,0,Naval_Est Amadora_2006
6,0,P1,Academica,D,0,2006-08-28,D,Setubal,1,1,Setubal_Academica_2006
7,0,P1,Sp Braga,A,1,2006-09-08,A,Aves,0,1,Aves_Sp Braga_2006
8,1,P1,Benfica,H,0,2006-09-09,H,Boavista,3,0,Boavista_Benfica_2006
9,0,P1,Sp Lisbon,A,1,2006-09-09,A,Nacional,0,1,Nacional_Sp Lisbon_2006
10,1,P1,Naval,A,0,2006-09-10,H,Academica,1,2,Academica_Naval_2006
11,1,P1,Setubal,H,0,2006-09-10,H,Belenenses,2,0,Belenenses_Setubal_2006
12,0,P1,Porto,A,0,2006-09-10,D,Est Amadora,0,3,Est Amadora_Porto_2006
13,1,P1,Maritimo,H,0,2006-09-10,H,Pacos Ferreira,2,1,Pacos Ferreira_Maritimo_2006
14,0,P1,Beira Mar,D,1,2006-09-11,A,Leiria,2,2,Leiria_Beira Mar_2006
15,0,P1,Pacos Ferreira,A,1,2006-09-16,A,Sp Lisbon,0,1,Sp Lisbon_Pacos Ferreira_2006
16,1,P1,Belenenses,D,1,2006-09-17,D,Academica,1,1,Academica_Belenenses_2006
17,1,P1,Est Amadora,H,0,2006-09-17,H,Beira Mar,2,0,Beira Mar_Est Amadora_2006
18,1,P1,Nacional,H,0,2006-09-17,H,Benfica,1,0,Benfica_Nacional_2006
19,0,P1,Aves,D,0,2006-09-17,D,Maritimo,0,0,Maritimo_Aves_2006
20,0,P1,Porto,A,2,2006-09-17,A,Naval,0,2,Naval_Porto_2006
21,0,P1,Leiria,A,1,2006-09-18,A,Sp Braga,0,1,Sp Braga_Leiria_2006
22,0,P1,Boavista,H,0,2006-09-19,D,Setubal,1,0,Setubal_Boavista_2006
23,0,P1,Benfica,D,1,2006-09-22,A,Pacos Ferreira,1,1,Pacos Ferreira_Benfica_2006
24,0,P1,Beira Mar,H,0,2006-09-22,D,Porto,3,0,Porto_Beira Mar_2006
25,0,P1,Sp Lisbon,A,1,2006-09-23,A,Aves,0,2,Aves_Sp Lisbon_2006
26,0,P1,Naval,D,0,2006-09-23,D,Belenenses,0,0,Belenenses_Naval_2006
