,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,0,Guimaraes,15,3,0,2,3,0,0,4,24,H,9,2018-08-10,Benfica,P1,5,7,5,9,H,2,Benfica_Guimaraes_2018
1,0,Chaves,11,5,1,0,3,0,0,2,12,H,2,2018-08-11,Porto,P1,0,6,7,14,H,0,Porto_Chaves_2018
2,2,Aves,17,2,2,0,1,0,0,3,16,H,2,2018-08-11,Setubal,P1,1,5,9,13,H,3,Setubal_Aves_2018
3,2,Belenenses,15,0,0,1,0,1,0,2,13,A,6,2018-08-11,Tondela,P1,3,4,10,14,D,5,Tondela_Belenenses_2018
4,1,Rio Ave,17,2,0,0,2,0,0,2,9,H,7,2018-08-12,Feirense,P1,1,5,3,12,H,4,Feirense_Rio Ave_2018
5,0,Santa Clara,16,1,0,0,0,0,0,3,9,H,9,2018-08-12,Maritimo,P1,5,4,7,10,D,3,Maritimo_Santa Clara_2018
6,5,Sp Lisbon,21,1,0,3,1,0,1,5,15,A,6,2018-08-12,Moreirense,P1,4,3,6,3,D,4,Moreirense_Sp Lisbon_2018
7,1,Nacional,10,4,0,2,2,0,2,3,15,H,10,2018-08-12,Sp Braga,P1,8,12,4,16,D,2,Sp Braga_Nacional_2018
8,1,Boavista,19,0,0,2,0,0,0,4,27,A,9,2018-08-13,Portimonense,P1,4,3,9,8,D,4,Portimonense_Boavista_2018
9,3,Tondela,15,2,0,2,1,0,1,3,13,D,12,2018-08-17,Aves,P1,5,6,5,16,D,9,Aves_Tondela_2018
10,4,Benfica,12,0,0,2,0,0,1,1,21,A,17,2018-08-18,Boavista,P1,8,1,2,4,A,9,Boavista_Benfica_2018
11,3,Portimonense,16,2,0,0,2,0,0,4,21,H,9,2018-08-18,Chaves,P1,2,5,2,12,H,11,Chaves_Portimonense_2018
12,2,Setubal,20,2,0,1,1,0,1,5,29,H,9,2018-08-18,Sp Lisbon,P1,3,5,7,17,D,3,Sp Lisbon_Setubal_2018
13,2,Porto,17,2,0,3,0,0,1,3,11,A,16,2018-08-19,Belenenses,P1,6,5,6,12,A,5,Belenenses_Porto_2018
14,0,Moreirense,11,1,0,2,0,0,1,5,24,A,14,2018-08-19,Nacional,P1,8,8,8,17,A,2,Nacional_Moreirense_2018
15,1,Maritimo,11,3,0,1,2,0,0,3,23,H,16,2018-08-19,Rio Ave,P1,4,5,4,13,H,3,Rio Ave_Maritimo_2018
16,2,Sp Braga,13,3,0,3,0,0,3,3,8,D,14,2018-08-19,Santa Clara,P1,8,8,5,12,A,4,Santa Clara_Sp Braga_2018
17,1,Feirense,17,0,0,1,0,0,0,3,21,A,7,2018-08-20,Guimaraes,P1,4,3,8,10,D,5,Guimaraes_Feirense_2018
