,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,P1,Belenenses,D,0,2009-08-14,D,Leixoes,0,0,Leixoes_Belenenses_2009
1,1,P1,Sp Lisbon,D,0,2009-08-15,H,Nacional,1,1,Nacional_Sp Lisbon_2009
2,0,P1,Academica,H,0,2009-08-15,D,Sp Braga,1,0,Sp Braga_Academica_2009
3,0,P1,Maritimo,D,1,2009-08-16,A,Benfica,1,1,Benfica_Maritimo_2009
4,0,P1,Rio Ave,D,1,2009-08-16,A,Leiria,1,1,Leiria_Rio Ave_2009
5,0,P1,Olhanense,D,0,2009-08-16,D,Naval,0,0,Naval_Olhanense_2009
6,1,P1,Porto,D,0,2009-08-16,H,Pacos Ferreira,1,1,Pacos Ferreira_Porto_2009
7,0,P1,Guimaraes,D,0,2009-08-17,D,Setubal,0,0,Setubal_Guimaraes_2009
8,0,P1,Leiria,D,0,2009-08-21,D,Olhanense,0,0,Olhanense_Leiria_2009
9,1,P1,Pacos Ferreira,D,1,2009-08-22,D,Academica,1,1,Academica_Pacos Ferreira_2009
10,0,P1,Sp Braga,A,1,2009-08-22,A,Sp Lisbon,1,2,Sp Lisbon_Sp Braga_2009
11,0,P1,Benfica,A,0,2009-08-23,D,Guimaraes,0,1,Guimaraes_Benfica_2009
12,0,P1,Leixoes,H,0,2009-08-23,D,Maritimo,1,0,Maritimo_Leixoes_2009
13,0,P1,Nacional,H,0,2009-08-23,D,Porto,3,0,Porto_Nacional_2009
14,1,P1,Setubal,H,0,2009-08-23,H,Rio Ave,1,0,Rio Ave_Setubal_2009
15,0,P1,Naval,H,0,2009-08-24,D,Belenenses,2,0,Belenenses_Naval_2009
16,0,P1,Porto,A,1,2009-08-29,A,Naval,1,3,Naval_Porto_2009
17,0,P1,Guimaraes,D,0,2009-08-29,D,Pacos Ferreira,0,0,Pacos Ferreira_Guimaraes_2009
