,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,WHA,B365A,LBH,GBA,B365D,B365H,WHH,BWA,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
200,3.0,2.1,2.8,-0.25,2.25,2.88,3.2,2.85,2.75,2.25,2.9,3.2,2.25,2.25,2.9,2.2,3.1,1.52,2.2,3.1,1.975,1.875,2.0,-0.5,1.65,3.0,3.1,3.2,2.2,Penafiel,Belenenses,Penafiel_Belenenses_2004
201,3.1,2.5,2.62,0.0,2.3,2.8,3.2,2.6,2.75,2.3,2.8,3.2,2.25,2.4,2.6,2.4,2.7,1.49,2.25,3.1,1.75,2.1,2.0,-0.5,1.65,2.8,3.2,3.2,2.25,Academica,Setubal,Academica_Setubal_2004
202,3.0,2.6,2.6,0.0,2.5,2.62,3.2,2.65,2.62,2.4,2.7,3.0,2.5,2.4,2.6,2.4,2.6,1.42,2.45,3.0,1.7,2.15,2.0,-0.5,1.65,2.8,3.1,3.0,2.45,Beira Mar,Rio Ave,Beira Mar_Rio Ave_2004
203,3.2,1.8,3.75,-0.5,1.85,3.75,3.35,3.65,3.6,1.8,3.8,3.25,1.83,1.85,3.65,1.85,4.0,1.71,1.9,3.2,2.025,1.825,2.0,-0.5,1.65,3.0,3.25,3.1,1.9,Guimaraes,Nacional,Guimaraes_Nacional_2004
204,3.1,2.6,2.8,0.0,2.38,2.7,3.2,2.6,2.6,2.25,2.7,3.2,2.37,2.4,2.55,2.45,2.6,1.44,2.4,3.1,1.775,2.075,2.1,-0.5,1.6,2.8,3.1,3.1,2.4,Moreirense,Maritimo,Moreirense_Maritimo_2004
205,3.1,1.9,3.4,-0.5,1.91,3.75,3.35,3.6,3.6,2.0,3.75,3.1,1.9,1.9,3.65,1.85,3.6,1.67,1.95,3.1,2.05,1.8,2.0,-0.5,1.65,3.0,3.0,3.0,1.95,Porto,Benfica,Porto_Benfica_2004
206,5.0,1.27,9.0,-1.5,1.25,9.0,5.0,9.5,8.0,1.22,9.0,4.5,1.28,1.22,9.0,1.25,8.5,3.21,1.25,5.0,1.8,2.05,1.65,-0.5,2.0,4.3,5.0,5.0,1.25,Sp Lisbon,Estoril,Sp Lisbon_Estoril_2004
207,3.1,2.3,2.75,0.0,2.3,2.75,3.2,2.75,2.75,2.25,2.8,3.2,2.25,2.3,2.9,2.2,2.8,1.48,2.3,3.2,1.0,1.0,1.6,-0.5,2.1,2.9,3.2,3.15,2.3,Gil Vicente,Guimaraes,Gil Vicente_Guimaraes_2004
208,3.1,2.9,2.2,0.25,2.88,2.2,3.2,2.2,2.2,2.8,2.2,3.2,2.8,2.85,2.1,3.1,2.2,2.2,2.9,3.2,1.95,1.9,1.65,0.5,2.0,3.0,3.2,3.2,1.52,Estoril,Boavista,Estoril_Boavista_2004
209,3.2,4.2,1.72,0.75,4.33,1.73,3.4,1.72,1.72,4.5,1.73,3.4,4.0,4.33,1.7,4.4,1.7,1.73,4.35,3.3,1.8,2.05,1.65,0.5,2.0,3.2,3.1,3.3,1.88,Penafiel,Porto,Penafiel_Porto_2004
210,3.1,3.8,1.9,0.5,3.5,1.95,3.25,2.0,2.0,3.5,1.95,3.2,3.2,3.3,1.95,3.4,1.8,1.95,3.5,3.2,2.0,1.85,1.85,0.5,1.79,3.1,3.2,3.2,1.67,Belenenses,Sp Lisbon,Belenenses_Sp Lisbon_2004
211,3.1,1.7,4.5,-0.75,1.73,4.5,3.35,4.3,4.0,1.72,4.35,3.4,1.72,1.75,4.15,1.75,4.2,1.88,1.73,3.2,2.1,1.75,1.6,-0.5,2.1,3.2,3.1,3.3,1.73,Leiria,Beira Mar,Leiria_Beira Mar_2004
212,3.25,1.65,5.5,-1.0,1.53,6.0,3.5,6.5,5.5,1.53,5.5,3.4,1.53,1.5,5.0,1.6,4.4,2.14,1.55,3.4,2.05,1.8,1.6,-0.5,2.1,3.3,3.4,3.5,1.55,Maritimo,Academica,Maritimo_Academica_2004
213,3.1,3.0,2.0,0.25,3.3,2.0,3.25,2.05,2.0,3.2,2.0,3.2,3.2,3.2,2.0,3.3,2.2,2.0,3.35,3.2,2.0,1.85,1.65,0.5,2.0,2.9,3.2,3.2,1.64,Nacional,Benfica,Nacional_Benfica_2004
214,3.25,1.6,4.5,-0.75,1.67,4.75,3.4,4.3,4.5,1.66,4.75,3.3,1.66,1.7,4.4,1.7,4.6,1.95,1.67,3.3,2.1,1.75,1.71,-0.5,1.95,3.4,3.25,3.3,1.67,Rio Ave,Moreirense,Rio Ave_Moreirense_2004
215,3.0,2.4,2.8,-0.25,2.3,2.75,3.2,2.85,2.75,2.25,2.8,3.2,2.25,2.25,2.9,2.2,2.8,1.48,2.3,3.2,2.05,1.8,1.65,-0.5,2.0,2.8,3.1,3.15,2.3,Setubal,Sp Braga,Setubal_Sp Braga_2004
216,3.75,1.35,8.0,-1.25,1.36,7.5,4.5,7.0,8.5,1.33,8.0,4.33,1.3,1.4,8.25,1.3,7.0,2.71,1.35,4.0,2.2,1.65,1.95,-0.5,1.71,4.0,4.0,4.1,1.35,Porto,Nacional,Porto_Nacional_2004
217,5.0,1.27,10.0,-1.75,1.25,10.0,5.5,8.0,8.5,1.25,10.0,4.5,1.28,1.25,10.5,1.2,8.5,,1.25,4.75,2.125,1.725,1.71,,1.95,4.3,4.5,4.75,,Benfica,Gil Vicente,Benfica_Gil Vicente_2004
218,3.1,1.75,4.5,-0.75,1.73,4.33,3.4,4.3,4.33,1.7,4.5,3.2,1.72,1.75,4.7,1.65,4.0,1.89,1.72,3.25,2.1,1.75,2.1,-0.5,1.6,3.2,3.2,3.25,1.72,Sp Braga,Maritimo,Sp Braga_Maritimo_2004
219,2.9,2.2,2.88,0.0,2.4,2.75,3.15,2.9,2.62,2.25,2.75,3.0,2.4,2.3,2.6,2.45,2.9,1.43,2.4,3.0,1.75,2.1,2.0,-0.5,1.65,3.0,3.0,3.0,2.4,Academica,Rio Ave,Academica_Rio Ave_2004
220,3.1,1.9,3.2,-0.25,2.1,3.2,3.2,3.3,3.0,2.0,3.2,3.2,2.1,2.0,3.1,2.1,3.5,1.57,2.1,3.1,1.8,2.05,1.9,-0.5,1.75,3.1,3.2,3.1,2.1,Beira Mar,Estoril,Beira Mar_Estoril_2004
221,3.2,1.85,4.0,-0.5,1.85,3.75,3.3,3.85,3.5,1.8,3.8,3.2,1.9,1.8,3.55,1.9,3.6,1.75,1.85,3.25,1.975,1.875,1.95,-0.5,1.71,3.1,3.2,3.25,1.85,Guimaraes,Setubal,Guimaraes_Setubal_2004
222,3.0,2.2,2.8,-0.25,2.25,2.88,3.2,2.95,3.0,2.25,2.9,3.2,2.1,2.2,2.9,2.2,2.9,,2.25,3.1,2.025,1.825,2.1,,1.6,3.0,3.1,3.1,,Moreirense,Leiria,Moreirense_Leiria_2004
223,5.0,1.27,10.0,-1.75,1.25,9.0,5.0,8.0,10.0,1.25,10.0,4.5,1.25,1.25,9.0,1.25,8.5,,1.25,5.0,2.125,1.725,1.65,,2.0,4.3,4.5,4.75,,Sp Lisbon,Penafiel,Sp Lisbon_Penafiel_2004
224,3.3,1.65,4.5,-0.75,1.67,4.5,3.35,4.6,5.0,1.67,4.85,3.5,1.57,1.65,4.45,1.7,4.4,1.95,1.67,3.4,2.05,1.8,1.95,-0.5,1.71,3.3,3.25,3.25,1.67,Boavista,Belenenses,Boavista_Belenenses_2004
225,3.1,2.0,3.5,-0.5,1.95,3.6,3.2,3.3,3.5,1.91,3.4,3.2,1.9,2.0,3.65,1.9,3.4,1.64,2.0,3.1,2.0,1.85,2.1,-0.5,1.6,2.9,3.2,3.15,2.0,Maritimo,Guimaraes,Maritimo_Guimaraes_2004
226,3.1,2.8,2.25,0.25,2.88,2.2,3.2,2.25,2.2,2.88,2.25,3.2,2.8,2.8,2.3,2.75,2.3,2.25,2.8,3.2,1.925,1.925,1.95,0.5,1.7,2.9,3.0,3.2,1.49,Penafiel,Boavista,Penafiel_Boavista_2004
227,3.1,3.6,1.83,0.5,3.75,1.85,3.25,1.9,1.83,3.75,1.85,3.2,3.75,3.6,2.0,3.3,1.85,1.85,3.85,3.25,1.925,1.925,1.9,0.5,1.75,3.1,3.2,3.2,1.75,Setubal,Benfica,Setubal_Benfica_2004
228,3.5,1.65,5.0,-0.75,1.67,4.5,3.5,4.6,4.0,1.62,4.75,3.4,1.72,1.6,4.2,1.7,4.4,1.98,1.65,3.4,2.0,1.85,1.85,-0.5,1.79,3.3,3.25,3.4,1.65,Belenenses,Beira Mar,Belenenses_Beira Mar_2004
229,3.1,2.0,3.2,-0.25,2.1,3.1,3.2,3.1,3.2,2.1,3.15,3.2,2.0,2.1,3.1,2.1,3.2,1.58,2.1,3.2,1.8,2.05,1.9,-0.5,1.75,3.1,3.0,3.15,2.1,Estoril,Moreirense,Estoril_Moreirense_2004
230,3.1,2.2,2.75,-0.25,2.3,2.75,3.2,2.7,2.7,2.25,2.75,3.2,2.3,2.3,2.8,2.25,2.9,1.46,2.35,3.2,2.0,1.85,2.0,-0.5,1.65,3.0,3.2,3.1,2.35,Gil Vicente,Nacional,Gil Vicente_Nacional_2004
231,3.15,1.65,4.5,-0.75,1.67,4.5,3.5,4.5,4.33,1.67,4.75,3.4,1.66,1.7,4.55,1.65,4.4,1.95,1.67,3.4,1.9,1.95,2.1,-0.5,1.6,3.3,3.25,3.3,1.67,Leiria,Academica,Leiria_Academica_2004
232,3.1,2.3,2.75,-0.25,2.3,2.75,3.2,2.8,2.75,2.38,2.7,3.2,2.25,2.25,2.8,2.25,2.8,1.45,2.37,3.2,2.0,1.85,2.1,-0.5,1.6,2.9,3.0,3.15,2.37,Rio Ave,Sp Braga,Rio Ave_Sp Braga_2004
233,3.1,2.3,2.6,-0.25,2.3,2.75,3.15,2.62,2.8,2.38,2.75,3.1,2.3,2.37,2.65,2.4,2.8,1.46,2.35,3.2,2.05,1.8,2.0,-0.5,1.65,2.9,3.2,3.1,2.35,Sp Lisbon,Porto,Sp Lisbon_Porto_2004
234,3.1,1.85,4.0,-0.5,1.85,4.0,3.4,4.0,4.2,1.8,4.0,3.25,1.72,1.8,4.3,1.7,3.8,1.75,1.85,3.1,1.9,1.95,2.0,-0.5,1.65,3.0,3.2,3.1,1.85,Guimaraes,Rio Ave,Guimaraes_Rio Ave_2004
235,3.1,2.5,2.5,0.0,2.5,2.62,3.15,2.5,2.5,2.5,2.6,3.1,2.5,2.5,2.6,2.45,2.6,1.4,2.5,3.0,1.925,1.925,1.95,-0.5,1.71,2.9,3.1,3.05,2.5,Boavista,Sp Lisbon,Boavista_Sp Lisbon_2004
236,3.2,1.8,3.75,-0.5,1.83,3.75,3.35,3.65,4.0,1.8,4.1,3.2,1.8,1.85,3.9,1.8,3.8,1.8,1.8,3.25,1.85,2.0,1.95,-0.5,1.71,3.1,3.25,3.2,1.8,Academica,Estoril,Academica_Estoril_2004
237,3.15,2.2,2.75,-0.25,2.25,2.8,3.25,2.9,2.8,2.2,3.0,3.2,2.2,2.15,3.05,2.1,2.9,1.55,2.15,3.2,1.925,1.925,1.95,-0.5,1.71,3.0,3.2,3.2,2.15,Beira Mar,Penafiel,Beira Mar_Penafiel_2004
238,4.0,1.35,8.0,-1.25,1.33,8.0,4.25,8.0,7.0,1.33,7.5,3.75,1.4,1.33,7.4,1.35,7.0,,1.35,4.2,2.05,1.8,1.83,,1.83,4.0,4.0,4.2,,Benfica,Maritimo,Benfica_Maritimo_2004
239,3.15,2.0,3.0,-0.25,2.25,2.88,3.25,2.9,3.1,2.1,3.1,3.1,2.1,2.15,3.3,2.0,3.2,1.55,2.15,3.1,1.85,2.0,2.1,-0.5,1.6,3.1,3.2,3.1,2.15,Moreirense,Belenenses,Moreirense_Belenenses_2004
240,3.25,1.85,4.33,-0.5,1.75,4.2,3.35,4.0,4.2,1.72,4.3,3.25,1.72,1.75,3.9,1.8,4.0,1.85,1.75,3.25,1.75,2.1,1.9,-0.5,1.75,2.9,3.2,3.25,1.75,Nacional,Setubal,Nacional_Setubal_2004
241,4.5,1.33,8.0,-1.5,1.3,8.5,5.0,8.0,8.0,1.3,8.3,4.5,1.28,1.28,9.0,1.25,7.5,,1.3,4.33,2.0,1.85,1.75,,1.9,4.0,4.33,4.5,,Porto,Gil Vicente,Porto_Gil Vicente_2004
242,3.35,1.55,4.5,-0.75,1.67,4.5,3.45,4.5,4.33,1.66,4.7,3.4,1.66,1.65,4.3,1.7,4.8,1.94,1.67,3.4,1.925,1.925,2.0,-0.5,1.65,3.5,3.25,3.3,1.67,Sp Braga,Leiria,Sp Braga_Leiria_2004
243,3.0,2.0,3.5,-0.5,1.95,3.4,3.25,3.3,3.5,1.9,3.75,3.2,1.9,2.05,3.45,1.95,3.3,1.7,1.91,3.2,2.05,1.8,1.95,-0.5,1.71,3.0,3.2,3.1,1.91,Maritimo,Nacional,Maritimo_Nacional_2004
244,3.0,2.8,2.3,0.0,2.7,2.4,3.25,2.3,2.37,2.62,2.38,3.1,2.62,2.8,2.35,2.65,2.3,2.38,2.7,3.1,2.025,1.825,2.1,0.5,1.6,2.9,3.2,3.1,1.44,Boavista,Porto,Boavista_Porto_2004
245,3.1,2.4,2.62,0.0,2.3,2.7,3.2,2.6,2.62,2.38,2.7,3.1,2.37,2.4,2.8,2.25,2.6,1.45,2.35,3.2,1.775,2.075,2.1,-0.5,1.6,3.0,3.1,3.15,2.35,Leiria,Guimaraes,Leiria_Guimaraes_2004
246,3.1,1.75,3.75,-0.5,1.8,4.0,3.35,4.0,4.0,1.8,4.0,3.2,1.8,1.8,3.65,1.85,4.0,1.79,1.8,3.2,1.9,1.95,1.95,-0.5,1.71,3.2,3.25,3.25,1.8,Penafiel,Moreirense,Penafiel_Moreirense_2004
247,3.0,3.3,2.0,0.5,3.3,2.0,3.3,1.95,2.0,3.2,2.0,3.2,3.2,3.6,1.9,3.55,2.0,2.0,3.3,3.2,1.8,2.05,2.0,0.5,1.65,3.0,3.2,3.2,1.62,Rio Ave,Benfica,Rio Ave_Benfica_2004
248,3.1,1.8,3.75,-0.75,1.8,4.0,3.45,4.0,4.0,1.8,4.0,3.2,1.8,1.8,4.3,1.7,3.7,1.79,1.8,3.2,2.1,1.75,1.9,-0.5,1.75,3.2,3.25,3.25,1.8,Setubal,Gil Vicente,Setubal_Gil Vicente_2004
249,5.0,1.25,10.0,-1.75,1.2,11.0,6.0,9.5,9.5,1.25,11.0,5.5,1.2,1.22,13.0,1.15,9.0,,1.2,5.25,2.0,1.85,,,,4.5,4.5,5.25,,Sp Lisbon,Beira Mar,Sp Lisbon_Beira Mar_2004
250,3.2,1.75,4.33,-0.75,1.73,4.33,3.45,4.5,4.0,1.73,4.4,3.4,1.72,1.7,4.3,1.7,4.0,1.9,1.7,3.3,2.025,1.825,2.0,-0.5,1.65,3.2,3.2,3.35,1.7,Belenenses,Academica,Belenenses_Academica_2004
251,3.0,2.6,2.25,0.25,2.8,2.25,3.2,2.3,2.25,2.75,2.25,3.2,2.75,2.8,2.25,2.8,2.4,2.25,2.8,3.2,2.0,1.85,1.95,0.5,1.71,3.0,3.2,3.2,1.49,Estoril,Sp Braga,Estoril_Sp Braga_2004
252,3.1,3.1,2.1,0.25,3.2,2.0,3.25,1.95,2.0,3.0,2.0,3.2,3.2,3.5,2.1,3.05,2.1,2.0,3.2,3.3,1.95,1.9,1.83,0.5,1.83,3.0,3.2,3.2,1.6,Beira Mar,Boavista,Beira Mar_Boavista_2004
253,4.33,1.27,8.0,-1.5,1.3,8.5,5.0,8.5,8.0,1.28,9.0,4.33,1.3,1.28,9.0,1.25,8.5,2.91,1.28,4.33,2.025,1.825,1.83,-0.5,1.83,4.3,4.5,4.3,1.28,Benfica,Leiria,Benfica_Leiria_2004
254,3.75,1.35,7.0,-1.25,1.4,7.0,4.25,8.0,6.5,1.36,7.0,4.0,1.4,1.36,7.4,1.35,7.0,2.55,1.37,3.8,2.125,1.725,1.75,-0.5,1.9,4.0,4.0,4.0,1.37,Porto,Setubal,Porto_Setubal_2004
255,3.1,2.0,3.5,-0.5,1.91,3.75,3.25,3.3,3.5,1.9,3.5,3.2,1.9,2.0,3.3,2.0,3.2,1.67,1.9,3.1,2.0,1.85,2.0,-0.5,1.65,3.1,3.2,3.2,1.9,Academica,Penafiel,Academica_Penafiel_2004
256,3.1,2.1,3.2,-0.25,2.1,3.0,3.25,2.85,3.0,2.0,3.1,3.2,2.1,2.2,2.95,2.15,3.1,1.55,2.1,3.25,1.775,2.075,2.0,-0.5,1.65,3.0,3.2,3.1,2.1,Gil Vicente,Maritimo,Gil Vicente_Maritimo_2004
257,3.4,1.45,6.0,-1.0,1.5,6.0,3.65,6.0,5.5,1.5,5.8,3.6,1.5,1.5,5.8,1.5,5.4,2.18,1.5,3.6,1.9,1.95,1.9,-0.5,1.75,3.8,3.4,3.5,1.5,Guimaraes,Estoril,Guimaraes_Estoril_2004
258,3.05,2.2,3.2,-0.25,2.1,3.1,3.25,3.2,3.0,2.0,3.1,3.2,2.1,2.05,3.3,2.0,3.0,1.55,2.1,3.2,1.775,2.075,2.0,-0.5,1.65,2.9,3.2,3.1,2.1,Nacional,Rio Ave,Nacional_Rio Ave_2004
259,3.4,1.6,5.0,-0.75,1.62,5.0,3.5,4.75,4.5,1.61,4.7,3.5,1.61,1.6,5.0,1.6,4.6,2.01,1.6,3.4,1.8,2.05,2.0,-0.5,1.65,3.4,3.25,3.5,1.6,Sp Braga,Belenenses,Sp Braga_Belenenses_2004
260,3.2,4.4,,,4.5,1.67,3.4,1.72,1.72,,1.7,3.4,4.0,4.33,1.75,4.05,1.65,1.7,4.15,3.4,,,1.9,0.5,1.75,3.3,,3.4,1.87,Moreirense,Sp Lisbon,Moreirense_Sp Lisbon_2004
261,3.0,2.2,2.8,-0.25,2.2,3.0,3.2,2.95,2.75,2.2,2.85,3.2,2.25,2.2,2.9,2.2,2.9,1.5,2.2,3.1,2.05,1.8,2.1,-0.5,1.6,3.0,3.2,3.15,2.2,Belenenses,Guimaraes,Belenenses_Guimaraes_2004
262,4.1,1.4,7.0,-1.25,1.36,7.5,4.25,7.0,7.0,1.36,7.5,3.75,1.4,1.35,7.4,1.35,6.0,,1.35,4.0,2.15,1.7,1.9,,1.75,3.9,4.0,4.0,,Boavista,Moreirense,Boavista_Moreirense_2004
263,4.0,1.3,8.0,-1.5,1.3,8.5,5.0,8.0,8.0,1.28,8.25,4.5,1.28,1.33,9.0,1.25,8.0,,1.3,4.33,2.1,1.75,1.75,,1.9,4.2,4.5,4.3,,Sp Lisbon,Academica,Sp Lisbon_Academica_2004
264,3.3,4.4,1.66,1.0,4.5,1.67,3.5,1.66,1.61,4.33,1.65,3.5,4.5,4.5,1.6,5.0,1.65,1.65,4.5,3.4,1.65,2.2,2.0,0.5,1.65,3.3,3.4,3.4,1.94,Beira Mar,Porto,Beira Mar_Porto_2004
265,3.4,4.8,1.44,1.0,5.0,1.57,3.6,1.6,1.5,6.5,1.5,3.6,5.5,4.8,1.55,5.3,1.55,,5.75,3.6,1.875,1.975,1.9,,1.75,3.5,3.6,3.5,,Estoril,Benfica,Estoril_Benfica_2004
266,3.1,2.0,3.75,-0.25,2.0,3.6,3.25,3.4,3.2,1.9,3.65,3.2,2.0,1.95,3.3,2.0,3.6,1.63,1.95,3.0,1.875,1.975,2.0,-0.5,1.65,2.8,3.0,2.95,1.95,Leiria,Nacional,Leiria_Nacional_2004
267,3.2,1.85,3.75,-0.5,1.85,3.75,3.35,3.65,3.75,1.83,3.7,3.2,1.83,1.85,3.65,1.85,3.8,1.72,1.85,3.25,1.925,1.925,1.95,-0.5,1.71,3.0,3.2,3.2,1.85,Maritimo,Setubal,Maritimo_Setubal_2004
268,3.3,1.65,4.5,-0.75,1.67,4.5,3.5,4.2,4.0,1.66,4.5,3.4,1.72,1.7,5.0,1.6,4.4,1.9,1.67,3.4,2.05,1.8,2.0,-0.5,1.65,3.3,3.25,3.3,1.67,Rio Ave,Gil Vicente,Rio Ave_Gil Vicente_2004
269,2.9,2.7,2.25,0.5,2.8,2.25,3.2,2.3,2.25,2.75,2.3,3.2,2.75,2.9,2.4,2.6,2.3,2.3,2.8,3.2,1.5,2.15,2.0,0.5,1.65,3.0,3.2,3.0,1.45,Penafiel,Sp Braga,Penafiel_Sp Braga_2004
270,3.1,2.5,2.62,0.0,2.5,2.6,3.1,2.65,2.37,2.4,2.6,3.1,2.62,2.35,2.6,2.5,2.5,1.39,2.47,3.0,1.6,2.25,2.1,-0.5,1.6,3.0,3.0,3.0,2.47,Academica,Boavista,Academica_Boavista_2004
271,4.33,1.35,8.0,-1.25,1.3,8.0,4.5,8.0,7.0,1.29,7.8,4.33,1.33,1.3,8.25,1.3,7.0,2.81,1.3,4.5,2.0,1.85,1.9,-0.5,1.75,4.0,4.5,4.4,1.3,Benfica,Belenenses,Benfica_Belenenses_2004
272,2.8,1.8,4.0,-0.5,1.95,3.75,3.2,4.2,3.5,1.8,3.65,3.2,1.9,1.9,3.45,1.95,3.8,1.68,1.9,3.0,1.85,2.0,2.0,-0.5,1.65,3.1,3.1,3.1,1.9,Gil Vicente,Leiria,Gil Vicente_Leiria_2004
273,3.4,2.0,3.2,-0.5,2.0,3.3,3.05,3.0,3.2,2.0,3.15,3.2,2.0,2.0,3.5,2.0,3.0,1.61,2.0,3.2,2.0,1.85,2.0,-0.5,1.65,3.3,3.2,3.3,2.0,Moreirense,Beira Mar,Moreirense_Beira Mar_2004
274,3.4,1.8,4.33,-0.75,1.67,4.5,3.35,3.6,5.0,1.67,4.2,3.5,1.57,1.8,4.8,1.65,3.7,1.88,1.7,3.4,1.85,2.0,1.95,-0.5,1.71,3.2,3.4,3.4,1.7,Nacional,Estoril,Nacional_Estoril_2004
275,4.0,1.35,7.0,-1.25,1.36,7.5,4.2,7.0,7.0,1.33,7.1,4.0,1.36,1.36,7.5,1.35,7.0,2.6,1.35,4.0,2.1,1.75,1.9,-0.5,1.75,4.0,4.33,4.1,1.35,Porto,Maritimo,Porto_Maritimo_2004
276,2.8,2.1,3.1,-0.25,2.2,3.1,3.1,3.3,3.0,2.2,2.9,3.2,2.1,2.15,3.0,2.2,3.1,1.5,2.2,3.0,1.85,2.0,2.0,-0.5,1.65,3.0,2.88,3.1,2.2,Setubal,Rio Ave,Setubal_Rio Ave_2004
277,3.1,2.4,2.5,0.0,2.6,2.5,3.05,2.6,2.5,2.5,2.5,3.0,2.6,2.4,2.6,2.5,2.6,1.37,2.5,3.0,1.95,1.9,1.95,-0.5,1.71,3.0,3.1,3.05,2.5,Sp Braga,Sp Lisbon,Sp Braga_Sp Lisbon_2004
278,3.7,1.55,6.0,-0.75,1.57,5.5,3.35,6.0,4.5,1.5,5.0,3.5,1.61,1.45,5.25,1.6,4.8,2.02,1.6,3.4,1.85,2.0,1.95,-0.5,1.71,3.5,3.4,3.4,1.6,Guimaraes,Penafiel,Guimaraes_Penafiel_2004
279,3.2,1.75,4.33,-0.5,1.73,4.33,3.45,4.5,3.6,1.73,4.5,3.4,1.8,1.7,5.0,1.6,4.0,1.87,1.7,3.25,1.875,1.975,,-0.5,,3.2,3.2,3.2,1.7,Belenenses,Nacional,Belenenses_Nacional_2004
280,3.1,2.1,3.0,-0.25,2.1,3.2,3.2,3.1,3.0,2.1,3.1,3.2,2.1,2.1,3.2,2.05,3.1,1.55,2.1,3.1,1.9,1.95,2.1,-0.5,1.6,3.0,3.2,3.1,2.1,Boavista,Sp Braga,Boavista_Sp Braga_2004
281,3.6,5.4,1.5,1.0,6.0,1.5,3.5,1.44,1.5,5.5,1.5,3.6,5.5,6.5,1.45,7.25,1.45,1.5,5.5,3.6,1.9,1.95,1.9,0.5,1.75,3.8,3.6,3.65,2.19,Penafiel,Benfica,Penafiel_Benfica_2004
282,2.9,2.3,2.75,0.0,2.38,2.75,3.15,2.9,2.62,2.3,2.75,3.2,2.37,2.3,2.65,2.4,2.7,1.41,2.4,3.0,1.7,2.15,2.0,-0.5,1.65,3.0,3.05,2.9,2.4,Beira Mar,Academica,Beira Mar_Academica_2004
283,3.1,,2.5,0.0,2.6,2.4,3.2,2.3,2.5,2.5,,3.1,2.5,2.6,2.55,2.45,,,,3.2,1.8,2.05,2.1,,1.6,,3.1,,,Estoril,Gil Vicente,Estoril_Gil Vicente_2004
284,3.1,1.9,3.5,-0.25,2.0,3.3,3.2,3.5,3.2,1.9,3.35,3.2,2.0,1.95,3.2,2.05,3.5,1.64,1.95,3.2,1.775,2.075,2.0,-0.5,1.65,3.1,3.2,3.2,1.95,Leiria,Setubal,Leiria_Setubal_2004
285,3.75,5.4,1.44,1.0,6.0,1.44,3.6,1.44,1.5,6.0,1.45,3.6,5.5,6.0,1.45,6.8,1.45,1.45,6.0,4.0,1.875,1.975,2.0,0.5,1.65,3.8,3.75,3.75,2.31,Moreirense,Porto,Moreirense_Porto_2004
286,3.2,1.9,3.5,-0.5,1.91,3.6,3.2,3.7,3.4,1.9,3.5,3.25,1.9,1.85,3.5,1.95,3.5,1.67,1.9,3.2,1.975,1.875,2.1,-0.5,1.6,3.1,3.2,3.2,1.9,Rio Ave,Maritimo,Rio Ave_Maritimo_2004
287,3.6,1.45,7.0,,1.44,6.5,4.0,6.5,7.0,1.4,7.0,3.75,1.4,1.45,8.1,1.35,5.4,2.44,1.4,3.75,,,1.9,-0.5,1.79,3.8,3.75,4.0,1.4,Sp Lisbon,Guimaraes,Sp Lisbon_Guimaraes_2004
288,3.3,1.7,4.0,-0.5,1.8,3.75,3.35,4.2,4.0,1.72,4.0,3.4,1.72,1.7,3.65,1.85,4.2,1.82,1.7,3.4,1.8,2.05,1.65,-0.5,2.0,3.2,3.4,3.35,1.7,Academica,Moreirense,Academica_Moreirense_2004
289,3.1,2.3,3.0,-0.25,2.25,2.88,3.25,3.1,3.1,2.2,2.85,3.1,2.1,2.1,3.3,2.0,2.7,1.48,2.15,3.1,2.0,1.85,1.71,-0.5,1.95,3.0,3.0,3.1,2.15,Benfica,Sp Lisbon,Benfica_Sp Lisbon_2004
290,3.2,,3.5,-0.5,1.91,3.75,3.25,3.2,3.5,1.9,3.5,3.2,1.9,2.0,3.5,1.95,,1.64,1.9,3.1,1.9,1.95,1.65,-0.5,2.0,,3.2,3.1,1.9,Gil Vicente,Belenenses,Gil Vicente_Belenenses_2004
291,3.15,1.9,3.2,-0.25,2.0,3.3,3.25,3.5,3.1,2.0,3.2,3.1,2.1,1.9,3.05,2.1,3.5,1.57,2.0,3.2,1.9,1.95,1.6,-0.5,2.1,3.1,3.2,3.1,2.0,Guimaraes,Boavista,Guimaraes_Boavista_2004
292,3.0,1.75,4.0,-0.5,1.8,4.0,3.4,3.95,3.75,1.8,3.9,3.2,1.83,1.85,4.05,1.75,4.0,1.73,1.8,3.25,1.85,2.0,1.71,-0.5,1.95,3.2,3.2,3.1,1.8,Maritimo,Leiria,Maritimo_Leiria_2004
293,3.2,1.9,3.75,-0.5,1.83,3.75,3.4,3.2,3.75,1.8,3.5,3.2,1.83,2.0,3.8,1.8,3.5,1.67,1.85,3.25,1.8,2.05,1.79,-0.5,1.85,3.1,3.25,3.2,1.85,Nacional,Penafiel,Nacional_Penafiel_2004
294,3.6,4.6,1.57,0.75,5.0,1.57,3.5,1.57,1.57,5.5,1.6,3.5,5.0,4.8,1.65,4.55,1.6,1.6,4.5,3.6,2.1,1.75,1.6,0.5,2.1,3.4,3.5,3.45,1.95,Rio Ave,Porto,Rio Ave_Porto_2004
