,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
26,3,0,Everton,Chelsea,E0,18,0,7,6,7,0,J Moss,7,2,H,2,0,H,12,2,0,27/08/2017,2,Chelsea_Everton_2017
27,3,0,Arsenal,Liverpool,E0,18,0,10,4,9,0,C Pawson,8,4,H,2,0,H,6,4,0,27/08/2017,2,Liverpool_Arsenal_2017
28,7,1,Burnley,Tottenham,E0,28,3,5,10,9,0,L Mason,13,1,D,0,0,D,9,0,0,27/08/2017,0,Tottenham_Burnley_2017
29,4,1,Stoke,West Brom,E0,10,2,2,10,9,0,A Taylor,16,1,D,0,0,D,10,2,0,27/08/2017,2,West Brom_Stoke_2017
30,3,0,Bournemouth,Arsenal,E0,17,2,9,10,10,0,A Taylor,7,3,H,2,0,H,14,1,0,09/09/2017,0,Arsenal_Bournemouth_2017
31,6,1,West Brom,Brighton,E0,12,3,6,2,4,0,C Kavanagh,12,3,H,1,0,H,9,0,0,09/09/2017,2,Brighton_West Brom_2017
32,3,3,Tottenham,Everton,E0,12,6,1,7,14,2,G Scott,15,0,A,0,0,A,14,1,0,09/09/2017,3,Everton_Tottenham_2017
33,9,2,Chelsea,Leicester,E0,8,6,2,2,8,1,L Mason,16,1,A,0,0,A,11,0,0,09/09/2017,1,Leicester_Chelsea_2017
34,3,0,Liverpool,Man City,E0,13,3,7,8,9,0,J Moss,10,5,H,2,1,H,10,2,0,09/09/2017,2,Man City_Liverpool_2017
35,4,2,Watford,Southampton,E0,9,3,1,7,11,1,L Probert,12,0,A,0,0,A,8,0,0,09/09/2017,0,Southampton_Watford_2017
36,11,2,Man United,Stoke,E0,10,8,5,5,10,1,N Swarbrick,18,2,D,1,0,D,10,0,0,09/09/2017,0,Stoke_Man United_2017
37,13,0,Crystal Palace,Burnley,E0,4,5,2,3,14,0,M Oliver,23,1,H,1,0,H,7,1,0,10/09/2017,1,Burnley_Crystal Palace_2017
38,5,1,Newcastle,Swansea,E0,10,8,4,7,15,0,M Jones,16,0,A,0,0,D,11,3,0,10/09/2017,2,Swansea_Newcastle_2017
39,3,0,Huddersfield,West Ham,E0,19,2,3,10,14,0,K Friend,10,2,H,0,0,D,11,2,0,11/09/2017,1,West Ham_Huddersfield_2017
40,4,1,Brighton,Bournemouth,E0,15,2,3,6,12,0,C Pawson,9,2,H,0,0,D,5,0,0,15/09/2017,0,Bournemouth_Brighton_2017
41,5,1,Southampton,Crystal Palace,E0,14,4,3,5,13,1,R Madley,13,0,A,0,0,A,14,1,0,16/09/2017,5,Crystal Palace_Southampton_2017
42,4,1,Leicester,Huddersfield,E0,15,1,3,8,6,0,J Moss,10,1,D,0,0,D,6,1,0,16/09/2017,1,Huddersfield_Leicester_2017
43,2,1,Burnley,Liverpool,E0,35,4,9,12,9,1,R East,5,1,D,1,0,D,7,2,0,16/09/2017,1,Liverpool_Burnley_2017
44,5,1,Stoke,Newcastle,E0,14,4,3,7,11,0,S Attwell,13,2,H,1,0,H,13,1,0,16/09/2017,3,Newcastle_Stoke_2017
45,1,0,Swansea,Tottenham,E0,26,0,8,11,9,0,M Dean,4,0,D,0,0,D,11,3,0,16/09/2017,1,Tottenham_Swansea_2017
46,11,6,Man City,Watford,E0,7,10,1,3,6,3,A Taylor,28,0,A,0,0,A,8,0,0,16/09/2017,2,Watford_Man City_2017
47,3,0,West Ham,West Brom,E0,6,1,1,2,7,0,P Tierney,9,0,D,0,0,D,15,2,0,16/09/2017,2,West Brom_West Ham_2017
48,1,0,Arsenal,Chelsea,E0,13,2,4,5,15,0,M Oliver,11,0,D,0,0,D,11,3,1,17/09/2017,1,Chelsea_Arsenal_2017
49,1,0,Everton,Man United,E0,16,3,7,4,14,0,A Marriner,7,4,H,1,0,H,15,1,0,17/09/2017,1,Man United_Everton_2017
50,4,0,Huddersfield,Burnley,E0,5,2,3,3,13,0,C Kavanagh,9,0,D,0,0,D,9,2,0,23/09/2017,3,Burnley_Huddersfield_2017
51,6,1,Bournemouth,Everton,E0,12,4,4,4,11,0,M Atkinson,8,2,H,0,0,D,12,1,0,23/09/2017,3,Everton_Bournemouth_2017
52,6,3,Liverpool,Leicester,E0,12,6,7,3,14,2,A Taylor,23,2,A,1,0,A,13,3,0,23/09/2017,3,Leicester_Liverpool_2017
53,2,0,Crystal Palace,Man City,E0,25,0,9,8,7,0,N Swarbrick,5,5,H,1,0,H,6,1,0,23/09/2017,3,Man City_Crystal Palace_2017
54,4,1,Man United,Southampton,E0,14,4,4,8,9,1,C Pawson,9,0,A,0,0,A,12,4,0,23/09/2017,1,Southampton_Man United_2017
55,0,4,Chelsea,Stoke,E0,13,4,2,5,14,2,M Dean,7,0,A,0,0,A,5,2,0,23/09/2017,2,Stoke_Chelsea_2017
56,4,2,Watford,Swansea,E0,10,4,3,5,16,1,L Mason,8,1,A,0,0,A,9,3,0,23/09/2017,1,Swansea_Watford_2017
57,3,3,Tottenham,West Ham,E0,10,5,4,4,20,2,M Oliver,15,2,A,0,1,A,10,2,0,23/09/2017,4,West Ham_Tottenham_2017
58,8,0,Newcastle,Brighton,E0,7,5,3,2,8,0,A Marriner,17,1,H,0,0,D,6,1,0,24/09/2017,2,Brighton_Newcastle_2017
59,4,0,West Brom,Arsenal,E0,16,3,6,7,17,0,R Madley,7,2,H,1,0,H,8,4,0,25/09/2017,1,Arsenal_West Brom_2017
60,5,0,Leicester,Bournemouth,E0,19,1,4,7,10,0,G Scott,8,0,D,0,0,D,6,0,0,30/09/2017,1,Bournemouth_Leicester_2017
61,8,1,Man City,Chelsea,E0,4,6,2,4,13,0,M Atkinson,17,0,A,0,0,D,8,2,0,30/09/2017,0,Chelsea_Man City_2017
62,7,4,Tottenham,Huddersfield,E0,6,7,1,4,4,3,N Swarbrick,14,0,A,0,0,A,7,1,0,30/09/2017,1,Huddersfield_Tottenham_2017
63,5,0,Crystal Palace,Man United,E0,18,1,7,6,9,0,M Dean,6,4,H,2,0,H,6,0,0,30/09/2017,0,Man United_Crystal Palace_2017
64,6,1,Southampton,Stoke,E0,17,3,6,5,10,0,M Jones,21,2,H,1,0,H,11,2,0,30/09/2017,1,Stoke_Southampton_2017
65,6,2,Watford,West Brom,E0,9,3,4,7,11,1,M Oliver,15,2,D,2,0,H,12,0,0,30/09/2017,3,West Brom_Watford_2017
66,1,0,Swansea,West Ham,E0,9,1,4,2,13,0,R East,6,1,H,0,0,D,15,2,0,30/09/2017,3,West Ham_Swansea_2017
67,5,0,Brighton,Arsenal,E0,25,1,12,6,8,0,K Friend,9,2,H,1,0,H,7,2,0,01/10/2017,0,Arsenal_Brighton_2017
68,3,1,Burnley,Everton,E0,23,2,4,9,7,1,J Moss,5,0,A,0,0,A,14,2,0,01/10/2017,2,Everton_Burnley_2017
69,5,1,Liverpool,Newcastle,E0,8,2,5,1,6,1,C Pawson,17,1,D,1,0,D,11,1,0,01/10/2017,1,Newcastle_Liverpool_2017
70,4,1,West Ham,Burnley,E0,20,6,5,7,14,1,S Attwell,8,1,D,0,1,A,11,2,0,14/10/2017,2,Burnley_West Ham_2017
71,8,1,Chelsea,Crystal Palace,E0,14,5,5,5,6,1,A Marriner,15,2,H,2,0,H,7,1,0,14/10/2017,2,Crystal Palace_Chelsea_2017
72,3,0,Man United,Liverpool,E0,19,1,5,7,13,0,M Atkinson,6,0,D,0,0,D,7,2,0,14/10/2017,0,Liverpool_Man United_2017
73,0,2,Stoke,Man City,E0,20,1,11,5,8,1,C Pawson,5,7,H,3,0,H,5,1,0,14/10/2017,0,Man City_Stoke_2017
74,3,0,Huddersfield,Swansea,E0,7,2,3,5,16,0,P Tierney,7,2,H,1,0,H,12,5,0,14/10/2017,1,Swansea_Huddersfield_2017
75,5,0,Bournemouth,Tottenham,E0,18,1,6,9,7,0,R Madley,5,1,H,0,0,D,9,3,0,14/10/2017,1,Tottenham_Bournemouth_2017
76,5,1,Arsenal,Watford,E0,11,6,2,2,10,1,N Swarbrick,9,2,H,0,0,A,8,0,0,14/10/2017,1,Watford_Arsenal_2017
77,1,1,Everton,Brighton,E0,12,6,3,7,10,0,M Oliver,13,1,D,0,0,D,12,1,0,15/10/2017,4,Brighton_Everton_2017
78,8,2,Newcastle,Southampton,E0,12,5,2,3,12,1,K Friend,19,2,D,0,0,A,11,2,0,15/10/2017,1,Southampton_Newcastle_2017
79,1,1,West Brom,Leicester,E0,11,1,3,4,6,0,M Dean,5,1,D,0,0,D,13,2,0,16/10/2017,2,Leicester_West Brom_2017
80,3,3,Brighton,West Ham,E0,16,5,2,10,13,2,M Atkinson,7,0,A,0,0,A,5,0,0,20/10/2017,1,West Ham_Brighton_2017
81,6,2,Watford,Chelsea,E0,14,5,8,6,16,1,J Moss,16,4,H,1,0,D,13,3,0,21/10/2017,2,Chelsea_Watford_2017
82,7,1,Man United,Huddersfield,E0,5,3,3,4,12,0,L Mason,9,2,H,2,0,H,10,2,0,21/10/2017,4,Huddersfield_Man United_2017
83,5,0,Burnley,Man City,E0,15,0,10,4,6,0,R East,6,3,H,1,0,H,10,3,0,21/10/2017,2,Man City_Burnley_2017
84,5,0,Crystal Palace,Newcastle,E0,7,0,3,3,14,0,S Attwell,10,1,H,0,0,D,12,2,0,21/10/2017,4,Newcastle_Crystal Palace_2017
85,3,0,West Brom,Southampton,E0,20,2,6,8,8,0,G Scott,7,1,H,0,0,D,10,1,0,21/10/2017,0,Southampton_West Brom_2017
86,3,2,Bournemouth,Stoke,E0,10,3,2,8,10,2,L Probert,7,1,A,0,0,A,17,1,0,21/10/2017,0,Stoke_Bournemouth_2017
87,6,2,Leicester,Swansea,E0,19,6,4,7,9,1,M Oliver,11,1,A,0,0,A,6,1,0,21/10/2017,0,Swansea_Leicester_2017
88,7,5,Arsenal,Everton,E0,8,14,3,0,14,1,C Pawson,30,2,A,1,0,D,14,1,1,22/10/2017,1,Everton_Arsenal_2017
89,5,1,Liverpool,Tottenham,E0,14,7,6,3,8,1,A Marriner,12,4,H,3,0,H,2,1,0,22/10/2017,0,Tottenham_Liverpool_2017
90,2,1,Swansea,Arsenal,E0,17,2,5,5,9,1,L Mason,4,2,H,0,0,A,9,0,0,28/10/2017,0,Arsenal_Swansea_2017
91,5,1,Chelsea,Bournemouth,E0,7,5,1,5,5,0,C Pawson,18,0,A,0,0,D,5,0,0,28/10/2017,2,Bournemouth_Chelsea_2017
92,2,2,West Ham,Crystal Palace,E0,19,2,9,11,15,2,R Madley,6,2,D,0,0,A,18,2,0,28/10/2017,1,Crystal Palace_West Ham_2017
93,2,0,Huddersfield,Liverpool,E0,16,0,8,9,8,0,K Friend,1,3,H,0,0,D,10,1,0,28/10/2017,0,Liverpool_Huddersfield_2017
94,3,0,Tottenham,Man United,E0,11,4,3,6,14,0,J Moss,13,1,H,0,0,D,12,0,0,28/10/2017,1,Man United_Tottenham_2017
95,1,1,Stoke,Watford,E0,13,2,0,8,9,1,M Oliver,6,0,A,0,0,A,10,4,0,28/10/2017,4,Watford_Stoke_2017
96,2,3,Man City,West Brom,E0,6,5,4,1,7,2,M Jones,15,2,A,1,0,A,10,3,0,28/10/2017,2,West Brom_Man City_2017
97,7,1,Southampton,Brighton,E0,7,1,2,2,10,1,N Swarbrick,6,1,D,0,0,A,9,1,0,29/10/2017,3,Brighton_Southampton_2017
98,10,0,Everton,Leicester,E0,9,2,3,3,10,0,A Marriner,16,2,H,2,0,H,6,2,0,29/10/2017,0,Leicester_Everton_2017
99,3,0,Newcastle,Burnley,E0,12,5,5,5,10,0,M Dean,12,1,H,0,0,D,9,0,0,30/10/2017,3,Burnley_Newcastle_2017
100,5,0,West Brom,Huddersfield,E0,7,3,3,3,15,0,R East,9,1,H,1,0,H,8,4,1,04/11/2017,1,Huddersfield_West Brom_2017
101,9,1,Bournemouth,Newcastle,E0,16,6,4,11,12,0,P Tierney,16,0,A,0,0,D,11,2,0,04/11/2017,2,Newcastle_Bournemouth_2017
102,1,1,Burnley,Southampton,E0,13,1,3,9,4,0,L Probert,5,0,A,0,0,D,4,0,0,04/11/2017,0,Southampton_Burnley_2017
103,10,2,Leicester,Stoke,E0,11,4,7,4,8,1,R Madley,14,2,D,1,0,D,12,0,0,04/11/2017,0,Stoke_Leicester_2017
104,7,1,Brighton,Swansea,E0,12,2,2,8,12,1,M Dean,5,0,A,0,0,A,13,1,0,04/11/2017,2,Swansea_Brighton_2017
105,3,4,Liverpool,West Ham,E0,6,7,1,2,13,2,N Swarbrick,15,1,A,0,0,A,9,0,0,04/11/2017,3,West Ham_Liverpool_2017
106,7,0,Man United,Chelsea,E0,18,2,8,4,20,0,A Taylor,10,1,H,0,0,D,16,3,0,05/11/2017,1,Chelsea_Man United_2017
107,5,2,Watford,Everton,E0,10,3,5,2,12,0,G Scott,11,3,H,0,0,D,14,2,0,05/11/2017,0,Everton_Watford_2017
108,5,1,Arsenal,Man City,E0,9,3,5,5,15,0,M Oliver,6,3,H,1,0,H,15,6,0,05/11/2017,1,Man City_Arsenal_2017
109,9,0,Crystal Palace,Tottenham,E0,12,3,2,10,7,0,K Friend,11,1,H,0,0,D,6,2,0,05/11/2017,0,Tottenham_Crystal Palace_2017
110,4,0,Tottenham,Arsenal,E0,14,4,5,7,16,0,M Dean,14,2,H,2,0,H,11,1,0,18/11/2017,4,Arsenal_Tottenham_2017
111,11,0,Huddersfield,Bournemouth,E0,11,3,5,8,10,0,L Probert,20,4,H,2,0,H,13,2,1,18/11/2017,3,Bournemouth_Huddersfield_2017
112,6,0,Swansea,Burnley,E0,16,1,7,8,12,0,M Atkinson,13,2,H,2,0,H,12,1,0,18/11/2017,1,Burnley_Swansea_2017
113,4,2,Everton,Crystal Palace,E0,16,5,7,9,26,2,A Taylor,8,2,D,2,0,D,9,3,0,18/11/2017,2,Crystal Palace_Everton_2017
114,7,2,Man City,Leicester,E0,2,4,0,1,10,1,G Scott,12,0,A,0,0,A,8,1,0,18/11/2017,1,Leicester_Man City_2017
115,2,0,Southampton,Liverpool,E0,21,0,8,10,9,0,M Jones,5,3,H,2,0,H,15,1,0,18/11/2017,1,Liverpool_Southampton_2017
116,4,1,Newcastle,Man United,E0,16,5,7,11,9,1,C Pawson,12,4,H,2,0,H,10,1,0,18/11/2017,1,Man United_Newcastle_2017
117,4,4,Chelsea,West Brom,E0,7,7,2,3,12,3,J Moss,11,0,A,0,0,A,13,3,0,18/11/2017,2,West Brom_Chelsea_2017
118,1,0,West Ham,Watford,E0,17,6,7,3,10,0,A Marriner,10,2,H,1,0,H,13,4,0,19/11/2017,1,Watford_West Ham_2017
119,7,2,Stoke,Brighton,E0,9,6,3,6,5,2,L Mason,13,2,D,1,0,A,13,0,0,20/11/2017,1,Brighton_Stoke_2017
120,5,1,Leicester,West Ham,E0,8,2,4,5,12,1,M Atkinson,7,1,D,1,0,D,9,1,0,24/11/2017,1,West Ham_Leicester_2017
121,2,1,Stoke,Crystal Palace,E0,10,3,5,5,5,0,M Dean,9,2,H,0,0,D,9,1,0,25/11/2017,1,Crystal Palace_Stoke_2017
122,8,1,Chelsea,Liverpool,E0,16,3,4,7,7,0,M Oliver,11,1,D,0,0,D,10,0,0,25/11/2017,0,Liverpool_Chelsea_2017
123,0,0,Brighton,Man United,E0,15,2,4,5,9,0,N Swarbrick,8,1,H,0,0,D,9,2,0,25/11/2017,0,Man United_Brighton_2017
124,3,3,Watford,Newcastle,E0,12,4,2,6,13,2,C Kavanagh,12,0,A,0,0,A,8,2,0,25/11/2017,1,Newcastle_Watford_2017
125,5,0,Bournemouth,Swansea,E0,10,5,1,4,6,0,S Attwell,9,0,D,0,0,D,18,2,0,25/11/2017,4,Swansea_Bournemouth_2017
126,0,1,West Brom,Tottenham,E0,24,2,5,8,13,1,M Jones,5,1,D,0,0,A,10,4,0,25/11/2017,1,Tottenham_West Brom_2017
127,5,1,Arsenal,Burnley,E0,8,2,2,5,14,0,L Mason,17,0,A,0,0,D,8,0,0,26/11/2017,2,Burnley_Arsenal_2017
128,7,2,Man City,Huddersfield,E0,4,5,0,3,10,0,C Pawson,14,1,A,1,0,H,10,3,1,26/11/2017,2,Huddersfield_Man City_2017
129,2,1,Everton,Southampton,E0,17,2,5,7,13,1,K Friend,5,4,H,1,0,D,6,0,0,26/11/2017,0,Southampton_Everton_2017
130,5,0,Crystal Palace,Brighton,E0,10,4,4,10,8,0,A Marriner,10,0,D,0,0,D,13,0,0,28/11/2017,2,Brighton_Crystal Palace_2017
131,9,1,Tottenham,Leicester,E0,7,6,4,4,10,0,A Taylor,18,2,H,2,0,H,7,2,0,28/11/2017,1,Leicester_Tottenham_2017
132,5,4,Man United,Watford,E0,12,7,3,5,10,3,J Moss,15,2,A,0,0,A,12,1,0,28/11/2017,2,Watford_Man United_2017
133,6,2,Newcastle,West Brom,E0,8,4,4,1,12,0,L Probert,14,2,D,1,0,H,13,0,0,28/11/2017,0,West Brom_Newcastle_2017
134,2,0,Huddersfield,Arsenal,E0,21,2,7,7,12,0,G Scott,7,5,H,1,0,H,10,1,0,29/11/2017,0,Arsenal_Huddersfield_2017
135,6,2,Burnley,Bournemouth,E0,10,4,2,4,11,1,R East,10,1,A,0,0,A,9,1,0,29/11/2017,0,Bournemouth_Burnley_2017
136,1,0,Swansea,Chelsea,E0,21,0,10,15,7,0,N Swarbrick,2,1,H,0,0,D,10,0,0,29/11/2017,1,Chelsea_Swansea_2017
137,6,0,West Ham,Everton,E0,8,3,5,2,6,0,M Oliver,7,4,H,2,0,H,16,1,0,29/11/2017,2,Everton_West Ham_2017
138,5,1,Southampton,Man City,E0,26,2,12,6,11,0,P Tierney,7,2,H,0,0,D,12,1,0,29/11/2017,1,Man City_Southampton_2017
139,9,3,Liverpool,Stoke,E0,10,7,1,5,10,1,M Atkinson,14,0,A,0,0,A,8,5,0,29/11/2017,1,Stoke_Liverpool_2017
140,1,3,Man United,Arsenal,E0,33,4,15,12,10,2,A Marriner,8,1,A,0,1,A,11,2,0,02/12/2017,3,Arsenal_Man United_2017
141,2,5,Liverpool,Brighton,E0,6,6,2,2,7,2,G Scott,12,1,A,0,0,A,8,0,0,02/12/2017,1,Brighton_Liverpool_2017
142,4,1,Newcastle,Chelsea,E0,23,2,9,11,13,1,K Friend,8,3,H,2,0,H,8,1,0,02/12/2017,0,Chelsea_Newcastle_2017
143,5,0,Huddersfield,Everton,E0,6,3,4,2,9,0,C Kavanagh,5,2,H,0,0,D,12,1,0,02/12/2017,2,Everton_Huddersfield_2017
144,7,0,Burnley,Leicester,E0,16,4,3,10,11,0,P Tierney,14,1,H,1,0,H,3,2,0,02/12/2017,0,Leicester_Burnley_2017
145,6,1,Swansea,Stoke,E0,10,3,3,2,10,1,C Pawson,10,2,H,2,0,H,12,0,0,02/12/2017,2,Stoke_Swansea_2017
146,2,1,Tottenham,Watford,E0,6,2,2,7,8,1,M Atkinson,8,1,D,1,1,D,16,1,0,02/12/2017,4,Watford_Tottenham_2017
147,7,0,Crystal Palace,West Brom,E0,20,2,6,3,10,0,M Oliver,10,0,D,0,0,D,11,1,0,02/12/2017,3,West Brom_Crystal Palace_2017
148,4,1,Southampton,Bournemouth,E0,16,4,5,5,12,0,J Moss,15,1,D,1,0,H,6,1,0,03/12/2017,2,Bournemouth_Southampton_2017
149,4,1,West Ham,Man City,E0,24,4,8,10,7,1,M Dean,7,2,H,0,0,A,5,2,0,03/12/2017,2,Man City_West Ham_2017
150,5,0,Watford,Burnley,E0,8,2,5,3,12,0,L Probert,11,1,H,1,1,H,10,0,0,09/12/2017,1,Burnley_Watford_2017
151,3,2,Bournemouth,Crystal Palace,E0,24,5,8,6,14,2,K Friend,11,2,D,2,0,D,14,2,0,09/12/2017,5,Crystal Palace_Bournemouth_2017
152,1,0,Brighton,Huddersfield,E0,19,2,6,8,10,0,S Attwell,7,2,H,2,0,H,6,0,0,09/12/2017,0,Huddersfield_Brighton_2017
153,5,3,Leicester,Newcastle,E0,10,5,4,6,9,1,N Swarbrick,13,2,A,1,0,D,10,1,0,09/12/2017,2,Newcastle_Leicester_2017
154,3,0,West Brom,Swansea,E0,18,1,3,6,18,0,M Dean,7,1,H,0,0,D,8,5,0,09/12/2017,2,Swansea_West Brom_2017
155,6,1,Stoke,Tottenham,E0,20,3,11,12,9,0,R East,4,5,H,1,0,H,12,0,0,09/12/2017,1,Tottenham_Stoke_2017
156,3,0,Chelsea,West Ham,E0,5,2,2,4,10,0,A Taylor,19,1,H,1,0,H,10,1,0,09/12/2017,6,West Ham_Chelsea_2017
157,1,1,Everton,Liverpool,E0,23,2,3,12,11,0,C Pawson,3,1,D,1,0,H,8,3,0,10/12/2017,1,Liverpool_Everton_2017
158,8,2,Man City,Man United,E0,8,7,5,2,10,1,M Oliver,14,1,A,1,0,D,16,2,0,10/12/2017,4,Man United_Man City_2017
159,5,1,Arsenal,Southampton,E0,6,6,3,4,10,0,R Madley,11,1,D,1,0,H,12,2,0,10/12/2017,2,Southampton_Arsenal_2017
160,4,0,Stoke,Burnley,E0,10,7,2,6,14,0,M Jones,14,1,H,0,0,D,6,0,0,12/12/2017,0,Burnley_Stoke_2017
161,6,1,Watford,Crystal Palace,E0,14,2,4,4,18,1,L Mason,7,2,H,0,1,A,14,1,0,12/12/2017,2,Crystal Palace_Watford_2017
162,3,3,Chelsea,Huddersfield,E0,7,5,2,1,4,2,A Marriner,12,1,A,0,0,A,11,0,0,12/12/2017,0,Huddersfield_Chelsea_2017
163,7,0,West Brom,Liverpool,E0,14,1,5,5,6,0,P Tierney,6,0,D,0,0,D,16,0,0,13/12/2017,1,Liverpool_West Brom_2017
164,9,0,Bournemouth,Man United,E0,9,7,2,4,12,0,G Scott,14,1,H,1,0,H,14,2,0,13/12/2017,1,Man United_Bournemouth_2017
165,1,1,Everton,Newcastle,E0,16,4,4,4,11,1,M Atkinson,7,0,A,0,0,A,10,2,1,13/12/2017,1,Newcastle_Everton_2017
166,9,4,Leicester,Southampton,E0,12,11,4,9,9,3,C Kavanagh,16,1,A,0,0,A,13,0,0,13/12/2017,1,Southampton_Leicester_2017
167,5,4,Man City,Swansea,E0,7,10,3,2,6,2,A Taylor,23,0,A,0,0,A,12,0,0,13/12/2017,0,Swansea_Man City_2017
168,2,0,Brighton,Tottenham,E0,25,4,8,10,10,0,R Madley,7,2,H,1,0,H,5,1,0,13/12/2017,1,Tottenham_Brighton_2017
169,7,0,Arsenal,West Ham,E0,6,3,0,1,9,0,J Moss,22,0,D,0,0,D,9,0,0,13/12/2017,1,West Ham_Arsenal_2017
170,5,0,Newcastle,Arsenal,E0,23,2,5,7,9,0,S Attwell,10,1,H,1,0,H,13,1,0,16/12/2017,2,Arsenal_Newcastle_2017
171,2,0,Burnley,Brighton,E0,12,6,2,8,13,0,C Kavanagh,11,0,D,0,0,D,13,2,0,16/12/2017,4,Brighton_Burnley_2017
172,4,0,Southampton,Chelsea,E0,24,2,8,8,16,0,R East,6,1,H,1,0,H,8,3,0,16/12/2017,1,Chelsea_Southampton_2017
173,4,3,Crystal Palace,Leicester,E0,11,6,2,6,13,2,M Atkinson,13,0,A,0,0,A,12,2,1,16/12/2017,2,Leicester_Crystal Palace_2017
174,1,1,Tottenham,Man City,E0,20,2,11,5,20,0,C Pawson,7,4,H,1,0,H,13,4,0,16/12/2017,2,Man City_Tottenham_2017
175,9,3,West Ham,Stoke,E0,17,7,0,7,13,1,G Scott,14,0,A,0,0,A,12,1,0,16/12/2017,2,Stoke_West Ham_2017
