,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
13,9,0,Wolves,Leicester,E0,6,3,2,1,8,0,M Dean,11,2,H,2,0,H,10,1,1,18/08/2018,2,Leicester_Wolves_2018
14,2,1,Fulham,Tottenham,E0,25,3,11,5,5,0,A Taylor,10,3,H,1,0,H,9,0,0,18/08/2018,0,Tottenham_Fulham_2018
15,4,2,Bournemouth,West Ham,E0,11,5,5,6,10,0,S Attwell,12,1,A,1,0,H,14,2,0,18/08/2018,6,West Ham_Bournemouth_2018
16,5,2,Man United,Brighton,E0,6,3,3,3,13,1,K Friend,9,3,H,3,0,H,16,1,0,19/08/2018,1,Brighton_Man United_2018
17,2,3,Watford,Burnley,E0,8,6,3,5,19,1,P Tierney,9,1,A,1,0,D,8,2,0,19/08/2018,1,Burnley_Watford_2018
18,3,1,Huddersfield,Man City,E0,32,1,14,10,4,1,A Marriner,5,6,H,3,0,H,9,2,0,19/08/2018,0,Man City_Huddersfield_2018
19,7,2,Liverpool,Crystal Palace,E0,8,6,2,6,13,1,M Oliver,16,0,A,0,0,A,6,1,1,20/08/2018,1,Crystal Palace_Liverpool_2018
20,2,1,West Ham,Arsenal,E0,17,5,10,10,13,1,G Scott,13,3,H,1,0,D,16,3,0,25/08/2018,1,Arsenal_West Ham_2018
21,2,2,Everton,Bournemouth,E0,17,3,5,6,10,0,L Probert,11,2,D,0,1,D,12,3,1,25/08/2018,0,Bournemouth_Everton_2018
22,7,0,Cardiff,Huddersfield,E0,5,4,1,7,10,0,M Oliver,14,0,D,0,0,D,8,1,1,25/08/2018,0,Huddersfield_Cardiff_2018
23,5,0,Brighton,Liverpool,E0,22,2,8,8,14,0,C Kavanagh,6,1,H,1,0,H,8,1,0,25/08/2018,1,Liverpool_Brighton_2018
24,3,2,Leicester,Southampton,E0,11,5,5,10,11,0,J Moss,8,1,A,0,0,D,13,1,1,25/08/2018,1,Southampton_Leicester_2018
25,9,1,Man City,Wolves,E0,11,6,2,5,8,0,M Atkinson,18,1,D,0,0,D,13,2,0,25/08/2018,1,Wolves_Man City_2018
26,4,2,Burnley,Fulham,E0,25,2,12,6,8,2,D Coote,12,4,H,3,0,H,11,1,0,26/08/2018,2,Fulham_Burnley_2018
27,5,2,Chelsea,Newcastle,E0,6,3,2,4,8,0,P Tierney,15,1,A,0,0,D,16,1,0,26/08/2018,3,Newcastle_Chelsea_2018
28,3,1,Crystal Palace,Watford,E0,13,3,5,6,11,0,A Taylor,9,2,H,0,0,D,14,2,0,26/08/2018,4,Watford_Crystal Palace_2018
29,2,3,Tottenham,Man United,E0,23,5,5,5,16,0,C Pawson,9,0,A,0,0,D,11,4,0,27/08/2018,2,Man United_Tottenham_2018
30,1,2,Fulham,Brighton,E0,15,5,5,7,14,1,L Probert,10,2,D,0,0,A,12,3,0,01/09/2018,3,Brighton_Fulham_2018
31,6,0,Bournemouth,Chelsea,E0,24,1,6,7,7,0,L Mason,8,2,H,0,0,D,10,2,0,01/09/2018,2,Chelsea_Bournemouth_2018
32,4,2,Southampton,Crystal Palace,E0,20,6,6,7,12,0,M Atkinson,19,0,A,0,0,D,11,1,0,01/09/2018,1,Crystal Palace_Southampton_2018
33,3,1,Huddersfield,Everton,E0,11,6,1,4,14,1,S Attwell,9,1,D,1,0,D,13,3,0,01/09/2018,3,Everton_Huddersfield_2018
34,4,2,Liverpool,Leicester,E0,12,4,5,4,12,2,P Tierney,10,1,A,0,0,A,9,2,0,01/09/2018,3,Leicester_Liverpool_2018
35,0,1,Newcastle,Man City,E0,24,2,8,4,13,1,K Friend,3,2,H,1,0,D,5,0,0,01/09/2018,0,Man City_Newcastle_2018
36,4,1,Wolves,West Ham,E0,13,6,3,4,11,0,C Kavanagh,15,0,A,0,0,D,10,1,0,01/09/2018,2,West Ham_Wolves_2018
37,5,2,Man United,Burnley,E0,9,9,2,2,13,2,J Moss,21,0,A,0,1,A,7,3,0,02/09/2018,2,Burnley_Man United_2018
38,9,3,Arsenal,Cardiff,E0,14,11,3,3,14,1,A Taylor,17,2,A,1,0,D,12,4,0,02/09/2018,3,Cardiff_Arsenal_2018
39,10,1,Tottenham,Watford,E0,7,2,3,3,8,0,A Marriner,11,2,H,0,0,D,9,1,0,02/09/2018,2,Watford_Tottenham_2018
40,6,2,Leicester,Bournemouth,E0,10,8,5,4,15,0,C Pawson,14,4,H,3,1,H,13,2,0,15/09/2018,3,Bournemouth_Leicester_2018
41,4,1,Cardiff,Chelsea,E0,18,2,7,5,10,1,J Moss,6,4,H,2,0,H,8,0,0,15/09/2018,0,Chelsea_Cardiff_2018
42,3,1,Crystal Palace,Huddersfield,E0,15,2,2,5,17,1,L Mason,7,0,A,0,0,A,11,2,0,15/09/2018,1,Huddersfield_Crystal Palace_2018
43,4,0,Fulham,Man City,E0,28,3,9,10,7,0,S Attwell,9,3,H,2,0,H,7,0,0,15/09/2018,0,Man City_Fulham_2018
44,4,2,Arsenal,Newcastle,E0,4,2,2,10,11,0,L Probert,12,1,A,0,0,D,13,0,0,15/09/2018,0,Newcastle_Arsenal_2018
45,4,2,Liverpool,Tottenham,E0,11,10,3,5,16,1,M Oliver,17,1,A,0,0,A,17,0,0,15/09/2018,0,Tottenham_Liverpool_2018
46,8,2,Man United,Watford,E0,14,6,5,6,11,2,M Dean,9,1,A,0,1,A,9,1,0,15/09/2018,2,Watford_Man United_2018
47,2,3,West Ham,Everton,E0,16,4,4,4,12,2,M Atkinson,9,1,A,1,0,A,15,5,0,16/09/2018,2,Everton_West Ham_2018
48,2,0,Burnley,Wolves,E0,30,2,7,8,9,0,A Marriner,7,1,H,0,0,D,10,4,0,16/09/2018,2,Wolves_Burnley_2018
49,4,2,Brighton,Southampton,E0,14,4,5,1,13,0,A Taylor,12,2,D,1,0,H,10,3,0,17/09/2018,2,Southampton_Brighton_2018
50,7,2,Tottenham,Brighton,E0,8,7,4,5,9,1,C Kavanagh,16,1,A,0,0,A,15,1,0,22/09/2018,2,Brighton_Tottenham_2018
51,8,0,Bournemouth,Burnley,E0,12,5,5,3,6,0,A Taylor,19,4,H,2,0,H,17,0,0,22/09/2018,2,Burnley_Bournemouth_2018
52,9,5,Man City,Cardiff,E0,2,10,2,1,4,3,M Oliver,21,0,A,0,0,A,6,1,0,22/09/2018,1,Cardiff_Man City_2018
53,5,0,Newcastle,Crystal Palace,E0,16,3,4,9,11,0,A Marriner,6,0,D,0,0,D,8,1,0,22/09/2018,1,Crystal Palace_Newcastle_2018
54,8,1,Watford,Fulham,E0,15,6,3,8,9,1,M Atkinson,11,1,D,0,0,A,11,1,0,22/09/2018,2,Fulham_Watford_2018
55,1,1,Huddersfield,Leicester,E0,18,2,8,3,16,1,D Coote,9,3,H,1,0,D,10,1,0,22/09/2018,2,Leicester_Huddersfield_2018
56,4,0,Southampton,Liverpool,E0,12,1,4,5,10,0,P Tierney,7,3,H,3,0,H,7,2,0,22/09/2018,0,Liverpool_Southampton_2018
57,4,1,Wolves,Man United,E0,15,8,6,5,17,0,K Friend,11,1,D,1,0,H,5,1,0,22/09/2018,1,Man United_Wolves_2018
58,9,0,Everton,Arsenal,E0,9,6,5,5,12,0,J Moss,9,2,H,0,0,D,17,1,0,23/09/2018,2,Arsenal_Everton_2018
59,8,0,Chelsea,West Ham,E0,6,6,1,1,9,0,M Dean,17,0,D,0,0,D,11,1,0,23/09/2018,2,West Ham_Chelsea_2018
60,6,0,Watford,Arsenal,E0,9,4,2,6,17,0,A Taylor,13,2,H,0,0,D,11,2,0,29/09/2018,2,Arsenal_Watford_2018
61,4,1,Liverpool,Chelsea,E0,10,6,4,4,9,0,A Marriner,13,1,D,1,0,H,7,2,0,29/09/2018,0,Chelsea_Liverpool_2018
62,1,0,Fulham,Everton,E0,19,0,6,12,13,0,R East,6,3,H,0,0,D,13,3,0,29/09/2018,0,Everton_Fulham_2018
63,0,2,Tottenham,Huddersfield,E0,9,6,5,3,16,2,C Pawson,10,0,A,0,0,A,17,2,0,29/09/2018,2,Huddersfield_Tottenham_2018
64,3,0,Brighton,Man City,E0,28,1,8,10,10,0,L Mason,4,2,H,1,0,H,4,3,0,29/09/2018,0,Man City_Brighton_2018
65,9,2,Leicester,Newcastle,E0,6,5,1,5,5,1,S Hooper,12,0,A,0,0,A,11,0,0,29/09/2018,0,Newcastle_Leicester_2018
66,9,1,Man United,West Ham,E0,8,4,3,4,12,0,M Oliver,9,3,H,2,0,H,12,1,0,29/09/2018,0,West Ham_Man United_2018
67,6,0,Southampton,Wolves,E0,14,6,6,8,7,0,S Attwell,17,2,H,0,0,D,11,1,0,29/09/2018,3,Wolves_Southampton_2018
68,2,2,Burnley,Cardiff,E0,19,2,5,10,15,0,M Atkinson,3,1,A,0,0,D,11,3,0,30/09/2018,1,Cardiff_Burnley_2018
69,3,1,Crystal Palace,Bournemouth,E0,11,2,5,3,12,0,M Dean,10,2,H,1,0,H,9,4,0,01/10/2018,3,Bournemouth_Crystal Palace_2018
70,9,0,West Ham,Brighton,E0,9,4,4,2,8,0,K Friend,17,1,H,1,0,H,12,2,0,05/10/2018,3,Brighton_West Ham_2018
71,10,1,Huddersfield,Burnley,E0,6,2,3,1,11,0,C Kavanagh,19,1,D,1,0,H,8,2,0,06/10/2018,2,Burnley_Huddersfield_2018
72,3,1,Wolves,Crystal Palace,E0,11,2,4,6,13,0,M Oliver,7,0,A,0,0,D,11,4,0,06/10/2018,3,Crystal Palace_Wolves_2018
73,10,2,Everton,Leicester,E0,8,8,2,2,11,1,A Marriner,17,1,A,1,0,D,10,1,1,06/10/2018,2,Leicester_Everton_2018
74,6,2,Newcastle,Man United,E0,18,8,10,10,8,2,A Taylor,13,3,H,0,0,A,16,2,0,06/10/2018,2,Man United_Newcastle_2018
75,2,0,Cardiff,Tottenham,E0,19,6,7,6,11,0,M Dean,8,1,H,1,1,H,7,1,0,06/10/2018,2,Tottenham_Cardiff_2018
76,7,4,Bournemouth,Watford,E0,14,7,2,10,9,3,J Moss,10,0,A,0,0,A,11,1,1,06/10/2018,3,Watford_Bournemouth_2018
77,2,5,Arsenal,Fulham,E0,21,7,4,4,12,1,P Tierney,9,1,A,1,0,D,11,0,0,07/10/2018,2,Fulham_Arsenal_2018
78,6,0,Man City,Liverpool,E0,7,2,2,2,10,0,M Atkinson,6,0,D,0,0,D,10,3,0,07/10/2018,1,Liverpool_Man City_2018
79,12,3,Chelsea,Southampton,E0,15,6,6,4,11,1,C Pawson,21,0,A,0,0,A,13,0,0,07/10/2018,6,Southampton_Chelsea_2018
80,4,0,Southampton,Bournemouth,E0,10,4,2,6,14,0,L Probert,8,0,D,0,0,D,10,2,0,20/10/2018,1,Bournemouth_Southampton_2018
81,4,2,Fulham,Cardiff,E0,22,4,5,4,16,2,K Friend,9,4,H,2,0,D,15,3,0,20/10/2018,3,Cardiff_Fulham_2018
82,3,2,Man United,Chelsea,E0,21,4,6,5,17,0,M Dean,7,2,D,1,0,H,9,5,0,20/10/2018,2,Chelsea_Man United_2018
83,4,1,Liverpool,Huddersfield,E0,13,2,1,2,6,1,M Oliver,11,0,A,0,0,A,9,2,0,20/10/2018,0,Huddersfield_Liverpool_2018
84,1,0,Burnley,Man City,E0,24,0,10,10,5,0,J Moss,5,5,H,1,0,H,11,2,0,20/10/2018,2,Man City_Burnley_2018
85,2,1,Brighton,Newcastle,E0,27,2,6,10,17,1,A Marriner,8,0,A,0,0,A,13,2,0,20/10/2018,0,Newcastle_Brighton_2018
86,6,1,Tottenham,West Ham,E0,13,2,4,10,10,1,M Atkinson,10,0,A,0,0,A,8,0,0,20/10/2018,3,West Ham_Tottenham_2018
87,2,2,Watford,Wolves,E0,10,3,1,8,13,2,L Mason,9,0,A,0,0,A,23,1,0,20/10/2018,3,Wolves_Watford_2018
88,5,0,Crystal Palace,Everton,E0,20,3,4,10,17,0,A Taylor,7,2,H,0,0,D,13,1,0,21/10/2018,2,Everton_Crystal Palace_2018
89,4,1,Leicester,Arsenal,E0,19,2,6,6,10,1,C Kavanagh,8,3,H,1,0,D,10,2,0,22/10/2018,2,Arsenal_Leicester_2018
90,10,0,Wolves,Brighton,E0,2,7,1,1,8,0,A Taylor,25,1,H,0,0,D,11,0,0,27/10/2018,3,Brighton_Wolves_2018
91,5,3,Bournemouth,Fulham,E0,11,5,1,5,3,1,A Marriner,12,0,A,0,0,A,16,1,1,27/10/2018,2,Fulham_Bournemouth_2018
92,0,1,West Ham,Leicester,E0,21,3,7,8,5,1,M Oliver,11,1,D,0,1,A,17,1,0,27/10/2018,1,Leicester_West Ham_2018
93,0,1,Cardiff,Liverpool,E0,19,1,7,8,4,0,S Attwell,2,4,H,1,0,H,6,0,0,27/10/2018,0,Liverpool_Cardiff_2018
94,2,0,Newcastle,Southampton,E0,22,0,4,7,12,0,C Kavanagh,6,0,D,0,0,D,9,1,0,27/10/2018,0,Southampton_Newcastle_2018
95,3,0,Huddersfield,Watford,E0,12,7,6,3,13,0,M Dean,13,3,H,2,0,H,9,2,0,27/10/2018,1,Watford_Huddersfield_2018
96,4,4,Chelsea,Burnley,E0,7,8,1,4,10,1,C Pawson,24,0,A,0,0,A,14,2,0,28/10/2018,4,Burnley_Chelsea_2018
97,4,2,Arsenal,Crystal Palace,E0,16,2,3,6,16,0,M Atkinson,7,2,D,1,0,H,10,2,0,28/10/2018,1,Crystal Palace_Arsenal_2018
98,4,1,Everton,Man United,E0,14,6,10,8,12,0,J Moss,14,2,H,1,0,H,15,1,0,28/10/2018,2,Man United_Everton_2018
99,6,1,Man City,Tottenham,E0,4,6,1,3,13,1,K Friend,13,0,A,0,0,A,13,2,0,29/10/2018,2,Tottenham_Man City_2018
100,8,1,Liverpool,Arsenal,E0,12,4,4,5,7,0,A Marriner,13,1,D,0,0,D,7,1,0,03/11/2018,1,Arsenal_Liverpool_2018
101,5,2,Man United,Bournemouth,E0,18,8,7,9,12,1,P Tierney,18,1,A,1,0,D,12,3,0,03/11/2018,4,Bournemouth_Man United_2018
102,12,1,Leicester,Cardiff,E0,11,5,2,6,12,0,L Probert,13,0,A,0,0,D,13,2,0,03/11/2018,2,Cardiff_Leicester_2018
103,4,1,Brighton,Everton,E0,14,3,3,6,17,1,D Coote,5,3,H,1,0,D,9,1,0,03/11/2018,0,Everton_Brighton_2018
104,9,0,Watford,Newcastle,E0,10,1,2,8,11,0,C Pawson,16,1,H,0,0,D,12,5,0,03/11/2018,1,Newcastle_Watford_2018
105,4,2,Burnley,West Ham,E0,22,3,10,10,9,1,R East,6,4,H,1,0,D,7,4,0,03/11/2018,1,West Ham_Burnley_2018
106,1,3,Tottenham,Wolves,E0,16,8,7,5,8,2,M Dean,10,2,A,0,0,A,11,2,0,03/11/2018,1,Wolves_Tottenham_2018
107,2,1,Crystal Palace,Chelsea,E0,15,2,6,4,13,0,M Oliver,7,3,H,1,0,H,6,1,0,04/11/2018,0,Chelsea_Crystal Palace_2018
108,4,1,Southampton,Man City,E0,18,6,8,4,9,1,L Mason,12,6,H,4,0,H,14,1,0,04/11/2018,1,Man City_Southampton_2018
109,4,0,Fulham,Huddersfield,E0,10,1,2,5,8,0,A Taylor,7,1,H,1,0,H,11,2,0,05/11/2018,1,Huddersfield_Fulham_2018
110,1,1,Brighton,Cardiff,E0,20,3,6,4,21,1,M Atkinson,7,2,H,1,1,D,7,1,0,10/11/2018,2,Cardiff_Brighton_2018
111,6,1,Tottenham,Crystal Palace,E0,11,2,4,10,9,0,J Moss,11,0,A,0,0,D,12,1,0,10/11/2018,1,Crystal Palace_Tottenham_2018
112,6,1,West Ham,Huddersfield,E0,15,5,7,5,8,0,C Kavanagh,12,1,D,1,0,H,9,1,0,10/11/2018,1,Huddersfield_West Ham_2018
113,1,0,Burnley,Leicester,E0,22,1,5,12,10,0,M Dean,6,0,D,0,0,D,13,0,0,10/11/2018,2,Leicester_Burnley_2018
114,10,1,Bournemouth,Newcastle,E0,18,4,6,7,11,1,L Probert,14,2,H,2,0,H,9,1,0,10/11/2018,2,Newcastle_Bournemouth_2018
115,6,1,Watford,Southampton,E0,14,6,4,7,13,0,S Hooper,12,1,D,1,0,H,13,2,0,10/11/2018,3,Southampton_Watford_2018
116,2,1,Wolves,Arsenal,E0,10,5,3,11,16,1,S Attwell,12,1,D,0,0,A,9,2,0,11/11/2018,2,Arsenal_Wolves_2018
117,5,0,Everton,Chelsea,E0,15,1,4,5,11,0,K Friend,6,0,D,0,0,D,7,3,0,11/11/2018,4,Chelsea_Everton_2018
118,3,0,Fulham,Liverpool,E0,20,3,7,6,9,0,P Tierney,8,2,H,1,0,H,11,1,0,11/11/2018,1,Liverpool_Fulham_2018
119,1,1,Man United,Man City,E0,17,1,5,5,12,0,A Taylor,6,3,H,1,0,H,12,1,0,11/11/2018,1,Man City_Man United_2018
120,1,1,Leicester,Brighton,E0,14,3,3,6,7,0,C Kavanagh,8,1,D,1,1,H,10,1,0,24/11/2018,3,Brighton_Leicester_2018
121,3,0,Cardiff,Everton,E0,16,1,8,7,13,0,P Tierney,7,1,H,0,0,D,12,3,0,24/11/2018,0,Everton_Cardiff_2018
122,5,2,Southampton,Fulham,E0,10,8,5,2,6,1,M Oliver,19,3,H,2,0,H,10,3,0,24/11/2018,2,Fulham_Southampton_2018
123,3,0,Crystal Palace,Man United,E0,12,2,5,10,12,0,L Mason,13,0,D,0,0,D,13,2,0,24/11/2018,1,Man United_Crystal Palace_2018
124,4,1,Chelsea,Tottenham,E0,18,2,9,4,12,0,M Atkinson,13,3,H,2,0,H,19,3,0,24/11/2018,0,Tottenham_Chelsea_2018
125,5,3,Liverpool,Watford,E0,5,7,1,5,13,0,J Moss,10,0,A,0,1,D,12,0,0,24/11/2018,0,Watford_Liverpool_2018
126,1,4,Man City,West Ham,E0,9,6,1,8,3,3,A Marriner,9,0,A,0,0,A,6,0,0,24/11/2018,0,West Ham_Man City_2018
127,8,2,Arsenal,Bournemouth,E0,11,4,5,5,9,1,C Pawson,20,1,A,1,0,D,6,1,0,25/11/2018,2,Bournemouth_Arsenal_2018
128,5,2,Huddersfield,Wolves,E0,12,6,3,3,8,1,K Friend,14,0,A,0,0,A,9,2,0,25/11/2018,1,Wolves_Huddersfield_2018
129,5,2,Newcastle,Burnley,E0,14,3,4,5,11,2,A Taylor,17,1,A,1,0,A,6,1,0,26/11/2018,0,Burnley_Newcastle_2018
130,6,1,Wolves,Cardiff,E0,17,4,3,7,12,1,A Marriner,15,2,H,0,0,A,3,2,0,30/11/2018,1,Cardiff_Wolves_2018
131,2,0,Burnley,Crystal Palace,E0,29,0,9,10,10,0,L Probert,4,2,H,1,0,H,9,1,0,01/12/2018,1,Crystal Palace_Burnley_2018
132,6,2,Brighton,Huddersfield,E0,7,6,2,2,12,1,M Oliver,14,1,A,1,0,D,10,2,1,01/12/2018,0,Huddersfield_Brighton_2018
133,8,0,Watford,Leicester,E0,7,0,3,4,6,0,G Scott,8,2,H,2,1,H,7,1,0,01/12/2018,2,Leicester_Watford_2018
134,4,1,Bournemouth,Man City,E0,16,1,6,8,3,1,S Attwell,4,3,H,1,0,D,9,0,0,01/12/2018,0,Man City_Bournemouth_2018
135,3,3,West Ham,Newcastle,E0,16,4,4,7,10,1,P Tierney,7,0,A,0,0,A,10,3,0,01/12/2018,3,Newcastle_West Ham_2018
136,5,2,Man United,Southampton,E0,16,5,6,3,13,2,K Friend,11,2,D,2,0,D,12,4,0,01/12/2018,4,Southampton_Man United_2018
137,5,2,Tottenham,Arsenal,E0,22,6,7,8,17,2,M Dean,11,4,H,1,1,A,15,3,0,02/12/2018,3,Arsenal_Tottenham_2018
138,6,0,Fulham,Chelsea,E0,16,4,9,4,17,0,C Pawson,9,2,H,1,0,H,8,1,0,02/12/2018,2,Chelsea_Fulham_2018
139,1,0,Everton,Liverpool,E0,16,3,3,8,7,0,C Kavanagh,9,1,H,0,0,D,12,2,0,02/12/2018,3,Liverpool_Everton_2018
140,8,1,Huddersfield,Bournemouth,E0,6,6,2,4,11,1,R East,23,2,H,2,0,H,14,2,0,04/12/2018,4,Bournemouth_Huddersfield_2018
141,5,1,Crystal Palace,Brighton,E0,9,5,3,4,12,0,K Friend,18,3,H,3,0,H,14,3,1,04/12/2018,2,Brighton_Crystal Palace_2018
142,11,2,Man City,Watford,E0,11,7,7,3,8,1,P Tierney,15,1,A,0,0,A,4,1,0,04/12/2018,0,Watford_Man City_2018
143,4,1,Cardiff,West Ham,E0,17,5,11,10,10,0,G Scott,9,3,H,0,0,D,10,2,0,04/12/2018,1,West Ham_Cardiff_2018
144,9,3,Liverpool,Burnley,E0,10,12,6,5,3,0,S Attwell,18,1,A,0,0,D,10,0,0,05/12/2018,1,Burnley_Liverpool_2018
145,2,1,Newcastle,Everton,E0,19,5,3,14,18,1,L Mason,8,1,D,1,0,D,7,5,0,05/12/2018,0,Everton_Newcastle_2018
146,8,1,Leicester,Fulham,E0,25,5,7,10,7,0,D Coote,13,1,D,1,0,H,12,0,0,05/12/2018,0,Fulham_Leicester_2018
147,4,2,Arsenal,Man United,E0,10,4,7,4,10,1,A Marriner,9,2,D,1,0,D,13,3,0,05/12/2018,3,Man United_Arsenal_2018
148,6,1,Southampton,Tottenham,E0,13,5,8,8,5,0,A Taylor,18,3,H,1,0,H,7,0,0,05/12/2018,0,Tottenham_Southampton_2018
149,5,1,Chelsea,Wolves,E0,6,3,2,1,10,1,J Moss,17,2,H,0,0,A,18,4,0,05/12/2018,4,Wolves_Chelsea_2018
150,1,0,Huddersfield,Arsenal,E0,14,0,2,7,20,0,P Tierney,6,1,H,0,0,D,13,4,0,08/12/2018,5,Arsenal_Huddersfield_2018
151,6,4,Liverpool,Bournemouth,E0,8,4,2,6,11,1,L Mason,10,0,A,0,0,A,9,1,0,08/12/2018,2,Bournemouth_Liverpool_2018
152,7,0,Brighton,Burnley,E0,14,1,4,2,11,0,M Atkinson,14,1,H,1,0,H,11,0,0,08/12/2018,2,Burnley_Brighton_2018
153,7,0,Southampton,Cardiff,E0,13,1,4,7,10,0,J Moss,12,1,H,0,0,D,9,2,0,08/12/2018,2,Cardiff_Southampton_2018
154,13,0,Man City,Chelsea,E0,8,4,5,1,11,0,M Oliver,14,2,H,1,0,H,12,0,0,08/12/2018,2,Chelsea_Man City_2018
155,5,2,Tottenham,Leicester,E0,11,2,3,6,7,1,C Pawson,7,0,A,0,0,A,12,1,0,08/12/2018,3,Leicester_Tottenham_2018
156,3,1,Fulham,Man United,E0,20,4,11,10,15,0,L Probert,10,4,H,3,1,H,11,1,0,08/12/2018,1,Man United_Fulham_2018
157,3,2,Crystal Palace,West Ham,E0,13,4,6,5,8,1,A Taylor,8,3,H,0,0,A,10,2,0,08/12/2018,1,West Ham_Crystal Palace_2018
158,6,2,Wolves,Newcastle,E0,12,6,4,4,17,1,M Dean,13,1,A,1,0,D,10,5,1,09/12/2018,2,Newcastle_Wolves_2018
159,6,2,Watford,Everton,E0,12,3,5,6,13,0,K Friend,15,2,D,1,0,H,13,1,0,10/12/2018,1,Everton_Watford_2018
160,4,0,Leicester,Crystal Palace,E0,8,2,1,4,8,0,M Oliver,12,1,H,1,0,H,10,1,0,15/12/2018,2,Crystal Palace_Leicester_2018
161,4,2,West Ham,Fulham,E0,16,3,4,6,10,2,M Dean,6,0,A,0,0,A,14,1,0,15/12/2018,2,Fulham_West Ham_2018
162,1,1,Newcastle,Huddersfield,E0,15,5,5,10,13,0,A Taylor,8,0,A,0,0,D,5,1,0,15/12/2018,1,Huddersfield_Newcastle_2018
163,2,1,Everton,Man City,E0,13,2,5,6,9,0,C Pawson,9,3,H,1,0,H,7,2,0,15/12/2018,1,Man City_Everton_2018
164,3,0,Burnley,Tottenham,E0,15,0,3,8,8,0,G Scott,4,1,H,0,0,D,7,2,0,15/12/2018,0,Tottenham_Burnley_2018
165,0,2,Cardiff,Watford,E0,17,3,8,5,5,0,A Madley,10,3,H,1,0,H,7,0,0,15/12/2018,0,Watford_Cardiff_2018
166,3,0,Bournemouth,Wolves,E0,9,3,3,5,7,0,S Hooper,13,2,H,1,0,H,15,2,0,15/12/2018,1,Wolves_Bournemouth_2018
167,1,2,Chelsea,Brighton,E0,6,3,2,4,6,2,S Attwell,10,1,A,0,0,A,14,2,0,16/12/2018,2,Brighton_Chelsea_2018
168,2,1,Man United,Liverpool,E0,36,2,11,13,14,1,M Atkinson,6,3,H,1,0,D,6,2,0,16/12/2018,0,Liverpool_Man United_2018
169,5,2,Arsenal,Southampton,E0,12,4,7,4,10,1,C Kavanagh,13,3,H,2,0,H,12,1,0,16/12/2018,3,Southampton_Arsenal_2018
170,10,2,Liverpool,Wolves,E0,11,6,5,1,3,1,C Pawson,15,0,A,0,0,A,7,0,0,21/12/2018,0,Wolves_Liverpool_2018
171,3,1,Burnley,Arsenal,E0,10,2,6,1,14,0,K Friend,7,3,H,1,0,H,10,5,0,22/12/2018,2,Arsenal_Burnley_2018
172,5,0,Brighton,Bournemouth,E0,14,5,3,6,18,0,M Dean,10,2,H,1,1,H,8,0,0,22/12/2018,2,Bournemouth_Brighton_2018
173,7,5,Man United,Cardiff,E0,9,9,3,4,13,3,M Oliver,17,1,A,1,0,A,13,1,0,22/12/2018,2,Cardiff_Man United_2018
174,5,1,Leicester,Chelsea,E0,17,3,5,9,9,0,L Probert,8,0,A,0,0,D,10,2,0,22/12/2018,0,Chelsea_Leicester_2018
