,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
0,4,1,Swansea,Burnley,E0,10,9,3,7,14,0,J Moss,17,0,A,0,0,D,10,2,0,13/08/2016,3,Burnley_Swansea_2016
1,6,1,West Brom,Crystal Palace,E0,14,3,4,3,15,0,C Pawson,13,0,A,0,0,D,12,2,0,13/08/2016,2,Crystal Palace_West Brom_2016
2,6,1,Tottenham,Everton,E0,12,4,6,5,14,0,M Atkinson,13,1,D,1,0,H,10,0,0,13/08/2016,0,Everton_Tottenham_2016
3,3,1,Leicester,Hull,E0,14,5,5,5,17,0,M Dean,18,2,H,1,0,H,8,2,0,13/08/2016,2,Hull_Leicester_2016
4,6,1,Sunderland,Man City,E0,16,3,4,9,14,0,R Madley,7,2,H,1,0,H,11,2,0,13/08/2016,1,Man City_Sunderland_2016
5,6,1,Stoke,Middlesbrough,E0,12,1,2,9,14,0,K Friend,12,1,D,1,0,H,18,5,0,13/08/2016,3,Middlesbrough_Stoke_2016
6,2,1,Watford,Southampton,E0,24,1,6,6,12,1,R East,5,1,D,0,1,A,8,2,0,13/08/2016,1,Southampton_Watford_2016
7,4,4,Liverpool,Arsenal,E0,9,7,5,5,17,1,M Oliver,16,3,A,1,0,D,13,3,0,14/08/2016,3,Arsenal_Liverpool_2016
8,2,3,Man United,Bournemouth,E0,9,7,3,4,10,1,A Marriner,11,1,A,0,0,A,7,1,0,14/08/2016,0,Bournemouth_Man United_2016
9,1,1,West Ham,Chelsea,E0,16,3,6,7,16,0,A Taylor,7,2,H,0,0,D,16,2,0,15/08/2016,5,Chelsea_West Ham_2016
10,0,0,Southampton,Man United,E0,12,1,5,4,8,0,A Taylor,13,2,H,1,0,H,11,0,0,19/08/2016,0,Man United_Southampton_2016
11,12,0,Liverpool,Burnley,E0,3,5,2,1,5,0,L Mason,26,2,H,2,0,H,14,1,0,20/08/2016,0,Burnley_Liverpool_2016
12,7,0,Arsenal,Leicester,E0,8,4,1,2,7,0,M Clattenburg,13,0,D,0,0,D,11,2,0,20/08/2016,1,Leicester_Arsenal_2016
13,7,4,Man City,Stoke,E0,8,6,3,7,13,2,M Dean,12,1,A,0,0,A,12,4,0,20/08/2016,3,Stoke_Man City_2016
14,3,2,Hull,Swansea,E0,13,4,3,8,10,0,S Attwell,12,0,A,0,0,D,7,0,0,20/08/2016,0,Swansea_Hull_2016
15,4,0,Crystal Palace,Tottenham,E0,20,2,5,10,9,0,M Oliver,10,1,H,0,0,D,19,3,0,20/08/2016,3,Tottenham_Crystal Palace_2016
16,5,2,Chelsea,Watford,E0,6,4,2,0,10,0,J Moss,13,1,A,0,0,D,20,3,0,20/08/2016,4,Watford_Chelsea_2016
17,4,2,Everton,West Brom,E0,11,7,4,7,10,1,N Swarbrick,13,1,A,1,0,D,16,1,0,20/08/2016,3,West Brom_Everton_2016
18,1,2,Middlesbrough,Sunderland,E0,18,3,5,8,14,2,M Atkinson,8,1,A,0,0,A,11,1,0,21/08/2016,1,Sunderland_Middlesbrough_2016
19,6,0,Bournemouth,West Ham,E0,15,5,2,1,15,0,C Pawson,8,1,H,0,1,D,15,1,0,21/08/2016,3,West Ham_Bournemouth_2016
20,5,0,Burnley,Chelsea,E0,22,0,10,9,9,0,M Clattenburg,6,3,H,2,0,H,6,2,0,27/08/2016,2,Chelsea_Burnley_2016
21,4,1,Bournemouth,Crystal Palace,E0,24,3,5,10,10,1,M Dean,10,1,D,0,0,A,15,1,0,27/08/2016,2,Crystal Palace_Bournemouth_2016
22,2,0,Stoke,Everton,E0,21,1,9,9,11,0,M Oliver,8,1,H,0,0,D,14,1,0,27/08/2016,2,Everton_Stoke_2016
23,6,1,Man United,Hull,E0,8,9,2,1,6,0,J Moss,29,0,A,0,0,D,9,3,0,27/08/2016,2,Hull_Man United_2016
24,6,1,Swansea,Leicester,E0,13,3,6,4,10,0,R East,9,2,H,1,0,H,14,2,0,27/08/2016,2,Leicester_Swansea_2016
25,5,1,Sunderland,Southampton,E0,16,2,7,5,8,0,L Mason,5,1,D,0,0,D,15,2,0,27/08/2016,2,Southampton_Sunderland_2016
26,5,1,Liverpool,Tottenham,E0,11,3,4,5,17,1,R Madley,13,1,D,0,0,A,11,5,0,27/08/2016,3,Tottenham_Liverpool_2016
27,2,3,Arsenal,Watford,E0,14,7,6,3,15,3,K Friend,10,1,A,0,0,A,18,1,0,27/08/2016,6,Watford_Arsenal_2016
28,4,1,West Ham,Man City,E0,22,2,5,5,10,0,A Marriner,9,3,H,2,0,H,5,3,0,28/08/2016,1,Man City_West Ham_2016
29,4,0,Middlesbrough,West Brom,E0,13,2,2,5,11,0,A Taylor,7,0,D,0,0,D,12,3,0,28/08/2016,1,West Brom_Middlesbrough_2016
30,1,1,Southampton,Arsenal,E0,17,5,2,6,8,1,R Madley,11,2,H,1,0,D,10,5,0,10/09/2016,2,Arsenal_Southampton_2016
31,5,0,West Brom,Bournemouth,E0,12,2,5,10,11,0,K Friend,12,1,H,0,0,D,9,3,0,10/09/2016,1,Bournemouth_West Brom_2016
32,9,1,Hull,Burnley,E0,13,3,2,5,3,0,P Tierney,11,1,D,0,0,D,13,0,0,10/09/2016,2,Burnley_Hull_2016
33,7,1,Leicester,Liverpool,E0,17,3,11,1,8,1,C Pawson,12,4,H,2,0,H,4,2,0,10/09/2016,1,Liverpool_Leicester_2016
34,4,2,Man City,Man United,E0,14,6,3,4,10,2,M Clattenburg,18,1,A,1,0,A,15,2,0,10/09/2016,4,Man United_Man City_2016
