,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
0,3,3,Aston Villa,Arsenal,E0,16,4,4,4,18,1,A Taylor,9,1,A,1,0,D,15,5,1,17/08/2013,4,Arsenal_Aston Villa_2013
1,6,0,Stoke,Liverpool,E0,26,4,11,12,11,0,M Atkinson,10,1,H,1,0,H,11,1,0,17/08/2013,1,Liverpool_Stoke_2013
2,8,2,Everton,Norwich,E0,8,6,2,6,10,0,M Oliver,19,2,D,0,0,D,13,0,0,17/08/2013,2,Norwich_Everton_2013
3,1,1,Fulham,Sunderland,E0,20,1,3,6,14,0,N Swarbrick,5,0,A,0,0,D,14,3,0,17/08/2013,0,Sunderland_Fulham_2013
4,4,4,Man United,Swansea,E0,17,7,6,7,10,2,P Dowd,15,1,A,0,0,A,13,3,0,17/08/2013,1,Swansea_Man United_2013
5,8,1,Southampton,West Brom,E0,11,2,1,4,24,0,K Friend,7,0,A,0,0,D,14,0,0,17/08/2013,4,West Brom_Southampton_2013
6,3,0,Cardiff,West Ham,E0,18,1,4,4,7,0,H Webb,12,2,H,1,0,H,10,1,0,17/08/2013,0,West Ham_Cardiff_2013
7,1,0,Hull,Chelsea,E0,22,2,5,5,16,0,J Moss,7,2,H,2,0,H,7,1,0,18/08/2013,0,Chelsea_Hull_2013
8,7,1,Tottenham,Crystal Palace,E0,5,2,3,3,9,0,M Clattenburg,17,0,A,0,0,D,6,0,0,18/08/2013,1,Crystal Palace_Tottenham_2013
9,1,0,Newcastle,Man City,E0,20,1,11,8,7,0,A Marriner,5,4,H,2,1,H,9,3,0,19/08/2013,2,Man City_Newcastle_2013
10,2,1,Aston Villa,Chelsea,E0,15,3,3,1,13,1,K Friend,7,2,H,1,0,D,12,4,0,21/08/2013,1,Chelsea_Aston Villa_2013
11,2,1,Liverpool,Aston Villa,E0,17,1,3,8,8,1,M Clattenburg,5,0,A,0,0,A,9,3,0,24/08/2013,3,Aston Villa_Liverpool_2013
12,1,0,West Brom,Everton,E0,22,2,8,11,15,0,R East,7,0,D,0,0,D,14,1,0,24/08/2013,1,Everton_West Brom_2013
13,8,3,Arsenal,Fulham,E0,16,7,7,1,8,2,H Webb,18,1,A,0,0,A,10,2,0,24/08/2013,2,Fulham_Arsenal_2013
14,5,0,Norwich,Hull,E0,6,4,1,1,19,0,M Jones,13,1,H,1,0,H,14,1,1,24/08/2013,1,Hull_Norwich_2013
15,4,0,West Ham,Newcastle,E0,16,1,0,5,14,0,P Dowd,6,0,D,0,0,D,12,1,0,24/08/2013,0,Newcastle_West Ham_2013
16,2,1,Sunderland,Southampton,E0,17,3,6,5,13,1,L Mason,8,1,D,0,0,A,12,2,0,24/08/2013,2,Southampton_Sunderland_2013
17,0,1,Crystal Palace,Stoke,E0,14,5,5,7,6,1,A Marriner,14,2,H,0,0,A,13,0,0,24/08/2013,3,Stoke_Crystal Palace_2013
18,8,2,Man City,Cardiff,E0,9,5,6,3,9,0,L Probert,16,3,H,0,0,D,2,0,0,25/08/2013,0,Cardiff_Man City_2013
19,3,0,Swansea,Tottenham,E0,19,5,5,8,15,0,N Swarbrick,7,1,H,0,0,D,10,4,0,25/08/2013,1,Tottenham_Swansea_2013
20,1,0,Chelsea,Man United,E0,13,4,3,4,9,0,M Atkinson,8,0,D,0,0,D,9,2,0,26/08/2013,0,Man United_Chelsea_2013
21,5,0,Everton,Cardiff,E0,4,3,1,4,9,0,A Taylor,13,0,D,0,0,D,11,1,0,31/08/2013,1,Cardiff_Everton_2013
22,6,1,Sunderland,Crystal Palace,E0,17,2,6,6,6,0,L Probert,10,3,H,1,1,H,6,0,0,31/08/2013,1,Crystal Palace_Sunderland_2013
23,4,0,Hull,Man City,E0,12,2,6,7,14,0,P Dowd,7,2,H,0,0,D,15,3,0,31/08/2013,2,Man City_Hull_2013
24,2,0,Fulham,Newcastle,E0,24,2,9,13,9,0,C Foy,3,1,H,0,0,D,13,2,0,31/08/2013,2,Newcastle_Fulham_2013
25,5,0,Southampton,Norwich,E0,15,2,4,5,15,0,H Webb,11,1,H,0,0,D,11,0,0,31/08/2013,0,Norwich_Southampton_2013
26,4,1,Stoke,West Ham,E0,9,5,0,3,12,0,J Moss,15,0,A,0,0,D,10,1,0,31/08/2013,2,West Ham_Stoke_2013
27,6,0,Tottenham,Arsenal,E0,12,4,5,3,14,0,M Oliver,14,1,H,1,0,H,15,2,0,01/09/2013,2,Arsenal_Tottenham_2013
28,7,0,Man United,Liverpool,E0,10,4,5,2,15,0,A Marriner,10,1,H,1,0,H,15,4,0,01/09/2013,2,Liverpool_Man United_2013
