,AC,FTAG,AwayTeam,HomeTeam,Div,HS,AST,HST,HC,AF,HTAG,Referee,AS,FTHG,FTR,HTHG,AR,HTR,HF,AY,HR,Date,HY,idGame
56,7,0,Tottenham,West Ham,E0,22,11,15,14,11,0,M Atkinson,17,1,H,1,0,H,10,0,0,25/09/2010,2,West Ham_Tottenham_2010
57,12,2,Man United,Bolton,E0,15,6,9,7,18,1,P Dowd,12,2,D,1,0,D,16,2,0,26/09/2010,1,Bolton_Man United_2010
58,4,2,Stoke,Newcastle,E0,11,2,7,3,11,0,M Jones,8,1,A,1,0,H,8,1,0,26/09/2010,0,Newcastle_Stoke_2010
59,4,2,Aston Villa,Wolves,E0,14,8,12,5,19,1,M Halsey,10,1,A,0,0,A,15,2,0,26/09/2010,1,Wolves_Aston Villa_2010
60,5,2,Everton,Birmingham,E0,6,6,3,6,11,0,P Dowd,11,0,A,0,0,D,5,0,0,02/10/2010,0,Birmingham_Everton_2010
61,6,0,Blackburn,Stoke,E0,18,4,11,8,13,0,H Webb,7,1,H,0,0,D,8,3,0,02/10/2010,2,Stoke_Blackburn_2010
62,4,0,Man United,Sunderland,E0,14,4,8,10,6,0,C Foy,10,0,D,0,0,D,10,2,0,02/10/2010,1,Sunderland_Man United_2010
63,4,1,Aston Villa,Tottenham,E0,19,4,10,10,19,1,M Clattenburg,13,2,H,1,0,D,12,3,0,02/10/2010,1,Tottenham_Aston Villa_2010
64,4,1,Bolton,West Brom,E0,17,5,9,7,10,0,P Walton,10,1,D,0,0,D,8,2,0,02/10/2010,3,West Brom_Bolton_2010
65,3,1,Fulham,West Ham,E0,12,5,5,2,8,1,A Marriner,17,1,D,0,0,A,15,1,0,02/10/2010,3,West Ham_Fulham_2010
66,3,0,Wolves,Wigan,E0,24,0,17,3,12,0,L Mason,2,2,H,0,1,D,9,2,0,02/10/2010,1,Wigan_Wolves_2010
67,10,0,Arsenal,Chelsea,E0,11,5,6,10,12,0,M Dean,13,2,H,1,0,H,7,1,0,03/10/2010,1,Chelsea_Arsenal_2010
68,2,2,Blackpool,Liverpool,E0,19,7,10,5,10,2,M Jones,11,1,A,0,0,A,11,1,0,03/10/2010,2,Liverpool_Blackpool_2010
69,4,1,Newcastle,Man City,E0,9,4,5,4,13,1,M Atkinson,8,2,H,1,0,D,11,2,0,03/10/2010,3,Man City_Newcastle_2010
70,3,1,Birmingham,Arsenal,E0,18,4,13,7,9,1,M Atkinson,6,2,H,1,0,D,16,2,1,16/10/2010,2,Arsenal_Birmingham_2010
71,5,0,Chelsea,Aston Villa,E0,11,6,5,9,11,0,L Mason,13,0,D,0,0,D,11,3,0,16/10/2010,4,Aston Villa_Chelsea_2010
72,6,1,Stoke,Bolton,E0,11,3,6,5,8,0,P Walton,8,2,H,1,0,H,10,2,1,16/10/2010,2,Bolton_Stoke_2010
73,11,2,Tottenham,Fulham,E0,11,6,5,4,10,1,M Dean,14,1,A,1,0,D,9,1,0,16/10/2010,1,Fulham_Tottenham_2010
74,2,2,West Brom,Man United,E0,16,2,9,3,7,0,M Jones,7,2,D,2,0,H,10,2,0,16/10/2010,1,Man United_West Brom_2010
75,3,2,Wigan,Newcastle,E0,9,4,4,6,14,2,M Halsey,8,2,D,0,0,A,13,1,0,16/10/2010,2,Newcastle_Wigan_2010
76,3,1,West Ham,Wolves,E0,9,7,5,8,8,0,M Clattenburg,9,1,D,1,0,H,10,1,0,16/10/2010,0,Wolves_West Ham_2010
77,9,3,Man City,Blackpool,E0,16,8,5,3,9,0,P Dowd,13,2,A,0,0,D,9,2,0,17/10/2010,0,Blackpool_Man City_2010
78,7,0,Liverpool,Everton,E0,9,9,6,8,9,0,H Webb,15,2,H,1,0,H,10,2,0,17/10/2010,2,Everton_Liverpool_2010
79,3,0,Sunderland,Blackburn,E0,9,7,3,5,11,0,L Probert,16,0,D,0,0,D,12,1,1,18/10/2010,2,Blackburn_Sunderland_2010
80,10,0,Blackpool,Birmingham,E0,17,6,8,9,16,0,A Taylor,14,2,H,1,0,H,8,1,0,23/10/2010,1,Birmingham_Blackpool_2010
81,8,0,Wolves,Chelsea,E0,17,9,10,8,8,0,L Probert,12,2,H,1,0,H,8,2,0,23/10/2010,1,Chelsea_Wolves_2010
82,11,0,Aston Villa,Sunderland,E0,13,7,6,4,13,0,M Halsey,11,1,H,1,0,H,11,2,0,23/10/2010,1,Sunderland_Aston Villa_2010
83,4,1,Everton,Tottenham,E0,13,3,8,4,14,1,M Jones,7,1,D,1,0,D,15,1,0,23/10/2010,3,Tottenham_Everton_2010
84,5,1,Fulham,West Brom,E0,14,3,7,7,8,1,K Friend,9,2,H,2,0,H,3,0,0,23/10/2010,0,West Brom_Fulham_2010
85,6,2,Newcastle,West Ham,E0,5,8,1,2,6,1,C Foy,13,1,A,1,0,D,12,0,0,23/10/2010,0,West Ham_Newcastle_2010
86,0,1,Bolton,Wigan,E0,15,2,9,5,14,0,H Webb,9,1,D,0,0,D,8,2,0,23/10/2010,0,Wigan_Bolton_2010
87,4,1,Blackburn,Liverpool,E0,17,2,10,15,12,0,P Dowd,4,2,H,0,0,D,17,3,0,24/10/2010,2,Liverpool_Blackburn_2010
88,7,3,Arsenal,Man City,E0,9,8,6,6,10,1,M Clattenburg,12,0,A,0,0,A,11,4,1,24/10/2010,2,Man City_Arsenal_2010
89,6,2,Man United,Stoke,E0,6,5,2,5,13,1,A Marriner,12,1,A,0,0,A,6,2,0,24/10/2010,2,Stoke_Man United_2010
90,4,0,West Ham,Arsenal,E0,20,3,13,7,18,0,M Jones,6,1,H,0,0,D,14,2,0,30/10/2010,2,Arsenal_West Ham_2010
91,5,2,Chelsea,Blackburn,E0,13,9,6,4,14,1,P Walton,16,1,A,1,0,D,12,2,0,30/10/2010,2,Blackburn_Chelsea_2010
92,2,0,Stoke,Everton,E0,18,1,10,6,14,0,L Probert,9,1,H,0,0,D,16,1,0,30/10/2010,1,Everton_Stoke_2010
93,1,0,Wigan,Fulham,E0,15,3,9,7,12,0,A Marriner,8,2,H,2,0,H,7,0,0,30/10/2010,0,Fulham_Wigan_2010
94,4,0,Tottenham,Man United,E0,18,5,10,1,10,0,M Clattenburg,11,2,H,1,0,H,12,3,0,30/10/2010,0,Man United_Tottenham_2010
95,7,1,Man City,Wolves,E0,10,9,6,5,14,1,M Dean,17,2,H,1,0,D,5,2,0,30/10/2010,1,Wolves_Man City_2010
96,4,0,Birmingham,Aston Villa,E0,7,6,3,1,11,0,H Webb,10,0,D,0,0,D,13,3,0,31/10/2010,2,Aston Villa_Birmingham_2010
97,4,1,Liverpool,Bolton,E0,14,4,10,1,13,0,M Atkinson,10,0,A,0,0,D,15,2,0,31/10/2010,2,Bolton_Liverpool_2010
98,6,1,Sunderland,Newcastle,E0,16,5,12,8,18,0,P Dowd,11,5,H,3,1,H,8,6,0,31/10/2010,3,Newcastle_Sunderland_2010
99,2,1,West Brom,Blackpool,E0,21,5,8,8,13,0,M Oliver,12,2,H,1,2,H,16,3,0,01/11/2010,2,Blackpool_West Brom_2010
100,4,2,West Ham,Birmingham,E0,8,8,5,3,14,0,M Oliver,16,2,D,0,0,D,12,1,0,06/11/2010,0,Birmingham_West Ham_2010
101,6,1,Wigan,Blackburn,E0,10,10,3,3,15,0,K Friend,16,2,H,0,0,D,16,2,0,06/11/2010,0,Blackburn_Wigan_2010
102,7,2,Everton,Blackpool,E0,11,14,8,3,12,1,A Marriner,20,2,D,1,0,D,14,1,0,06/11/2010,2,Blackpool_Everton_2010
103,6,2,Tottenham,Bolton,E0,18,6,8,7,9,0,C Foy,11,4,H,1,0,H,13,0,0,06/11/2010,1,Bolton_Tottenham_2010
104,3,1,Aston Villa,Fulham,E0,14,8,10,3,4,1,P Walton,15,1,D,0,0,A,12,0,0,06/11/2010,1,Fulham_Aston Villa_2010
105,2,1,Wolves,Man United,E0,14,6,10,3,11,0,P Dowd,8,2,H,1,0,H,6,0,0,06/11/2010,1,Man United_Wolves_2010
106,9,0,Stoke,Sunderland,E0,14,5,7,6,13,0,M Atkinson,11,2,H,1,0,H,10,5,0,06/11/2010,0,Sunderland_Stoke_2010
107,2,1,Newcastle,Arsenal,E0,11,2,8,12,12,1,M Dean,7,0,A,0,0,A,16,1,1,07/11/2010,3,Arsenal_Newcastle_2010
108,5,0,Chelsea,Liverpool,E0,9,7,7,2,17,0,H Webb,11,2,H,2,0,H,15,2,0,07/11/2010,0,Liverpool_Chelsea_2010
109,1,2,Man City,West Brom,E0,13,5,7,6,16,2,L Probert,9,0,A,0,1,A,15,4,1,07/11/2010,3,West Brom_Man City_2010
110,4,2,Birmingham,Stoke,E0,19,10,12,10,8,0,M Clattenburg,14,3,H,1,0,H,6,0,0,09/11/2010,0,Stoke_Birmingham_2010
111,3,1,Sunderland,Tottenham,E0,20,4,12,17,15,0,H Webb,8,1,D,0,0,D,6,1,0,09/11/2010,2,Tottenham_Sunderland_2010
112,8,2,Blackpool,Aston Villa,E0,19,6,12,11,10,1,A Taylor,12,3,H,1,0,D,7,3,0,10/11/2010,2,Aston Villa_Blackpool_2010
113,4,0,Fulham,Chelsea,E0,19,3,10,4,15,0,M Atkinson,5,1,H,1,0,H,14,0,1,10/11/2010,2,Chelsea_Fulham_2010
114,10,1,Bolton,Everton,E0,23,5,12,15,12,0,P Dowd,10,1,D,0,0,D,8,3,1,10/11/2010,0,Everton_Bolton_2010
115,5,0,Man United,Man City,E0,6,4,4,8,12,0,C Foy,7,0,D,0,0,D,10,2,0,10/11/2010,0,Man City_Man United_2010
116,1,2,Blackburn,Newcastle,E0,9,5,3,4,15,1,M Jones,7,1,A,0,0,A,16,4,0,10/11/2010,3,Newcastle_Blackburn_2010
117,7,2,West Brom,West Ham,E0,8,6,5,6,5,1,M Dean,14,2,D,1,0,D,13,0,0,10/11/2010,3,West Ham_West Brom_2010
118,4,1,Liverpool,Wigan,E0,10,3,8,5,10,1,P Walton,8,1,D,0,0,A,7,2,0,10/11/2010,0,Wigan_Liverpool_2010
119,2,2,Arsenal,Wolves,E0,14,8,7,5,14,1,M Halsey,12,0,A,0,0,A,7,2,0,10/11/2010,1,Wolves_Arsenal_2010
120,7,2,Man United,Aston Villa,E0,12,10,6,9,9,0,M Dean,16,2,D,0,0,D,11,4,0,13/11/2010,3,Aston Villa_Man United_2010
121,4,0,Birmingham,Man City,E0,21,3,11,6,11,0,M Jones,5,0,D,0,0,D,15,0,0,13/11/2010,2,Man City_Birmingham_2010
122,5,0,Fulham,Newcastle,E0,13,8,7,5,19,0,L Probert,10,0,D,0,0,D,11,2,0,13/11/2010,2,Newcastle_Fulham_2010
123,3,0,Liverpool,Stoke,E0,14,6,7,4,10,0,M Halsey,10,2,H,0,1,D,14,3,0,13/11/2010,2,Stoke_Liverpool_2010
124,6,2,Blackburn,Tottenham,E0,20,8,12,12,11,0,A Marriner,12,4,H,2,0,H,11,2,0,13/11/2010,2,Tottenham_Blackburn_2010
125,7,0,Blackpool,West Ham,E0,17,5,4,8,7,0,K Friend,16,0,D,0,0,D,7,1,0,13/11/2010,0,West Ham_Blackpool_2010
126,5,0,West Brom,Wigan,E0,13,6,4,5,13,0,A Taylor,12,1,H,0,0,D,13,1,0,13/11/2010,1,Wigan_West Brom_2010
127,3,3,Bolton,Wolves,E0,10,7,6,12,10,1,P Walton,13,2,A,0,0,A,10,0,0,13/11/2010,1,Wolves_Bolton_2010
128,3,3,Sunderland,Chelsea,E0,14,9,7,6,13,1,C Foy,19,0,A,0,0,A,9,2,0,14/11/2010,1,Chelsea_Sunderland_2010
129,2,2,Arsenal,Everton,E0,14,8,7,9,14,1,H Webb,13,1,A,0,0,A,15,2,0,14/11/2010,2,Everton_Arsenal_2010
130,6,3,Tottenham,Arsenal,E0,12,6,7,2,16,0,P Dowd,10,2,A,2,0,H,17,1,0,20/11/2010,3,Arsenal_Tottenham_2010
131,14,0,Chelsea,Birmingham,E0,1,9,1,4,2,0,M Halsey,24,1,H,1,0,H,9,0,0,20/11/2010,2,Birmingham_Chelsea_2010
132,11,1,Wolves,Blackpool,E0,13,10,9,4,9,0,M Clattenburg,19,2,H,2,0,H,7,2,0,20/11/2010,0,Blackpool_Wolves_2010
133,3,1,Newcastle,Bolton,E0,18,1,9,2,9,0,H Webb,6,5,H,2,1,H,13,2,0,20/11/2010,0,Bolton_Newcastle_2010
134,2,0,West Ham,Liverpool,E0,19,1,11,10,8,0,L Probert,6,3,H,3,0,H,8,1,0,20/11/2010,0,Liverpool_West Ham_2010
135,1,0,Wigan,Man United,E0,17,4,12,11,14,0,M Atkinson,10,2,H,1,2,H,10,2,0,20/11/2010,0,Man United_Wigan_2010
136,3,3,Stoke,West Brom,E0,15,4,8,8,9,0,C Foy,6,0,A,0,0,D,10,0,0,20/11/2010,0,West Brom_Stoke_2010
137,8,0,Aston Villa,Blackburn,E0,14,11,5,5,10,0,M Oliver,16,2,H,1,0,H,15,1,0,21/11/2010,0,Blackburn_Aston Villa_2010
138,7,4,Man City,Fulham,E0,9,8,3,7,16,3,L Mason,11,1,A,0,0,A,13,1,0,21/11/2010,2,Fulham_Man City_2010
139,4,2,Everton,Sunderland,E0,13,8,8,4,7,1,P Walton,10,2,D,1,0,D,5,2,0,22/11/2010,0,Sunderland_Everton_2010
140,8,4,Arsenal,Aston Villa,E0,6,10,4,3,7,2,M Clattenburg,17,2,A,0,0,A,10,1,0,27/11/2010,1,Aston Villa_Arsenal_2010
141,4,2,Blackpool,Bolton,E0,24,10,14,4,14,1,M Dean,16,2,D,0,0,A,8,2,0,27/11/2010,2,Bolton_Blackpool_2010
142,2,4,West Brom,Everton,E0,12,3,4,2,18,2,L Mason,7,1,A,1,1,A,11,3,1,27/11/2010,1,Everton_West Brom_2010
143,4,1,Birmingham,Fulham,E0,11,3,7,7,9,1,H Webb,7,1,D,0,0,A,10,0,0,27/11/2010,1,Fulham_Birmingham_2010
144,2,1,Blackburn,Man United,E0,15,2,11,5,6,0,L Probert,3,7,H,3,0,H,6,2,0,27/11/2010,0,Man United_Blackburn_2010
145,2,1,Man City,Stoke,E0,16,4,9,6,10,0,P Walton,9,1,D,0,0,D,8,2,0,27/11/2010,2,Stoke_Man City_2010
146,2,1,Wigan,West Ham,E0,15,10,9,7,8,0,M Halsey,10,3,H,1,0,H,8,0,0,27/11/2010,0,West Ham_Wigan_2010
147,5,2,Sunderland,Wolves,E0,14,9,8,11,10,0,M Jones,15,3,H,0,0,D,11,3,0,27/11/2010,2,Wolves_Sunderland_2010
148,7,1,Chelsea,Newcastle,E0,5,13,3,6,11,1,A Marriner,17,1,D,1,0,D,9,1,0,28/11/2010,2,Newcastle_Chelsea_2010
149,8,1,Liverpool,Tottenham,E0,20,8,13,5,16,1,M Atkinson,12,2,H,0,0,A,6,5,0,28/11/2010,0,Tottenham_Liverpool_2010
150,7,1,Fulham,Arsenal,E0,15,7,9,3,5,1,C Foy,11,2,H,1,0,D,7,0,0,04/12/2010,0,Arsenal_Fulham_2010
151,11,1,Tottenham,Birmingham,E0,13,5,5,6,7,1,K Friend,10,1,D,0,0,A,14,1,0,04/12/2010,1,Birmingham_Tottenham_2010
152,11,0,Wolves,Blackburn,E0,10,7,7,8,11,0,H Webb,10,3,H,2,0,H,9,2,0,04/12/2010,0,Blackburn_Wolves_2010
153,2,1,Everton,Chelsea,E0,12,7,5,7,11,0,L Probert,16,1,D,1,0,H,7,4,0,04/12/2010,1,Chelsea_Everton_2010
154,8,0,Bolton,Man City,E0,19,2,10,8,18,0,A Marriner,7,1,H,1,0,H,12,2,1,04/12/2010,3,Man City_Bolton_2010
155,4,2,Stoke,Wigan,E0,15,7,8,5,10,2,M Jones,11,2,D,2,0,D,11,4,0,04/12/2010,1,Wigan_Stoke_2010
156,3,0,West Ham,Sunderland,E0,17,2,12,9,8,0,M Atkinson,8,1,H,1,0,H,6,3,0,05/12/2010,1,Sunderland_West Ham_2010
157,3,1,Newcastle,West Brom,E0,20,7,12,7,9,0,M Dean,11,3,H,1,0,H,11,5,0,05/12/2010,0,West Brom_Newcastle_2010
158,3,0,Aston Villa,Liverpool,E0,12,2,7,4,13,0,P Dowd,5,3,H,2,0,H,12,1,0,06/12/2010,0,Liverpool_Aston Villa_2010
159,13,1,West Brom,Aston Villa,E0,6,4,3,6,14,0,M Halsey,11,2,H,1,0,H,8,2,0,11/12/2010,0,Aston Villa_West Brom_2010
160,4,0,Wigan,Everton,E0,16,4,8,9,18,0,M Oliver,5,0,D,0,0,D,13,4,0,11/12/2010,2,Everton_Wigan_2010
161,3,0,Sunderland,Fulham,E0,14,2,13,4,10,0,N Swarbrick,11,0,D,0,0,D,14,1,0,11/12/2010,0,Fulham_Sunderland_2010
162,5,1,Liverpool,Newcastle,E0,8,7,5,2,13,0,L Mason,16,3,H,1,0,H,19,1,0,11/12/2010,2,Newcastle_Liverpool_2010
163,4,1,Blackpool,Stoke,E0,16,5,5,10,11,0,A Taylor,10,0,A,0,0,D,12,2,0,11/12/2010,0,Stoke_Blackpool_2010
164,6,3,Man City,West Ham,E0,13,7,3,2,13,1,P Dowd,12,1,A,0,0,A,10,3,0,11/12/2010,1,West Ham_Man City_2010
165,10,1,Blackburn,Bolton,E0,12,11,7,3,13,0,M Clattenburg,16,2,H,0,0,D,12,3,1,12/12/2010,4,Bolton_Blackburn_2010
166,7,1,Chelsea,Tottenham,E0,10,7,3,1,13,0,M Dean,13,1,D,1,0,H,9,2,0,12/12/2010,2,Tottenham_Chelsea_2010
167,2,0,Birmingham,Wolves,E0,14,0,9,7,15,0,M Atkinson,3,1,H,1,0,H,9,4,0,12/12/2010,2,Wolves_Birmingham_2010
168,4,0,Arsenal,Man United,E0,14,6,10,5,16,0,H Webb,11,1,H,1,0,H,7,4,0,13/12/2010,0,Man United_Arsenal_2010
169,4,1,West Ham,Blackburn,E0,13,3,5,9,10,0,M Dean,11,1,D,0,0,D,12,3,0,18/12/2010,2,Blackburn_West Ham_2010
170,5,0,Bolton,Sunderland,E0,13,8,5,2,13,0,C Foy,12,1,H,1,0,H,6,3,0,18/12/2010,1,Sunderland_Bolton_2010
171,0,2,Everton,Man City,E0,25,3,15,11,13,2,P Walton,4,1,A,0,1,A,8,2,1,20/12/2010,3,Man City_Everton_2010
172,4,2,Tottenham,Aston Villa,E0,26,8,15,8,11,1,M Atkinson,13,1,A,0,1,A,13,3,0,26/12/2010,3,Aston Villa_Tottenham_2010
173,3,2,Stoke,Blackburn,E0,12,9,8,5,20,0,M Jones,11,0,A,0,0,D,12,4,0,26/12/2010,1,Blackburn_Stoke_2010
174,7,0,West Brom,Bolton,E0,12,9,8,5,8,0,H Webb,15,2,H,1,0,H,8,1,0,26/12/2010,1,Bolton_West Brom_2010
175,4,3,West Ham,Fulham,E0,13,7,6,8,10,2,M Halsey,10,1,A,1,0,A,12,1,0,26/12/2010,1,Fulham_West Ham_2010
