Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2016-08-05,Fulham_Newcastle_2016,Fulham,1,1,1,1
2016-08-05,Fulham_Newcastle_2016,Newcastle,1,1,1,1
2016-08-06,Huddersfield_Brentford_2016,Huddersfield,1,1,1,1
2016-08-06,Rotherham_Wolves_2016,Rotherham,1,1,1,1
2016-08-06,Huddersfield_Brentford_2016,Brentford,1,1,1,1
2016-08-06,Ipswich_Barnsley_2016,Barnsley,1,1,1,1
2016-08-06,Reading_Preston_2016,Reading,1,1,1,1
2016-08-06,Derby_Brighton_2016,Brighton,1,1,1,1
2016-08-06,Blackburn_Norwich_2016,Norwich,1,1,1,1
2016-08-06,Birmingham_Cardiff_2016,Cardiff,1,1,1,1
2016-08-06,Rotherham_Wolves_2016,Wolves,1,1,1,1
2016-08-06,Bristol City_Wigan_2016,Wigan,1,1,1,1
2016-08-06,Ipswich_Barnsley_2016,Ipswich,1,1,1,1
2016-08-06,Reading_Preston_2016,Preston,1,1,1,1
2016-08-06,Blackburn_Norwich_2016,Blackburn,1,1,1,1
2016-08-06,Nott'm Forest_Burton_2016,Burton,1,1,1,1
2016-08-06,Nott'm Forest_Burton_2016,Nott'm Forest,1,1,1,1
2016-08-06,Derby_Brighton_2016,Derby,1,1,1,1
2016-08-06,Birmingham_Cardiff_2016,Birmingham,1,1,1,1
2016-08-06,Bristol City_Wigan_2016,Bristol City,1,1,1,1
2016-08-07,QPR_Leeds_2016,QPR,1,1,1,1
2016-08-07,Sheffield Weds_Aston Villa_2016,Sheffield Weds,1,1,1,1
2016-08-07,QPR_Leeds_2016,Leeds,1,1,1,1
2016-08-07,Sheffield Weds_Aston Villa_2016,Aston Villa,1,1,1,1
2016-08-12,Brighton_Nott'm Forest_2016,Nott'm Forest,1,1,2,2
2016-08-12,Brighton_Nott'm Forest_2016,Brighton,1,1,2,2
2016-08-13,Wolves_Reading_2016,Reading,1,1,2,2
2016-08-13,Brentford_Ipswich_2016,Ipswich,1,1,2,2
2016-08-13,Preston_Fulham_2016,Fulham,1,1,2,2
2016-08-13,Barnsley_Derby_2016,Barnsley,1,1,2,2
2016-08-13,Norwich_Sheffield Weds_2016,Sheffield Weds,1,1,2,2
2016-08-13,Brentford_Ipswich_2016,Brentford,1,1,2,2
2016-08-13,Burton_Bristol City_2016,Burton,1,1,2,2
2016-08-13,Preston_Fulham_2016,Preston,1,1,2,2
2016-08-13,Burton_Bristol City_2016,Bristol City,1,1,2,2
2016-08-13,Wolves_Reading_2016,Wolves,1,1,2,2
2016-08-13,Wigan_Blackburn_2016,Blackburn,1,1,2,2
2016-08-13,Newcastle_Huddersfield_2016,Huddersfield,1,1,2,2
2016-08-13,Barnsley_Derby_2016,Derby,1,1,2,2
2016-08-13,Leeds_Birmingham_2016,Leeds,1,1,2,2
2016-08-13,Norwich_Sheffield Weds_2016,Norwich,1,1,2,2
2016-08-13,Newcastle_Huddersfield_2016,Newcastle,1,1,2,2
2016-08-13,Aston Villa_Rotherham_2016,Aston Villa,1,1,2,2
2016-08-13,Aston Villa_Rotherham_2016,Rotherham,1,1,2,2
2016-08-13,Leeds_Birmingham_2016,Birmingham,1,1,2,2
2016-08-13,Wigan_Blackburn_2016,Wigan,1,1,2,2
2016-08-14,Cardiff_QPR_2016,QPR,1,1,2,2
2016-08-14,Cardiff_QPR_2016,Cardiff,1,1,2,2
2016-08-16,Wolves_Ipswich_2016,Wolves,2,1,3,3
2016-08-16,Brentford_Nott'm Forest_2016,Brentford,2,1,3,3
2016-08-16,Wolves_Ipswich_2016,Ipswich,1,2,3,3
2016-08-16,Wigan_Birmingham_2016,Wigan,2,1,3,3
2016-08-16,Norwich_Bristol City_2016,Bristol City,1,2,3,3
2016-08-16,Preston_Derby_2016,Preston,2,1,3,3
2016-08-16,Brighton_Rotherham_2016,Rotherham,1,2,3,3
2016-08-16,Leeds_Fulham_2016,Fulham,1,2,3,3
2016-08-16,Brentford_Nott'm Forest_2016,Nott'm Forest,1,2,3,3
2016-08-16,Preston_Derby_2016,Derby,1,2,3,3
2016-08-16,Burton_Sheffield Weds_2016,Sheffield Weds,1,2,3,3
2016-08-16,Norwich_Bristol City_2016,Norwich,2,1,3,3
2016-08-16,Aston Villa_Huddersfield_2016,Huddersfield,1,2,3,3
2016-08-16,Leeds_Fulham_2016,Leeds,2,1,3,3
2016-08-16,Burton_Sheffield Weds_2016,Burton,2,1,3,3
2016-08-16,Aston Villa_Huddersfield_2016,Aston Villa,2,1,3,3
2016-08-16,Brighton_Rotherham_2016,Brighton,2,1,3,3
2016-08-16,Wigan_Birmingham_2016,Birmingham,1,2,3,3
2016-08-17,Barnsley_QPR_2016,QPR,1,2,3,3
2016-08-17,Newcastle_Reading_2016,Reading,1,2,3,3
2016-08-17,Barnsley_QPR_2016,Barnsley,2,1,3,3
2016-08-17,Newcastle_Reading_2016,Newcastle,2,1,3,3
2016-08-17,Cardiff_Blackburn_2016,Cardiff,2,1,3,3
2016-08-17,Cardiff_Blackburn_2016,Blackburn,1,2,3,3
2016-08-20,Sheffield Weds_Leeds_2016,Sheffield Weds,2,2,4,3
2016-08-20,Fulham_Cardiff_2016,Fulham,2,2,4,3
2016-08-20,Birmingham_Wolves_2016,Wolves,2,2,4,3
2016-08-20,Huddersfield_Barnsley_2016,Huddersfield,2,2,4,3
2016-08-20,Reading_Brighton_2016,Brighton,2,2,4,3
2016-08-20,Bristol City_Newcastle_2016,Bristol City,2,2,4,3
2016-08-20,Nott'm Forest_Wigan_2016,Wigan,2,2,4,3
2016-08-20,Rotherham_Brentford_2016,Brentford,2,2,4,3
2016-08-20,Derby_Aston Villa_2016,Aston Villa,2,2,4,3
2016-08-20,Huddersfield_Barnsley_2016,Barnsley,2,2,4,3
2016-08-20,Fulham_Cardiff_2016,Cardiff,2,2,4,3
2016-08-20,Blackburn_Burton_2016,Burton,2,2,4,3
2016-08-20,Birmingham_Wolves_2016,Birmingham,2,2,4,3
2016-08-20,QPR_Preston_2016,QPR,2,2,4,3
2016-08-20,QPR_Preston_2016,Preston,2,2,4,3
2016-08-20,Nott'm Forest_Wigan_2016,Nott'm Forest,2,2,4,3
2016-08-20,Rotherham_Brentford_2016,Rotherham,2,2,4,3
2016-08-20,Blackburn_Burton_2016,Blackburn,2,2,4,3
2016-08-20,Derby_Aston Villa_2016,Derby,2,2,4,3
2016-08-20,Reading_Brighton_2016,Reading,2,2,4,3
2016-08-20,Bristol City_Newcastle_2016,Newcastle,2,2,4,3
2016-08-20,Sheffield Weds_Leeds_2016,Leeds,2,2,4,3
2016-08-21,Ipswich_Norwich_2016,Norwich,2,2,4,3
2016-08-21,Ipswich_Norwich_2016,Ipswich,2,2,4,3
2016-08-26,Burton_Derby_2016,Derby,2,3,5,4
2016-08-26,Burton_Derby_2016,Burton,3,2,5,4
2016-08-27,Bristol City_Aston Villa_2016,Bristol City,3,2,5,4
2016-08-27,Bristol City_Aston Villa_2016,Aston Villa,2,3,5,4
2016-08-27,Brentford_Sheffield Weds_2016,Sheffield Weds,2,3,5,4
2016-08-27,Birmingham_Norwich_2016,Norwich,2,3,5,4
2016-08-27,Ipswich_Preston_2016,Preston,2,3,5,4
2016-08-27,Cardiff_Reading_2016,Reading,2,3,5,4
2016-08-27,Ipswich_Preston_2016,Ipswich,3,2,5,4
2016-08-27,Huddersfield_Wolves_2016,Wolves,2,3,5,4
2016-08-27,Barnsley_Rotherham_2016,Barnsley,3,2,5,4
2016-08-27,Huddersfield_Wolves_2016,Huddersfield,3,2,5,4
2016-08-27,Newcastle_Brighton_2016,Newcastle,3,2,5,4
2016-08-27,Wigan_QPR_2016,Wigan,3,2,5,4
2016-08-27,Wigan_QPR_2016,QPR,2,3,5,4
2016-08-27,Birmingham_Norwich_2016,Birmingham,3,2,5,4
2016-08-27,Nott'm Forest_Leeds_2016,Leeds,2,3,5,4
2016-08-27,Nott'm Forest_Leeds_2016,Nott'm Forest,3,2,5,4
2016-08-27,Blackburn_Fulham_2016,Fulham,2,3,5,4
2016-08-27,Barnsley_Rotherham_2016,Rotherham,2,3,5,4
2016-08-27,Newcastle_Brighton_2016,Brighton,2,3,5,4
2016-08-27,Brentford_Sheffield Weds_2016,Brentford,3,2,5,4
2016-08-27,Blackburn_Fulham_2016,Blackburn,3,2,5,4
2016-08-27,Cardiff_Reading_2016,Cardiff,3,2,5,4
2016-09-09,Reading_Ipswich_2016,Reading,3,3,6,6
