Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2019-08-16,Denizlispor_Galatasaray_2019,Denizlispor,1,1,1,1
2019-08-16,Denizlispor_Galatasaray_2019,Galatasaray,1,1,1,1
2019-08-17,Kayserispor_Alanyaspor_2019,Kayserispor,1,1,1,1
2019-08-17,Sivasspor_Besiktas_2019,Besiktas,1,1,1,1
2019-08-17,Sivasspor_Besiktas_2019,Sivasspor,1,1,1,1
2019-08-17,Kayserispor_Alanyaspor_2019,Alanyaspor,1,1,1,1
2019-08-17,Genclerbirligi_Rizespor_2019,Rizespor,1,1,1,1
2019-08-17,Genclerbirligi_Rizespor_2019,Genclerbirligi,1,1,1,1
2019-08-18,Goztep_Antalyaspor_2019,Goztep,1,1,1,1
2019-08-18,Konyaspor_Ankaragucu_2019,Konyaspor,1,1,1,1
2019-08-18,Goztep_Antalyaspor_2019,Antalyaspor,1,1,1,1
2019-08-18,Yeni Malatyaspor_Buyuksehyr_2019,Yeni Malatyaspor,1,1,1,1
2019-08-18,Konyaspor_Ankaragucu_2019,Ankaragucu,1,1,1,1
2019-08-18,Kasimpasa_Trabzonspor_2019,Kasimpasa,1,1,1,1
2019-08-18,Kasimpasa_Trabzonspor_2019,Trabzonspor,1,1,1,1
2019-08-18,Yeni Malatyaspor_Buyuksehyr_2019,Buyuksehyr,1,1,1,1
2019-08-19,Fenerbahce_Gaziantep_2019,Gaziantep,1,1,1,1
2019-08-19,Fenerbahce_Gaziantep_2019,Fenerbahce,1,1,1,1
2019-08-23,Besiktas_Goztep_2019,Besiktas,1,1,2,2
2019-08-23,Besiktas_Goztep_2019,Goztep,1,1,2,2
2019-08-24,Ankaragucu_Kayserispor_2019,Kayserispor,1,1,2,2
2019-08-24,Alanyaspor_Kasimpasa_2019,Kasimpasa,1,1,2,2
2019-08-24,Buyuksehyr_Fenerbahce_2019,Buyuksehyr,1,1,2,2
2019-08-24,Alanyaspor_Kasimpasa_2019,Alanyaspor,1,1,2,2
2019-08-24,Ankaragucu_Kayserispor_2019,Ankaragucu,1,1,2,2
2019-08-24,Buyuksehyr_Fenerbahce_2019,Fenerbahce,1,1,2,2
2019-08-25,Trabzonspor_Yeni Malatyaspor_2019,Yeni Malatyaspor,1,1,2,2
2019-08-25,Rizespor_Sivasspor_2019,Sivasspor,1,1,2,2
2019-08-25,Rizespor_Sivasspor_2019,Rizespor,1,1,2,2
2019-08-25,Galatasaray_Konyaspor_2019,Konyaspor,1,1,2,2
2019-08-25,Galatasaray_Konyaspor_2019,Galatasaray,1,1,2,2
2019-08-25,Trabzonspor_Yeni Malatyaspor_2019,Trabzonspor,1,1,2,2
2019-08-25,Antalyaspor_Denizlispor_2019,Antalyaspor,1,1,2,2
2019-08-25,Antalyaspor_Denizlispor_2019,Denizlispor,1,1,2,2
2019-08-26,Gaziantep_Genclerbirligi_2019,Gaziantep,1,1,2,2
2019-08-26,Gaziantep_Genclerbirligi_2019,Genclerbirligi,1,1,2,2
2019-08-30,Kayserispor_Galatasaray_2019,Galatasaray,1,2,3,3
2019-08-30,Kasimpasa_Ankaragucu_2019,Ankaragucu,1,2,3,3
2019-08-30,Kasimpasa_Ankaragucu_2019,Kasimpasa,2,1,3,3
2019-08-30,Kayserispor_Galatasaray_2019,Kayserispor,2,1,3,3
2019-08-31,Goztep_Denizlispor_2019,Goztep,2,1,3,3
2019-08-31,Besiktas_Rizespor_2019,Rizespor,1,2,3,3
2019-08-31,Konyaspor_Antalyaspor_2019,Konyaspor,2,1,3,3
2019-08-31,Konyaspor_Antalyaspor_2019,Antalyaspor,1,2,3,3
2019-08-31,Besiktas_Rizespor_2019,Besiktas,2,1,3,3
2019-08-31,Goztep_Denizlispor_2019,Denizlispor,1,2,3,3
