Date,idGame,team,Round_as_Home,Round_as_Away,Round_as_Total,Round_by_Week_Total
2017-08-11,Buyuksehyr_Bursaspor_2017,Bursaspor,1,1,1,1
2017-08-11,Buyuksehyr_Bursaspor_2017,Buyuksehyr,1,1,1,1
2017-08-12,Genclerbirligi_Karabukspor_2017,Karabukspor,1,1,1,1
2017-08-12,Genclerbirligi_Karabukspor_2017,Genclerbirligi,1,1,1,1
2017-08-12,Alanyaspor_Kasimpasa_2017,Alanyaspor,1,1,1,1
2017-08-12,Akhisar Belediyespor_Sivasspor_2017,Sivasspor,1,1,1,1
2017-08-12,Akhisar Belediyespor_Sivasspor_2017,Akhisar Belediyespor,1,1,1,1
2017-08-12,Goztep_Fenerbahce_2017,Fenerbahce,1,1,1,1
2017-08-12,Goztep_Fenerbahce_2017,Goztep,1,1,1,1
2017-08-12,Alanyaspor_Kasimpasa_2017,Kasimpasa,1,1,1,1
2017-08-13,Yeni Malatyaspor_Osmanlispor_2017,Osmanlispor,1,1,1,1
2017-08-13,Besiktas_Antalyaspor_2017,Besiktas,1,1,1,1
2017-08-13,Yeni Malatyaspor_Osmanlispor_2017,Yeni Malatyaspor,1,1,1,1
2017-08-13,Besiktas_Antalyaspor_2017,Antalyaspor,1,1,1,1
2017-08-13,Trabzonspor_Konyaspor_2017,Konyaspor,1,1,1,1
2017-08-13,Trabzonspor_Konyaspor_2017,Trabzonspor,1,1,1,1
2017-08-14,Galatasaray_Kayserispor_2017,Galatasaray,1,1,1,1
2017-08-14,Galatasaray_Kayserispor_2017,Kayserispor,1,1,1,1
2017-08-18,Kasimpasa_Besiktas_2017,Besiktas,1,1,2,2
2017-08-18,Kasimpasa_Besiktas_2017,Kasimpasa,1,1,2,2
2017-08-19,Bursaspor_Alanyaspor_2017,Alanyaspor,1,1,2,2
2017-08-19,Osmanlispor_Galatasaray_2017,Osmanlispor,1,1,2,2
2017-08-19,Osmanlispor_Galatasaray_2017,Galatasaray,1,1,2,2
2017-08-19,Sivasspor_Yeni Malatyaspor_2017,Yeni Malatyaspor,1,1,2,2
2017-08-19,Sivasspor_Yeni Malatyaspor_2017,Sivasspor,1,1,2,2
2017-08-19,Bursaspor_Alanyaspor_2017,Bursaspor,1,1,2,2
2017-08-19,Karabukspor_Buyuksehyr_2017,Karabukspor,1,1,2,2
2017-08-19,Karabukspor_Buyuksehyr_2017,Buyuksehyr,1,1,2,2
2017-08-20,Fenerbahce_Trabzonspor_2017,Trabzonspor,1,1,2,2
2017-08-20,Fenerbahce_Trabzonspor_2017,Fenerbahce,1,1,2,2
2017-08-20,Kayserispor_Goztep_2017,Kayserispor,1,1,2,2
2017-08-20,Kayserispor_Goztep_2017,Goztep,1,1,2,2
2017-08-20,Antalyaspor_Akhisar Belediyespor_2017,Antalyaspor,1,1,2,2
2017-08-20,Antalyaspor_Akhisar Belediyespor_2017,Akhisar Belediyespor,1,1,2,2
2017-08-21,Konyaspor_Genclerbirligi_2017,Genclerbirligi,1,1,2,2
2017-08-21,Konyaspor_Genclerbirligi_2017,Konyaspor,1,1,2,2
2017-08-25,Galatasaray_Sivasspor_2017,Galatasaray,2,1,3,3
2017-08-25,Galatasaray_Sivasspor_2017,Sivasspor,1,2,3,3
2017-08-25,Alanyaspor_Karabukspor_2017,Karabukspor,1,2,3,3
2017-08-25,Alanyaspor_Karabukspor_2017,Alanyaspor,2,1,3,3
2017-08-26,Yeni Malatyaspor_Antalyaspor_2017,Yeni Malatyaspor,2,1,3,3
2017-08-26,Goztep_Trabzonspor_2017,Trabzonspor,1,2,3,3
2017-08-26,Besiktas_Bursaspor_2017,Besiktas,2,1,3,3
2017-08-26,Kayserispor_Osmanlispor_2017,Osmanlispor,1,2,3,3
2017-08-26,Besiktas_Bursaspor_2017,Bursaspor,1,2,3,3
2017-08-26,Yeni Malatyaspor_Antalyaspor_2017,Antalyaspor,1,2,3,3
2017-08-26,Goztep_Trabzonspor_2017,Goztep,2,1,3,3
2017-08-26,Kayserispor_Osmanlispor_2017,Kayserispor,2,1,3,3
2017-08-27,Buyuksehyr_Konyaspor_2017,Konyaspor,1,2,3,3
2017-08-27,Genclerbirligi_Fenerbahce_2017,Fenerbahce,1,2,3,3
2017-08-27,Akhisar Belediyespor_Kasimpasa_2017,Kasimpasa,1,2,3,3
2017-08-27,Akhisar Belediyespor_Kasimpasa_2017,Akhisar Belediyespor,2,1,3,3
2017-08-27,Buyuksehyr_Konyaspor_2017,Buyuksehyr,2,1,3,3
2017-08-27,Genclerbirligi_Fenerbahce_2017,Genclerbirligi,2,1,3,3
2017-09-09,Fenerbahce_Buyuksehyr_2017,Fenerbahce,2,2,4,5
2017-09-09,Konyaspor_Alanyaspor_2017,Konyaspor,2,2,4,5
2017-09-09,Sivasspor_Kayserispor_2017,Kayserispor,2,2,4,5
2017-09-09,Konyaspor_Alanyaspor_2017,Alanyaspor,2,2,4,5
2017-09-09,Sivasspor_Kayserispor_2017,Sivasspor,2,2,4,5
2017-09-09,Fenerbahce_Buyuksehyr_2017,Buyuksehyr,2,2,4,5
2017-09-09,Karabukspor_Besiktas_2017,Besiktas,2,2,4,5
2017-09-09,Karabukspor_Besiktas_2017,Karabukspor,2,2,4,5
2017-09-10,Bursaspor_Akhisar Belediyespor_2017,Bursaspor,2,2,4,5
2017-09-10,Osmanlispor_Goztep_2017,Goztep,2,2,4,5
2017-09-10,Antalyaspor_Galatasaray_2017,Antalyaspor,2,2,4,5
2017-09-10,Trabzonspor_Genclerbirligi_2017,Trabzonspor,2,2,4,5
2017-09-10,Antalyaspor_Galatasaray_2017,Galatasaray,2,2,4,5
2017-09-10,Osmanlispor_Goztep_2017,Osmanlispor,2,2,4,5
2017-09-10,Trabzonspor_Genclerbirligi_2017,Genclerbirligi,2,2,4,5
2017-09-10,Bursaspor_Akhisar Belediyespor_2017,Akhisar Belediyespor,2,2,4,5
2017-09-11,Kasimpasa_Yeni Malatyaspor_2017,Kasimpasa,2,2,4,5
2017-09-11,Kasimpasa_Yeni Malatyaspor_2017,Yeni Malatyaspor,2,2,4,5
2017-09-15,Kayserispor_Antalyaspor_2017,Kayserispor,3,2,5,6
2017-09-15,Kayserispor_Antalyaspor_2017,Antalyaspor,2,3,5,6
2017-09-16,Yeni Malatyaspor_Bursaspor_2017,Yeni Malatyaspor,3,2,5,6
2017-09-16,Galatasaray_Kasimpasa_2017,Galatasaray,3,2,5,6
2017-09-16,Yeni Malatyaspor_Bursaspor_2017,Bursaspor,2,3,5,6
2017-09-16,Akhisar Belediyespor_Karabukspor_2017,Akhisar Belediyespor,3,2,5,6
2017-09-16,Galatasaray_Kasimpasa_2017,Kasimpasa,2,3,5,6
2017-09-16,Akhisar Belediyespor_Karabukspor_2017,Karabukspor,2,3,5,6
2017-09-17,Alanyaspor_Fenerbahce_2017,Fenerbahce,2,3,5,6
2017-09-17,Osmanlispor_Sivasspor_2017,Osmanlispor,3,2,5,6
2017-09-17,Osmanlispor_Sivasspor_2017,Sivasspor,2,3,5,6
2017-09-17,Goztep_Genclerbirligi_2017,Genclerbirligi,2,3,5,6
2017-09-17,Buyuksehyr_Trabzonspor_2017,Trabzonspor,2,3,5,6
2017-09-17,Buyuksehyr_Trabzonspor_2017,Buyuksehyr,3,2,5,6
2017-09-17,Alanyaspor_Fenerbahce_2017,Alanyaspor,3,2,5,6
2017-09-17,Goztep_Genclerbirligi_2017,Goztep,3,2,5,6
2017-09-18,Besiktas_Konyaspor_2017,Konyaspor,2,3,5,6
2017-09-18,Besiktas_Konyaspor_2017,Besiktas,3,2,5,6
