,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,18:30:00,4,Galatasaray,12,1,2,0,0,0,0,5,9,H,7,2019-08-16,Denizlispor,T1,4,5,6,15,D,2,Denizlispor_Galatasaray_2019
1,17:15:00,4,Rizespor,16,0,0,1,0,1,0,2,14,A,11,2019-08-17,Genclerbirligi,T1,5,1,4,8,D,2,Genclerbirligi_Rizespor_2019
2,19:45:00,4,Alanyaspor,13,0,0,1,0,0,0,1,10,A,14,2019-08-17,Kayserispor,T1,7,3,6,6,D,9,Kayserispor_Alanyaspor_2019
3,19:45:00,4,Besiktas,15,0,3,0,1,0,0,3,9,H,13,2019-08-17,Sivasspor,T1,3,8,7,13,H,0,Sivasspor_Besiktas_2019
4,17:15:00,0,Ankaragucu,7,0,0,0,0,0,0,2,14,D,9,2019-08-18,Konyaspor,T1,1,4,4,23,D,1,Konyaspor_Ankaragucu_2019
5,19:45:00,3,Antalyaspor,15,0,0,1,0,0,1,3,13,A,10,2019-08-18,Goztep,T1,3,1,5,7,A,5,Goztep_Antalyaspor_2019
6,19:45:00,2,Trabzonspor,14,0,1,1,1,0,1,0,17,D,17,2019-08-18,Kasimpasa,T1,2,7,5,15,D,9,Kasimpasa_Trabzonspor_2019
7,19:45:00,3,Buyuksehyr,11,1,3,0,0,0,0,2,15,H,15,2019-08-18,Yeni Malatyaspor,T1,4,5,2,9,D,11,Yeni Malatyaspor_Buyuksehyr_2019
8,18:00:00,1,Gaziantep,14,0,5,0,3,0,0,4,18,H,4,2019-08-19,Fenerbahce,T1,0,9,4,18,H,2,Fenerbahce_Gaziantep_2019
9,18:30:00,1,Goztep,19,0,3,0,1,0,0,1,9,H,12,2019-08-23,Besiktas,T1,3,4,8,8,H,3,Besiktas_Goztep_2019
10,17:15:00,3,Kayserispor,18,0,1,1,0,0,0,1,9,D,15,2019-08-24,Ankaragucu,T1,5,5,1,15,D,7,Ankaragucu_Kayserispor_2019
11,19:45:00,4,Kasimpasa,13,0,4,1,1,0,1,4,11,H,6,2019-08-24,Alanyaspor,T1,1,8,1,18,D,4,Alanyaspor_Kasimpasa_2019
12,19:45:00,0,Fenerbahce,11,0,1,2,1,0,0,0,10,A,13,2019-08-24,Buyuksehyr,T1,3,4,4,12,H,4,Buyuksehyr_Fenerbahce_2019
13,17:15:00,2,Sivasspor,15,0,2,1,0,0,0,2,11,H,15,2019-08-25,Rizespor,T1,2,5,1,11,D,12,Rizespor_Sivasspor_2019
14,17:15:00,1,Yeni Malatyaspor,5,0,2,1,1,0,0,2,13,H,13,2019-08-25,Trabzonspor,T1,2,5,4,16,H,5,Trabzonspor_Yeni Malatyaspor_2019
15,19:45:00,1,Denizlispor,13,0,0,2,0,0,1,3,14,A,8,2019-08-25,Antalyaspor,T1,2,3,5,19,A,3,Antalyaspor_Denizlispor_2019
16,19:45:00,1,Konyaspor,8,0,1,1,0,1,0,3,11,D,16,2019-08-25,Galatasaray,T1,4,6,2,18,D,5,Galatasaray_Konyaspor_2019
17,18:00:00,1,Genclerbirligi,17,2,4,1,2,0,0,1,8,H,12,2019-08-26,Gaziantep,T1,4,7,4,15,H,6,Gaziantep_Genclerbirligi_2019
18,18:30:00,1,Ankaragucu,10,0,0,1,0,0,1,5,26,A,4,2019-08-30,Kasimpasa,T1,2,7,10,27,A,1,Kasimpasa_Ankaragucu_2019
19,18:30:00,8,Galatasaray,21,1,2,3,1,3,0,6,13,A,20,2019-08-30,Kayserispor,T1,10,4,1,8,H,4,Kayserispor_Galatasaray_2019
20,17:15:00,2,Antalyaspor,13,0,2,2,0,0,1,2,14,D,15,2019-08-31,Konyaspor,T1,6,4,5,17,A,7,Konyaspor_Antalyaspor_2019
21,19:45:00,5,Rizespor,16,0,1,1,0,0,1,1,10,D,6,2019-08-31,Besiktas,T1,2,4,11,20,A,2,Besiktas_Rizespor_2019
22,19:45:00,2,Denizlispor,13,1,0,0,0,0,0,3,14,D,5,2019-08-31,Goztep,T1,1,2,5,17,D,1,Goztep_Denizlispor_2019
23,17:15:00,5,Buyuksehyr,26,0,1,2,1,0,0,2,17,A,22,2019-09-01,Genclerbirligi,T1,9,5,4,8,H,5,Genclerbirligi_Buyuksehyr_2019
24,17:15:00,3,Gaziantep,14,0,1,1,0,0,1,4,19,D,11,2019-09-01,Sivasspor,T1,4,5,7,22,A,5,Sivasspor_Gaziantep_2019
25,19:45:00,1,Trabzonspor,14,0,1,1,1,0,1,3,9,D,10,2019-09-01,Fenerbahce,T1,5,9,6,21,D,3,Fenerbahce_Trabzonspor_2019
26,19:45:00,4,Alanyaspor,18,0,2,3,0,0,3,2,13,A,8,2019-09-01,Yeni Malatyaspor,T1,5,8,5,14,A,3,Yeni Malatyaspor_Alanyaspor_2019
27,18:30:00,2,Kasimpasa,15,0,1,0,1,0,0,3,18,H,9,2019-09-13,Galatasaray,T1,2,4,3,14,H,5,Galatasaray_Kasimpasa_2019
28,15:00:00,2,Sivasspor,13,0,1,1,0,0,1,2,15,D,9,2019-09-14,Buyuksehyr,T1,2,5,7,13,A,4,Buyuksehyr_Sivasspor_2019
29,18:00:00,3,Kayserispor,14,0,2,2,1,0,1,1,15,D,5,2019-09-14,Antalyaspor,T1,3,5,11,18,D,3,Antalyaspor_Kayserispor_2019
30,18:00:00,4,Besiktas,15,2,3,2,1,1,0,4,9,H,12,2019-09-14,Gaziantep,T1,5,5,4,14,H,14,Gaziantep_Besiktas_2019
31,15:00:00,4,Yeni Malatyaspor,12,0,0,4,0,1,3,3,12,A,18,2019-09-15,Ankaragucu,T1,10,2,4,11,A,2,Ankaragucu_Yeni Malatyaspor_2019
32,15:00:00,3,Goztep,21,0,0,0,0,0,0,4,10,D,3,2019-09-15,Rizespor,T1,1,2,3,9,D,3,Rizespor_Goztep_2019
33,18:00:00,4,Konyaspor,13,0,0,1,0,0,0,2,4,A,10,2019-09-15,Denizlispor,T1,4,2,3,8,D,5,Denizlispor_Konyaspor_2019
34,18:00:00,2,Genclerbirligi,11,0,2,2,1,0,1,2,15,D,14,2019-09-15,Trabzonspor,T1,6,9,2,17,D,4,Trabzonspor_Genclerbirligi_2019
35,18:00:00,1,Fenerbahce,13,0,3,1,1,0,1,1,14,H,11,2019-09-16,Alanyaspor,T1,4,6,3,12,D,3,Alanyaspor_Fenerbahce_2019
36,18:30:00,1,Konyaspor,9,0,1,0,0,1,0,3,14,H,9,2019-09-20,Goztep,T1,1,10,9,16,D,1,Goztep_Konyaspor_2019
37,13:00:00,2,Antalyaspor,17,0,3,0,0,0,0,3,15,H,10,2019-09-21,Kasimpasa,T1,3,7,4,15,D,10,Kasimpasa_Antalyaspor_2019
38,15:30:00,2,Denizlispor,19,0,1,1,1,0,0,1,13,D,18,2019-09-21,Kayserispor,T1,5,5,3,12,H,4,Kayserispor_Denizlispor_2019
39,18:00:00,2,Ankaragucu,11,0,2,1,1,0,1,3,11,H,6,2019-09-21,Fenerbahce,T1,3,8,8,30,D,1,Fenerbahce_Ankaragucu_2019
40,12:00:00,2,Gaziantep,9,0,1,2,0,0,2,2,13,A,5,2019-09-22,Rizespor,T1,4,4,8,15,A,4,Rizespor_Gaziantep_2019
41,14:30:00,3,Alanyaspor,5,0,1,1,1,0,0,3,22,D,14,2019-09-22,Genclerbirligi,T1,5,5,1,12,H,5,Genclerbirligi_Alanyaspor_2019
42,17:00:00,1,Galatasaray,16,0,1,1,0,0,1,3,16,D,12,2019-09-22,Yeni Malatyaspor,T1,3,4,8,16,A,3,Yeni Malatyaspor_Galatasaray_2019
43,18:00:00,4,Buyuksehyr,9,0,1,1,0,0,0,5,18,D,11,2019-09-23,Besiktas,T1,7,2,0,8,D,4,Besiktas_Buyuksehyr_2019
44,18:00:00,3,Trabzonspor,16,0,2,1,1,0,1,3,18,H,15,2019-09-23,Sivasspor,T1,4,6,4,16,D,5,Sivasspor_Trabzonspor_2019
45,18:30:00,0,Rizespor,9,0,5,0,2,0,0,2,14,H,13,2019-09-27,Buyuksehyr,T1,1,7,4,16,H,6,Buyuksehyr_Rizespor_2019
46,13:00:00,0,Kasimpasa,10,0,0,1,0,0,0,2,19,A,16,2019-09-28,Denizlispor,T1,7,7,4,16,D,5,Denizlispor_Kasimpasa_2019
47,15:30:00,3,Sivasspor,19,0,1,1,0,0,1,4,17,D,8,2019-09-28,Alanyaspor,T1,4,11,11,29,A,3,Alanyaspor_Sivasspor_2019
48,18:00:00,2,Fenerbahce,18,0,0,0,0,0,0,1,13,D,12,2019-09-28,Galatasaray,T1,3,3,4,5,D,5,Galatasaray_Fenerbahce_2019
49,12:00:00,4,Kayserispor,10,2,2,1,1,0,1,7,19,H,7,2019-09-29,Konyaspor,T1,3,8,5,24,D,3,Konyaspor_Kayserispor_2019
50,14:30:00,1,Genclerbirligi,15,0,2,1,0,0,0,2,11,H,17,2019-09-29,Ankaragucu,T1,6,5,4,12,D,9,Ankaragucu_Genclerbirligi_2019
51,14:30:00,2,Yeni Malatyaspor,14,1,3,0,1,0,0,2,14,H,11,2019-09-29,Antalyaspor,T1,1,5,2,11,H,4,Antalyaspor_Yeni Malatyaspor_2019
52,17:00:00,6,Besiktas,23,0,4,1,2,0,0,3,10,H,12,2019-09-29,Trabzonspor,T1,4,5,2,13,H,8,Trabzonspor_Besiktas_2019
53,18:00:00,2,Goztep,12,1,1,1,0,0,0,4,9,D,4,2019-09-30,Gaziantep,T1,2,2,5,15,D,5,Gaziantep_Goztep_2019
54,18:30:00,1,Antalyaspor,10,0,0,1,0,0,1,2,17,A,7,2019-10-04,Fenerbahce,T1,5,6,10,25,A,3,Fenerbahce_Antalyaspor_2019
55,18:30:00,2,Denizlispor,20,0,5,1,2,0,0,6,13,H,9,2019-10-04,Yeni Malatyaspor,T1,4,7,6,15,H,3,Yeni Malatyaspor_Denizlispor_2019
56,13:00:00,5,Konyaspor,11,0,1,4,1,0,3,4,10,A,14,2019-10-05,Kasimpasa,T1,9,8,9,17,A,2,Kasimpasa_Konyaspor_2019
57,15:30:00,1,Kayserispor,13,0,4,0,3,0,0,2,15,H,8,2019-10-05,Goztep,T1,3,8,6,16,H,5,Goztep_Kayserispor_2019
58,18:00:00,7,Galatasaray,19,0,0,0,0,1,0,4,17,D,11,2019-10-05,Genclerbirligi,T1,2,6,4,20,D,5,Genclerbirligi_Galatasaray_2019
59,12:00:00,4,Ankaragucu,14,0,3,1,1,0,1,1,12,H,14,2019-10-06,Sivasspor,T1,4,5,8,11,D,3,Sivasspor_Ankaragucu_2019
60,14:30:00,3,Alanyaspor,11,0,2,0,0,0,0,4,11,H,14,2019-10-06,Besiktas,T1,3,4,4,7,D,8,Besiktas_Alanyaspor_2019
61,17:00:00,1,Buyuksehyr,14,0,1,2,1,1,1,6,18,A,21,2019-10-06,Gaziantep,T1,9,2,5,5,D,8,Gaziantep_Buyuksehyr_2019
62,17:00:00,5,Trabzonspor,17,0,1,2,1,0,0,2,11,A,13,2019-10-06,Rizespor,T1,4,4,6,16,H,4,Rizespor_Trabzonspor_2019
63,18:30:00,4,Sivasspor,10,1,3,2,2,0,0,4,20,H,16,2019-10-18,Galatasaray,T1,7,8,3,19,H,3,Galatasaray_Sivasspor_2019
64,13:00:00,2,Genclerbirligi,5,0,0,6,0,1,5,2,16,A,11,2019-10-19,Antalyaspor,T1,9,1,8,11,A,1,Antalyaspor_Genclerbirligi_2019
65,15:30:00,1,Goztep,17,0,2,1,1,0,0,3,13,H,11,2019-10-19,Buyuksehyr,T1,2,5,5,14,H,5,Buyuksehyr_Goztep_2019
66,15:30:00,1,Gaziantep,16,1,4,1,2,0,0,1,14,H,14,2019-10-19,Trabzonspor,T1,5,5,5,12,H,4,Trabzonspor_Gaziantep_2019
67,18:00:00,3,Besiktas,17,0,0,0,0,1,0,4,9,D,14,2019-10-19,Ankaragucu,T1,4,1,5,4,D,6,Ankaragucu_Besiktas_2019
68,12:00:00,5,Kasimpasa,14,0,1,1,0,0,1,3,17,D,9,2019-10-20,Kayserispor,T1,1,10,11,23,A,3,Kayserispor_Kasimpasa_2019
69,14:30:00,0,Rizespor,21,0,5,2,2,0,0,1,16,H,5,2019-10-20,Alanyaspor,T1,3,11,8,21,H,4,Alanyaspor_Rizespor_2019
70,17:00:00,2,Fenerbahce,12,0,1,2,0,0,1,0,12,A,9,2019-10-20,Denizlispor,T1,3,1,5,3,A,4,Denizlispor_Fenerbahce_2019
71,18:00:00,1,Yeni Malatyaspor,10,0,0,2,0,1,1,2,16,A,12,2019-10-21,Konyaspor,T1,6,3,3,6,A,3,Konyaspor_Yeni Malatyaspor_2019
72,18:30:00,1,Ankaragucu,20,0,2,0,1,0,0,3,11,H,15,2019-10-25,Rizespor,T1,3,8,8,22,H,3,Rizespor_Ankaragucu_2019
73,13:00:00,3,Antalyaspor,15,0,2,1,0,0,0,1,8,H,8,2019-10-26,Sivasspor,T1,3,3,7,9,D,9,Sivasspor_Antalyaspor_2019
74,15:30:00,3,Alanyaspor,19,0,1,1,0,0,1,3,13,D,7,2019-10-26,Gaziantep,T1,2,3,9,9,A,1,Gaziantep_Alanyaspor_2019
75,18:00:00,1,Konyaspor,13,0,5,1,3,0,1,1,6,H,5,2019-10-26,Fenerbahce,T1,1,8,2,19,H,2,Fenerbahce_Konyaspor_2019
76,11:00:00,1,Kayserispor,15,0,4,0,1,0,0,3,18,H,5,2019-10-27,Yeni Malatyaspor,T1,2,7,4,18,H,2,Yeni Malatyaspor_Kayserispor_2019
77,13:30:00,1,Denizlispor,13,0,0,2,0,0,1,2,9,A,10,2019-10-27,Genclerbirligi,T1,3,7,6,16,A,6,Genclerbirligi_Denizlispor_2019
78,13:30:00,4,Kasimpasa,13,0,1,4,1,0,1,3,18,A,16,2019-10-27,Goztep,T1,8,3,5,11,D,4,Goztep_Kasimpasa_2019
79,16:00:00,2,Galatasaray,11,0,1,0,0,0,0,3,15,H,14,2019-10-27,Besiktas,T1,2,7,7,13,D,0,Besiktas_Galatasaray_2019
80,17:00:00,2,Trabzonspor,11,0,2,2,0,0,0,3,6,D,9,2019-10-28,Buyuksehyr,T1,7,5,3,15,D,6,Buyuksehyr_Trabzonspor_2019
81,17:30:00,1,Rizespor,14,0,2,0,2,0,0,3,19,H,10,2019-11-01,Galatasaray,T1,3,7,4,12,H,3,Galatasaray_Rizespor_2019
82,12:00:00,0,Genclerbirligi,13,0,1,1,1,0,0,3,9,D,15,2019-11-02,Konyaspor,T1,2,3,1,10,H,7,Konyaspor_Genclerbirligi_2019
83,14:30:00,1,Buyuksehyr,13,0,0,0,0,0,0,1,10,D,4,2019-11-02,Alanyaspor,T1,1,3,5,22,D,3,Alanyaspor_Buyuksehyr_2019
84,14:30:00,0,Goztep,3,0,0,1,0,0,1,3,10,A,6,2019-11-02,Trabzonspor,T1,2,6,8,21,A,3,Trabzonspor_Goztep_2019
85,17:00:00,3,Besiktas,13,0,1,2,0,0,2,2,17,A,12,2019-11-02,Antalyaspor,T1,6,4,2,14,A,0,Antalyaspor_Besiktas_2019
86,11:00:00,3,Sivasspor,14,0,0,2,0,0,1,3,22,A,16,2019-11-03,Denizlispor,T1,6,2,2,10,A,6,Denizlispor_Sivasspor_2019
87,13:30:00,2,Yeni Malatyaspor,13,1,2,2,1,0,0,3,14,D,13,2019-11-03,Kasimpasa,T1,5,6,7,19,H,8,Kasimpasa_Yeni Malatyaspor_2019
88,16:00:00,1,Fenerbahce,19,0,1,0,0,0,0,3,10,H,22,2019-11-03,Kayserispor,T1,5,1,3,11,D,8,Kayserispor_Fenerbahce_2019
89,17:00:00,2,Gaziantep,16,0,1,2,0,0,1,2,16,A,9,2019-11-04,Ankaragucu,T1,5,6,6,13,A,3,Ankaragucu_Gaziantep_2019
90,17:30:00,3,Kasimpasa,14,1,3,2,2,1,1,5,14,H,8,2019-11-08,Fenerbahce,T1,5,9,5,19,H,4,Fenerbahce_Kasimpasa_2019
91,12:00:00,2,Kayserispor,13,0,2,1,1,0,0,0,7,H,7,2019-11-09,Genclerbirligi,T1,3,7,2,15,H,2,Genclerbirligi_Kayserispor_2019
92,14:30:00,2,Antalyaspor,18,0,1,0,1,1,0,4,13,H,33,2019-11-09,Rizespor,T1,8,3,3,5,H,10,Rizespor_Antalyaspor_2019
93,14:30:00,1,Konyaspor,10,1,2,0,0,0,0,5,9,H,2,2019-11-09,Sivasspor,T1,1,10,8,17,D,1,Sivasspor_Konyaspor_2019
94,17:00:00,3,Galatasaray,17,0,0,2,0,0,2,1,13,A,12,2019-11-09,Gaziantep,T1,3,0,7,7,A,6,Gaziantep_Galatasaray_2019
95,11:00:00,6,Yeni Malatyaspor,19,1,1,1,1,1,0,6,13,D,7,2019-11-10,Goztep,T1,2,3,4,7,H,4,Goztep_Yeni Malatyaspor_2019
96,13:30:00,4,Alanyaspor,8,1,1,0,0,1,0,4,18,H,13,2019-11-10,Trabzonspor,T1,4,2,4,7,D,6,Trabzonspor_Alanyaspor_2019
97,16:00:00,2,Denizlispor,13,0,1,0,0,0,0,2,18,H,8,2019-11-10,Besiktas,T1,3,7,6,12,D,6,Besiktas_Denizlispor_2019
98,16:00:00,1,Ankaragucu,14,0,2,1,1,0,0,2,9,H,16,2019-11-10,Buyuksehyr,T1,6,7,7,17,H,4,Buyuksehyr_Ankaragucu_2019
99,17:30:00,3,Buyuksehyr,19,0,0,1,0,0,0,3,17,A,7,2019-11-22,Galatasaray,T1,2,3,11,8,D,5,Galatasaray_Buyuksehyr_2019
100,12:00:00,3,Rizespor,13,0,2,0,0,0,0,2,14,H,5,2019-11-23,Denizlispor,T1,0,3,7,12,D,5,Denizlispor_Rizespor_2019
101,14:30:00,5,Trabzonspor,18,0,0,3,0,1,1,2,12,A,21,2019-11-23,Ankaragucu,T1,10,1,5,12,A,5,Ankaragucu_Trabzonspor_2019
102,17:00:00,3,Besiktas,12,0,0,1,0,0,0,1,11,A,9,2019-11-23,Konyaspor,T1,4,1,4,7,D,3,Konyaspor_Besiktas_2019
103,11:00:00,0,Sivasspor,14,0,1,4,1,0,1,0,14,A,19,2019-11-24,Kayserispor,T1,6,6,5,9,D,10,Kayserispor_Sivasspor_2019
104,13:30:00,3,Goztep,12,0,0,1,0,0,0,1,10,A,7,2019-11-24,Alanyaspor,T1,2,7,6,14,D,2,Alanyaspor_Goztep_2019
105,13:30:00,1,Genclerbirligi,10,0,1,2,0,0,0,1,13,A,18,2019-11-24,Kasimpasa,T1,3,4,6,10,D,7,Kasimpasa_Genclerbirligi_2019
106,16:00:00,3,Fenerbahce,13,0,0,0,0,0,0,4,21,D,19,2019-11-24,Yeni Malatyaspor,T1,5,6,4,13,D,3,Yeni Malatyaspor_Fenerbahce_2019
107,17:00:00,2,Gaziantep,19,0,1,1,0,0,1,3,18,D,7,2019-11-25,Antalyaspor,T1,3,6,5,22,A,3,Antalyaspor_Gaziantep_2019
108,17:30:00,2,Yeni Malatyaspor,15,0,3,3,0,0,1,2,12,D,11,2019-11-29,Genclerbirligi,T1,7,8,10,16,A,2,Genclerbirligi_Yeni Malatyaspor_2019
109,12:00:00,1,Konyaspor,16,0,3,1,2,0,1,0,9,H,13,2019-11-30,Rizespor,T1,2,5,3,9,H,2,Rizespor_Konyaspor_2019
110,12:00:00,1,Kasimpasa,19,0,2,0,2,0,0,3,10,H,16,2019-11-30,Sivasspor,T1,4,9,6,16,H,5,Sivasspor_Kasimpasa_2019
111,14:30:00,1,Ankaragucu,14,0,5,0,2,0,0,2,12,H,7,2019-11-30,Alanyaspor,T1,2,12,6,19,H,9,Alanyaspor_Ankaragucu_2019
112,17:00:00,1,Fenerbahce,11,1,2,2,1,0,1,8,12,D,12,2019-11-30,Goztep,T1,3,4,2,11,D,4,Goztep_Fenerbahce_2019
113,11:00:00,3,Denizlispor,10,0,1,2,0,0,0,5,18,A,5,2019-12-01,Gaziantep,T1,2,3,5,18,D,2,Gaziantep_Denizlispor_2019
114,13:30:00,1,Antalyaspor,16,0,2,0,0,0,0,3,18,H,14,2019-12-01,Buyuksehyr,T1,5,4,7,12,D,2,Buyuksehyr_Antalyaspor_2019
115,16:00:00,4,Galatasaray,11,0,1,1,0,0,0,3,7,D,9,2019-12-01,Trabzonspor,T1,3,5,5,10,D,9,Trabzonspor_Galatasaray_2019
116,17:00:00,2,Kayserispor,12,0,4,1,3,0,0,1,10,H,7,2019-12-02,Besiktas,T1,3,13,9,24,H,5,Besiktas_Kayserispor_2019
