,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,T1,Eskisehirspor,H,0,2015-08-14,H,Fenerbahce,2,0,Fenerbahce_Eskisehirspor_2015
1,0,T1,Antalyaspor,A,1,2015-08-15,A,Buyuksehyr,2,3,Buyuksehyr_Antalyaspor_2015
2,1,T1,Galatasaray,D,0,2015-08-15,H,Sivasspor,2,2,Sivasspor_Galatasaray_2015
3,0,T1,Bursaspor,H,0,2015-08-15,D,Trabzonspor,1,0,Trabzonspor_Bursaspor_2015
4,0,T1,Kasimpasa,A,0,2015-08-16,D,Gaziantepspor,0,3,Gaziantepspor_Kasimpasa_2015
5,0,T1,Akhisar Belediyespor,D,1,2015-08-16,A,Konyaspor,1,1,Konyaspor_Akhisar Belediyespor_2015
6,1,T1,Besiktas,A,2,2015-08-16,A,Mersin Idman Yurdu,2,5,Mersin Idman Yurdu_Besiktas_2015
7,0,T1,Kayserispor,D,0,2015-08-16,D,Osmanlispor,1,1,Osmanlispor_Kayserispor_2015
8,0,T1,Rizespor,A,1,2015-08-17,A,Genclerbirligi,2,3,Genclerbirligi_Rizespor_2015
9,1,T1,Buyuksehyr,H,0,2015-08-21,H,Kasimpasa,1,0,Kasimpasa_Buyuksehyr_2015
10,0,T1,Mersin Idman Yurdu,H,0,2015-08-22,D,Akhisar Belediyespor,2,0,Akhisar Belediyespor_Mersin Idman Yurdu_2015
11,0,T1,Trabzonspor,A,0,2015-08-22,D,Besiktas,1,2,Besiktas_Trabzonspor_2015
12,1,T1,Konyaspor,D,1,2015-08-22,D,Kayserispor,1,1,Kayserispor_Konyaspor_2015
13,0,T1,Genclerbirligi,H,1,2015-08-23,A,Antalyaspor,3,1,Antalyaspor_Genclerbirligi_2015
14,0,T1,Gaziantepspor,A,0,2015-08-23,D,Bursaspor,0,1,Bursaspor_Gaziantepspor_2015
15,2,T1,Sivasspor,H,0,2015-08-23,H,Eskisehirspor,4,2,Eskisehirspor_Sivasspor_2015
16,0,T1,Fenerbahce,D,1,2015-08-23,A,Rizespor,1,1,Rizespor_Fenerbahce_2015
17,1,T1,Osmanlispor,A,1,2015-08-24,D,Galatasaray,1,2,Galatasaray_Osmanlispor_2015
18,0,T1,Besiktas,A,0,2015-08-28,D,Gaziantepspor,0,4,Gaziantepspor_Besiktas_2015
19,1,T1,Bursaspor,H,1,2015-08-29,D,Buyuksehyr,2,1,Buyuksehyr_Bursaspor_2015
20,0,T1,Kasimpasa,H,0,2015-08-29,D,Genclerbirligi,1,0,Genclerbirligi_Kasimpasa_2015
21,1,T1,Galatasaray,A,2,2015-08-29,A,Konyaspor,1,4,Konyaspor_Galatasaray_2015
22,0,T1,Kayserispor,A,0,2015-08-29,D,Mersin Idman Yurdu,1,2,Mersin Idman Yurdu_Kayserispor_2015
23,0,T1,Rizespor,D,0,2015-08-30,D,Eskisehirspor,1,1,Eskisehirspor_Rizespor_2015
24,1,T1,Antalyaspor,H,0,2015-08-30,H,Fenerbahce,2,1,Fenerbahce_Antalyaspor_2015
25,0,T1,Osmanlispor,D,0,2015-08-30,D,Sivasspor,1,1,Sivasspor_Osmanlispor_2015
26,1,T1,Akhisar Belediyespor,D,0,2015-08-30,H,Trabzonspor,2,2,Trabzonspor_Akhisar Belediyespor_2015
27,0,T1,Gaziantepspor,D,0,2015-09-12,D,Akhisar Belediyespor,0,0,Akhisar Belediyespor_Gaziantepspor_2015
28,0,T1,Eskisehirspor,H,0,2015-09-12,D,Antalyaspor,2,0,Antalyaspor_Eskisehirspor_2015
29,1,T1,Genclerbirligi,H,0,2015-09-12,H,Bursaspor,3,2,Bursaspor_Genclerbirligi_2015
30,0,T1,Mersin Idman Yurdu,D,0,2015-09-12,D,Galatasaray,1,1,Galatasaray_Mersin Idman Yurdu_2015
31,1,T1,Buyuksehyr,H,0,2015-09-13,H,Besiktas,2,0,Besiktas_Buyuksehyr_2015
32,0,T1,Fenerbahce,A,1,2015-09-13,A,Kasimpasa,0,1,Kasimpasa_Fenerbahce_2015
33,1,T1,Konyaspor,A,0,2015-09-13,H,Osmanlispor,1,2,Osmanlispor_Konyaspor_2015
34,0,T1,Sivasspor,D,1,2015-09-13,A,Rizespor,1,1,Rizespor_Sivasspor_2015
35,0,T1,Trabzonspor,A,0,2015-09-14,D,Kayserispor,0,1,Kayserispor_Trabzonspor_2015
36,1,T1,Akhisar Belediyespor,H,0,2015-09-18,H,Buyuksehyr,2,0,Buyuksehyr_Akhisar Belediyespor_2015
37,0,T1,Osmanlispor,A,2,2015-09-18,A,Mersin Idman Yurdu,0,4,Mersin Idman Yurdu_Osmanlispor_2015
38,0,T1,Kasimpasa,A,1,2015-09-19,A,Eskisehirspor,0,3,Eskisehirspor_Kasimpasa_2015
39,3,T1,Antalyaspor,H,1,2015-09-19,H,Rizespor,5,1,Rizespor_Antalyaspor_2015
40,0,T1,Konyaspor,D,0,2015-09-19,D,Sivasspor,0,0,Sivasspor_Konyaspor_2015
41,0,T1,Galatasaray,A,0,2015-09-19,D,Trabzonspor,0,1,Trabzonspor_Galatasaray_2015
42,1,T1,Bursaspor,H,0,2015-09-20,H,Fenerbahce,2,1,Fenerbahce_Bursaspor_2015
43,0,T1,Kayserispor,H,0,2015-09-20,D,Gaziantepspor,1,0,Gaziantepspor_Kayserispor_2015
44,1,T1,Besiktas,D,0,2015-09-21,H,Genclerbirligi,1,1,Genclerbirligi_Besiktas_2015
45,0,T1,Genclerbirligi,H,0,2015-09-26,D,Akhisar Belediyespor,1,0,Akhisar Belediyespor_Genclerbirligi_2015
46,1,T1,Gaziantepspor,H,1,2015-09-26,D,Galatasaray,2,1,Galatasaray_Gaziantepspor_2015
47,1,T1,Trabzonspor,H,0,2015-09-26,H,Osmanlispor,3,1,Osmanlispor_Trabzonspor_2015
48,1,T1,Sivasspor,D,1,2015-09-27,D,Antalyaspor,1,1,Antalyaspor_Sivasspor_2015
49,2,T1,Fenerbahce,H,1,2015-09-27,H,Besiktas,3,2,Besiktas_Fenerbahce_2015
50,1,T1,Mersin Idman Yurdu,H,0,2015-09-27,H,Konyaspor,2,0,Konyaspor_Mersin Idman Yurdu_2015
51,0,T1,Eskisehirspor,H,0,2015-09-28,D,Bursaspor,2,0,Bursaspor_Eskisehirspor_2015
52,1,T1,Rizespor,D,0,2015-09-28,H,Kasimpasa,1,1,Kasimpasa_Rizespor_2015
53,0,T1,Buyuksehyr,A,0,2015-09-28,D,Kayserispor,0,1,Kayserispor_Buyuksehyr_2015
54,2,T1,Mersin Idman Yurdu,D,0,2015-10-02,H,Sivasspor,2,2,Sivasspor_Mersin Idman Yurdu_2015
55,0,T1,Konyaspor,A,0,2015-10-02,D,Trabzonspor,1,2,Trabzonspor_Konyaspor_2015
56,0,T1,Galatasaray,A,0,2015-10-03,D,Buyuksehyr,0,2,Buyuksehyr_Galatasaray_2015
