,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,T1,Mersin Idman Yurdu,A,0,2011-09-10,D,Ankaragucu,1,2,Ankaragucu_Mersin Idman Yurdu_2011
1,1,T1,Besiktas,H,1,2011-09-10,D,Eskisehirspor,2,1,Eskisehirspor_Besiktas_2011
2,0,T1,Trabzonspor,D,1,2011-09-10,A,Manisaspor,1,1,Manisaspor_Trabzonspor_2011
3,3,T1,Genclerbirligi,H,0,2011-09-10,H,Samsunspor,3,2,Samsunspor_Genclerbirligi_2011
4,0,T1,Gaziantepspor,H,0,2011-09-11,D,Antalyaspor,1,0,Antalyaspor_Gaziantepspor_2011
5,2,T1,Kayserispor,H,0,2011-09-11,H,Bursaspor,3,0,Bursaspor_Kayserispor_2011
6,1,T1,Galatasaray,H,0,2011-09-11,H,Buyuksehyr,2,0,Buyuksehyr_Galatasaray_2011
7,2,T1,Sivasspor,H,1,2011-09-11,H,Karabukspor,2,1,Karabukspor_Sivasspor_2011
8,1,T1,Orduspor,H,0,2011-09-12,H,Fenerbahce,1,0,Fenerbahce_Orduspor_2011
9,1,T1,Fenerbahce,A,1,2011-09-16,D,Gaziantepspor,1,3,Gaziantepspor_Fenerbahce_2011
10,0,T1,Antalyaspor,A,0,2011-09-16,D,Kayserispor,0,1,Kayserispor_Antalyaspor_2011
11,2,T1,Karabukspor,H,0,2011-09-17,H,Genclerbirligi,2,1,Genclerbirligi_Karabukspor_2011
12,1,T1,Manisaspor,H,0,2011-09-17,H,Orduspor,1,0,Orduspor_Manisaspor_2011
13,0,T1,Buyuksehyr,A,0,2011-09-17,D,Trabzonspor,0,1,Trabzonspor_Buyuksehyr_2011
14,1,T1,Samsunspor,H,0,2011-09-18,H,Galatasaray,3,1,Galatasaray_Samsunspor_2011
15,1,T1,Bursaspor,A,1,2011-09-18,D,Mersin Idman Yurdu,1,3,Mersin Idman Yurdu_Bursaspor_2011
16,0,T1,Eskisehirspor,A,2,2011-09-18,A,Sivasspor,0,4,Sivasspor_Eskisehirspor_2011
17,1,T1,Ankaragucu,H,0,2011-09-19,H,Besiktas,3,1,Besiktas_Ankaragucu_2011
18,0,T1,Orduspor,D,1,2011-09-20,A,Buyuksehyr,1,1,Buyuksehyr_Orduspor_2011
19,1,T1,Manisaspor,D,0,2011-09-20,H,Fenerbahce,1,1,Fenerbahce_Manisaspor_2011
20,1,T1,Kayserispor,A,0,2011-09-20,H,Gaziantepspor,1,2,Gaziantepspor_Kayserispor_2011
21,0,T1,Mersin Idman Yurdu,A,1,2011-09-21,A,Antalyaspor,1,2,Antalyaspor_Mersin Idman Yurdu_2011
22,0,T1,Genclerbirligi,D,0,2011-09-21,D,Eskisehirspor,0,0,Eskisehirspor_Genclerbirligi_2011
23,0,T1,Galatasaray,D,0,2011-09-21,D,Karabukspor,1,1,Karabukspor_Galatasaray_2011
24,0,T1,Trabzonspor,D,1,2011-09-21,A,Samsunspor,1,1,Samsunspor_Trabzonspor_2011
25,0,T1,Sivasspor,A,1,2011-09-22,A,Ankaragucu,1,2,Ankaragucu_Sivasspor_2011
26,1,T1,Besiktas,A,0,2011-09-22,H,Bursaspor,1,2,Bursaspor_Besiktas_2011
27,0,T1,Fenerbahce,A,1,2011-09-23,A,Kayserispor,0,1,Kayserispor_Fenerbahce_2011
28,0,T1,Buyuksehyr,A,1,2011-09-24,A,Manisaspor,0,2,Manisaspor_Buyuksehyr_2011
29,1,T1,Gaziantepspor,H,0,2011-09-24,H,Mersin Idman Yurdu,2,0,Mersin Idman Yurdu_Gaziantepspor_2011
30,1,T1,Karabukspor,H,1,2011-09-24,D,Trabzonspor,3,1,Trabzonspor_Karabukspor_2011
31,1,T1,Antalyaspor,H,0,2011-09-25,H,Besiktas,1,0,Besiktas_Antalyaspor_2011
32,1,T1,Ankaragucu,D,0,2011-09-25,H,Genclerbirligi,1,1,Genclerbirligi_Ankaragucu_2011
33,0,T1,Samsunspor,D,0,2011-09-25,D,Orduspor,0,0,Orduspor_Samsunspor_2011
34,0,T1,Bursaspor,H,0,2011-09-25,D,Sivasspor,3,0,Sivasspor_Bursaspor_2011
35,1,T1,Eskisehirspor,H,0,2011-09-26,H,Galatasaray,2,0,Galatasaray_Eskisehirspor_2011
36,1,T1,Genclerbirligi,H,0,2011-09-30,H,Bursaspor,4,0,Bursaspor_Genclerbirligi_2011
37,1,T1,Sivasspor,D,1,2011-10-01,D,Antalyaspor,2,2,Antalyaspor_Sivasspor_2011
38,0,T1,Buyuksehyr,H,0,2011-10-01,D,Fenerbahce,4,2,Fenerbahce_Buyuksehyr_2011
39,0,T1,Orduspor,A,2,2011-10-01,A,Karabukspor,1,2,Karabukspor_Orduspor_2011
40,0,T1,Galatasaray,A,2,2011-10-02,A,Ankaragucu,0,3,Ankaragucu_Galatasaray_2011
41,0,T1,Trabzonspor,A,0,2011-10-02,D,Eskisehirspor,0,2,Eskisehirspor_Trabzonspor_2011
