,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Galatasaray,15,1,0.0,3,1,0,2,2,9,A,12,2018-08-10,Ankaragucu,T1,4,1,2,3,A,4,Ankaragucu_Galatasaray_2018
1,3,Bursaspor,12,2,0.0,1,2,0,1,3,15,H,6,2018-08-11,Fenerbahce,T1,3,2,4,7,H,4,Fenerbahce_Bursaspor_2018
2,2,Kasimpasa,13,2,0.0,3,1,0,0,1,14,A,14,2018-08-11,Rizespor,T1,6,5,3,8,H,6,Rizespor_Kasimpasa_2018
3,1,Alanyaspor,13,1,0.0,0,0,0,0,3,16,H,9,2018-08-11,Sivasspor,T1,3,5,4,12,D,7,Sivasspor_Alanyaspor_2018
4,3,Akhisar Belediyespor,17,2,0.0,1,2,0,0,6,16,H,8,2018-08-12,Besiktas,T1,4,4,12,13,H,3,Besiktas_Akhisar Belediyespor_2018
5,2,Trabzonspor,16,2,0.0,0,1,0,0,2,15,H,8,2018-08-12,Buyuksehyr,T1,0,5,9,15,H,2,Buyuksehyr_Trabzonspor_2018
6,4,Yeni Malatyaspor,11,1,1.0,3,0,2,1,5,11,A,6,2018-08-12,Goztep,T1,3,4,4,10,A,0,Goztep_Yeni Malatyaspor_2018
7,1,Erzurum BB,11,3,0.0,2,2,0,1,2,14,H,6,2018-08-12,Konyaspor,T1,4,9,4,16,H,7,Konyaspor_Erzurum BB_2018
8,0,Antalyaspor,16,2,1.0,0,1,0,0,2,8,H,4,2018-08-13,Kayserispor,T1,1,5,6,8,H,2,Kayserispor_Antalyaspor_2018
9,1,Sivasspor,12,3,0.0,1,3,0,1,4,19,H,12,2018-08-17,Trabzonspor,T1,3,8,8,10,H,5,Trabzonspor_Sivasspor_2018
10,1,Konyaspor,17,3,1.0,3,1,0,2,5,19,D,10,2018-08-18,Antalyaspor,T1,4,9,7,12,A,3,Antalyaspor_Konyaspor_2018
11,2,Kayserispor,11,0,0.0,0,0,0,0,2,12,D,4,2018-08-18,Bursaspor,T1,0,2,6,9,D,4,Bursaspor_Kayserispor_2018
12,2,Fenerbahce,14,1,0.0,0,0,0,0,0,9,H,13,2018-08-18,Yeni Malatyaspor,T1,4,2,2,14,D,3,Yeni Malatyaspor_Fenerbahce_2018
13,0,Rizespor,18,1,0.0,1,0,1,1,1,14,D,24,2018-08-19,Akhisar Belediyespor,T1,10,3,4,8,A,3,Akhisar Belediyespor_Rizespor_2018
14,3,Ankaragucu,19,0,1.0,2,0,1,0,6,15,A,5,2018-08-19,Alanyaspor,T1,4,5,6,19,D,2,Alanyaspor_Ankaragucu_2018
15,0,Besiktas,11,1,0.0,3,1,0,0,3,7,A,10,2018-08-19,Erzurum BB,T1,6,3,9,10,H,9,Erzurum BB_Besiktas_2018
16,4,Goztep,13,1,0.0,0,1,0,0,2,14,H,9,2018-08-19,Galatasaray,T1,2,5,6,11,H,6,Galatasaray_Goztep_2018
17,0,Buyuksehyr,18,2,0.0,1,0,0,0,3,16,H,15,2018-08-20,Kasimpasa,T1,5,3,5,13,D,2,Kasimpasa_Buyuksehyr_2018
18,1,Erzurum BB,9,0,0.0,0,0,0,0,1,20,D,11,2018-08-24,Rizespor,T1,3,2,4,9,D,7,Rizespor_Erzurum BB_2018
19,2,Trabzonspor,11,2,0.0,2,1,0,1,2,12,D,9,2018-08-25,Ankaragucu,T1,7,6,5,15,D,9,Ankaragucu_Trabzonspor_2018
