,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,0,T1,Fenerbahce,D,2,2004-08-06,A,Rizespor,2,2,Rizespor_Fenerbahce_2004
1,1,T1,Gaziantepspor,H,0,2004-08-07,H,Denizlispor,2,1,Denizlispor_Gaziantepspor_2004
2,1,T1,Sakaryaspor,H,0,2004-08-07,H,Genclerbirligi,1,0,Genclerbirligi_Sakaryaspor_2004
3,0,T1,Trabzonspor,A,1,2004-08-07,A,Kayserispor,0,3,Kayserispor_Trabzonspor_2004
4,1,T1,Besiktas,D,0,2004-08-07,H,Malatyaspor,1,1,Malatyaspor_Besiktas_2004
5,0,T1,Ankaraspor,A,1,2004-08-08,A,A. Sebatspor,1,3,A. Sebatspor_Ankaraspor_2004
6,2,T1,Konyaspor,H,1,2004-08-08,H,Galatasaray,3,1,Galatasaray_Konyaspor_2004
7,0,T1,Diyarbakirspor,D,0,2004-08-08,D,Istanbulspor,1,1,Istanbulspor_Diyarbakirspor_2004
8,0,T1,Ankaragucu,D,1,2004-08-08,A,Samsunspor,1,1,Samsunspor_Ankaragucu_2004
9,0,T1,Galatasaray,H,0,2004-08-13,D,Gaziantepspor,1,0,Gaziantepspor_Galatasaray_2004
10,0,T1,Istanbulspor,D,0,2004-08-14,D,Ankaragucu,0,0,Ankaragucu_Istanbulspor_2004
11,1,T1,Malatyaspor,A,2,2004-08-14,A,Ankaraspor,1,3,Ankaraspor_Malatyaspor_2004
12,1,T1,Kayserispor,H,0,2004-08-14,H,Diyarbakirspor,2,1,Diyarbakirspor_Kayserispor_2004
13,0,T1,Samsunspor,H,0,2004-08-14,D,Fenerbahce,2,1,Fenerbahce_Samsunspor_2004
14,0,T1,Besiktas,D,0,2004-08-15,D,Genclerbirligi,1,1,Genclerbirligi_Besiktas_2004
15,0,T1,Rizespor,D,0,2004-08-15,D,Konyaspor,0,0,Konyaspor_Rizespor_2004
16,1,T1,Denizlispor,A,1,2004-08-15,D,Sakaryaspor,1,2,Sakaryaspor_Denizlispor_2004
17,1,T1,A. Sebatspor,H,0,2004-08-15,H,Trabzonspor,3,1,Trabzonspor_A. Sebatspor_2004
18,1,T1,Besiktas,H,0,2004-08-21,H,Denizlispor,3,1,Denizlispor_Besiktas_2004
19,0,T1,Ankaraspor,D,1,2004-08-21,A,Genclerbirligi,1,1,Genclerbirligi_Ankaraspor_2004
20,0,T1,Fenerbahce,A,0,2004-08-21,D,Istanbulspor,0,3,Istanbulspor_Fenerbahce_2004
21,1,T1,Trabzonspor,A,2,2004-08-21,A,Malatyaspor,3,4,Malatyaspor_Trabzonspor_2004
22,1,T1,Konyaspor,D,0,2004-08-21,H,Samsunspor,1,1,Samsunspor_Konyaspor_2004
23,2,T1,Diyarbakirspor,D,2,2004-08-22,D,A. Sebatspor,2,2,A. Sebatspor_Diyarbakirspor_2004
24,2,T1,Rizespor,H,1,2004-08-22,H,Galatasaray,2,1,Galatasaray_Rizespor_2004
25,0,T1,Sakaryaspor,H,0,2004-08-22,D,Gaziantepspor,1,0,Gaziantepspor_Sakaryaspor_2004
26,1,T1,Ankaragucu,D,0,2004-08-22,H,Kayserispor,1,1,Kayserispor_Ankaragucu_2004
27,1,T1,Denizlispor,H,1,2004-08-28,D,Ankaraspor,3,2,Ankaraspor_Denizlispor_2004
28,0,T1,Fenerbahce,A,1,2004-08-28,A,Kayserispor,0,2,Kayserispor_Fenerbahce_2004
29,0,T1,Istanbulspor,H,0,2004-08-28,D,Konyaspor,2,1,Konyaspor_Istanbulspor_2004
30,2,T1,Samsunspor,H,0,2004-08-28,H,Rizespor,2,0,Rizespor_Samsunspor_2004
31,1,T1,Galatasaray,A,1,2004-08-28,D,Sakaryaspor,1,2,Sakaryaspor_Galatasaray_2004
32,1,T1,A. Sebatspor,H,1,2004-08-29,D,Ankaragucu,2,1,Ankaragucu_A. Sebatspor_2004
33,0,T1,Gaziantepspor,A,2,2004-08-29,A,Besiktas,3,4,Besiktas_Gaziantepspor_2004
34,0,T1,Malatyaspor,A,1,2004-08-29,A,Diyarbakirspor,1,2,Diyarbakirspor_Malatyaspor_2004
35,2,T1,Genclerbirligi,H,0,2004-08-29,H,Trabzonspor,3,1,Trabzonspor_Genclerbirligi_2004
36,0,T1,Fenerbahce,A,1,2004-09-11,A,A. Sebatspor,1,4,A. Sebatspor_Fenerbahce_2004
