,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2.0,T1,Fenerbahce,H,0.0,2007-08-10,H,Buyuksehyr,2,0,Buyuksehyr_Fenerbahce_2007
1,0.0,T1,Ankaragucu,A,2.0,2007-08-11,A,Ankaraspor,1,2,Ankaraspor_Ankaragucu_2007
2,1.0,T1,Konyaspor,H,0.0,2007-08-11,H,Besiktas,1,0,Besiktas_Konyaspor_2007
3,0.0,T1,Bursaspor,D,0.0,2007-08-12,D,Denizlispor,0,0,Denizlispor_Bursaspor_2007
4,1.0,T1,Rizespor,H,0.0,2007-08-12,H,Galatasaray,4,0,Galatasaray_Rizespor_2007
5,1.0,T1,Kasimpasa,H,0.0,2007-08-12,H,Gaziantepspor,2,0,Gaziantepspor_Kasimpasa_2007
6,1.0,T1,Oftasspor,A,2.0,2007-08-12,A,Genclerbirligi,1,2,Genclerbirligi_Oftasspor_2007
7,1.0,T1,Manisaspor,H,0.0,2007-08-12,H,Kayserispor,3,1,Kayserispor_Manisaspor_2007
8,,T1,Sivasspor,A,,2007-08-12,,Trabzonspor,0,3,Trabzonspor_Sivasspor_2007
9,0.0,T1,Trabzonspor,A,0.0,2007-08-17,D,Oftasspor,0,2,Oftasspor_Trabzonspor_2007
10,2.0,T1,Gaziantepspor,H,1.0,2007-08-18,H,Fenerbahce,2,1,Fenerbahce_Gaziantepspor_2007
11,2.0,T1,Denizlispor,H,1.0,2007-08-19,H,Ankaragucu,3,2,Ankaragucu_Denizlispor_2007
12,0.0,T1,Galatasaray,A,0.0,2007-08-19,D,Bursaspor,0,1,Bursaspor_Galatasaray_2007
13,1.0,T1,Besiktas,A,0.0,2007-08-19,H,Kasimpasa,1,2,Kasimpasa_Besiktas_2007
14,0.0,T1,Kayserispor,D,1.0,2007-08-19,A,Konyaspor,1,1,Konyaspor_Kayserispor_2007
15,2.0,T1,Ankaraspor,H,1.0,2007-08-19,H,Manisaspor,2,1,Manisaspor_Ankaraspor_2007
16,0.0,T1,Genclerbirligi,A,0.0,2007-08-19,D,Rizespor,0,2,Rizespor_Genclerbirligi_2007
17,1.0,T1,Buyuksehyr,H,0.0,2007-08-19,H,Sivasspor,2,1,Sivasspor_Buyuksehyr_2007
18,1.0,T1,Sivasspor,H,0.0,2007-08-25,H,Fenerbahce,1,0,Fenerbahce_Sivasspor_2007
19,0.0,T1,Besiktas,A,0.0,2007-08-25,D,Gaziantepspor,0,1,Gaziantepspor_Besiktas_2007
20,0.0,T1,Bursaspor,A,1.0,2007-08-25,A,Genclerbirligi,1,3,Genclerbirligi_Bursaspor_2007
21,1.0,T1,Konyaspor,D,1.0,2007-08-26,D,Ankaraspor,1,1,Ankaraspor_Konyaspor_2007
22,0.0,T1,Oftasspor,H,0.0,2007-08-26,D,Buyuksehyr,1,0,Buyuksehyr_Oftasspor_2007
23,1.0,T1,Manisaspor,H,1.0,2007-08-26,D,Denizlispor,3,2,Denizlispor_Manisaspor_2007
24,1.0,T1,Ankaragucu,H,0.0,2007-08-26,H,Galatasaray,1,0,Galatasaray_Ankaragucu_2007
25,0.0,T1,Kasimpasa,H,0.0,2007-08-26,D,Kayserispor,2,0,Kayserispor_Kasimpasa_2007
26,2.0,T1,Rizespor,H,0.0,2007-08-26,H,Trabzonspor,5,1,Trabzonspor_Rizespor_2007
27,1.0,T1,Trabzonspor,D,0.0,2007-08-31,H,Bursaspor,1,1,Bursaspor_Trabzonspor_2007
28,2.0,T1,Genclerbirligi,D,0.0,2007-09-01,H,Ankaragucu,2,2,Ankaragucu_Genclerbirligi_2007
29,0.0,T1,Kayserispor,D,0.0,2007-09-01,D,Besiktas,0,0,Besiktas_Kayserispor_2007
30,1.0,T1,Denizlispor,D,0.0,2007-09-01,H,Konyaspor,2,2,Konyaspor_Denizlispor_2007
31,1.0,T1,Buyuksehyr,H,0.0,2007-09-01,H,Rizespor,3,1,Rizespor_Buyuksehyr_2007
32,0.0,T1,Ankaraspor,H,0.0,2007-09-02,D,Kasimpasa,3,1,Kasimpasa_Ankaraspor_2007
33,1.0,T1,Galatasaray,D,1.0,2007-09-02,D,Manisaspor,2,2,Manisaspor_Galatasaray_2007
34,0.0,T1,Fenerbahce,D,1.0,2007-09-02,A,Oftasspor,1,1,Oftasspor_Fenerbahce_2007
35,0.0,T1,Gaziantepspor,H,0.0,2007-09-02,D,Sivasspor,2,0,Sivasspor_Gaziantepspor_2007
36,0.0,T1,Besiktas,D,0.0,2007-09-15,D,Ankaraspor,0,0,Ankaraspor_Besiktas_2007
37,0.0,T1,Kasimpasa,A,1.0,2007-09-15,A,Denizlispor,0,1,Denizlispor_Kasimpasa_2007
38,1.0,T1,Rizespor,D,1.0,2007-09-15,D,Fenerbahce,1,1,Fenerbahce_Rizespor_2007
39,1.0,T1,Oftasspor,H,0.0,2007-09-15,H,Sivasspor,1,0,Sivasspor_Oftasspor_2007
40,1.0,T1,Bursaspor,H,0.0,2007-09-16,H,Buyuksehyr,1,0,Buyuksehyr_Bursaspor_2007
41,3.0,T1,Konyaspor,H,0.0,2007-09-16,H,Galatasaray,6,0,Galatasaray_Konyaspor_2007
42,0.0,T1,Kayserispor,H,0.0,2007-09-16,D,Gaziantepspor,4,3,Gaziantepspor_Kayserispor_2007
43,0.0,T1,Manisaspor,A,0.0,2007-09-16,D,Genclerbirligi,0,2,Genclerbirligi_Manisaspor_2007
44,0.0,T1,Ankaragucu,D,0.0,2007-09-16,D,Trabzonspor,0,0,Trabzonspor_Ankaragucu_2007
