,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2.0,Juventus,13,0,0,1,0,0,1,1,14,A,21,2014-08-30,Chievo,I1,3,2,4,7,A,11,Chievo_Juventus_2014
1,4.0,Fiorentina,15,2,0,0,1,0,0,4,17,H,10,2014-08-30,Roma,I1,4,5,2,20,H,0,Roma_Fiorentina_2014
2,2.0,Verona,17,0,0,0,0,0,0,3,16,D,9,2014-08-31,Atalanta,I1,3,1,6,11,D,2,Atalanta_Verona_2014
3,2.0,Parma,10,1,0,0,1,0,0,1,19,H,12,2014-08-31,Cesena,I1,1,5,4,9,H,7,Cesena_Parma_2014
4,3.0,Napoli,10,1,0,2,1,0,1,1,10,A,15,2014-08-31,Genoa,I1,5,5,7,11,D,5,Genoa_Napoli_2014
5,2.0,Lazio,10,3,0,1,1,0,0,3,20,H,19,2014-08-31,Milan,I1,4,4,0,7,H,10,Milan_Lazio_2014
6,1.0,Sampdoria,15,1,1,1,1,0,0,2,18,D,10,2014-08-31,Palermo,I1,3,1,1,8,H,7,Palermo_Sampdoria_2014
7,3.0,Cagliari,22,1,0,1,1,0,1,2,26,D,10,2014-08-31,Sassuolo,I1,4,5,4,13,D,4,Sassuolo_Cagliari_2014
8,1.0,Inter,9,0,1,0,0,0,0,1,10,D,14,2014-08-31,Torino,I1,2,2,6,11,D,10,Torino_Inter_2014
9,2.0,Empoli,10,2,0,0,0,0,0,2,9,H,13,2014-08-31,Udinese,I1,2,5,3,15,D,9,Udinese_Empoli_2014
10,0.0,Roma,4,0,0,1,0,0,1,1,10,A,5,2014-09-13,Empoli,I1,2,3,7,17,A,0,Empoli_Roma_2014
11,0.0,Udinese,13,2,0,0,1,0,0,1,14,H,9,2014-09-13,Juventus,I1,1,7,4,18,H,6,Juventus_Udinese_2014
12,4.0,Atalanta,14,1,0,2,0,0,1,4,21,A,7,2014-09-14,Cagliari,I1,3,9,7,19,A,7,Cagliari_Atalanta_2014
13,1.0,Genoa,13,0,1,0,0,0,0,3,18,D,6,2014-09-14,Fiorentina,I1,1,7,12,22,D,3,Fiorentina_Genoa_2014
14,0.0,Sassuolo,16,7,1,0,4,0,0,1,12,H,14,2014-09-14,Inter,I1,2,11,6,22,H,1,Inter_Sassuolo_2014
15,3.0,Cesena,26,3,0,0,1,0,0,1,10,H,7,2014-09-14,Lazio,I1,1,6,7,17,H,1,Lazio_Cesena_2014
16,2.0,Chievo,14,0,0,1,0,0,0,2,12,A,8,2014-09-14,Napoli,I1,1,9,15,33,D,2,Napoli_Chievo_2014
17,3.0,Milan,24,4,1,5,1,1,3,1,12,A,11,2014-09-14,Parma,I1,7,3,5,11,A,4,Parma_Milan_2014
18,3.0,Torino,18,2,0,0,1,0,0,4,17,H,10,2014-09-14,Sampdoria,I1,0,4,3,8,H,5,Sampdoria_Torino_2014
19,4.0,Palermo,9,2,0,1,1,0,1,2,12,H,18,2014-09-15,Verona,I1,4,5,10,14,D,5,Verona_Palermo_2014
20,4.0,Empoli,20,2,0,2,2,0,0,1,9,D,18,2014-09-20,Cesena,I1,6,5,3,8,H,7,Cesena_Empoli_2014
21,2.0,Juventus,9,0,0,1,0,0,0,3,18,A,14,2014-09-20,Milan,I1,4,3,3,9,D,4,Milan_Juventus_2014
22,1.0,Fiorentina,10,0,0,1,0,0,0,4,23,A,16,2014-09-21,Atalanta,I1,6,6,4,23,D,7,Atalanta_Fiorentina_2014
23,1.0,Parma,17,2,0,3,1,0,0,4,21,A,12,2014-09-21,Chievo,I1,4,4,4,11,H,5,Chievo_Parma_2014
24,2.0,Lazio,11,1,1,0,0,0,0,1,19,H,17,2014-09-21,Genoa,I1,7,4,3,9,D,7,Genoa_Lazio_2014
25,2.0,Inter,16,1,0,1,1,0,1,4,9,D,13,2014-09-21,Palermo,I1,3,2,5,13,D,2,Palermo_Inter_2014
26,1.0,Cagliari,16,2,0,0,2,0,0,1,13,H,9,2014-09-21,Roma,I1,2,3,0,7,H,6,Roma_Cagliari_2014
27,3.0,Sampdoria,19,0,0,0,0,0,0,2,23,D,12,2014-09-21,Sassuolo,I1,3,5,3,14,D,7,Sassuolo_Sampdoria_2014
28,3.0,Verona,15,0,0,1,0,0,0,1,8,A,11,2014-09-21,Torino,I1,2,4,11,22,D,1,Torino_Verona_2014
29,1.0,Napoli,12,1,0,0,0,0,0,3,12,H,10,2014-09-21,Udinese,I1,3,3,0,9,D,9,Udinese_Napoli_2014
