,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Cagliari,13,3,0,0,2,0,0,0,11,H,5,2017-08-19,Juventus,I1,2,7,4,17,H,1,Juventus_Cagliari_2017
1,2,Napoli,7,1,1,3,0,0,2,2,9,A,22,2017-08-19,Verona,I1,12,4,3,12,A,6,Verona_Napoli_2017
2,1,Roma,14,0,0,1,0,0,1,2,16,A,6,2017-08-20,Atalanta,I1,1,6,4,14,A,1,Atalanta_Roma_2017
3,2,Torino,18,1,0,1,1,0,1,1,10,D,9,2017-08-20,Bologna,I1,3,3,0,13,D,8,Bologna_Torino_2017
4,1,Milan,9,0,0,3,0,1,3,3,14,A,19,2017-08-20,Crotone,I1,10,2,2,6,A,9,Crotone_Milan_2017
5,0,Fiorentina,7,3,0,0,2,0,0,1,13,H,15,2017-08-20,Inter,I1,3,6,9,16,H,7,Inter_Fiorentina_2017
6,2,Spal,20,0,0,0,0,0,0,2,4,D,9,2017-08-20,Lazio,I1,2,13,9,23,D,5,Lazio_Spal_2017
7,1,Benevento,10,2,0,1,1,0,1,2,10,H,18,2017-08-20,Sampdoria,I1,7,6,6,16,D,7,Sampdoria_Benevento_2017
8,2,Genoa,16,0,0,0,0,0,0,3,28,D,12,2017-08-20,Sassuolo,I1,4,3,2,14,D,5,Sassuolo_Genoa_2017
9,2,Chievo,11,1,0,2,1,0,1,2,10,A,10,2017-08-20,Udinese,I1,3,5,5,18,D,4,Udinese_Chievo_2017
10,1,Bologna,10,0,0,1,0,0,0,3,13,A,14,2017-08-26,Benevento,I1,4,5,6,15,D,2,Benevento_Bologna_2017
11,4,Juventus,13,2,0,4,2,0,2,3,8,A,17,2017-08-26,Genoa,I1,7,3,1,9,D,4,Genoa_Juventus_2017
12,1,Inter,12,1,0,3,1,0,0,1,8,A,14,2017-08-26,Roma,I1,8,3,12,18,H,6,Roma_Inter_2017
13,1,Lazio,8,1,0,2,1,0,1,1,8,A,13,2017-08-27,Chievo,I1,3,5,9,13,D,6,Chievo_Lazio_2017
14,1,Verona,13,0,0,0,0,0,0,3,11,D,5,2017-08-27,Crotone,I1,0,4,1,13,D,3,Crotone_Verona_2017
15,3,Sampdoria,20,1,0,2,0,0,2,4,11,A,12,2017-08-27,Fiorentina,I1,5,10,14,25,A,7,Fiorentina_Sampdoria_2017
16,2,Cagliari,20,2,0,1,1,0,0,1,17,H,14,2017-08-27,Milan,I1,4,5,2,15,H,6,Milan_Cagliari_2017
17,1,Atalanta,15,3,0,1,0,0,1,2,9,H,14,2017-08-27,Napoli,I1,2,4,9,10,A,6,Napoli_Atalanta_2017
18,3,Udinese,9,3,0,2,1,0,0,1,14,H,11,2017-08-27,Spal,I1,3,4,0,10,H,7,Spal_Udinese_2017
19,1,Sassuolo,13,3,0,0,1,0,0,1,16,H,19,2017-08-27,Torino,I1,2,5,5,14,H,11,Torino_Sassuolo_2017
20,2,Chievo,10,3,0,0,1,0,0,1,7,H,15,2017-09-09,Juventus,I1,2,4,10,15,H,6,Juventus_Chievo_2017
21,0,Sassuolo,13,2,0,1,1,0,1,1,18,H,16,2017-09-10,Atalanta,I1,3,3,3,9,D,7,Atalanta_Sassuolo_2017
22,2,Torino,13,0,0,1,0,0,0,2,22,A,16,2017-09-10,Benevento,I1,6,5,2,15,D,10,Benevento_Torino_2017
23,5,Napoli,10,0,0,3,0,0,0,1,16,A,17,2017-09-10,Bologna,I1,7,2,5,5,D,7,Bologna_Napoli_2017
24,2,Crotone,16,1,0,0,1,0,0,1,16,H,9,2017-09-10,Cagliari,I1,2,4,6,13,H,4,Cagliari_Crotone_2017
25,2,Spal,14,2,0,0,1,0,0,2,13,H,9,2017-09-10,Inter,I1,1,7,8,19,H,5,Inter_Spal_2017
26,1,Milan,14,4,0,1,2,0,0,1,12,H,18,2017-09-10,Lazio,I1,6,7,3,12,H,5,Lazio_Milan_2017
27,4,Genoa,12,1,1,0,1,1,0,0,17,H,12,2017-09-10,Udinese,I1,2,5,1,14,H,8,Udinese_Genoa_2017
28,2,Fiorentina,12,0,0,5,0,0,3,1,11,A,20,2017-09-10,Verona,I1,10,2,8,14,A,6,Verona_Fiorentina_2017
29,1,Inter,10,0,0,2,0,0,0,2,6,A,7,2017-09-16,Crotone,I1,3,4,8,12,D,6,Crotone_Inter_2017
30,1,Bologna,16,2,0,1,0,0,0,3,8,H,6,2017-09-16,Fiorentina,I1,2,4,7,14,D,3,Fiorentina_Bologna_2017
31,1,Verona,7,3,1,0,2,0,0,1,12,H,8,2017-09-16,Roma,I1,1,10,8,30,H,1,Roma_Verona_2017
32,2,Atalanta,13,1,0,1,0,0,0,0,11,D,10,2017-09-17,Chievo,I1,6,4,6,15,D,5,Chievo_Atalanta_2017
33,1,Lazio,10,2,0,3,0,0,1,2,12,A,18,2017-09-17,Genoa,I1,6,4,2,5,A,1,Genoa_Lazio_2017
34,1,Udinese,13,2,0,1,2,0,1,2,10,H,4,2017-09-17,Milan,I1,2,7,10,21,H,3,Milan_Udinese_2017
35,0,Benevento,6,6,0,0,4,0,0,1,7,H,6,2017-09-17,Napoli,I1,0,14,8,27,H,1,Napoli_Benevento_2017
36,1,Juventus,15,1,0,3,0,0,1,2,13,A,14,2017-09-17,Sassuolo,I1,6,4,3,13,A,4,Sassuolo_Juventus_2017
37,1,Cagliari,12,0,0,2,0,0,1,3,21,A,11,2017-09-17,Spal,I1,3,3,7,12,A,4,Spal_Cagliari_2017
38,2,Sampdoria,14,2,0,2,2,0,2,1,15,D,11,2017-09-17,Torino,I1,5,3,3,13,D,6,Torino_Sampdoria_2017
39,4,Inter,12,1,0,1,1,0,0,3,18,D,11,2017-09-19,Bologna,I1,3,3,4,14,H,11,Bologna_Inter_2017
40,0,Crotone,5,5,0,1,3,0,0,1,19,H,7,2017-09-20,Atalanta,I1,5,11,3,14,H,3,Atalanta_Crotone_2017
41,2,Roma,10,0,0,4,0,0,2,0,8,A,21,2017-09-20,Benevento,I1,7,5,2,16,A,9,Benevento_Roma_2017
42,3,Sassuolo,21,0,0,1,0,0,0,3,10,A,14,2017-09-20,Cagliari,I1,6,3,5,17,D,2,Cagliari_Sassuolo_2017
43,1,Chievo,19,1,0,1,0,0,0,2,7,D,16,2017-09-20,Genoa,I1,7,2,6,11,D,2,Genoa_Chievo_2017
44,1,Fiorentina,10,1,1,0,0,0,0,2,23,H,9,2017-09-20,Juventus,I1,0,5,3,12,D,1,Juventus_Fiorentina_2017
45,2,Napoli,9,1,0,4,1,0,0,3,13,A,17,2017-09-20,Lazio,I1,11,2,3,4,H,2,Lazio_Napoli_2017
46,1,Spal,19,2,0,0,1,0,0,2,15,H,6,2017-09-20,Milan,I1,0,7,9,20,H,8,Milan_Spal_2017
