,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Bologna,18,2,0,1,2,0,1,1,8,H,9,2015-08-22,Lazio,I1,4,9,10,21,H,3,Lazio_Bologna_2015
1,2,Roma,9,1,0,1,0,0,0,1,11,D,21,2015-08-22,Verona,I1,8,7,3,12,D,7,Verona_Roma_2015
2,1,Chievo,15,1,0,3,1,0,0,2,19,A,12,2015-08-23,Empoli,I1,3,5,8,15,H,5,Empoli_Chievo_2015
3,3,Milan,18,2,1,0,1,0,0,2,16,H,8,2015-08-23,Fiorentina,I1,0,7,4,13,H,5,Fiorentina_Milan_2015
4,2,Torino,10,1,0,2,1,0,0,2,11,A,26,2015-08-23,Frosinone,I1,7,3,3,13,H,12,Frosinone_Torino_2015
5,2,Atalanta,14,1,1,0,0,0,0,2,12,H,4,2015-08-23,Inter,I1,0,7,9,21,D,1,Inter_Atalanta_2015
6,1,Udinese,14,0,0,1,0,0,0,3,22,A,6,2015-08-23,Juventus,I1,2,5,10,21,D,2,Juventus_Udinese_2015
7,1,Genoa,10,1,0,0,0,0,0,1,13,H,11,2015-08-23,Palermo,I1,3,6,5,19,D,6,Palermo_Genoa_2015
8,1,Carpi,15,5,0,2,5,1,1,3,16,H,24,2015-08-23,Sampdoria,I1,7,7,4,10,H,8,Sampdoria_Carpi_2015
9,4,Napoli,13,2,0,1,1,0,1,2,21,H,15,2015-08-23,Sassuolo,I1,3,6,5,16,D,1,Sassuolo_Napoli_2015
10,3,Sassuolo,15,0,0,1,0,0,0,1,13,A,9,2015-08-29,Bologna,I1,2,2,11,6,D,5,Bologna_Sassuolo_2015
11,0,Empoli,20,2,0,1,1,0,1,2,16,H,18,2015-08-29,Milan,I1,3,4,6,6,D,5,Milan_Empoli_2015
12,1,Frosinone,9,2,0,0,1,0,0,4,13,H,14,2015-08-30,Atalanta,I1,4,11,9,25,H,2,Atalanta_Frosinone_2015
13,3,Inter,11,1,0,2,0,0,1,4,17,A,12,2015-08-30,Carpi,I1,5,5,2,10,A,6,Carpi_Inter_2015
14,0,Lazio,11,4,0,0,3,0,0,1,14,H,13,2015-08-30,Chievo,I1,2,5,2,8,H,8,Chievo_Lazio_2015
15,2,Verona,19,2,0,0,0,0,0,2,13,H,12,2015-08-30,Genoa,I1,2,6,4,20,D,4,Genoa_Verona_2015
