,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Fiorentina,17,1,0,1,1,0,0,1,20,D,17,2009-08-22,Bologna,I1,5,4,4,6,H,9,Bologna_Fiorentina_2009
1,2,Milan,22,1,0,2,1,0,1,1,11,A,13,2009-08-22,Siena,I1,5,4,5,15,D,8,Siena_Milan_2009
2,4,Sampdoria,29,1,0,2,1,1,1,2,13,A,8,2009-08-23,Catania,I1,4,4,11,8,D,4,Catania_Sampdoria_2009
3,5,Roma,20,3,0,2,0,0,0,2,13,H,11,2009-08-23,Genoa,I1,6,7,8,14,D,5,Genoa_Roma_2009
4,3,Bari,20,1,0,1,0,0,0,2,14,D,13,2009-08-23,Inter,I1,4,3,10,20,D,1,Inter_Bari_2009
5,3,Chievo,15,1,0,0,1,0,0,2,14,H,6,2009-08-23,Juventus,I1,0,2,9,14,H,2,Juventus_Chievo_2009
6,3,Atalanta,21,1,0,0,1,0,0,3,17,H,15,2009-08-23,Lazio,I1,4,3,3,12,H,9,Lazio_Atalanta_2009
7,1,Cagliari,16,0,0,0,0,0,0,1,13,D,10,2009-08-23,Livorno,I1,3,5,4,21,D,5,Livorno_Cagliari_2009
8,4,Napoli,20,2,0,1,1,0,0,2,10,H,15,2009-08-23,Palermo,I1,4,4,4,9,H,10,Palermo_Napoli_2009
9,3,Parma,15,2,0,2,1,0,1,3,19,D,13,2009-08-23,Udinese,I1,5,6,7,14,D,3,Udinese_Parma_2009
10,0,Bologna,16,0,0,0,0,1,0,0,19,D,16,2009-08-29,Bari,I1,3,1,2,10,D,2,Bari_Bologna_2009
11,2,Inter,14,0,0,4,0,1,3,2,16,A,19,2009-08-29,Milan,I1,7,2,2,10,A,4,Milan_Inter_2009
12,3,Genoa,20,0,0,1,0,0,1,2,24,A,7,2009-08-30,Atalanta,I1,3,5,6,18,A,2,Atalanta_Genoa_2009
13,1,Siena,11,1,0,3,0,0,0,4,27,A,11,2009-08-30,Cagliari,I1,6,4,5,10,D,6,Cagliari_Siena_2009
14,4,Lazio,34,1,1,2,1,0,1,3,22,A,11,2009-08-30,Chievo,I1,3,4,11,16,D,3,Chievo_Lazio_2009
15,2,Palermo,22,1,0,0,1,0,0,2,14,H,11,2009-08-30,Fiorentina,I1,3,4,4,22,H,7,Fiorentina_Palermo_2009
16,1,Livorno,12,3,1,1,2,0,0,1,12,H,16,2009-08-30,Napoli,I1,6,5,5,15,H,5,Napoli_Livorno_2009
17,1,Catania,18,2,0,1,1,0,1,3,26,H,9,2009-08-30,Parma,I1,4,9,8,17,D,8,Parma_Catania_2009
18,3,Juventus,19,1,0,3,1,0,1,4,18,A,25,2009-08-30,Roma,I1,10,4,7,10,D,9,Roma_Juventus_2009
19,1,Udinese,16,3,0,1,2,0,0,4,26,H,11,2009-08-30,Sampdoria,I1,5,7,8,22,H,6,Sampdoria_Udinese_2009
20,0,Juventus,11,0,0,2,0,0,0,4,26,A,16,2009-09-12,Lazio,I1,7,5,6,12,D,3,Lazio_Juventus_2009
21,3,Milan,16,0,0,0,0,0,0,1,14,D,15,2009-09-12,Livorno,I1,4,6,8,14,D,4,Livorno_Milan_2009
22,1,Sampdoria,22,0,1,1,0,0,0,3,19,A,8,2009-09-13,Atalanta,I1,3,9,10,26,D,1,Atalanta_Sampdoria_2009
23,2,Chievo,20,0,0,2,0,0,2,1,19,A,13,2009-09-13,Bologna,I1,5,3,5,13,A,2,Bologna_Chievo_2009
24,1,Cagliari,19,1,0,0,0,0,0,2,14,H,5,2009-09-13,Fiorentina,I1,1,2,5,17,D,2,Fiorentina_Cagliari_2009
25,1,Napoli,13,4,2,1,1,1,1,4,20,H,15,2009-09-13,Genoa,I1,4,7,3,13,D,3,Genoa_Napoli_2009
26,3,Parma,14,2,0,0,0,0,0,1,18,H,8,2009-09-13,Inter,I1,1,9,4,25,D,5,Inter_Parma_2009
27,5,Bari,16,1,0,1,0,0,1,0,12,D,9,2009-09-13,Palermo,I1,4,10,8,28,A,1,Palermo_Bari_2009
28,1,Roma,20,1,0,2,1,1,0,3,15,A,17,2009-09-13,Siena,I1,4,2,5,9,H,13,Siena_Roma_2009
29,1,Catania,19,4,0,2,1,0,2,4,26,H,11,2009-09-13,Udinese,I1,2,8,10,15,A,2,Udinese_Catania_2009
30,0,Livorno,16,2,0,0,2,0,0,2,12,H,18,2009-09-19,Juventus,I1,8,4,1,15,H,9,Juventus_Livorno_2009
31,0,Udinese,16,0,0,0,0,0,0,2,11,D,14,2009-09-19,Napoli,I1,4,6,12,25,D,3,Napoli_Udinese_2009
32,1,Atalanta,6,4,0,1,3,0,0,2,13,H,9,2009-09-20,Bari,I1,3,8,2,15,H,4,Bari_Atalanta_2009
33,2,Inter,20,1,0,2,1,0,0,3,23,A,18,2009-09-20,Cagliari,I1,5,4,4,17,H,4,Cagliari_Inter_2009
34,3,Lazio,29,1,0,1,1,0,0,0,14,D,16,2009-09-20,Catania,I1,3,2,6,12,H,4,Catania_Lazio_2009
35,2,Genoa,23,3,0,1,2,0,0,3,13,H,12,2009-09-20,Chievo,I1,5,7,2,11,H,8,Chievo_Genoa_2009
36,1,Bologna,11,1,0,0,0,0,0,3,15,H,3,2009-09-20,Milan,I1,1,4,13,22,D,3,Milan_Bologna_2009
37,1,Palermo,16,1,0,0,1,0,0,2,27,H,15,2009-09-20,Parma,I1,6,3,6,12,H,6,Parma_Palermo_2009
38,0,Fiorentina,17,3,0,1,3,0,0,3,18,H,16,2009-09-20,Roma,I1,5,9,5,19,H,6,Roma_Fiorentina_2009
39,3,Siena,16,4,0,1,2,0,0,2,25,H,14,2009-09-20,Sampdoria,I1,5,9,3,13,H,10,Sampdoria_Siena_2009
40,5,Catania,20,0,0,0,0,0,0,4,21,D,9,2009-09-23,Atalanta,I1,1,4,7,10,D,5,Atalanta_Catania_2009
41,2,Cagliari,11,0,0,1,0,0,0,3,23,A,12,2009-09-23,Bari,I1,3,3,4,5,D,4,Bari_Cagliari_2009
