,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Cesena,11,0,0,0,0,0,0,3,17,D,13,2010-08-28,Roma,I1,3,5,10,24,D,8,Roma_Cesena_2010
1,2,Genoa,12,0,0,1,0,0,0,3,15,A,9,2010-08-28,Udinese,I1,4,6,9,14,D,3,Udinese_Genoa_2010
2,1,Juventus,14,1,0,0,1,0,0,2,12,H,18,2010-08-29,Bari,I1,2,5,7,20,H,4,Bari_Juventus_2010
3,0,Catania,18,2,0,1,1,0,1,2,18,H,11,2010-08-29,Chievo,I1,4,7,4,11,D,4,Chievo_Catania_2010
4,2,Napoli,18,1,1,1,0,1,1,4,16,D,12,2010-08-29,Fiorentina,I1,2,8,7,19,A,6,Fiorentina_Napoli_2010
5,0,Lecce,16,4,0,0,3,0,0,1,13,H,13,2010-08-29,Milan,I1,3,13,6,26,H,3,Milan_Lecce_2010
6,0,Cagliari,12,0,0,0,0,0,0,3,20,D,14,2010-08-29,Palermo,I1,3,4,8,13,D,1,Palermo_Cagliari_2010
7,0,Brescia,24,2,0,0,2,0,0,3,14,H,14,2010-08-29,Parma,I1,3,9,3,18,H,6,Parma_Brescia_2010
8,1,Lazio,9,2,0,0,0,0,0,4,24,H,18,2010-08-29,Sampdoria,I1,1,4,3,11,D,5,Sampdoria_Lazio_2010
9,3,Inter,20,0,0,0,0,0,0,2,16,D,22,2010-08-30,Bologna,I1,7,3,2,9,D,7,Bologna_Inter_2010
10,3,Roma,23,5,1,1,3,0,1,2,9,H,17,2010-09-11,Cagliari,I1,6,7,4,12,H,9,Cagliari_Roma_2010
11,0,Milan,14,2,0,0,2,0,0,1,12,H,19,2010-09-11,Cesena,I1,5,4,9,17,H,12,Cesena_Milan_2010
12,2,Udinese,17,2,0,1,1,0,1,3,19,H,14,2010-09-11,Inter,I1,4,6,6,17,D,3,Inter_Udinese_2010
13,2,Palermo,17,3,0,2,3,0,1,2,17,H,23,2010-09-12,Brescia,I1,11,6,2,17,H,6,Brescia_Palermo_2010
14,1,Parma,14,2,1,1,1,0,0,5,17,H,16,2010-09-12,Catania,I1,4,3,5,10,H,10,Catania_Parma_2010
15,1,Chievo,10,1,0,3,1,0,1,0,20,A,12,2010-09-12,Genoa,I1,8,7,9,14,D,6,Genoa_Chievo_2010
16,1,Sampdoria,14,3,0,3,1,0,1,0,13,D,11,2010-09-12,Juventus,I1,5,10,4,25,D,3,Juventus_Sampdoria_2010
17,1,Bologna,14,3,0,1,0,0,0,1,23,H,14,2010-09-12,Lazio,I1,1,7,7,15,D,4,Lazio_Bologna_2010
18,2,Fiorentina,21,1,0,0,1,0,0,1,15,H,11,2010-09-12,Lecce,I1,3,4,3,9,H,3,Lecce_Fiorentina_2010
