,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Inter,19,1,0,1,0,0,1,2,20,D,15,2008-08-30,Sampdoria,I1,4,3,9,18,A,8,Sampdoria_Inter_2008
1,2,Palermo,17,3,0,1,2,0,0,4,15,H,14,2008-08-30,Udinese,I1,4,7,10,22,H,4,Udinese_Palermo_2008
2,1,Siena,18,1,1,0,1,0,0,1,24,H,5,2008-08-31,Atalanta,I1,1,3,3,10,H,6,Atalanta_Siena_2008
3,4,Lazio,12,1,0,4,1,1,0,1,17,A,17,2008-08-31,Cagliari,I1,8,4,8,18,H,3,Cagliari_Lazio_2008
4,5,Genoa,22,1,0,0,0,0,0,3,30,H,12,2008-08-31,Catania,I1,3,4,3,7,D,8,Catania_Genoa_2008
5,3,Reggina,15,2,0,1,0,1,0,1,16,H,9,2008-08-31,Chievo,I1,2,7,4,15,D,9,Chievo_Reggina_2008
6,1,Juventus,18,1,0,1,0,1,1,3,25,D,18,2008-08-31,Fiorentina,I1,5,2,3,13,A,3,Fiorentina_Juventus_2008
7,1,Bologna,16,1,0,2,1,0,1,3,12,A,13,2008-08-31,Milan,I1,3,8,4,23,D,1,Milan_Bologna_2008
8,2,Napoli,17,1,1,1,1,0,0,1,22,D,19,2008-08-31,Roma,I1,5,7,6,17,H,8,Roma_Napoli_2008
9,1,Lecce,11,3,0,0,2,0,0,3,17,H,18,2008-08-31,Torino,I1,4,6,6,13,H,6,Torino_Lecce_2008
10,2,Catania,15,2,0,1,1,1,1,5,27,H,12,2008-09-13,Inter,I1,1,6,8,21,D,5,Inter_Catania_2008
11,1,Roma,24,3,0,1,1,0,1,2,13,H,20,2008-09-13,Palermo,I1,7,6,5,18,D,3,Palermo_Roma_2008
12,2,Atalanta,19,0,0,1,0,0,1,6,25,A,13,2008-09-14,Bologna,I1,2,2,7,6,A,5,Bologna_Atalanta_2008
13,2,Milan,11,2,0,0,1,0,0,4,17,H,18,2008-09-14,Genoa,I1,6,8,6,16,H,5,Genoa_Milan_2008
14,0,Udinese,17,1,0,0,0,0,0,1,16,H,7,2008-09-14,Juventus,I1,3,6,7,19,D,2,Juventus_Udinese_2008
15,0,Sampdoria,13,2,0,0,1,0,0,2,20,H,9,2008-09-14,Lazio,I1,3,4,5,14,H,10,Lazio_Sampdoria_2008
16,2,Chievo,24,2,0,0,0,0,0,2,23,H,12,2008-09-14,Lecce,I1,1,4,3,11,D,5,Lecce_Chievo_2008
17,3,Fiorentina,14,2,0,1,0,0,1,3,13,H,19,2008-09-14,Napoli,I1,7,5,4,15,A,4,Napoli_Fiorentina_2008
18,3,Torino,22,1,0,1,1,0,1,1,25,D,7,2008-09-14,Reggina,I1,5,1,9,12,D,5,Reggina_Torino_2008
19,3,Cagliari,16,2,0,0,1,0,0,3,12,H,10,2008-09-14,Siena,I1,3,6,7,9,H,6,Siena_Cagliari_2008
20,1,Atalanta,24,1,0,0,0,0,0,1,10,H,22,2008-09-20,Catania,I1,5,1,4,8,D,5,Catania_Atalanta_2008
21,0,Reggina,16,3,0,0,1,0,0,2,15,H,11,2008-09-20,Roma,I1,1,9,9,25,H,3,Roma_Reggina_2008
22,1,Juventus,9,0,0,1,0,0,1,1,21,A,17,2008-09-21,Cagliari,I1,5,5,3,12,A,6,Cagliari_Juventus_2008
23,3,Bologna,25,1,0,0,1,0,0,1,14,H,10,2008-09-21,Fiorentina,I1,4,8,4,23,H,4,Fiorentina_Bologna_2008
24,3,Siena,17,1,0,1,0,0,1,4,24,D,11,2008-09-21,Lecce,I1,3,5,5,10,A,6,Lecce_Siena_2008
25,2,Lazio,20,4,0,1,2,0,1,1,15,H,12,2008-09-21,Milan,I1,4,9,7,14,H,6,Milan_Lazio_2008
26,1,Genoa,18,2,0,1,1,0,0,2,24,H,10,2008-09-21,Palermo,I1,3,5,4,14,H,4,Palermo_Genoa_2008
27,2,Chievo,16,1,0,1,0,0,0,2,15,D,6,2008-09-21,Sampdoria,I1,1,3,4,10,D,0,Sampdoria_Chievo_2008
28,3,Inter,15,1,0,3,0,0,2,1,18,A,8,2008-09-21,Torino,I1,5,5,8,14,A,0,Torino_Inter_2008
29,0,Napoli,10,0,0,0,0,0,0,2,18,D,9,2008-09-21,Udinese,I1,1,4,1,14,D,2,Udinese_Napoli_2008
30,1,Cagliari,25,1,0,0,0,0,0,3,17,H,10,2008-09-24,Atalanta,I1,2,7,6,16,D,3,Atalanta_Cagliari_2008
31,3,Udinese,16,0,0,3,0,1,2,2,28,A,15,2008-09-24,Bologna,I1,3,1,2,9,A,6,Bologna_Udinese_2008
32,3,Torino,17,1,1,1,0,0,1,2,23,D,8,2008-09-24,Chievo,I1,2,5,8,14,A,3,Chievo_Torino_2008
33,3,Roma,16,3,1,1,1,0,1,5,19,H,12,2008-09-24,Genoa,I1,4,6,5,14,D,4,Genoa_Roma_2008
34,2,Lecce,12,1,0,0,0,0,0,1,15,H,5,2008-09-24,Inter,I1,2,2,7,14,D,2,Inter_Lecce_2008
35,0,Catania,16,1,0,1,1,0,0,3,33,D,8,2008-09-24,Juventus,I1,4,8,5,22,H,3,Juventus_Catania_2008
36,2,Fiorentina,18,3,0,0,0,0,0,3,17,H,8,2008-09-24,Lazio,I1,1,10,7,23,D,6,Lazio_Fiorentina_2008
37,2,Palermo,17,2,0,1,1,0,0,3,17,H,17,2008-09-24,Napoli,I1,4,4,1,14,H,6,Napoli_Palermo_2008
38,1,Milan,26,1,0,2,0,0,1,3,26,A,8,2008-09-24,Reggina,I1,4,7,3,16,A,1,Reggina_Milan_2008
39,1,Sampdoria,23,0,0,0,0,0,0,2,17,D,8,2008-09-24,Siena,I1,2,0,2,6,D,7,Siena_Sampdoria_2008
40,5,Genoa,20,1,0,0,0,0,0,4,33,H,3,2008-09-27,Fiorentina,I1,2,5,7,19,D,5,Fiorentina_Genoa_2008
41,2,Juventus,13,0,0,0,0,0,0,2,24,D,10,2008-09-27,Sampdoria,I1,2,3,11,13,D,2,Sampdoria_Juventus_2008
42,1,Napoli,4,0,0,1,0,0,0,0,12,A,4,2008-09-28,Bologna,I1,1,1,5,10,D,3,Bologna_Napoli_2008
