,HTHG,Div,AwayTeam,FTR,HTAG,Date,HTR,HomeTeam,FTHG,FTAG,idGame
0,2,I1,Sampdoria,D,0,2003-08-30,H,Reggina,2,2,Reggina_Sampdoria_2003
1,1,I1,Parma,D,1,2003-08-31,D,Bologna,2,2,Bologna_Parma_2003
2,0,I1,Chievo,D,1,2003-08-31,A,Brescia,1,1,Brescia_Chievo_2003
3,0,I1,Modena,H,0,2003-08-31,D,Inter,2,0,Inter_Modena_2003
4,1,I1,Empoli,H,0,2003-08-31,H,Juventus,5,1,Juventus_Empoli_2003
5,3,I1,Lecce,H,0,2003-08-31,H,Lazio,4,1,Lazio_Lecce_2003
6,2,I1,Siena,D,1,2003-08-31,H,Perugia,2,2,Perugia_Siena_2003
7,1,I1,Roma,A,1,2003-08-31,D,Udinese,1,2,Udinese_Roma_2003
8,0,I1,Milan,A,1,2003-09-01,A,Ancona,0,2,Ancona_Milan_2003
9,1,I1,Bologna,H,1,2003-09-13,D,Milan,2,1,Milan_Bologna_2003
10,0,I1,Lazio,A,1,2003-09-13,A,Sampdoria,1,2,Sampdoria_Lazio_2003
11,1,I1,Juventus,A,1,2003-09-14,D,Chievo,1,2,Chievo_Juventus_2003
12,1,I1,Reggina,D,1,2003-09-14,D,Empoli,1,1,Empoli_Reggina_2003
13,1,I1,Ancona,H,0,2003-09-14,H,Lecce,3,1,Lecce_Ancona_2003
14,0,I1,Udinese,A,0,2003-09-14,D,Modena,0,1,Modena_Udinese_2003
15,1,I1,Perugia,H,0,2003-09-14,H,Parma,3,0,Parma_Perugia_2003
16,3,I1,Brescia,H,0,2003-09-14,H,Roma,5,0,Roma_Brescia_2003
17,0,I1,Inter,A,1,2003-09-14,A,Siena,0,1,Siena_Inter_2003
18,0,I1,Modena,D,0,2003-09-20,D,Ancona,1,1,Ancona_Modena_2003
19,2,I1,Empoli,H,0,2003-09-20,H,Siena,4,0,Siena_Empoli_2003
20,0,I1,Udinese,H,0,2003-09-21,D,Bologna,2,0,Bologna_Udinese_2003
21,1,I1,Reggina,D,2,2003-09-21,A,Brescia,4,4,Brescia_Reggina_2003
22,0,I1,Sampdoria,D,0,2003-09-21,D,Inter,0,0,Inter_Sampdoria_2003
23,2,I1,Roma,D,1,2003-09-21,H,Juventus,2,2,Juventus_Roma_2003
24,1,I1,Parma,A,1,2003-09-21,D,Lazio,2,3,Lazio_Parma_2003
25,0,I1,Chievo,A,0,2003-09-21,D,Lecce,1,2,Lecce_Chievo_2003
26,1,I1,Milan,D,1,2003-09-21,D,Perugia,1,1,Perugia_Milan_2003
27,0,I1,Juventus,A,1,2003-09-27,A,Reggina,0,2,Reggina_Juventus_2003
28,0,I1,Inter,D,0,2003-09-27,D,Udinese,0,0,Udinese_Inter_2003
29,1,I1,Perugia,H,0,2003-09-28,H,Chievo,4,1,Chievo_Perugia_2003
30,0,I1,Lazio,D,1,2003-09-28,A,Empoli,2,2,Empoli_Lazio_2003
31,1,I1,Lecce,H,0,2003-09-28,H,Milan,3,0,Milan_Lecce_2003
32,2,I1,Bologna,H,0,2003-09-28,H,Modena,2,0,Modena_Bologna_2003
33,0,I1,Siena,D,1,2003-09-28,A,Parma,1,1,Parma_Siena_2003
34,0,I1,Ancona,H,0,2003-09-28,D,Roma,3,0,Roma_Ancona_2003
35,0,I1,Brescia,H,0,2003-09-28,D,Sampdoria,2,1,Sampdoria_Brescia_2003
36,0,I1,Udinese,A,2,2003-10-05,A,Ancona,0,3,Ancona_Udinese_2003
37,0,I1,Modena,A,0,2003-10-05,D,Empoli,0,3,Empoli_Modena_2003
38,0,I1,Milan,A,1,2003-10-05,A,Inter,1,3,Inter_Milan_2003
39,1,I1,Bologna,H,1,2003-10-05,D,Juventus,2,1,Juventus_Bologna_2003
40,0,I1,Chievo,H,0,2003-10-05,D,Lazio,1,0,Lazio_Chievo_2003
41,1,I1,Brescia,A,1,2003-10-05,D,Lecce,1,4,Lecce_Brescia_2003
42,1,I1,Sampdoria,H,0,2003-10-05,H,Parma,1,0,Parma_Sampdoria_2003
43,0,I1,Reggina,D,0,2003-10-05,D,Perugia,0,0,Perugia_Reggina_2003
44,0,I1,Roma,D,0,2003-10-05,D,Siena,0,0,Siena_Roma_2003
45,0,I1,Juventus,A,2,2003-10-18,A,Ancona,2,3,Ancona_Juventus_2003
46,1,I1,Inter,D,0,2003-10-18,H,Brescia,2,2,Brescia_Inter_2003
47,0,I1,Perugia,D,0,2003-10-19,D,Bologna,2,2,Bologna_Perugia_2003
48,1,I1,Sampdoria,D,0,2003-10-19,H,Chievo,1,1,Chievo_Sampdoria_2003
49,1,I1,Lazio,H,0,2003-10-19,H,Milan,1,0,Milan_Lazio_2003
50,0,I1,Lecce,H,0,2003-10-19,D,Modena,2,0,Modena_Lecce_2003
51,1,I1,Siena,H,0,2003-10-19,H,Reggina,2,1,Reggina_Siena_2003
52,1,I1,Parma,H,0,2003-10-19,H,Roma,2,0,Roma_Parma_2003
53,2,I1,Empoli,H,0,2003-10-19,H,Udinese,2,0,Udinese_Empoli_2003
54,0,I1,Chievo,A,0,2003-10-25,D,Empoli,0,1,Empoli_Chievo_2003
55,1,I1,Lecce,H,1,2003-10-25,D,Siena,2,1,Siena_Lecce_2003
56,0,I1,Roma,D,0,2003-10-26,D,Inter,0,0,Inter_Roma_2003
57,2,I1,Brescia,H,0,2003-10-26,H,Juventus,2,0,Juventus_Brescia_2003
58,0,I1,Bologna,H,0,2003-10-26,D,Lazio,2,1,Lazio_Bologna_2003
59,1,I1,Modena,H,0,2003-10-26,H,Parma,3,0,Parma_Modena_2003
60,2,I1,Udinese,D,1,2003-10-26,H,Perugia,3,3,Perugia_Udinese_2003
61,0,I1,Ancona,D,0,2003-10-26,D,Reggina,0,0,Reggina_Ancona_2003
62,0,I1,Milan,A,1,2003-10-26,A,Sampdoria,0,3,Sampdoria_Milan_2003
63,0,I1,Juventus,D,0,2003-11-01,D,Milan,1,1,Milan_Juventus_2003
64,1,I1,Lazio,A,2,2003-11-01,A,Udinese,1,2,Udinese_Lazio_2003
65,0,I1,Siena,D,0,2003-11-02,D,Ancona,0,0,Ancona_Siena_2003
66,0,I1,Sampdoria,A,1,2003-11-02,A,Bologna,0,1,Bologna_Sampdoria_2003
67,2,I1,Parma,A,2,2003-11-02,D,Brescia,2,3,Brescia_Parma_2003
68,0,I1,Inter,A,0,2003-11-02,D,Chievo,0,2,Chievo_Inter_2003
69,2,I1,Empoli,H,0,2003-11-02,H,Lecce,2,1,Lecce_Empoli_2003
70,0,I1,Perugia,H,0,2003-11-02,D,Modena,1,0,Modena_Perugia_2003
71,1,I1,Reggina,H,0,2003-11-02,H,Roma,2,0,Roma_Reggina_2003
72,0,I1,Bologna,D,0,2003-11-08,D,Brescia,0,0,Brescia_Bologna_2003
73,2,I1,Empoli,H,0,2003-11-08,H,Sampdoria,2,0,Sampdoria_Empoli_2003
74,1,I1,Ancona,H,0,2003-11-09,H,Inter,3,0,Inter_Ancona_2003
75,0,I1,Udinese,H,0,2003-11-09,D,Juventus,4,1,Juventus_Udinese_2003
76,0,I1,Milan,D,0,2003-11-09,D,Parma,0,0,Parma_Milan_2003
77,1,I1,Lecce,D,1,2003-11-09,D,Perugia,2,2,Perugia_Lecce_2003
78,1,I1,Modena,D,1,2003-11-09,D,Reggina,1,1,Reggina_Modena_2003
79,0,I1,Lazio,H,0,2003-11-09,D,Roma,2,0,Roma_Lazio_2003
80,0,I1,Chievo,A,1,2003-11-09,A,Siena,1,2,Siena_Chievo_2003
81,2,I1,Reggina,H,0,2003-11-22,H,Inter,6,0,Inter_Reggina_2003
82,0,I1,Juventus,A,1,2003-11-22,A,Modena,0,2,Modena_Juventus_2003
83,0,I1,Brescia,D,1,2003-11-23,A,Ancona,1,1,Ancona_Brescia_2003
84,0,I1,Roma,A,3,2003-11-23,A,Bologna,0,4,Bologna_Roma_2003
85,0,I1,Milan,A,1,2003-11-23,A,Chievo,0,2,Chievo_Milan_2003
86,0,I1,Parma,H,0,2003-11-23,D,Empoli,1,0,Empoli_Parma_2003
87,1,I1,Perugia,H,0,2003-11-23,H,Lazio,3,1,Lazio_Perugia_2003
88,0,I1,Sampdoria,D,0,2003-11-23,D,Lecce,0,0,Lecce_Sampdoria_2003
89,1,I1,Siena,D,0,2003-11-23,H,Udinese,1,1,Udinese_Siena_2003
90,0,I1,Inter,A,1,2003-11-29,A,Juventus,1,3,Juventus_Inter_2003
91,2,I1,Lazio,H,0,2003-11-29,H,Siena,3,0,Siena_Lazio_2003
