,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2.0,Udinese,12.0,2,0.0,1,0.0,0.0,1.0,1.0,14.0,H,7.0,2012-08-25,Fiorentina,I1,2.0,8.0,10.0,23.0,A,0.0,Fiorentina_Udinese_2012
1,2.0,Parma,12.0,2,0.0,0,0.0,0.0,0.0,6.0,21.0,H,6.0,2012-08-25,Juventus,I1,5.0,6.0,5.0,15.0,D,8.0,Juventus_Parma_2012
2,1.0,Lazio,14.0,0,0.0,1,0.0,0.0,1.0,4.0,19.0,A,13.0,2012-08-26,Atalanta,I1,4.0,3.0,8.0,10.0,A,5.0,Atalanta_Lazio_2012
3,3.0,Bologna,17.0,2,1.0,0,0.0,0.0,0.0,3.0,18.0,H,4.0,2012-08-26,Chievo,I1,1.0,3.0,1.0,6.0,D,1.0,Chievo_Bologna_2012
4,0.0,Cagliari,19.0,2,0.0,0,0.0,0.0,0.0,3.0,12.0,H,17.0,2012-08-26,Genoa,I1,4.0,4.0,3.0,15.0,D,6.0,Genoa_Cagliari_2012
5,2.0,Sampdoria,16.0,0,0.0,1,0.0,0.0,0.0,5.0,11.0,A,10.0,2012-08-26,Milan,I1,3.0,6.0,7.0,23.0,D,2.0,Milan_Sampdoria_2012
6,3.0,Napoli,11.0,0,0.0,3,0.0,0.0,1.0,3.0,13.0,A,12.0,2012-08-26,Palermo,I1,3.0,6.0,6.0,16.0,A,5.0,Palermo_Napoli_2012
7,3.0,Inter,7.0,0,0.0,3,0.0,0.0,2.0,1.0,12.0,A,14.0,2012-08-26,Pescara,I1,6.0,5.0,10.0,13.0,A,2.0,Pescara_Inter_2012
8,3.0,Catania,15.0,2,0.0,2,0.0,0.0,1.0,2.0,15.0,D,11.0,2012-08-26,Roma,I1,4.0,5.0,10.0,18.0,A,2.0,Roma_Catania_2012
9,0.0,Torino,10.0,0,0.0,0,0.0,0.0,0.0,1.0,17.0,D,8.0,2012-08-26,Siena,I1,1.0,0.0,4.0,5.0,D,5.0,Siena_Torino_2012
10,1.0,Milan,18.0,1,0.0,3,1.0,0.0,1.0,5.0,21.0,A,17.0,2012-09-01,Bologna,I1,6.0,3.0,1.0,15.0,D,8.0,Bologna_Milan_2012
11,1.0,Pescara,12.0,3,1.0,0,1.0,0.0,0.0,2.0,20.0,H,1.0,2012-09-01,Torino,I1,0.0,9.0,5.0,16.0,H,0.0,Torino_Pescara_2012
12,3.0,Atalanta,24.0,1,1.0,1,0.0,0.0,0.0,1.0,19.0,D,10.0,2012-09-02,Cagliari,I1,5.0,6.0,13.0,25.0,D,3.0,Cagliari_Atalanta_2012
13,3.0,Genoa,20.0,3,0.0,2,0.0,0.0,1.0,2.0,24.0,H,16.0,2012-09-02,Catania,I1,6.0,5.0,9.0,20.0,A,5.0,Catania_Genoa_2012
14,2.0,Roma,17.0,1,1.0,3,1.0,0.0,1.0,2.0,17.0,A,12.0,2012-09-02,Inter,I1,3.0,6.0,11.0,21.0,D,2.0,Inter_Roma_2012
15,3.0,Palermo,14.0,3,0.0,0,1.0,0.0,0.0,2.0,10.0,H,9.0,2012-09-02,Lazio,I1,2.0,6.0,7.0,21.0,H,4.0,Lazio_Palermo_2012
16,2.0,Fiorentina,17.0,2,0.0,1,0.0,0.0,0.0,2.0,10.0,H,16.0,2012-09-02,Napoli,I1,3.0,1.0,7.0,5.0,D,9.0,Napoli_Fiorentina_2012
17,3.0,Chievo,22.0,2,0.0,0,1.0,0.0,0.0,3.0,17.0,H,14.0,2012-09-02,Parma,I1,4.0,3.0,3.0,11.0,H,4.0,Parma_Chievo_2012
18,3.0,Siena,16.0,2,1.0,1,1.0,0.0,0.0,3.0,22.0,H,9.0,2012-09-02,Sampdoria,I1,3.0,5.0,11.0,12.0,H,1.0,Sampdoria_Siena_2012
19,3.0,Juventus,11.0,1,0.0,4,0.0,1.0,2.0,3.0,19.0,A,21.0,2012-09-02,Udinese,I1,10.0,1.0,3.0,10.0,A,5.0,Udinese_Juventus_2012
20,2.0,Atalanta,12.0,0,0.0,1,0.0,0.0,0.0,4.0,19.0,A,10.0,2012-09-15,Milan,I1,4.0,7.0,8.0,17.0,D,5.0,Milan_Atalanta_2012
21,3.0,Cagliari,16.0,1,0.0,1,1.0,0.0,0.0,2.0,27.0,D,12.0,2012-09-15,Palermo,I1,4.0,3.0,0.0,7.0,H,1.0,Palermo_Cagliari_2012
22,3.0,Lazio,11.0,1,0.0,3,0.0,0.0,2.0,2.0,20.0,A,12.0,2012-09-16,Chievo,I1,6.0,2.0,10.0,11.0,A,1.0,Chievo_Lazio_2012
23,3.0,Catania,15.0,2,0.0,0,1.0,0.0,0.0,2.0,16.0,H,8.0,2012-09-16,Fiorentina,I1,4.0,7.0,5.0,15.0,H,3.0,Fiorentina_Catania_2012
24,2.0,Juventus,15.0,1,0.0,3,1.0,0.0,0.0,3.0,18.0,A,19.0,2012-09-16,Genoa,I1,5.0,4.0,1.0,13.0,H,9.0,Genoa_Juventus_2012
25,1.0,Parma,17.0,3,0.0,1,2.0,0.0,1.0,4.0,20.0,H,21.0,2012-09-16,Napoli,I1,5.0,6.0,1.0,12.0,H,6.0,Napoli_Parma_2012
26,3.0,Sampdoria,18.0,2,0.0,3,0.0,0.0,1.0,2.0,18.0,A,10.0,2012-09-16,Pescara,I1,5.0,6.0,7.0,15.0,A,2.0,Pescara_Sampdoria_2012
27,5.0,Bologna,17.0,2,0.0,3,2.0,0.0,0.0,3.0,23.0,A,15.0,2012-09-16,Roma,I1,6.0,7.0,3.0,14.0,H,8.0,Roma_Bologna_2012
28,2.0,Udinese,20.0,2,1.0,2,0.0,0.0,2.0,2.0,15.0,D,9.0,2012-09-16,Siena,I1,4.0,6.0,3.0,14.0,A,2.0,Siena_Udinese_2012
