,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Juventus,21,0,0,1,0,1,0,3,21,A,11,2013-08-24,Sampdoria,I1,4,1,4,4,D,10,Sampdoria_Juventus_2013
1,2,Milan,11,2,0,1,1,0,1,3,14,H,15,2013-08-24,Verona,I1,5,8,6,14,D,5,Verona_Milan_2013
2,2,Atalanta,19,2,0,1,1,0,1,4,17,H,11,2013-08-25,Cagliari,I1,2,7,10,23,D,3,Cagliari_Atalanta_2013
3,2,Genoa,15,2,0,0,0,0,0,3,9,H,4,2013-08-25,Inter,I1,0,5,12,20,D,2,Inter_Genoa_2013
4,4,Udinese,15,2,0,1,2,0,0,3,13,H,7,2013-08-25,Lazio,I1,3,6,4,20,H,4,Lazio_Udinese_2013
5,1,Roma,12,0,0,2,0,0,0,2,18,A,17,2013-08-25,Livorno,I1,6,3,2,5,D,8,Livorno_Roma_2013
6,1,Bologna,10,3,0,0,2,0,0,3,14,H,8,2013-08-25,Napoli,I1,2,6,0,16,H,5,Napoli_Bologna_2013
7,2,Chievo,17,0,0,0,0,0,0,3,17,D,16,2013-08-25,Parma,I1,3,4,7,14,D,3,Parma_Chievo_2013
8,3,Sassuolo,15,2,0,0,1,0,0,2,13,H,14,2013-08-25,Torino,I1,4,5,4,14,H,5,Torino_Sassuolo_2013
9,2,Catania,16,2,0,1,2,0,1,4,20,H,13,2013-08-26,Fiorentina,I1,4,6,3,16,H,3,Fiorentina_Catania_2013
10,1,Napoli,10,2,0,4,2,0,2,1,10,A,18,2013-08-31,Chievo,I1,8,6,3,13,D,4,Chievo_Napoli_2013
11,1,Lazio,12,4,1,1,2,0,1,0,15,H,17,2013-08-31,Juventus,I1,11,5,4,12,H,5,Juventus_Lazio_2013
12,3,Torino,15,2,0,0,0,0,0,2,16,H,14,2013-09-01,Atalanta,I1,2,3,6,10,D,4,Atalanta_Torino_2013
13,3,Sampdoria,20,2,0,2,1,0,1,3,13,D,13,2013-09-01,Bologna,I1,5,6,4,10,D,4,Bologna_Sampdoria_2013
14,3,Inter,16,0,0,3,0,0,1,1,10,A,17,2013-09-01,Catania,I1,7,3,4,13,A,3,Catania_Inter_2013
15,1,Fiorentina,13,2,0,5,0,1,3,2,7,A,16,2013-09-01,Genoa,I1,8,7,11,14,A,2,Genoa_Fiorentina_2013
16,1,Cagliari,25,3,0,1,2,0,1,1,13,H,10,2013-09-01,Milan,I1,2,8,3,17,H,5,Milan_Cagliari_2013
17,2,Verona,9,3,0,0,0,0,0,2,12,H,13,2013-09-01,Roma,I1,1,11,9,25,D,3,Roma_Verona_2013
18,1,Livorno,17,1,0,4,0,0,1,1,18,A,10,2013-09-01,Sassuolo,I1,5,4,10,11,A,3,Sassuolo_Livorno_2013
19,0,Parma,12,3,0,1,1,0,0,4,14,H,12,2013-09-01,Udinese,I1,1,6,5,15,H,6,Udinese_Parma_2013
20,2,Juventus,16,1,0,1,0,0,0,2,14,D,12,2013-09-14,Inter,I1,5,4,6,8,D,1,Inter_Juventus_2013
21,1,Atalanta,7,2,1,0,0,0,0,0,11,H,11,2013-09-14,Napoli,I1,5,11,8,29,D,2,Napoli_Atalanta_2013
22,2,Milan,13,2,0,2,0,0,0,2,16,D,14,2013-09-14,Torino,I1,5,3,4,10,D,4,Torino_Milan_2013
23,1,Cagliari,12,1,0,1,0,1,0,3,17,D,6,2013-09-15,Fiorentina,I1,1,2,4,16,D,9,Fiorentina_Cagliari_2013
24,2,Chievo,14,3,0,0,3,0,0,6,10,H,14,2013-09-15,Lazio,I1,5,6,3,14,H,11,Lazio_Chievo_2013
