,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,17:00:00,3,Torino,17,0,1,0,0,0,0,1,20,H,6,2020-09-19,Fiorentina,I1,3,8,4,17,D,1,Fiorentina_Torino_2020
1,19:45:00,2,Roma,19,0,0,0,0,0,0,0,20,D,15,2020-09-19,Verona,I1,7,7,0,9,D,6,Verona_Roma_2020
2,11:30:00,4,Napoli,16,0,0,2,0,0,0,1,12,A,12,2020-09-20,Parma,I1,7,2,4,4,D,2,Parma_Napoli_2020
3,14:00:00,4,Crotone,13,0,4,1,3,0,1,2,14,H,11,2020-09-20,Genoa,I1,5,8,6,10,H,4,Genoa_Crotone_2020
4,17:00:00,1,Cagliari,9,0,1,1,0,0,0,3,18,D,8,2020-09-20,Sassuolo,I1,4,10,7,21,D,3,Sassuolo_Cagliari_2020
5,19:45:00,1,Sampdoria,15,0,3,0,1,0,0,1,9,H,10,2020-09-20,Juventus,I1,2,9,6,14,H,4,Juventus_Sampdoria_2020
6,19:45:00,3,Bologna,13,1,2,0,1,0,0,5,17,H,6,2020-09-21,Milan,I1,5,6,7,14,H,4,Milan_Bologna_2020
7,14:00:00,1,Atalanta,11,0,2,4,2,0,3,2,12,A,12,2020-09-26,Torino,I1,7,5,2,5,A,6,Torino_Atalanta_2020
8,17:00:00,1,Lazio,8,0,0,2,0,0,1,1,13,A,9,2020-09-26,Cagliari,I1,7,3,3,9,A,6,Cagliari_Lazio_2020
9,17:00:00,3,Benevento,17,0,2,3,2,0,1,1,12,A,11,2020-09-26,Sampdoria,I1,6,4,6,5,H,4,Sampdoria_Benevento_2020
10,19:45:00,1,Fiorentina,15,0,4,3,1,0,1,1,10,H,8,2020-09-26,Inter,I1,4,6,5,12,D,1,Inter_Fiorentina_2020
11,11:30:00,2,Sassuolo,13,0,1,4,1,0,1,1,8,A,10,2020-09-27,Spezia,I1,8,6,3,11,D,5,Spezia_Sassuolo_2020
12,14:00:00,1,Genoa,6,0,6,0,1,0,0,2,13,H,3,2020-09-27,Napoli,I1,1,11,4,18,H,2,Napoli_Genoa_2020
13,14:00:00,1,Udinese,13,0,1,0,0,0,0,0,13,H,14,2020-09-27,Verona,I1,6,2,1,8,D,9,Verona_Udinese_2020
