,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Livingston,11,3,0,1,2,N Walsh,0,0,3,10,H,6,2018-08-04,Celtic,SC0,1,10,12,21,H,3,Celtic_Livingston_2018
1,2,Hearts,18,1,0,4,1,A Dallas,0,1,2,10,A,20,2018-08-04,Hamilton,SC0,10,1,3,6,D,6,Hamilton_Hearts_2018
2,1,St Johnstone,13,2,0,0,0,J Beaton,0,0,3,14,H,3,2018-08-04,Kilmarnock,SC0,2,6,8,17,D,1,Kilmarnock_St Johnstone_2018
3,3,Dundee,13,2,0,1,1,A Muir,0,1,1,18,H,10,2018-08-04,St Mirren,SC0,5,4,9,12,D,6,St Mirren_Dundee_2018
4,3,Rangers,12,1,1,1,0,K Clancy,0,1,2,11,D,8,2018-08-05,Aberdeen,SC0,3,1,4,6,A,2,Aberdeen_Rangers_2018
5,1,Motherwell,11,3,0,0,2,B Madden,0,0,2,9,H,6,2018-08-05,Hibernian,SC0,2,4,0,12,H,5,Hibernian_Motherwell_2018
6,1,Aberdeen,12,0,0,1,0,B Madden,0,0,3,15,A,15,2018-08-11,Dundee,SC0,3,1,8,11,D,12,Dundee_Aberdeen_2018
7,5,Celtic,18,1,0,0,0,J Beaton,0,0,2,7,H,13,2018-08-11,Hearts,SC0,4,7,0,14,D,4,Hearts_Celtic_2018
8,1,Kilmarnock,16,0,0,0,0,G Duncan,0,0,2,7,D,7,2018-08-11,Livingston,SC0,2,3,3,7,D,3,Livingston_Kilmarnock_2018
9,3,Hamilton,13,0,0,1,0,N Walsh,0,0,2,14,A,6,2018-08-11,Motherwell,SC0,2,4,4,13,D,2,Motherwell_Hamilton_2018
10,1,St Mirren,11,2,0,0,2,D Robertson,1,0,4,18,H,6,2018-08-12,Rangers,SC0,1,8,5,11,H,4,Rangers_St Mirren_2018
11,1,Hibernian,7,1,0,1,1,W Collum,0,0,0,12,D,16,2018-08-12,St Johnstone,SC0,6,1,10,12,H,7,St Johnstone_Hibernian_2018
12,4,Aberdeen,13,1,0,1,0,A Dallas,0,1,5,17,D,6,2018-08-25,Hibernian,SC0,4,5,7,15,A,5,Hibernian_Aberdeen_2018
13,0,Hearts,13,0,0,1,0,W Collum,1,0,3,19,A,11,2018-08-25,Kilmarnock,SC0,4,2,2,8,D,6,Kilmarnock_Hearts_2018
14,0,Dundee,6,1,0,0,0,S McLean,0,0,0,3,H,8,2018-08-25,St Johnstone,SC0,5,3,8,7,D,6,St Johnstone_Dundee_2018
15,2,Livingston,9,0,0,2,0,J Beaton,0,2,2,9,A,13,2018-08-25,St Mirren,SC0,8,0,5,5,A,6,St Mirren_Livingston_2018
16,0,Hamilton,10,1,0,0,0,D Robertson,0,0,2,13,H,3,2018-08-26,Celtic,SC0,1,3,9,19,D,3,Celtic_Hamilton_2018
17,3,Rangers,20,3,0,3,2,C Thomson,0,3,2,17,D,11,2018-08-26,Motherwell,SC0,6,6,10,16,A,5,Motherwell_Rangers_2018
18,3,Kilmarnock,14,0,0,2,0,C Thomson,1,1,3,11,A,13,2018-09-01,Aberdeen,SC0,5,1,2,5,A,6,Aberdeen_Kilmarnock_2018
19,2,Motherwell,7,1,0,3,0,G Duncan,0,0,1,9,A,11,2018-09-01,Dundee,SC0,5,4,6,4,D,8,Dundee_Motherwell_2018
20,2,St Johnstone,14,1,0,2,0,B Madden,0,2,1,14,A,12,2018-09-01,Hamilton,SC0,5,3,4,11,A,2,Hamilton_St Johnstone_2018
21,2,St Mirren,13,4,0,1,4,K Clancy,0,1,3,15,H,10,2018-09-01,Hearts,SC0,4,7,10,30,H,1,Hearts_St Mirren_2018
22,0,Hibernian,13,2,0,1,0,S McLean,0,0,1,5,H,10,2018-09-01,Livingston,SC0,2,6,5,9,D,3,Livingston_Hibernian_2018
