,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Rangers,19,0,0,0,0,S Douga,0,0,0,18,D,6,2004-08-07,Aberdeen,SC0,4,2,1,2,D,5,Aberdeen_Rangers_2004
1,1,Hearts,12,0,0,1,0,C Thomson,0,0,3,10,A,12,2004-08-07,Dundee,SC0,6,1,3,1,D,2,Dundee_Hearts_2004
2,2,Dundee United,11,1,0,1,0,D McDonald,0,0,1,10,D,6,2004-08-07,Dunfermline,SC0,3,3,6,10,D,5,Dunfermline_Dundee United_2004
3,1,Kilmarnock,13,0,0,1,0,A Freeland,0,0,1,11,A,10,2004-08-07,Hibernian,SC0,4,5,5,9,D,7,Hibernian_Kilmarnock_2004
4,2,Inverness C,21,3,0,0,1,C Richmond,0,0,1,11,H,9,2004-08-07,Livingston,SC0,1,8,6,16,H,5,Livingston_Inverness C_2004
5,0,Motherwell,8,2,0,0,1,K Clark,0,0,0,11,H,5,2004-08-08,Celtic,SC0,1,8,8,17,H,4,Celtic_Motherwell_2004
6,2,Aberdeen,18,0,0,0,0,K Toner,0,0,3,18,D,4,2004-08-14,Hearts,SC0,2,6,4,11,D,3,Hearts_Aberdeen_2004
7,1,Celtic,14,2,0,4,2,M McCurry,1,3,0,9,A,8,2004-08-14,Kilmarnock,SC0,5,4,2,5,A,0,Kilmarnock_Celtic_2004
8,1,Hibernian,16,1,2,2,1,J Underhill,0,1,2,17,A,11,2004-08-14,Motherwell,SC0,8,11,3,16,D,2,Motherwell_Hibernian_2004
9,1,Livingston,14,4,0,0,2,I Brines,0,0,0,13,H,6,2004-08-14,Rangers,SC0,3,10,13,13,H,4,Rangers_Livingston_2004
10,0,Dundee,12,1,0,2,0,H Dallas,0,1,2,9,A,7,2004-08-15,Dundee United,SC0,2,12,12,17,A,2,Dundee United_Dundee_2004
11,0,Dunfermline,6,2,0,0,1,T Brown,0,0,1,11,H,5,2004-08-15,Inverness C,SC0,1,6,4,8,H,4,Inverness C_Dunfermline_2004
12,1,Motherwell,15,1,0,2,0,C Murray,0,1,0,12,A,14,2004-08-21,Dundee,SC0,9,7,6,9,A,8,Dundee_Motherwell_2004
13,1,Aberdeen,13,0,0,1,0,I Fyfe,0,1,4,22,A,3,2004-08-21,Dunfermline,SC0,2,3,6,10,A,3,Dunfermline_Aberdeen_2004
14,1,Kilmarnock,16,3,0,0,1,S Dougal,0,0,1,23,H,6,2004-08-21,Hearts,SC0,0,5,6,9,H,5,Hearts_Kilmarnock_2004
15,0,Dundee United,15,1,0,1,0,W Young,0,0,0,12,D,11,2004-08-21,Livingston,SC0,5,11,4,18,D,5,Livingston_Dundee United_2004
16,3,Hibernian,16,4,0,1,2,K Clark,0,1,4,22,H,10,2004-08-21,Rangers,SC0,8,12,4,17,H,5,Rangers_Hibernian_2004
17,3,Celtic,13,1,0,3,1,D McDonald,1,1,0,9,A,15,2004-08-22,Inverness C,SC0,9,0,4,1,D,9,Inverness C_Celtic_2004
