,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Aberdeen,10,1,0,1,1,D McDonald,0,0,0,7,D,16,2005-07-30,Dundee United,SC0,7,3,7,4,H,5,Dundee United_Aberdeen_2005
1,0,Inverness C,11,0,0,2,0,J Underhill,0,0,3,12,A,8,2005-07-30,Falkirk,SC0,2,6,6,9,D,1,Falkirk_Inverness C_2005
2,2,Dunfermline,7,1,0,1,0,C Richmond,1,1,3,19,D,9,2005-07-30,Hibernian,SC0,6,5,6,12,A,3,Hibernian_Dunfermline_2005
3,5,Hearts,27,2,0,4,1,A Freeland,0,1,1,19,A,11,2005-07-30,Kilmarnock,SC0,10,2,1,4,D,8,Kilmarnock_Hearts_2005
4,2,Celtic,20,4,0,4,1,M McCurry,0,3,2,19,D,10,2005-07-30,Motherwell,SC0,9,6,1,11,A,5,Motherwell_Celtic_2005
5,0,Livingston,14,3,1,0,1,C Thomson,0,0,2,20,H,6,2005-07-31,Rangers,SC0,1,12,10,18,H,3,Rangers_Livingston_2005
6,1,Kilmarnock,14,1,0,2,1,I Fyfe,0,1,1,20,A,7,2005-08-06,Aberdeen,SC0,3,4,9,8,D,1,Aberdeen_Kilmarnock_2005
7,1,Dundee United,14,2,0,0,1,Ian Brines,0,0,2,7,H,4,2005-08-06,Celtic,SC0,3,11,9,19,H,3,Celtic_Dundee United_2005
8,1,Rangers,13,0,0,1,0,C Murray,0,0,4,16,A,14,2005-08-06,Inverness C,SC0,6,5,7,14,D,7,Inverness C_Rangers_2005
9,3,Falkirk,17,0,0,2,0,E Smith,0,1,0,12,A,11,2005-08-06,Livingston,SC0,7,3,6,9,A,4,Livingston_Falkirk_2005
10,1,Dunfermline,13,1,1,0,0,S Conroy,0,0,1,11,H,7,2005-08-06,Motherwell,SC0,3,7,7,15,D,0,Motherwell_Dunfermline_2005
11,2,Hibernian,21,4,0,0,1,S Dougal,0,0,3,19,H,4,2005-08-07,Hearts,SC0,1,5,12,11,H,2,Hearts_Hibernian_2005
12,1,Falkirk,9,3,0,1,0,A Freeland,0,1,3,13,H,5,2005-08-13,Celtic,SC0,1,8,10,13,A,0,Celtic_Falkirk_2005
13,1,Inverness C,11,0,0,1,0,C Thompson,0,1,3,12,A,6,2005-08-13,Dunfermline,SC0,3,4,11,9,A,3,Dunfermline_Inverness C_2005
14,0,Livingston,9,3,0,0,2,K Turner,0,0,5,16,H,9,2005-08-13,Hibernian,SC0,1,7,7,10,H,5,Hibernian_Livingston_2005
