,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Ross County,11,2,0,0,2,W Collum,0,0,0,5,H,8,2015-08-01,Celtic,SC0,4,7,15,13,H,4,Celtic_Ross County_2015
1,2,Partick,12,0,1,0,0,B Colvin,0,0,0,11,D,4,2015-08-01,Hamilton,SC0,3,7,3,13,D,1,Hamilton_Partick_2015
2,1,Motherwell,6,0,0,1,0,C Allan,0,1,1,8,A,13,2015-08-01,Inverness C,SC0,8,0,5,3,A,6,Inverness C_Motherwell_2015
3,1,Dundee,15,0,0,4,0,B Madden,0,2,0,10,A,14,2015-08-01,Kilmarnock,SC0,10,1,1,4,A,4,Kilmarnock_Dundee_2015
4,2,Aberdeen,13,0,0,1,0,K Clancy,0,0,1,10,A,8,2015-08-02,Dundee United,SC0,3,3,7,7,D,11,Dundee United_Aberdeen_2015
5,3,St Johnstone,13,4,0,3,1,S McLean,0,0,2,11,H,12,2015-08-02,Hearts,SC0,5,6,2,13,H,3,Hearts_St Johnstone_2015
6,5,Hearts,12,1,0,2,1,C Thomson,0,0,4,17,A,5,2015-08-08,Dundee,SC0,2,1,6,6,H,4,Dundee_Hearts_2015
7,3,Dundee United,16,0,0,2,0,B Madden,0,0,1,10,A,9,2015-08-08,Motherwell,SC0,7,6,7,8,D,5,Motherwell_Dundee United_2015
8,0,Hamilton,8,2,0,0,2,A Dallas,0,0,3,14,H,8,2015-08-08,Ross County,SC0,2,2,5,6,H,4,Ross County_Hamilton_2015
9,0,Inverness C,9,1,0,1,0,W Collum,0,1,1,13,D,9,2015-08-08,St Johnstone,SC0,3,3,9,5,A,5,St Johnstone_Inverness C_2015
10,1,Kilmarnock,8,2,0,0,1,S McLean,0,0,4,18,H,2,2015-08-09,Aberdeen,SC0,0,9,7,15,H,3,Aberdeen_Kilmarnock_2015
11,2,Celtic,13,0,0,2,0,J Beaton,0,1,0,10,A,15,2015-08-09,Partick,SC0,6,1,1,5,A,5,Partick_Celtic_2015
