,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Hamilton,22,4,0,0,2,D McDonald,0,0,1,12,H,10,2010-08-14,Aberdeen,SC0,3,3,4,7,H,5,Aberdeen_Hamilton_2010
1,2,St Johnstone,12,1,1,1,1,S O'Reilly,0,1,2,12,D,6,2010-08-14,Hearts,SC0,3,1,9,8,D,4,Hearts_St Johnstone_2010
2,0,Celtic,11,0,0,1,0,C Murray,0,0,0,7,A,22,2010-08-14,Inverness C,SC0,15,3,1,8,D,12,Inverness C_Celtic_2010
3,0,Kilmarnock,14,2,0,1,1,W Collum,0,0,1,8,H,7,2010-08-14,Rangers,SC0,3,12,12,20,H,6,Rangers_Kilmarnock_2010
4,2,Dundee United,11,1,0,1,0,B Winter,0,0,3,15,D,14,2010-08-14,St Mirren,SC0,5,2,4,3,D,11,St Mirren_Dundee United_2010
5,0,Hibernian,8,2,0,3,1,C Thomson,0,1,2,13,A,15,2010-08-15,Motherwell,SC0,10,10,5,15,D,7,Motherwell_Hibernian_2010
6,1,Hearts,14,0,1,4,0,S Finnie,1,2,2,11,A,8,2010-08-21,Hamilton,SC0,4,1,7,2,A,6,Hamilton_Hearts_2010
7,2,Aberdeen,15,0,0,1,0,S McLean,0,0,3,14,A,9,2010-08-21,St Johnstone,SC0,4,2,5,6,D,4,St Johnstone_Aberdeen_2010
8,1,St Mirren,7,4,0,0,2,E Norris,0,0,2,6,H,1,2010-08-22,Celtic,SC0,1,8,12,16,H,0,Celtic_St Mirren_2010
9,0,Inverness C,7,0,0,4,0,A Muir,0,1,0,8,A,9,2010-08-22,Dundee United,SC0,6,3,9,5,A,4,Dundee United_Inverness C_2010
10,2,Rangers,17,0,1,3,0,I Brines,1,0,2,12,A,9,2010-08-22,Hibernian,SC0,7,7,4,11,D,5,Hibernian_Rangers_2010
11,2,Motherwell,7,0,0,1,0,M Tumilty,0,1,3,20,A,3,2010-08-22,Kilmarnock,SC0,3,2,9,8,A,2,Kilmarnock_Motherwell_2010
12,1,Kilmarnock,6,0,0,1,0,B Winter,0,0,1,9,A,19,2010-08-28,Aberdeen,SC0,12,5,6,10,D,6,Aberdeen_Kilmarnock_2010
13,2,Hamilton,13,0,0,1,0,J McKendrick,0,1,1,14,A,8,2010-08-28,Inverness C,SC0,4,1,6,2,A,5,Inverness C_Hamilton_2010
14,3,St Johnstone,13,2,0,1,1,C Murray,0,1,2,14,H,6,2010-08-28,Rangers,SC0,3,10,1,15,D,3,Rangers_St Johnstone_2010
15,1,Dundee United,14,1,0,1,1,C Thomson,0,0,2,13,D,7,2010-08-29,Hearts,SC0,5,7,8,14,H,9,Hearts_Dundee United_2010
16,1,Celtic,11,0,0,1,0,D McDonald,1,0,2,13,A,18,2010-08-29,Motherwell,SC0,6,2,3,5,D,5,Motherwell_Celtic_2010
17,3,Hibernian,11,1,0,0,0,S O'Reilly,0,0,1,13,H,7,2010-08-29,St Mirren,SC0,1,2,0,4,D,5,St Mirren_Hibernian_2010
18,0,Hearts,10,3,0,0,2,W Collum,0,0,1,12,H,6,2010-09-11,Celtic,SC0,3,8,3,12,H,4,Celtic_Hearts_2010
19,0,Aberdeen,8,3,0,1,3,M Tumilty,0,1,4,14,H,4,2010-09-11,Dundee United,SC0,4,4,9,7,H,10,Dundee United_Aberdeen_2010
20,2,Rangers,17,1,0,2,0,A Muir,0,1,2,18,A,7,2010-09-11,Hamilton,SC0,6,3,4,6,A,6,Hamilton_Rangers_2010
21,2,Inverness C,11,1,0,1,1,C Allan,0,0,1,6,D,11,2010-09-11,Hibernian,SC0,2,4,5,9,H,7,Hibernian_Inverness C_2010
22,1,St Mirren,8,2,1,1,1,S McLean,0,0,2,11,H,6,2010-09-11,Kilmarnock,SC0,2,8,5,22,H,4,Kilmarnock_St Mirren_2010
23,0,Motherwell,13,0,0,2,0,I Brines,0,2,0,10,A,6,2010-09-11,St Johnstone,SC0,2,1,7,6,A,1,St Johnstone_Motherwell_2010
24,1,Hamilton,13,1,0,1,1,E Norris,0,1,1,12,D,6,2010-09-18,Hibernian,SC0,3,3,5,8,D,8,Hibernian_Hamilton_2010
25,2,Hearts,11,1,0,3,1,I Brines,0,1,2,9,A,11,2010-09-18,Inverness C,SC0,8,8,5,11,D,9,Inverness C_Hearts_2010
26,1,Aberdeen,14,1,0,1,1,S O'Reilly,0,0,0,9,D,5,2010-09-18,Motherwell,SC0,2,4,2,9,H,2,Motherwell_Aberdeen_2010
27,0,Dundee United,6,4,0,0,1,D McDonald,0,0,2,12,H,5,2010-09-18,Rangers,SC0,2,12,4,17,H,5,Rangers_Dundee United_2010
28,0,St Mirren,13,2,0,1,2,J McKendrick,0,1,2,14,H,4,2010-09-18,St Johnstone,SC0,1,6,2,9,H,3,St Johnstone_St Mirren_2010
29,3,Celtic,10,1,0,2,1,C Thomson,0,1,2,10,A,6,2010-09-19,Kilmarnock,SC0,3,1,2,2,D,10,Kilmarnock_Celtic_2010
30,1,Hibernian,11,2,0,1,1,C Murray,0,0,1,7,H,4,2010-09-25,Celtic,SC0,1,6,9,12,H,0,Celtic_Hibernian_2010
31,3,St Johnstone,11,1,0,0,0,B Winter,0,0,7,9,H,5,2010-09-25,Dundee United,SC0,1,3,7,7,D,5,Dundee United_St Johnstone_2010
32,5,Kilmarnock,12,2,0,2,2,C Allan,0,0,0,15,D,6,2010-09-25,Hamilton,SC0,3,6,9,8,H,4,Hamilton_Kilmarnock_2010
33,2,Motherwell,20,0,0,2,0,M Tumilty,0,0,1,10,A,14,2010-09-25,Hearts,SC0,11,1,6,6,D,5,Hearts_Motherwell_2010
34,1,Inverness C,9,1,0,2,0,S Finnie,0,1,2,16,A,10,2010-09-25,St Mirren,SC0,3,4,8,8,A,7,St Mirren_Inverness C_2010
35,2,Rangers,20,2,0,3,2,W Collum,1,1,1,9,A,13,2010-09-26,Aberdeen,SC0,8,4,4,6,H,4,Aberdeen_Rangers_2010
