,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,2,Inverness C,8,0,0,2,0,M Tumilty,0,1,1,12,A,8,2008-08-09,Aberdeen,SC0,3,2,12,7,A,2,Aberdeen_Inverness C_2008
1,0,Rangers,7,0,0,1,0,D McDonald,0,0,3,12,A,8,2008-08-09,Falkirk,SC0,5,2,11,6,D,4,Falkirk_Rangers_2008
2,3,Motherwell,14,3,0,2,2,I Brines,0,1,2,14,H,6,2008-08-09,Hearts,SC0,2,6,1,10,H,3,Hearts_Motherwell_2008
3,1,Hibernian,8,1,0,0,0,C Murray,0,0,2,12,H,11,2008-08-09,Kilmarnock,SC0,1,5,10,11,D,4,Kilmarnock_Hibernian_2008
4,1,St Mirren,13,1,1,0,0,E Smith,0,0,0,13,H,6,2008-08-10,Celtic,SC0,2,4,3,12,D,3,Celtic_St Mirren_2008
5,2,Dundee United,16,3,0,1,2,S Dougal,0,1,4,14,H,9,2008-08-11,Hamilton,SC0,5,11,6,13,H,7,Hamilton_Dundee United_2008
6,2,Falkirk,13,3,0,2,2,W Collum,0,1,1,15,H,12,2008-08-16,Hibernian,SC0,6,6,0,16,H,4,Hibernian_Falkirk_2008
7,1,Hamilton,17,0,0,1,0,S O'Reilly,0,1,2,20,A,5,2008-08-16,Inverness C,SC0,2,2,4,6,A,6,Inverness C_Hamilton_2008
8,0,Aberdeen,9,0,0,1,0,S Conroy,0,0,4,13,A,4,2008-08-16,Motherwell,SC0,3,3,3,5,D,3,Motherwell_Aberdeen_2008
9,1,Hearts,12,2,1,0,1,S Dougal,0,0,2,13,H,7,2008-08-16,Rangers,SC0,5,7,1,13,H,4,Rangers_Hearts_2008
10,1,Kilmarnock,14,0,0,0,0,D Somers,0,0,2,12,D,9,2008-08-16,St Mirren,SC0,5,3,4,9,D,9,St Mirren_Kilmarnock_2008
11,1,Celtic,19,1,0,1,0,C Richmond,0,0,1,14,D,13,2008-08-17,Dundee United,SC0,8,6,5,9,D,5,Dundee United_Celtic_2008
12,2,Rangers,24,1,0,1,1,C Thomson,0,1,0,18,D,11,2008-08-23,Aberdeen,SC0,4,3,0,5,D,3,Aberdeen_Rangers_2008
13,1,Falkirk,7,3,0,0,2,I Brines,0,0,2,17,H,8,2008-08-23,Celtic,SC0,5,9,5,16,H,3,Celtic_Falkirk_2008
14,2,St Mirren,15,2,1,1,1,C Murray,0,0,3,13,H,4,2008-08-23,Hearts,SC0,3,11,13,17,H,2,Hearts_St Mirren_2008
15,3,Hibernian,8,1,0,1,1,E Smith,0,0,0,5,D,13,2008-08-23,Inverness C,SC0,3,5,8,6,H,2,Inverness C_Hibernian_2008
16,3,Hamilton,11,1,1,0,1,C Allan,0,0,1,22,H,5,2008-08-23,Kilmarnock,SC0,0,3,12,11,H,4,Kilmarnock_Hamilton_2008
17,2,Dundee United,18,1,0,1,1,D McDonald,0,1,4,15,D,7,2008-08-23,Motherwell,SC0,3,4,7,8,D,6,Motherwell_Dundee United_2008
18,1,Kilmarnock,13,0,0,2,0,M Tumilty,0,1,3,12,A,3,2008-08-30,Dundee United,SC0,3,1,13,5,A,2,Dundee United_Kilmarnock_2008
19,0,Inverness C,12,1,0,2,0,M McCurry,0,0,1,10,A,17,2008-08-30,Falkirk,SC0,8,4,1,6,D,9,Falkirk_Inverness C_2008
20,2,Hearts,8,1,0,2,0,C Thomson,0,1,0,9,A,13,2008-08-30,Hamilton,SC0,7,2,7,9,A,3,Hamilton_Hearts_2008
21,0,Motherwell,11,0,0,1,0,S Dougal,0,0,0,13,A,6,2008-08-30,Hibernian,SC0,3,3,3,11,D,2,Hibernian_Motherwell_2008
22,3,Aberdeen,9,0,0,1,0,W Collum,0,1,2,13,A,8,2008-08-30,St Mirren,SC0,7,7,6,12,A,2,St Mirren_Aberdeen_2008
23,2,Rangers,12,2,1,4,1,D McDonald,1,1,5,18,A,12,2008-08-31,Celtic,SC0,7,6,7,11,D,8,Celtic_Rangers_2008
24,2,Hamilton,10,1,0,2,1,A Muir,0,1,3,12,A,3,2008-09-13,Aberdeen,SC0,2,1,2,7,D,4,Aberdeen_Hamilton_2008
25,3,Hearts,15,2,0,1,1,S Conroy,0,0,1,18,H,8,2008-09-13,Falkirk,SC0,6,5,3,7,H,6,Falkirk_Hearts_2008
26,2,Dundee United,17,2,0,1,1,D Somers,1,1,2,21,H,9,2008-09-13,Hibernian,SC0,5,2,1,7,D,9,Hibernian_Dundee United_2008
27,1,St Mirren,15,1,0,2,1,I Brines,0,0,1,19,A,4,2008-09-13,Inverness C,SC0,2,5,3,10,H,4,Inverness C_St Mirren_2008
28,3,Celtic,12,2,0,4,0,C Thomson,0,4,3,12,A,20,2008-09-13,Motherwell,SC0,13,7,4,13,A,4,Motherwell_Celtic_2008
29,3,Kilmarnock,17,2,0,1,0,C Murray,1,1,2,13,H,6,2008-09-13,Rangers,SC0,5,11,10,13,A,2,Rangers_Kilmarnock_2008
