,Time,HY,AwayTeam,HF,AR,FTHG,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
11,15:00:00,1,Aberdeen,15,0,1,0,1,S McLean,0,0,2,14,H,13,2019-08-11,St Mirren,SC0,4,4,3,10,H,9,St Mirren_Aberdeen_2019
12,15:00:00,0,Motherwell,11,0,1,3,1,A Dallas,1,2,1,17,A,20,2019-08-24,Hamilton,SC0,7,1,2,3,A,11,Hamilton_Motherwell_2019
13,15:00:00,1,St Johnstone,17,0,2,2,1,D Robertson,0,0,0,12,D,18,2019-08-24,Hibernian,SC0,5,3,5,9,H,5,Hibernian_St Johnstone_2019
14,15:00:00,3,Aberdeen,10,0,0,0,0,A Muir,0,0,1,15,D,8,2019-08-24,Kilmarnock,SC0,4,1,2,7,D,4,Kilmarnock_Aberdeen_2019
15,15:00:00,1,Livingston,8,0,1,4,1,J Beaton,0,3,1,8,A,14,2019-08-24,Ross County,SC0,6,2,6,6,A,5,Ross County_Livingston_2019
16,12:15:00,1,Rangers,9,0,0,1,0,K Clancy,0,0,2,12,A,15,2019-08-25,St Mirren,SC0,7,2,3,7,D,6,St Mirren_Rangers_2019
17,15:00:00,1,Hearts,13,0,3,1,1,W Collum,0,0,3,13,H,5,2019-08-25,Celtic,SC0,3,5,7,9,H,3,Celtic_Hearts_2019
18,15:00:00,2,Ross County,17,0,3,0,2,N Walsh,0,0,1,17,H,7,2019-08-31,Aberdeen,SC0,2,6,6,11,H,2,Aberdeen_Ross County_2019
19,15:00:00,1,Hamilton,12,0,2,2,1,G Aitken,0,0,2,14,D,14,2019-08-31,Hearts,SC0,5,3,6,13,H,8,Hearts_Hamilton_2019
20,15:00:00,1,St Mirren,12,0,2,1,1,C Steven,0,0,3,18,H,11,2019-08-31,Livingston,SC0,5,3,4,11,H,2,Livingston_St Mirren_2019
21,15:00:00,3,Hibernian,10,0,3,0,1,S McLean,0,0,2,10,H,8,2019-08-31,Motherwell,SC0,5,9,6,15,H,3,Motherwell_Hibernian_2019
22,15:00:00,0,Kilmarnock,9,0,0,1,0,D Munro,0,1,4,9,A,7,2019-08-31,St Johnstone,SC0,3,3,5,11,A,3,St Johnstone_Kilmarnock_2019
23,12:00:00,1,Celtic,13,0,0,2,0,B Madden,1,1,1,10,A,13,2019-09-01,Rangers,SC0,6,2,8,9,A,5,Rangers_Celtic_2019
24,12:00:00,2,Celtic,19,0,0,1,0,D Robertson,0,1,0,10,A,12,2019-09-14,Hamilton,SC0,2,1,1,3,A,4,Hamilton_Celtic_2019
25,15:00:00,0,St Johnstone,11,0,1,1,1,S McLean,0,1,2,13,D,8,2019-09-14,Aberdeen,SC0,3,2,6,7,D,4,Aberdeen_St Johnstone_2019
26,15:00:00,3,Motherwell,18,0,2,3,0,E Anderson,0,1,3,17,A,10,2019-09-14,Hearts,SC0,7,3,1,8,A,4,Hearts_Motherwell_2019
27,15:00:00,0,Hibernian,13,0,2,0,0,K Clancy,0,0,1,17,H,7,2019-09-14,Kilmarnock,SC0,3,4,3,12,D,2,Kilmarnock_Hibernian_2019
28,15:00:00,0,Livingston,15,1,3,1,0,W Collum,0,0,1,12,H,6,2019-09-14,Rangers,SC0,2,10,9,23,D,2,Rangers_Livingston_2019
29,15:00:00,2,St Mirren,13,0,2,1,0,C Steven,0,0,1,12,H,6,2019-09-14,Ross County,SC0,2,5,5,11,D,1,Ross County_St Mirren_2019
30,15:00:00,2,Aberdeen,8,0,0,2,0,N Walsh,0,1,0,13,A,4,2019-09-21,Livingston,SC0,2,2,3,4,A,3,Livingston_Aberdeen_2019
31,15:00:00,1,Ross County,12,0,1,2,0,A Muir,1,0,2,14,A,10,2019-09-21,Motherwell,SC0,4,6,6,13,D,4,Motherwell_Ross County_2019
32,15:00:00,1,Hamilton,12,1,0,0,0,D Munro,0,0,2,6,D,3,2019-09-21,St Mirren,SC0,1,2,8,15,D,6,St Mirren_Hamilton_2019
33,12:15:00,1,Rangers,14,0,0,4,0,A Dallas,0,0,0,7,A,17,2019-09-22,St Johnstone,SC0,9,2,2,5,D,7,St Johnstone_Rangers_2019
34,13:00:00,1,Kilmarnock,9,0,3,1,1,G Aitken,0,1,1,8,H,6,2019-09-22,Celtic,SC0,3,11,5,21,D,4,Celtic_Kilmarnock_2019
