,WHD,IWH,LBA,B365AH,SBH,SBA,BWD,LBAH,WHA,B365A,LBH,GBA,B365D,B365H,LBAHA,WHH,BWA,LBAHH,BWH,IWA,GBAHA,GBH,SBD,B365AHH,B365AHA,GB>2.5,GBAH,GB<2.5,IWD,LBD,GBD,GBAHH,HomeTeam,AwayTeam,idGame
176,5.0,9.5,1.17,1.5,12.0,1.22,5.25,,1.2,1.22,12.0,1.2,5.5,13.0,,11.0,1.2,,11.0,1.22,1.2,10.5,5.5,2.05,1.8,1.6,0.5,2.15,4.8,5.5,5.4,3.57,Dundee United,Celtic,Dundee United_Celtic_2004
177,3.1,2.5,2.38,0.0,2.6,2.4,3.15,,2.37,2.37,2.75,2.4,3.2,2.62,,2.62,2.4,,2.65,2.4,2.4,2.65,3.2,1.95,1.9,1.85,0.5,1.85,3.1,3.0,3.15,1.44,Dunfermline,Hibernian,Dunfermline_Hibernian_2004
178,3.5,1.65,4.33,-1.0,1.62,5.0,3.5,,4.5,5.0,1.67,5.2,3.6,1.57,,1.61,4.5,,1.65,4.4,2.06,1.6,3.4,2.15,1.7,1.9,-0.5,1.79,3.3,3.4,3.4,1.6,Hearts,Livingston,Hearts_Livingston_2004
179,5.5,1.17,12.0,-1.75,1.17,11.0,6.25,,12.0,11.0,1.17,12.0,6.0,1.16,,1.16,12.0,,1.15,11.0,,1.15,6.0,1.9,1.95,1.45,,2.5,5.5,5.5,6.0,,Celtic,Hearts,Celtic_Hearts_2004
180,3.2,2.3,2.4,-0.25,2.3,2.7,3.3,,2.75,2.7,2.5,2.7,3.2,2.3,,2.25,2.55,,2.4,2.5,1.45,2.35,3.2,2.075,1.775,1.75,-0.5,1.95,3.2,3.25,3.15,2.35,Dundee,Kilmarnock,Dundee_Kilmarnock_2004
181,3.6,1.45,6.0,-1.0,1.5,6.0,3.4,,5.5,6.0,1.5,6.0,3.5,1.5,,1.5,6.5,,1.5,5.4,2.25,1.5,3.5,2.05,1.8,1.65,-0.5,2.05,3.8,3.4,3.6,1.5,Hibernian,Dundee United,Hibernian_Dundee United_2004
182,3.25,2.5,2.75,0.0,2.5,2.5,3.2,,2.4,2.37,2.25,2.4,3.2,2.62,,2.5,2.3,,2.75,2.5,2.4,2.6,3.2,1.8,2.05,1.85,0.5,1.85,3.0,3.2,3.2,1.43,Inverness C,Aberdeen,Inverness C_Aberdeen_2004
183,3.3,2.1,3.0,-0.25,2.1,3.0,3.3,,2.87,3.0,2.1,2.95,3.25,2.1,,2.1,2.8,,2.2,3.0,1.55,2.15,3.25,1.9,1.95,1.85,-0.5,1.85,3.1,3.2,3.25,2.15,Livingston,Dunfermline,Livingston_Dunfermline_2004
184,5.0,8.0,1.25,1.5,10.0,1.25,5.75,,1.25,1.25,8.0,1.25,5.5,11.0,,8.0,1.18,,11.0,1.3,1.25,9.0,5.5,2.0,1.85,1.75,0.5,1.95,4.2,5.0,5.0,3.21,Motherwell,Rangers,Motherwell_Rangers_2004
185,3.25,1.75,4.0,-0.5,1.8,4.0,3.25,-0.5,4.2,4.33,1.73,4.3,3.25,1.72,2.0,1.72,3.75,1.84,1.85,4.0,1.85,1.75,3.25,1.85,2.0,1.95,-0.5,1.75,3.2,3.4,3.25,1.75,Aberdeen,Motherwell,Aberdeen_Motherwell_2004
186,3.2,2.0,3.25,-0.5,1.91,3.5,3.2,-0.5,3.75,3.75,1.91,3.55,3.25,1.83,1.8,1.83,3.35,2.04,2.0,3.2,1.7,1.91,3.4,2.0,1.85,1.75,-0.5,1.95,3.1,3.4,3.25,1.91,Dundee,Dunfermline,Dundee_Dunfermline_2004
187,3.1,2.0,3.0,-0.5,2.0,3.4,3.15,-0.25,3.2,3.25,2.0,3.35,3.25,2.0,2.12,2.05,3.4,1.72,2.0,3.2,1.64,2.0,3.25,2.1,1.75,1.75,-0.5,1.95,3.1,3.4,3.2,2.0,Kilmarnock,Inverness C,Kilmarnock_Inverness C_2004
188,3.2,2.2,2.5,-0.25,2.25,2.75,3.2,-0.25,2.75,2.75,2.4,2.75,3.25,2.25,1.84,2.25,2.8,2.0,2.25,2.8,1.48,2.25,3.25,2.025,1.825,1.95,-0.5,1.75,3.1,3.25,3.2,2.25,Inverness C,Motherwell,Inverness C_Motherwell_2004
189,7.0,1.1,15.0,-2.0,1.11,15.0,8.0,-2.0,13.0,13.0,1.11,15.0,7.0,1.11,2.04,1.1,16.0,1.8,1.08,15.0,,1.1,7.0,1.8,2.05,1.4,,2.65,7.0,6.5,7.0,,Rangers,Dundee United,Rangers_Dundee United_2004
190,3.1,2.3,3.0,-0.25,2.2,2.88,3.2,-0.25,2.87,2.62,2.1,2.85,3.0,2.5,1.94,2.2,2.9,1.9,2.2,2.7,1.48,2.25,3.2,1.9,1.95,1.85,-0.5,1.85,3.0,3.2,3.1,2.25,Hearts,Hibernian,Hearts_Hibernian_2004
191,6.0,11.0,1.17,1.75,12.0,1.2,6.0,2.0,1.16,1.2,12.0,1.19,5.5,10.0,2.08,10.0,1.15,1.76,13.0,1.17,,11.0,6.0,1.95,1.9,1.55,,2.25,5.5,5.5,5.5,,Livingston,Celtic,Livingston_Celtic_2004
192,5.0,1.2,10.0,-1.75,1.17,12.0,6.0,-1.75,11.0,10.0,1.22,12.0,5.5,1.2,2.1,1.2,13.0,1.74,1.15,10.0,,1.16,6.0,1.85,2.0,,,,5.0,5.0,6.0,,Celtic,Aberdeen,Celtic_Aberdeen_2004
193,3.3,2.4,2.25,0.0,2.62,2.38,3.15,0.0,2.25,2.3,2.75,2.25,3.2,2.7,1.82,2.62,2.35,2.02,2.7,2.4,2.25,2.7,3.2,1.95,1.9,1.85,0.5,1.79,3.2,3.2,3.25,1.47,Dundee United,Hearts,Dundee United_Hearts_2004
194,3.6,1.45,5.0,-1.0,1.53,6.0,3.5,-1.0,5.5,5.5,1.57,5.4,3.4,1.57,1.88,1.5,6.25,1.96,1.5,5.4,2.09,1.55,3.4,1.925,1.925,1.65,-0.5,2.0,3.8,3.5,3.4,1.55,Hibernian,Livingston,Hibernian_Livingston_2004
195,3.5,1.8,3.2,-0.5,1.91,3.5,3.25,-0.5,3.4,3.5,2.0,3.45,3.25,1.9,1.92,1.83,3.6,1.92,1.9,3.7,1.67,1.9,3.25,1.9,1.95,1.83,-0.5,1.83,3.2,3.2,3.25,1.9,Inverness C,Dundee,Inverness C_Dundee_2004
196,3.25,1.75,3.75,-0.5,1.8,4.0,3.4,-0.5,4.2,4.33,1.8,3.85,3.25,1.72,2.06,1.72,4.05,1.78,1.75,4.2,1.76,1.8,3.25,1.825,2.025,1.83,-0.5,1.83,3.1,3.25,3.25,1.8,Motherwell,Kilmarnock,Motherwell_Kilmarnock_2004
197,5.0,9.5,1.2,1.75,12.0,1.2,5.15,1.75,1.22,1.2,11.0,1.2,5.5,10.0,1.92,9.5,1.2,1.92,11.0,1.22,,10.0,6.0,1.9,1.95,1.55,,2.2,4.8,5.0,5.25,,Dunfermline,Rangers,Dunfermline_Rangers_2004
198,3.25,2.0,3.2,-0.5,2.0,3.25,3.1,-0.25,3.4,3.5,2.0,3.4,3.25,1.9,2.12,1.9,3.3,1.72,2.05,3.2,1.67,2.0,3.25,2.0,1.85,,-0.5,,3.1,3.2,3.2,1.9,Dundee United,Livingston,Dundee United_Livingston_2004
199,3.4,2.2,2.5,-0.25,2.3,2.75,3.1,-0.25,2.75,2.62,2.4,2.75,3.2,2.37,1.76,2.15,2.75,2.08,2.35,2.9,1.48,2.35,3.2,2.175,1.675,2.0,-0.5,1.71,3.0,3.25,3.2,2.35,Dunfermline,Inverness C,Dunfermline_Inverness C_2004
200,3.2,2.2,2.6,-0.25,2.1,3.0,3.15,-0.25,3.0,2.75,2.38,3.0,3.25,2.25,1.98,2.1,3.15,1.86,2.1,2.9,1.55,2.25,3.25,1.925,1.925,2.0,-0.5,1.71,3.0,3.2,3.2,2.25,Hibernian,Hearts,Hibernian_Hearts_2004
201,3.3,2.0,3.25,-0.5,2.0,3.25,3.2,-0.5,3.0,3.0,1.91,3.25,3.25,2.1,1.9,2.05,3.5,1.94,1.95,3.1,1.61,2.05,3.25,2.0,1.85,1.85,-0.5,1.85,3.2,3.4,3.2,2.05,Kilmarnock,Dundee,Kilmarnock_Dundee_2004
202,3.25,2.4,2.6,0.0,2.4,2.6,3.1,0.0,2.5,2.7,2.38,2.65,3.2,2.3,2.1,2.4,2.65,1.74,2.45,2.5,1.41,2.4,3.2,1.75,2.1,1.95,-0.5,1.75,3.1,3.2,3.2,2.4,Motherwell,Aberdeen,Motherwell_Aberdeen_2004
203,3.1,2.4,2.75,-0.25,2.4,2.8,3.1,0.0,2.75,2.8,2.25,2.8,3.1,2.5,2.12,2.3,2.65,1.72,2.45,2.6,1.47,2.4,3.25,2.05,1.8,2.0,-0.5,1.71,3.0,3.2,3.1,2.4,Rangers,Celtic,Rangers_Celtic_2004
204,5.0,1.2,12.0,-1.75,1.17,13.0,5.5,-1.75,11.0,11.0,1.14,11.0,6.0,1.16,1.88,1.2,10.5,1.96,1.2,10.0,,1.18,5.5,1.95,1.9,,,,5.0,6.0,5.5,,Celtic,Hibernian,Celtic_Hibernian_2004
205,3.2,2.2,2.6,-0.25,2.3,2.75,3.1,-0.25,2.75,2.7,2.38,2.75,3.2,2.3,1.78,2.25,2.8,2.06,2.3,2.8,1.48,2.25,3.2,2.05,1.8,1.95,-0.5,1.75,3.1,3.2,3.2,2.25,Dundee,Dundee United,Dundee_Dundee United_2004
206,3.25,1.8,3.75,-0.5,1.73,4.33,3.2,-0.5,4.2,4.0,1.73,4.25,3.5,1.72,2.06,1.72,3.85,1.78,1.85,3.7,1.86,1.72,3.25,1.8,2.05,1.95,-0.5,1.75,3.2,3.5,3.3,1.72,Hearts,Motherwell,Hearts_Motherwell_2004
207,3.4,1.85,3.5,-0.25,1.91,3.5,3.25,,3.5,3.75,1.83,3.6,3.25,1.83,,1.83,3.4,,1.95,3.6,1.72,1.85,3.25,1.75,2.1,2.0,-0.5,1.71,3.1,3.4,3.3,1.85,Inverness C,Kilmarnock,Inverness C_Kilmarnock_2004
208,3.2,2.1,3.4,-0.25,2.1,3.0,3.1,-0.25,3.1,3.0,1.91,3.1,3.25,2.1,1.9,2.05,3.2,1.94,2.1,3.1,1.57,2.1,3.25,1.925,1.925,1.9,-0.5,1.79,3.0,3.25,3.2,2.1,Livingston,Dunfermline,Livingston_Dunfermline_2004
209,3.75,5.4,1.44,1.0,7.5,1.44,4.0,1.0,1.4,1.44,6.5,1.38,4.0,7.5,1.94,7.0,1.4,1.9,6.75,1.45,1.38,7.0,4.0,1.95,1.9,1.65,0.5,2.05,3.8,3.6,4.0,2.55,Aberdeen,Rangers,Aberdeen_Rangers_2004
210,3.3,1.9,2.8,-0.25,2.1,3.0,3.25,,3.3,3.0,2.1,3.3,3.25,2.1,,1.9,3.3,,2.0,3.3,1.64,1.95,3.25,1.825,2.025,1.85,-0.5,1.85,3.3,3.4,3.25,1.95,Dundee United,Kilmarnock,Dundee United_Kilmarnock_2004
211,3.3,2.1,2.75,-0.25,2.2,2.88,3.2,-0.25,3.0,2.75,2.2,3.0,3.25,2.25,2.08,2.05,3.1,1.76,2.1,3.0,1.54,2.1,3.2,1.825,2.025,1.9,-0.5,1.79,3.1,3.25,3.15,2.1,Dunfermline,Dundee,Dunfermline_Dundee_2004
212,3.4,2.0,3.0,-0.25,2.0,3.25,3.35,,3.1,3.5,2.0,3.25,3.25,1.9,,1.95,3.45,,1.9,3.0,1.63,1.95,3.25,1.825,2.025,1.9,-0.5,1.79,3.3,3.4,3.25,1.95,Inverness C,Livingston,Inverness C_Livingston_2004
213,3.2,3.0,2.25,0.25,2.75,2.3,3.2,,2.2,2.25,2.75,2.25,3.25,2.75,,2.8,2.3,,2.75,2.1,2.25,2.7,3.2,1.925,1.925,1.79,0.5,1.9,3.1,3.2,3.2,1.46,Motherwell,Hibernian,Motherwell_Hibernian_2004
214,5.5,1.22,12.0,-1.75,1.2,10.0,5.25,-1.75,9.0,10.0,1.17,9.25,5.5,1.2,1.86,1.2,11.0,1.98,1.2,9.5,3.45,1.2,5.5,2.0,1.85,1.6,-0.5,2.15,4.8,5.5,5.5,1.2,Rangers,Hearts,Rangers_Hearts_2004
215,5.5,1.22,12.0,,1.2,12.0,5.25,,9.0,13.0,1.17,9.25,6.0,1.2,,1.2,11.0,,1.2,9.5,3.41,1.2,6.0,,,1.5,-0.5,2.35,4.8,5.5,5.5,1.2,Celtic,Aberdeen,Celtic_Aberdeen_2004
216,3.3,1.85,3.5,-0.25,1.91,3.4,3.3,,3.25,3.4,1.83,3.4,3.4,1.9,,1.95,3.35,,1.95,3.5,1.69,1.9,3.4,1.8,2.05,1.85,-0.5,1.74,3.2,3.4,3.35,1.9,Dundee,Inverness C,Dundee_Inverness C_2004
217,3.1,2.0,3.5,-0.25,1.91,3.5,3.25,,3.2,3.5,1.91,3.5,3.25,1.9,,2.05,3.6,,1.9,3.1,1.69,1.9,3.25,1.8,2.05,1.8,-0.5,1.8,3.2,3.2,3.25,1.9,Hibernian,Aberdeen,Hibernian_Aberdeen_2004
218,3.2,2.2,2.6,-0.25,2.2,2.88,3.3,,2.9,2.8,2.38,2.9,3.25,2.2,,2.15,2.9,,2.15,2.6,1.54,2.15,3.2,1.975,1.875,1.8,-0.5,1.8,3.3,3.2,3.3,2.15,Kilmarnock,Livingston,Kilmarnock_Livingston_2004
219,6.0,1.15,15.0,-1.75,1.12,13.0,7.0,,12.0,13.0,1.11,13.0,6.5,1.12,,1.14,13.0,,1.12,12.0,,1.13,6.5,1.75,2.1,1.51,,2.2,6.0,6.5,6.5,,Rangers,Motherwell,Rangers_Motherwell_2004
220,3.2,2.0,3.5,-0.5,1.91,3.5,3.25,,3.5,3.5,1.83,3.5,3.25,1.9,,1.9,3.4,,1.95,3.2,1.69,1.9,3.25,2.05,1.8,1.95,-0.5,1.71,3.1,3.4,3.25,1.9,Dundee United,Dunfermline,Dundee United_Dunfermline_2004
221,4.33,9.0,1.25,1.5,9.5,1.29,5.0,,1.3,1.28,8.0,1.3,5.0,10.0,,8.0,1.25,,9.0,1.25,,8.5,5.0,1.85,2.0,1.61,,2.1,4.5,5.0,4.5,,Hearts,Celtic,Hearts_Celtic_2004
222,3.1,,2.25,0.25,2.8,2.38,3.5,,2.3,2.2,2.5,2.38,3.2,2.87,,2.75,2.4,,2.45,,2.38,2.8,3.0,1.9,1.95,1.8,0.5,1.8,,3.5,3.0,1.45,Inverness C,Dundee United,Inverness C_Dundee United_2004
223,3.1,1.9,3.5,-0.25,1.91,3.5,3.5,,3.5,3.25,1.83,3.2,3.25,2.0,,1.95,2.85,,2.1,3.5,1.6,2.05,3.25,1.85,2.0,1.8,-0.5,1.8,3.1,3.4,3.2,2.0,Kilmarnock,Dunfermline,Kilmarnock_Dunfermline_2004
224,3.1,2.2,3.2,-0.5,2.2,2.88,3.4,,2.87,2.75,2.0,2.9,3.25,2.2,,2.2,3.25,,1.95,2.7,1.52,2.2,3.2,2.1,1.75,1.85,-0.5,1.74,3.2,3.2,3.2,2.2,Livingston,Dundee,Livingston_Dundee_2004
225,3.6,1.6,5.0,-1.0,1.67,4.5,3.7,,4.8,4.5,1.57,4.6,3.4,1.66,,1.57,4.7,,1.6,4.6,1.97,1.62,3.4,1.925,1.925,1.8,-0.5,1.8,3.4,3.5,3.45,1.62,Aberdeen,Hearts,Aberdeen_Hearts_2004
226,4.33,7.5,1.4,1.5,9.0,1.33,4.5,,1.3,1.36,7.0,1.3,4.33,9.0,,8.0,1.3,,8.25,1.33,,8.5,4.5,1.75,2.1,1.61,,2.0,4.0,3.75,4.5,,Hibernian,Rangers,Hibernian_Rangers_2004
227,5.5,12.0,1.14,1.75,15.0,1.17,6.25,,1.16,1.16,12.0,1.16,6.5,15.0,,12.0,1.15,,12.0,1.15,,13.0,6.5,1.9,1.95,1.51,,2.2,6.0,6.0,5.5,,Motherwell,Celtic,Motherwell_Celtic_2004
