,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Motherwell,7,1,0,2,0,C Thomson,0,1,3,8,A,7,2016-08-06,Kilmarnock,SC0,7,8,5,9,A,3,Kilmarnock_Motherwell_2016
1,2,Inverness C,20,2,0,0,1,N Walsh,0,0,1,10,H,8,2016-08-06,Partick,SC0,2,3,2,6,H,5,Partick_Inverness C_2016
2,0,Hamilton,7,1,0,1,0,D Robertson,0,1,5,19,D,9,2016-08-06,Rangers,SC0,2,4,10,20,A,4,Rangers_Hamilton_2016
3,3,Dundee,18,1,0,3,0,B Madden,0,2,2,12,A,7,2016-08-06,Ross County,SC0,4,6,7,16,A,2,Ross County_Dundee_2016
4,7,Celtic,15,1,0,2,1,J Beaton,0,1,4,13,A,11,2016-08-07,Hearts,SC0,5,6,5,13,D,6,Hearts_Celtic_2016
5,2,Aberdeen,17,0,0,0,0,W Collum,0,0,0,11,D,10,2016-08-07,St Johnstone,SC0,7,5,2,7,D,7,St Johnstone_Aberdeen_2016
6,2,Hearts,12,0,0,0,0,K Clancy,0,0,5,16,D,11,2016-08-13,Aberdeen,SC0,1,1,3,12,D,1,Aberdeen_Hearts_2016
7,2,Rangers,10,1,0,2,1,C Thomson,0,2,2,10,A,9,2016-08-13,Dundee,SC0,6,3,5,7,A,5,Dundee_Rangers_2016
8,1,Kilmarnock,12,1,0,2,1,S McLean,0,0,3,7,A,5,2016-08-13,Hamilton,SC0,2,4,3,7,H,3,Hamilton_Kilmarnock_2016
9,4,Ross County,12,2,0,3,1,A Dallas,0,2,5,14,A,12,2016-08-13,Inverness C,SC0,5,8,6,12,A,4,Inverness C_Ross County_2016
10,3,St Johnstone,14,1,0,2,0,E Anderson,0,0,3,8,A,15,2016-08-13,Motherwell,SC0,5,4,6,13,D,3,Motherwell_St Johnstone_2016
11,1,Hamilton,8,1,0,1,1,K Clancy,0,1,2,13,D,8,2016-08-19,Dundee,SC0,4,5,4,8,D,6,Dundee_Hamilton_2016
12,1,Partick,10,2,1,1,1,J Beaton,0,0,2,13,H,11,2016-08-20,Aberdeen,SC0,2,6,3,10,H,6,Aberdeen_Partick_2016
