,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,3,Aberdeen,18,1,0,0,0,M Tumilty,1,0,3,17,H,3,2007-08-04,Dundee United,SC0,2,3,8,8,D,4,Dundee United_Aberdeen_2007
1,3,Falkirk,14,0,0,4,0,C Richmond,0,2,1,13,A,14,2007-08-04,Gretna,SC0,9,4,7,10,A,4,Gretna_Falkirk_2007
2,1,Rangers,7,0,0,3,0,K Clark,0,1,2,8,A,16,2007-08-04,Inverness C,SC0,11,3,4,3,A,7,Inverness C_Rangers_2007
3,5,Motherwell,14,0,0,1,0,E Smith,0,1,4,20,A,11,2007-08-04,St Mirren,SC0,7,7,13,10,A,3,St Mirren_Motherwell_2007
4,3,Kilmarnock,11,0,0,0,0,C Thomson,0,0,3,20,D,5,2007-08-05,Celtic,SC0,0,5,10,14,D,0,Celtic_Kilmarnock_2007
5,3,Hibernian,21,0,0,1,0,S Dougal,0,1,2,20,A,10,2007-08-06,Hearts,SC0,5,2,6,9,A,3,Hearts_Hibernian_2007
6,1,Celtic,12,1,0,4,1,D McDonald,1,1,2,17,A,19,2007-08-11,Falkirk,SC0,12,4,5,8,D,7,Falkirk_Celtic_2007
7,3,Gretna,18,4,0,2,0,D Somers,0,1,3,19,H,10,2007-08-11,Hibernian,SC0,9,7,9,12,A,4,Hibernian_Gretna_2007
8,3,Inverness C,14,2,0,1,0,A Freeland,0,0,4,20,H,8,2007-08-11,Motherwell,SC0,3,6,6,11,D,5,Motherwell_Inverness C_2007
9,2,St Mirren,16,2,0,0,0,M McCurry,0,0,1,16,H,6,2007-08-11,Rangers,SC0,3,11,5,17,D,1,Rangers_St Mirren_2007
10,1,Hearts,10,1,0,1,1,I Brines,0,1,5,16,D,5,2007-08-12,Aberdeen,SC0,3,5,7,8,D,2,Aberdeen_Hearts_2007
11,1,Dundee United,17,2,1,1,0,B Winter,0,0,1,24,H,6,2007-08-13,Kilmarnock,SC0,3,3,6,9,D,2,Kilmarnock_Dundee United_2007
12,0,Hibernian,14,0,0,0,0,M McCurry,0,0,0,9,D,11,2007-08-18,Dundee United,SC0,7,6,2,12,D,5,Dundee United_Hibernian_2007
13,1,Gretna,11,1,0,1,0,D McDonald,0,0,4,8,D,7,2007-08-18,Hearts,SC0,4,4,6,7,D,5,Hearts_Gretna_2007
14,1,Kilmarnock,10,1,0,2,1,S Dougal,0,0,3,19,A,5,2007-08-18,Motherwell,SC0,3,5,12,15,H,2,Motherwell_Kilmarnock_2007
15,1,Falkirk,7,7,0,2,2,E Smith,0,1,1,6,H,12,2007-08-18,Rangers,SC0,8,17,6,24,H,6,Rangers_Falkirk_2007
16,1,Inverness C,15,2,0,1,1,W Collum,0,0,0,14,H,20,2007-08-18,St Mirren,SC0,9,3,4,6,H,5,St Mirren_Inverness C_2007
17,2,Celtic,17,1,0,3,1,C Richmond,0,0,3,12,A,16,2007-08-19,Aberdeen,SC0,3,5,4,9,H,3,Aberdeen_Celtic_2007
18,0,Hearts,14,5,0,0,2,I Brines,0,0,2,12,H,8,2007-08-25,Celtic,SC0,2,12,6,17,H,5,Celtic_Hearts_2007
19,1,St Mirren,17,0,0,1,0,C MacKay,0,0,1,10,A,7,2007-08-25,Falkirk,SC0,3,5,9,14,D,1,Falkirk_St Mirren_2007
20,2,Motherwell,17,1,0,2,1,C Allan,1,1,4,8,A,8,2007-08-25,Gretna,SC0,8,4,5,9,D,7,Gretna_Motherwell_2007
21,0,Aberdeen,9,3,0,3,1,B Winter,0,2,1,16,D,16,2007-08-25,Hibernian,SC0,12,14,6,20,A,3,Hibernian_Aberdeen_2007
22,2,Dundee United,11,0,0,3,0,J Underhill,0,0,1,14,A,6,2007-08-25,Inverness C,SC0,4,5,3,11,D,5,Inverness C_Dundee United_2007
23,1,Rangers,17,1,0,2,0,D McDonald,0,0,0,8,A,22,2007-08-25,Kilmarnock,SC0,14,5,3,7,D,13,Kilmarnock_Rangers_2007
24,1,Falkirk,14,2,0,0,0,I Brines,1,0,0,10,H,13,2007-09-01,Dundee United,SC0,7,5,5,8,D,9,Dundee United_Falkirk_2007
25,1,Inverness C,9,1,0,0,1,E Smith,0,0,2,13,H,15,2007-09-01,Hibernian,SC0,5,4,3,10,H,9,Hibernian_Inverness C_2007
26,1,Aberdeen,12,0,0,1,0,S Finnie,0,0,0,16,A,9,2007-09-01,Kilmarnock,SC0,4,7,5,11,D,2,Kilmarnock_Aberdeen_2007
27,0,Gretna,12,4,0,0,1,M Tumilty,0,0,3,18,H,7,2007-09-01,Rangers,SC0,4,6,6,8,H,1,Rangers_Gretna_2007
28,1,Celtic,4,1,0,5,0,K Clark,0,2,0,7,A,13,2007-09-02,St Mirren,SC0,8,4,6,9,A,6,St Mirren_Celtic_2007
29,1,Hearts,15,0,0,2,0,C Richmond,0,1,5,20,A,9,2007-09-03,Motherwell,SC0,7,7,9,17,A,5,Motherwell_Hearts_2007
30,1,Motherwell,17,1,0,2,0,D McDonald,0,2,1,20,A,9,2007-09-15,Aberdeen,SC0,4,6,5,14,A,6,Aberdeen_Motherwell_2007
31,0,Inverness C,10,5,0,0,2,C Thomson,0,0,1,9,H,14,2007-09-15,Celtic,SC0,6,8,3,17,H,4,Celtic_Inverness C_2007
