,HY,AwayTeam,HF,FTHG,AR,FTAG,HTHG,Referee,HR,HTAG,AY,AF,FTR,AS,Date,HomeTeam,Div,AST,HST,HC,HS,HTR,AC,idGame
0,1,Celtic,13,1,0,3,0,C Thomson,0,3,0,8,A,22,2009-08-15,Aberdeen,SC0,13,1,4,3,A,8,Aberdeen_Celtic_2009
1,2,St Mirren,15,2,1,1,1,A Muir,0,1,2,10,H,4,2009-08-15,Hibernian,SC0,1,11,7,21,D,3,Hibernian_St Mirren_2009
2,0,Hamilton,11,3,0,0,1,C Boyle,0,0,1,10,H,8,2009-08-15,Kilmarnock,SC0,3,5,4,9,H,4,Kilmarnock_Hamilton_2009
3,3,Falkirk,7,4,0,1,2,M Tumilty,0,1,1,13,H,12,2009-08-15,Rangers,SC0,8,13,7,19,H,5,Rangers_Falkirk_2009
4,4,Motherwell,12,2,0,2,1,D McDonald,0,0,4,6,D,10,2009-08-15,St Johnstone,SC0,6,6,3,14,H,5,St Johnstone_Motherwell_2009
5,3,Hearts,21,2,1,0,1,S Conroy,0,0,4,13,H,9,2009-08-17,Dundee United,SC0,5,3,4,8,H,6,Dundee United_Hearts_2009
6,0,St Johnstone,11,5,0,2,2,W Collum,0,1,1,9,H,7,2009-08-22,Celtic,SC0,4,10,6,16,H,2,Celtic_St Johnstone_2009
7,3,Hibernian,10,1,0,3,1,S Conroy,0,1,6,19,A,10,2009-08-22,Falkirk,SC0,6,3,9,9,D,4,Falkirk_Hibernian_2009
8,2,Aberdeen,16,0,0,3,0,B Winter,0,2,3,9,A,17,2009-08-22,Hamilton,SC0,10,4,3,10,A,3,Hamilton_Aberdeen_2009
9,1,Kilmarnock,8,3,0,1,2,C Allan,0,0,3,14,H,12,2009-08-22,Motherwell,SC0,6,6,10,14,H,0,Motherwell_Kilmarnock_2009
10,1,Dundee United,13,0,0,0,0,D McDonald,0,0,0,12,D,9,2009-08-22,St Mirren,SC0,2,5,3,10,D,8,St Mirren_Dundee United_2009
11,4,Rangers,16,1,1,2,1,C Thomson,0,0,2,14,A,8,2009-08-23,Hearts,SC0,3,8,3,19,H,4,Hearts_Rangers_2009
12,1,Motherwell,14,0,0,0,0,C Boyle,0,0,0,8,D,9,2009-08-29,Aberdeen,SC0,1,0,8,3,D,4,Aberdeen_Motherwell_2009
13,2,Falkirk,15,2,0,1,0,C Thomson,0,0,1,13,H,7,2009-08-29,Dundee United,SC0,2,6,10,12,D,3,Dundee United_Falkirk_2009
14,2,St Mirren,13,1,0,2,1,E Norris,0,0,1,19,A,7,2009-08-29,Kilmarnock,SC0,6,5,8,8,H,5,Kilmarnock_St Mirren_2009
15,0,Hamilton,12,4,0,1,2,S O'Reilly,0,0,1,14,H,4,2009-08-29,Rangers,SC0,2,12,6,20,H,4,Rangers_Hamilton_2009
16,3,Celtic,14,0,1,1,0,D McDonald,0,1,3,16,A,14,2009-08-30,Hibernian,SC0,5,5,6,13,A,8,Hibernian_Celtic_2009
17,3,Hearts,16,2,0,2,1,M Tumilty,0,0,4,14,D,10,2009-08-30,St Johnstone,SC0,5,9,2,13,H,9,St Johnstone_Hearts_2009
18,1,Dundee United,10,1,1,1,1,S Conroy,0,1,4,21,D,6,2009-09-12,Celtic,SC0,2,3,8,6,D,6,Celtic_Dundee United_2009
19,0,Rangers,7,0,1,0,0,D McDonald,0,0,3,14,D,14,2009-09-12,Motherwell,SC0,10,0,3,9,D,7,Motherwell_Rangers_2009
20,1,St Johnstone,8,1,0,1,1,S Nicholls,0,1,6,17,D,17,2009-09-12,St Mirren,SC0,10,3,3,7,D,5,St Mirren_St Johnstone_2009
21,2,Hibernian,14,2,1,0,2,D Somers,0,0,2,18,H,6,2009-09-13,Hamilton,SC0,2,3,4,5,H,3,Hamilton_Hibernian_2009
22,2,Aberdeen,15,0,0,0,0,A Muir,0,0,3,21,D,13,2009-09-14,Falkirk,SC0,8,10,4,13,D,5,Falkirk_Aberdeen_2009
23,0,Kilmarnock,8,1,0,0,1,W Collum,0,0,1,9,H,13,2009-09-15,Hearts,SC0,6,5,5,17,H,3,Hearts_Kilmarnock_2009
24,0,St Mirren,12,1,1,0,0,C Thomson,0,0,2,17,H,2,2009-09-19,Aberdeen,SC0,0,4,2,9,D,4,Aberdeen_St Mirren_2009
25,3,Motherwell,26,0,0,1,0,D Somers,0,0,2,16,A,4,2009-09-19,Dundee United,SC0,3,7,9,12,D,2,Dundee United_Motherwell_2009
26,1,Falkirk,8,0,0,0,0,W Collum,0,0,2,8,D,13,2009-09-19,Hamilton,SC0,7,5,2,7,D,2,Hamilton_Falkirk_2009
27,0,St Johnstone,9,3,0,0,2,E Norris,0,0,2,7,H,14,2009-09-19,Hibernian,SC0,4,3,0,7,H,5,Hibernian_St Johnstone_2009
28,5,Rangers,13,0,1,0,0,S Conroy,1,0,4,12,D,9,2009-09-19,Kilmarnock,SC0,6,6,6,10,D,5,Kilmarnock_Rangers_2009
29,2,Hearts,8,2,0,1,0,D McDonald,0,1,2,17,H,8,2009-09-20,Celtic,SC0,4,15,12,25,A,2,Celtic_Hearts_2009
30,4,Kilmarnock,14,0,0,0,0,S Finnie,0,0,2,16,D,5,2009-09-26,Falkirk,SC0,2,3,2,8,D,5,Falkirk_Kilmarnock_2009
31,1,Hamilton,16,2,0,1,0,A Muir,0,0,4,17,H,11,2009-09-26,Hearts,SC0,7,2,6,11,D,5,Hearts_Hamilton_2009
32,1,Hibernian,6,1,0,3,1,S Conroy,0,1,2,21,A,9,2009-09-26,Motherwell,SC0,6,3,7,9,D,4,Motherwell_Hibernian_2009
33,2,Aberdeen,8,0,0,0,0,I Brines,0,0,1,12,D,7,2009-09-26,Rangers,SC0,2,9,14,15,D,6,Rangers_Aberdeen_2009
34,0,Dundee United,9,2,1,3,1,D McDonald,0,1,1,13,A,8,2009-09-26,St Johnstone,SC0,3,1,8,8,D,5,St Johnstone_Dundee United_2009
35,3,Celtic,10,0,0,2,0,C Richmond,0,1,2,14,A,11,2009-09-26,St Mirren,SC0,5,2,4,4,A,4,St Mirren_Celtic_2009
36,1,St Johnstone,9,0,0,2,0,C Richmond,0,1,1,14,A,11,2009-10-03,Hamilton,SC0,6,4,3,12,A,5,Hamilton_St Johnstone_2009
37,1,Dundee United,8,1,1,1,1,M Tumilty,0,0,0,14,D,11,2009-10-03,Hibernian,SC0,5,7,6,14,H,5,Hibernian_Dundee United_2009
38,1,Aberdeen,10,1,0,1,0,W Collum,0,0,1,15,D,7,2009-10-03,Kilmarnock,SC0,4,7,9,12,D,4,Kilmarnock_Aberdeen_2009
39,0,Falkirk,8,1,0,0,1,E Norris,0,0,2,11,H,10,2009-10-03,Motherwell,SC0,1,2,6,5,H,2,Motherwell_Falkirk_2009
40,0,Hearts,7,2,0,1,1,B Winter,0,1,0,7,H,6,2009-10-03,St Mirren,SC0,2,3,4,4,D,12,St Mirren_Hearts_2009
41,2,Celtic,19,2,0,1,2,C Thomson,0,1,4,16,H,7,2009-10-04,Rangers,SC0,4,4,6,7,H,5,Rangers_Celtic_2009
42,1,Hearts,9,1,0,1,1,D McDonald,0,0,0,10,D,9,2009-10-17,Aberdeen,SC0,3,3,7,6,H,11,Aberdeen_Hearts_2009
43,1,Motherwell,10,0,0,0,0,C Boyle,0,0,1,9,D,5,2009-10-17,Celtic,SC0,4,9,14,21,D,10,Celtic_Motherwell_2009
44,2,Hamilton,17,1,0,1,0,I Brines,0,0,2,14,D,6,2009-10-17,Dundee United,SC0,1,3,7,11,D,4,Dundee United_Hamilton_2009
45,1,St Mirren,15,1,0,3,0,C Allan,0,0,1,17,A,9,2009-10-17,Falkirk,SC0,7,3,4,10,D,8,Falkirk_St Mirren_2009
46,1,Kilmarnock,11,1,0,0,0,C Thompson,0,0,1,11,H,6,2009-10-17,Hibernian,SC0,1,7,9,15,D,5,Hibernian_Kilmarnock_2009
47,1,Rangers,6,1,0,2,1,W Collum,0,1,1,14,A,10,2009-10-17,St Johnstone,SC0,6,7,4,11,D,2,St Johnstone_Rangers_2009
48,3,Dundee United,10,0,0,2,0,S Conroy,0,2,3,11,A,10,2009-10-24,Aberdeen,SC0,3,2,7,12,A,7,Aberdeen_Dundee United_2009
49,1,Falkirk,9,0,0,0,0,C Boyle,0,0,3,15,D,7,2009-10-24,Hearts,SC0,2,5,8,11,D,6,Hearts_Falkirk_2009
50,1,St Johnstone,11,2,0,1,0,A Muir,0,0,2,14,H,5,2009-10-24,Kilmarnock,SC0,2,2,2,5,D,3,Kilmarnock_St Johnstone_2009
51,3,Hibernian,15,1,0,1,1,C Richmond,0,0,3,16,D,17,2009-10-24,Rangers,SC0,12,11,5,22,H,5,Rangers_Hibernian_2009
52,1,Motherwell,15,3,0,3,1,S O'Reilly,0,0,0,5,D,10,2009-10-24,St Mirren,SC0,5,7,3,13,H,7,St Mirren_Motherwell_2009
53,0,Celtic,17,1,0,2,0,I Brines,0,2,2,18,A,10,2009-10-25,Hamilton,SC0,7,6,5,9,A,3,Hamilton_Celtic_2009
54,1,Kilmarnock,4,3,0,0,2,W Collum,0,0,2,10,H,7,2009-10-31,Celtic,SC0,1,16,11,19,H,3,Celtic_Kilmarnock_2009
55,2,Aberdeen,10,2,2,0,0,S Nicholls,0,0,3,13,H,5,2009-10-31,Hibernian,SC0,4,6,7,18,D,3,Hibernian_Aberdeen_2009
56,1,Hearts,15,1,1,0,0,D Somers,0,0,2,14,H,8,2009-10-31,Motherwell,SC0,3,4,8,13,D,4,Motherwell_Hearts_2009
57,0,Falkirk,8,3,0,1,1,D McDonald,0,0,1,14,H,11,2009-10-31,St Johnstone,SC0,6,6,7,15,H,5,St Johnstone_Falkirk_2009
58,3,Hamilton,18,0,0,2,0,S Finnie,1,2,3,17,A,5,2009-10-31,St Mirren,SC0,4,3,5,9,A,4,St Mirren_Hamilton_2009
59,3,St Johnstone,14,2,0,1,1,E Norris,0,0,0,11,H,17,2009-11-07,Aberdeen,SC0,9,4,7,9,H,5,Aberdeen_St Johnstone_2009
60,2,Motherwell,19,2,0,2,0,C Thomson,1,0,1,13,D,13,2009-11-07,Hamilton,SC0,6,2,2,7,D,7,Hamilton_Motherwell_2009
61,1,Hibernian,10,0,0,0,0,S Conroy,0,0,2,16,D,10,2009-11-07,Hearts,SC0,7,12,12,21,D,2,Hearts_Hibernian_2009
62,0,Dundee United,16,0,0,2,0,S O'Reilly,0,1,1,15,A,16,2009-11-07,Kilmarnock,SC0,9,7,3,13,A,10,Kilmarnock_Dundee United_2009
63,2,St Mirren,12,2,0,1,1,I Brines,0,0,1,14,H,6,2009-11-07,Rangers,SC0,3,9,6,16,H,4,Rangers_St Mirren_2009
64,2,Celtic,10,3,0,3,0,B Winter,0,0,2,13,D,10,2009-11-08,Falkirk,SC0,9,6,4,14,D,12,Falkirk_Celtic_2009
65,2,Hamilton,9,2,0,0,0,M Tumilty,0,0,0,12,H,13,2009-11-21,Falkirk,SC0,8,7,2,9,D,4,Falkirk_Hamilton_2009
66,2,St Johnstone,13,1,0,2,1,S O'Reilly,1,0,1,8,A,7,2009-11-21,Hearts,SC0,4,3,3,7,H,2,Hearts_St Johnstone_2009
67,2,Aberdeen,7,1,1,1,1,A Crawford,0,0,1,7,D,15,2009-11-21,Motherwell,SC0,7,5,6,14,H,5,Motherwell_Aberdeen_2009
68,0,Kilmarnock,11,3,0,0,3,A Muir,0,0,2,15,H,12,2009-11-21,Rangers,SC0,8,9,5,13,H,4,Rangers_Kilmarnock_2009
69,1,Hibernian,15,1,0,1,1,W Collum,0,1,1,6,D,8,2009-11-21,St Mirren,SC0,4,3,5,14,D,4,St Mirren_Hibernian_2009
70,1,Celtic,19,2,0,1,0,D McDonald,0,0,1,11,H,7,2009-11-22,Dundee United,SC0,5,5,5,10,D,7,Dundee United_Celtic_2009
71,3,Rangers,18,1,0,0,1,C Thomson,1,0,3,20,H,19,2009-11-28,Aberdeen,SC0,6,2,1,8,H,5,Aberdeen_Rangers_2009
72,1,St Mirren,7,3,0,1,2,S Conroy,0,1,2,13,H,6,2009-11-28,Celtic,SC0,4,10,6,15,H,4,Celtic_St Mirren_2009
73,1,Falkirk,24,2,0,0,1,D Somers,0,0,2,14,H,12,2009-11-28,Hibernian,SC0,4,13,5,19,H,5,Hibernian_Falkirk_2009
74,1,Hearts,16,1,0,2,0,S Nicholls,0,0,1,11,A,10,2009-11-28,Kilmarnock,SC0,4,8,7,17,D,2,Kilmarnock_Hearts_2009
75,1,Dundee United,13,2,2,2,2,A Muir,0,1,2,14,D,13,2009-11-28,Motherwell,SC0,5,2,6,6,H,1,Motherwell_Dundee United_2009
76,0,Hamilton,7,1,0,1,1,W Collum,0,1,0,10,D,7,2009-11-28,St Johnstone,SC0,5,7,9,13,D,7,St Johnstone_Hamilton_2009
77,0,Aberdeen,7,3,1,0,1,M Tumilty,0,0,3,12,H,3,2009-12-05,Celtic,SC0,1,13,8,27,H,1,Celtic_Aberdeen_2009
78,2,St Mirren,9,3,0,2,2,B Winter,1,0,4,18,H,8,2009-12-05,Dundee United,SC0,2,4,3,10,H,4,Dundee United_St Mirren_2009
79,2,Rangers,12,1,0,3,1,W Collum,0,2,2,8,A,17,2009-12-05,Falkirk,SC0,10,6,7,12,A,7,Falkirk_Rangers_2009
80,1,Motherwell,22,2,0,0,1,I Brines,0,0,3,4,H,1,2009-12-05,Hibernian,SC0,1,7,9,12,H,8,Hibernian_Motherwell_2009
81,1,Kilmarnock,6,0,0,1,0,C Murray,0,1,1,15,A,4,2009-12-05,St Johnstone,SC0,1,9,7,16,A,2,St Johnstone_Kilmarnock_2009
82,0,Hearts,17,2,2,1,2,D Somers,0,1,3,24,H,6,2009-12-06,Hamilton,SC0,3,5,4,16,H,3,Hamilton_Hearts_2009
